"","species","taxon","max_size","max_length","TL","CA_mg","EPA_g","DHA_g","FE_mg","ZN_mg","HG_mcg","FAT","PROTCNT_g","lwA","lwB","Habitat","Subgroup","Abs_lat","StockCode","DietTroph","DietSeTroph","FoodTroph","FoodSeTroph","SpecCode"
"522","Oreochromis niloticus","Tilapias and other cichlids",3.65822658200202,60,2,NA,NA,NA,NA,NA,NA,NA,NA,0.01995,2.96,"freshwater","Finfish",7.971943,NA,2,NA,2.01999998092651,0,2
"523","Oreochromis niloticus","Tilapias and other cichlids",3.65822658200202,60,2,NA,NA,NA,NA,NA,NA,NA,NA,0.01995,2.96,"freshwater","Finfish",2.516667,NA,2,NA,2.01999998092651,0,2
"524","Oreochromis niloticus","Tilapias and other cichlids",3.65822658200202,60,2,NA,NA,NA,NA,NA,NA,NA,NA,0.01995,2.96,"freshwater","Finfish",2.516667,NA,2,NA,2.01999998092651,0,2
"525","Oreochromis niloticus","Tilapias and other cichlids",3.65822658200202,60,2,NA,NA,NA,NA,NA,NA,NA,NA,0.01995,2.96,"freshwater","Finfish",2.516667,NA,2,NA,2.01999998092651,0,2
"526","Oreochromis niloticus","Tilapias and other cichlids",3.65822658200202,60,2,NA,NA,NA,NA,NA,NA,NA,NA,0.01995,2.96,"freshwater","Finfish",6.255568,NA,2,NA,2.01999998092651,0,2
"527","Oreochromis niloticus","Tilapias and other cichlids",3.65822658200202,60,2,NA,0.010859908,0.048743308,NA,NA,NA,0.83,NA,0.01995,2.96,"freshwater","Finfish",19.065134,NA,2,NA,2.01999998092651,0,2
"528","Oreochromis niloticus","Tilapias and other cichlids",3.65822658200202,60,2,NA,NA,NA,NA,NA,NA,NA,NA,0.01995,2.96,"freshwater","Finfish",6.255568,NA,2,NA,2.01999998092651,0,2
"529","Oreochromis niloticus","Tilapias and other cichlids",3.65822658200202,60,2,NA,0.01365,0.06335,NA,NA,NA,NA,NA,0.01995,2.96,"freshwater","Finfish",1.504705,NA,2,NA,2.01999998092651,0,2
"530","Oreochromis niloticus","Tilapias and other cichlids",3.65822658200202,60,2,883,NA,NA,3,7,NA,NA,46,0.01995,2.96,"freshwater","Finfish",11.066667,NA,2,NA,2.01999998092651,0,2
"531","Oreochromis niloticus","Tilapias and other cichlids",3.65822658200202,60,2,NA,NA,NA,NA,NA,NA,NA,NA,0.01995,2.96,"freshwater","Finfish",7.971943,NA,2,NA,2.01999998092651,0,2
"532","Oreochromis niloticus","Tilapias and other cichlids",3.65822658200202,60,2,NA,0.17525383,0.64891283,NA,NA,NA,NA,NA,0.01995,2.96,"freshwater","Finfish",0.033333,NA,2,NA,2.01999998092651,0,2
"533","Oreochromis niloticus","Tilapias and other cichlids",3.65822658200202,60,2,NA,NA,NA,NA,NA,NA,NA,173,0.01995,2.96,"freshwater","Finfish",15.484682,NA,2,NA,2.01999998092651,0,2
"534","Oreochromis niloticus","Tilapias and other cichlids",3.65822658200202,60,2,NA,0.02035,0.0714,NA,NA,NA,NA,NA,0.01995,2.96,"freshwater","Finfish",1.433393,NA,2,NA,2.01999998092651,0,2
"535","Oreochromis niloticus","Tilapias and other cichlids",3.65822658200202,60,2,NA,0.00874,0.05846,NA,NA,NA,NA,NA,0.01995,2.96,"freshwater","Finfish",0.755775,NA,2,NA,2.01999998092651,0,2
"536","Osteochilus vittatus","Carps, barbels and other cyprinids",0.50223420803594,32,2.6,1103.31,NA,NA,1.11,1.8122,NA,NA,NA,0.01122,3.09,"freshwater","Finfish",12.265754,NA,2.6,NA,2.8199999332428,0.27,277
"537","Pagellus erythrinus","Miscellaneous coastal fishes",2.5570838559963,60,3.4,NA,0.074576297,0.30990909,NA,NA,NA,1.67,NA,0.01047,3.03,"marine","Finfish",38.963745,NA,3.48,0.121,3.46,0.46,893
"538","Pagellus bogaraveo","Miscellaneous coastal fishes",4.88655182735429,70,3.7,NA,NA,NA,NA,NA,NA,NA,220,0.01202,3.04,"marine","Finfish",39.019184,NA,4.21,0.55,3.73,0.56,890
"539","Pagellus bogaraveo","Miscellaneous coastal fishes",7.61192309174919,70,3.66,39,NA,0.229,0.15,0.263,NA,0.64,NA,0.0124,3.137000084,"marine","Finfish",42.575055,NA,4.21,0.55,3.73,0.56,890
"540","Pagellus bogaraveo","Miscellaneous coastal fishes",7.61192309174919,70,3.66,64,0.018,0.22,0.14,0.256,NA,0.53,NA,0.0124,3.137000084,"marine","Finfish",42.575055,NA,4.21,0.55,3.73,0.56,890
"541","Pagellus bogaraveo","Miscellaneous coastal fishes",7.61192309174919,70,3.66,69,0.018,0.203,0.19,0.356,NA,0.52,NA,0.0124,3.137000084,"marine","Finfish",42.575055,NA,4.21,0.55,3.73,0.56,890
"542","Pagellus erythrinus","Miscellaneous coastal fishes",4.4496,60,3.52,NA,NA,NA,NA,NA,NA,NA,157,0.0206,3,"marine","Finfish",34.208024,NA,3.48,0.121,3.46,0.46,893
"543","Pagrus auratus","Miscellaneous coastal fishes",35.855127417963,130,3.3,NA,NA,NA,NA,NA,NA,NA,180,0.0447,2.792999983,"marine","Finfish",39.019184,NA,3.59,0.22,3.47,0.54,6426
"544","Pagrus pagrus","Miscellaneous coastal fishes",10.8867887551479,90,3.8,NA,0.030405616,0.153564534,NA,NA,NA,1.02,NA,0.02239,2.91,"marine","Finfish",37.370157,NA,3.86,0.244,3.55,0.51,1756
"545","Pagrus pagrus","Miscellaneous coastal fishes",10.8867887551479,90,3.8,NA,NA,NA,NA,NA,NA,NA,105,0.02239,2.91,"marine","Finfish",34.208024,NA,3.86,0.244,3.55,0.51,1756
"546","Pagrus pagrus","Miscellaneous coastal fishes",6.55243766664437,75,3.65,NA,0.0364,0.0988,1.42,0.61,NA,0.81,229,0.0152,3.005000114,"marine","Finfish",14.764504,NA,3.86,0.244,3.55,0.51,1756
"547","Pagrus pagrus","Miscellaneous coastal fishes",6.55243766664437,75,3.65,NA,0.02631,0.15824,NA,NA,NA,0.91,NA,0.0152,3.005000114,"marine","Finfish",39.919841,NA,3.86,0.244,3.55,0.51,1756
"548","Pampus argenteus","Miscellaneous pelagic fishes",6.83195841135666,60,3.18,NA,NA,NA,NA,NA,NA,NA,153,0.042300001,2.928999901,"marine","Finfish",9.71212,NA,3.3,0.055,3.23,0.42,491
"549","Pampus argenteus","Miscellaneous pelagic fishes",6.83195841135666,60,3.18,NA,NA,NA,NA,NA,NA,NA,123,0.042300001,2.928999901,"marine","Finfish",3.144341,NA,3.3,0.055,3.23,0.42,491
"550","Pampus argenteus","Miscellaneous pelagic fishes",0.32585415915851,25.8,3.3,NA,0.200048145,0.5459927,NA,NA,NA,NA,122,0.01778,3.02,"marine","Finfish",29.985295,NA,3.3,0.055,3.23,0.42,491
"551","Pangasianodon hypophthalmus","Miscellaneous freshwater fishes",NA,130,3.1,NA,NA,NA,NA,NA,NA,NA,68,NA,NA,"freshwater","Finfish",15.484682,NA,NA,NA,3.12,0.46,14154
"552","Parambassis wolffii","Miscellaneous coastal fishes",0.164453525042636,20,3.7,1252.61,NA,NA,1.53,1.809024,NA,NA,NA,0.01995,3.01,"marine","Finfish",12.265754,NA,NA,NA,3.72,0.58,16235
"553","Parastromateus niger","Miscellaneous pelagic fishes",5.2840433833651,62,3.64,NA,NA,NA,NA,NA,NA,NA,158,0.0211,3.012000084,"marine","Finfish",3.144341,NA,NA,NA,2.9300000667572,0.3533,1947
"554","Parastromateus niger","Miscellaneous pelagic fishes",5.2840433833651,62,3.64,NA,NA,NA,NA,NA,NA,NA,198,0.0211,3.012000084,"marine","Finfish",9.71212,NA,NA,NA,2.9300000667572,0.3533,1947
"555","Parona signata","Miscellaneous pelagic fishes",0.779893998762744,46,3.4,NA,0.1336918,0.508827,NA,NA,NA,5.5,211,0.01175,2.9,"marine","Finfish",34.941407,NA,NA,NA,3.4,0.45,386
"556","Patagonotothen ramsayi","Miscellaneous demersal fishes",1.07869633215983,44,3.5,NA,0.086307624,0.195420108,NA,NA,NA,0.78,NA,0.00617,3.19,"marine","Finfish",51.796253,NA,NA,NA,3.49,0.5,10308
"557","Patagonotothen ramsayi","Miscellaneous demersal fishes",1.07869633215983,44,3.5,NA,0.055120347,0.280779133,NA,NA,NA,0.83,NA,0.00617,3.19,"marine","Finfish",51.796253,NA,NA,NA,3.49,0.5,10308
"558","Patagonotothen ramsayi","Miscellaneous demersal fishes",1.07869633215983,44,3.5,8.635,NA,NA,0.3265,0.6825,NA,NA,NA,0.00617,3.19,"marine","Finfish",51.796253,NA,NA,NA,3.49,0.5,10308
"559","Patagonotothen ramsayi","Miscellaneous demersal fishes",1.07869633215983,44,3.5,NA,0.093000334,0.236501244,NA,NA,NA,0.94,NA,0.00617,3.19,"marine","Finfish",51.796253,NA,NA,NA,3.49,0.5,10308
"560","Patagonotothen ramsayi","Miscellaneous demersal fishes",1.07869633215983,44,3.5,NA,0.154125024,0.341466648,NA,NA,NA,1.34,NA,0.00617,3.19,"marine","Finfish",51.796253,NA,NA,NA,3.49,0.5,10308
"561","Perca flavescens","Miscellaneous freshwater fishes",1.79793474253376,50,3.7,2.99,0.000384852,0.056503323,0.09,0.135388,NA,NA,86,0.0123,3.04,"freshwater","Finfish",45.052237,NA,3.67,0.183,3.36,0.47,359
"562","Perca flavescens","Miscellaneous freshwater fishes",1.79793474253376,50,3.7,NA,NA,NA,NA,NA,NA,NA,70,0.0123,3.04,"freshwater","Finfish",42.740759,NA,3.67,0.183,3.36,0.47,359
"563","Perca fluviatilis","Miscellaneous freshwater fishes",2.99713186592385,60,4.4,85.4,0.04723626,0.13118861,0.16,0.584,24,0.9,98,0.01,3.08,"freshwater","Finfish",42.606001,NA,4.35,NA,3.66,0.58,358
"564","Perca fluviatilis","Miscellaneous freshwater fishes",2.99713186592385,60,4.4,46.3,0.042595948,0.118886214,0.24,0.737,27,0.86,115,0.01,3.08,"freshwater","Finfish",42.119525,NA,4.35,NA,3.66,0.58,358
"565","Perca fluviatilis","Miscellaneous freshwater fishes",2.99713186592385,60,4.4,62.4,0.033646877,0.1795541,0.2,0.693,63,0.99,103,0.01,3.08,"freshwater","Finfish",42.260357,NA,4.35,NA,3.66,0.58,358
"566","Perca fluviatilis","Miscellaneous freshwater fishes",2.99713186592385,60,4.4,18.29,NA,NA,0.13,0.472605,NA,NA,NA,0.01,3.08,"freshwater","Finfish",54.117096,NA,4.35,NA,3.66,0.58,358
"567","Perca fluviatilis","Miscellaneous freshwater fishes",2.99713186592385,60,4.4,17.27,NA,NA,0.11,0.44161,NA,NA,NA,0.01,3.08,"freshwater","Finfish",54.084241,NA,4.35,NA,3.66,0.58,358
"568","Perca fluviatilis","Miscellaneous freshwater fishes",2.99713186592385,60,4.4,10.2,NA,NA,0.11,0.421452,NA,NA,NA,0.01,3.08,"freshwater","Finfish",54.00394,NA,4.35,NA,3.66,0.58,358
"569","Perca fluviatilis","Miscellaneous freshwater fishes",2.99713186592385,60,4.4,8.8,NA,NA,0.09,0.408639,NA,NA,NA,0.01,3.08,"freshwater","Finfish",54.117096,NA,4.35,NA,3.66,0.58,358
"570","Perca fluviatilis","Miscellaneous freshwater fishes",2.99713186592385,60,4.4,11.1,NA,NA,0.1,0.40198,NA,NA,NA,0.01,3.08,"freshwater","Finfish",54.084241,NA,4.35,NA,3.66,0.58,358
"571","Perca fluviatilis","Miscellaneous freshwater fishes",2.99713186592385,60,4.4,NA,NA,NA,NA,NA,NA,NA,NA,0.01,3.08,"freshwater","Finfish",61.92411,NA,4.35,NA,3.66,0.58,358
"572","Perca fluviatilis","Miscellaneous freshwater fishes",2.99713186592385,60,4.4,NA,NA,NA,NA,NA,NA,NA,NA,0.01,3.08,"freshwater","Finfish",61.92411,NA,4.35,NA,3.66,0.58,358
"573","Perca fluviatilis","Miscellaneous freshwater fishes",2.99713186592385,60,4.4,NA,NA,NA,NA,NA,NA,NA,NA,0.01,3.08,"freshwater","Finfish",61.92411,NA,4.35,NA,3.66,0.58,358
"574","Perca fluviatilis","Miscellaneous freshwater fishes",2.99713186592385,60,4.4,NA,NA,NA,NA,NA,NA,NA,NA,0.01,3.08,"freshwater","Finfish",61.92411,NA,4.35,NA,3.66,0.58,358
"575","Perca fluviatilis","Miscellaneous freshwater fishes",2.99713186592385,60,4.4,NA,NA,NA,NA,NA,NA,NA,NA,0.01,3.08,"freshwater","Finfish",61.341081,NA,4.35,NA,3.66,0.58,358
"576","Perca fluviatilis","Miscellaneous freshwater fishes",2.99713186592385,60,4.4,NA,NA,NA,NA,NA,NA,NA,NA,0.01,3.08,"freshwater","Finfish",61.341081,NA,4.35,NA,3.66,0.58,358
"577","Perca fluviatilis","Miscellaneous freshwater fishes",2.99713186592385,60,4.4,NA,NA,NA,NA,NA,NA,NA,NA,0.01,3.08,"freshwater","Finfish",61.508114,NA,4.35,NA,3.66,0.58,358
"578","Perca fluviatilis","Miscellaneous freshwater fishes",2.99713186592385,60,4.4,NA,NA,NA,NA,NA,NA,NA,NA,0.01,3.08,"freshwater","Finfish",61.508114,NA,4.35,NA,3.66,0.58,358
"579","Perca fluviatilis","Miscellaneous freshwater fishes",2.99713186592385,60,4.4,NA,0.12324125,0.36578003,NA,NA,NA,1.21,NA,0.01,3.08,"freshwater","Finfish",51.821038,NA,4.35,NA,3.66,0.58,358
"580","Perca fluviatilis","Miscellaneous freshwater fishes",2.99713186592385,60,4.4,NA,0.15723708,0.37998961,NA,NA,NA,1.43,NA,0.01,3.08,"freshwater","Finfish",46.402497,NA,4.35,NA,3.66,0.58,358
"581","Perca fluviatilis","Miscellaneous freshwater fishes",2.99713186592385,60,4.4,NA,0.136724,0.3545058,NA,NA,NA,1.2,NA,0.01,3.08,"freshwater","Finfish",51.821038,NA,4.35,NA,3.66,0.58,358
"582","Perca fluviatilis","Miscellaneous freshwater fishes",2.99713186592385,60,4.4,NA,0.1095292,0.3391872,NA,NA,NA,1.1,NA,0.01,3.08,"freshwater","Finfish",51.821038,NA,4.35,NA,3.66,0.58,358
"583","Perca fluviatilis","Miscellaneous freshwater fishes",2.99713186592385,60,4.4,NA,0.13063635,0.39860835,NA,NA,NA,1.35,NA,0.01,3.08,"freshwater","Finfish",51.821038,NA,4.35,NA,3.66,0.58,358
"584","Perca fluviatilis","Miscellaneous freshwater fishes",2.99713186592385,60,4.4,NA,0.12081186,0.39547814,NA,NA,NA,1.26,NA,0.01,3.08,"freshwater","Finfish",51.821038,NA,4.35,NA,3.66,0.58,358
"585","Perca fluviatilis","Miscellaneous freshwater fishes",2.99713186592385,60,4.4,NA,0.20176792,0.33174112,NA,NA,NA,1.48,NA,0.01,3.08,"freshwater","Finfish",46.402497,NA,4.35,NA,3.66,0.58,358
"586","Perca fluviatilis","Miscellaneous freshwater fishes",2.99713186592385,60,4.4,NA,0.1680728,0.36735912,NA,NA,NA,1.44,NA,0.01,3.08,"freshwater","Finfish",46.402497,NA,4.35,NA,3.66,0.58,358
"587","Perca fluviatilis","Miscellaneous freshwater fishes",2.99713186592385,60,4.4,NA,0.14496418,0.43857807,NA,NA,NA,1.47,NA,0.01,3.08,"freshwater","Finfish",46.402497,NA,4.35,NA,3.66,0.58,358
"588","Perca fluviatilis","Miscellaneous freshwater fishes",2.99713186592385,60,4.4,NA,0.11847254,0.3819909,NA,NA,NA,1.34,NA,0.01,3.08,"freshwater","Finfish",46.402497,NA,4.35,NA,3.66,0.58,358
"589","Phycis blennoides","Cods, hakes, haddocks",3.62618016524111,90,3.49,NA,NA,NA,NA,NA,NA,NA,NA,0.0012,3.315999985,"marine","Finfish",53.810441,NA,NA,NA,3.66,0.66,1340
"590","Phycis blennoides","Cods, hakes, haddocks",3.62618016524111,90,3.49,NA,NA,NA,NA,NA,NA,NA,NA,0.0012,3.315999985,"marine","Finfish",39.019184,NA,NA,NA,3.66,0.66,1340
"591","Phycis phycis","Cods, hakes, haddocks",1.58748050712063,49,4.11,NA,0.017286005,0.114857545,NA,NA,NA,0.55,NA,0.00699,3.16899991,"marine","Finfish",37.370157,NA,4.25,0.34,3.91,0.85,1747
"592","Piaractus mesopotamicus","Miscellaneous freshwater fishes",NA,40.5,2,NA,0.05082044,0.138427529,NA,NA,NA,7.9,NA,NA,NA,"freshwater","Finfish",16.837027,NA,NA,NA,2,0,55383
"593","Pimelodus maculatus","Miscellaneous freshwater fishes",1.75837467638673,51,2.9,NA,0.02215466,0.09466082,NA,NA,NA,5.55,91,0.01047,3.06,"freshwater","Finfish",19.427757,NA,NA,NA,2.87,0.35,23451
"594","Pinirampus pirinampu","Miscellaneous freshwater fishes",24.8990762570775,120,4.5,NA,0.02333765,0.07001295,NA,NA,NA,7.3,50,0.00851,3.11,"freshwater","Finfish",19.427757,NA,NA,NA,4.5,0.8,8688
"595","Platichthys flesus","Flounders, halibuts, soles",0.947757454158021,43,3.53,NA,NA,NA,NA,NA,NA,NA,NA,0.0093,3.065999985,"marine","Finfish",53.164164,NA,3.32,0.194,3.3,0.46,1341
"596","Platichthys flesus","Flounders, halibuts, soles",0.947757454158021,43,3.53,NA,NA,NA,NA,NA,NA,NA,NA,0.0093,3.065999985,"marine","Finfish",53.164164,NA,3.32,0.194,3.3,0.46,1341
"597","Platichthys stellatus","Flounders, halibuts, soles",6.66786756584721,75,3.32,NA,NA,NA,NA,NA,NA,NA,96,0.00359,3.343300104,"marine","Finfish",45.867615,NA,3.58,0.113,3.5,0.5,4249
"598","Platichthys stellatus",NA,8.58380173980419,91,NA,18,NA,NA,0.36,0.45,1,NA,1,0.00759,3.09,"marine","Finfish",52.372895,NA,3.58,0.113,3.5,0.5,4249
"599","Pleurogrammus monopterygius","Miscellaneous coastal fishes",1.38410216185219,48,3.33,14.1,NA,NA,0.62,0.5067,8,NA,NA,0.01072,3.04,"marine","Finfish",57.241325,NA,3.38,NA,3.64,0.74,4037
"600","Pleuronectes platessa","Flounders, halibuts, soles",10.7117818933184,100,3.26,28,NA,NA,0.19,0.48,37,NA,37,0.00776,3.07,"marine","Finfish",63.968654,NA,NA,NA,3.23,0.5,1342
"601","Pleuronectes platessa","Flounders, halibuts, soles",10.7117818933184,100,3.26,NA,NA,NA,NA,NA,NA,NA,NA,0.00776,3.07,"marine","Finfish",53.164164,NA,NA,NA,3.23,0.5,1342
"602","Pleuronectes platessa","Flounders, halibuts, soles",10.7117818933184,100,3.26,NA,NA,NA,NA,NA,NA,NA,NA,0.00776,3.07,"marine","Finfish",53.164164,NA,NA,NA,3.23,0.5,1342
"603","Pleuronectes platessa","Flounders, halibuts, soles",10.7117818933184,100,3.26,NA,0.174054112,0.158101627,NA,NA,NA,1.7,NA,0.00776,3.07,"marine","Finfish",63.968654,NA,NA,NA,3.23,0.5,1342
"604","Parophrys vetulus","Flounders, halibuts, soles",0.778770366023302,49,3.45,NA,NA,NA,NA,NA,NA,NA,27,0.00589,3.03,"marine","Finfish",45.867615,NA,NA,NA,3.39,0.46,4248
"605","Plotosus canius","Miscellaneous coastal fishes",5.02131779692119,94.2,3.3,NA,NA,NA,NA,NA,NA,NA,56,0.00437,3.07,"marine","Finfish",3.144341,NA,NA,NA,3.88,0.61,8167
"606","Pogonias cromis","Miscellaneous coastal fishes",30.3125248436651,139,3.89,NA,0.0703152,0.092777,NA,NA,NA,1.2,153,0.018579001,2.898999929,"marine","Finfish",34.941407,NA,NA,NA,3.89,0.62,425
"607","Pollachius pollachius","Cods, hakes, haddocks",12.8525991331729,107,4.15,NA,NA,NA,NA,NA,NA,NA,NA,0.00613,3.11500001,"marine","Finfish",60.657778,NA,4.32,0.26,3.91,0.71,34
"608","Pollachius pollachius","Cods, hakes, haddocks",12.8525991331729,107,4.15,NA,NA,NA,NA,NA,NA,NA,NA,0.00613,3.11500001,"marine","Finfish",60.657778,NA,4.32,0.26,3.91,0.71,34
"609","Pollachius virens","Cods, hakes, haddocks",21.2700739797548,130,4.4,10,NA,NA,0.25,0.38,71,NA,120,0.00759,3.05,"marine","Finfish",63.968654,NA,4.31,0.351,3.61,0.72,1343
"610","Pollachius virens","Cods, hakes, haddocks",21.2700739797548,130,4.4,NA,0.071883579,0.254163204,NA,NA,NA,0.85,NA,0.00759,3.05,"marine","Finfish",63.968654,NA,4.31,0.351,3.61,0.72,1343
"611","Pollachius virens","Cods, hakes, haddocks",11.8199687755881,107,4.38,NA,NA,NA,NA,NA,NA,NA,NA,0.00771,3.048000097,"marine","Finfish",62.1,NA,4.31,0.351,3.61,0.72,1343
"612","Pollachius virens","Cods, hakes, haddocks",11.8199687755881,107,4.38,NA,NA,NA,NA,NA,NA,NA,NA,0.00771,3.048000097,"marine","Finfish",NA,NA,4.31,0.351,3.61,0.72,1343
"613","Polyprion oxygeneios","Miscellaneous demersal fishes",26.1712022767422,123,4.45,NA,NA,NA,NA,NA,NA,NA,173,0.0142,2.997999907,"marine","Finfish",40.900557,NA,NA,NA,4.45,0.77,350
"614","Pomatomus saltatrix","Miscellaneous pelagic fishes",8.58696589877343,98,4.5,NA,0.748,2.5058,NA,NA,NA,18.7,NA,0.01096,2.96,"marine","Finfish",23.372169,NA,4.53,0.303,4.08,0.0113,364
"615","Pomatomus saltatrix","Miscellaneous pelagic fishes",18.2265965387216,130,4.5,NA,NA,NA,NA,NA,NA,NA,NA,0.013564148,2.898995876,"marine","Finfish",39.019184,NA,4.53,0.303,4.08,0.0113,364
"616","Pomoxis nigromaculatus","Miscellaneous freshwater fishes",1.62858548227354,49,4.2,NA,NA,NA,NA,NA,NA,NA,100,0.01096,3.06,"freshwater","Finfish",42.740759,NA,NA,NA,3.81,0.62,3388
"617","Prochilodus reticulatus","Miscellaneous freshwater fishes",0.313202168820961,28,2,19,0.01,NA,NA,NA,NA,NA,52,0.0138,3.01,"freshwater","Finfish",5.816764,NA,NA,NA,2,0,5491
"618","Protopterus aethiopicus","Miscellaneous freshwater fishes",NA,200,3.4,NA,0.00621,0.0391,NA,NA,NA,NA,NA,NA,NA,"freshwater","Finfish",0.755775,NA,4.4,0.19,3.43,0.69,8734
"619","Protopterus aethiopicus","Miscellaneous freshwater fishes",NA,200,3.4,NA,0.02162,0.022,NA,NA,NA,NA,NA,NA,NA,"freshwater","Finfish",1.433393,NA,4.4,0.19,3.43,0.69,8734
"620","Protopterus aethiopicus","Miscellaneous freshwater fishes",NA,200,3.4,NA,0.005,0.064,NA,NA,NA,NA,NA,NA,NA,"freshwater","Finfish",1.504705,NA,4.4,0.19,3.43,0.69,8734
"621","Protopterus annectens","Miscellaneous freshwater fishes",0.464493161010483,44.3,3.4,NA,0.37942366,0.82104792,NA,NA,NA,NA,NA,0.00339,3.12,"freshwater","Finfish",0.033333,NA,NA,NA,3.83,0.64,2384
"622","Scophthalmus maximus","Flounders, halibuts, soles",14.1251431203305,100,4,NA,0.0941512,0.2685449,0.08,0.12,NA,NA,148,0.01122,3.05,"marine","Finfish",42.575055,NA,4.36,0.044,3.96000003814697,0.63,1348
"623","Scophthalmus maximus","Flounders, halibuts, soles",14.1251431203305,100,4,NA,NA,NA,NA,NA,NA,NA,NA,0.01122,3.05,"marine","Finfish",53.164164,NA,4.36,0.044,3.96000003814697,0.63,1348
"624","Scophthalmus maximus","Flounders, halibuts, soles",14.1251431203305,100,4,NA,NA,NA,NA,NA,NA,NA,NA,0.01122,3.05,"marine","Finfish",53.164164,NA,4.36,0.044,3.96000003814697,0.63,1348
"625","Scophthalmus maximus","Flounders, halibuts, soles",12.1705271599957,100,3.05,NA,NA,NA,NA,NA,NA,NA,145,0.016799999,2.930000067,"marine","Finfish",51.896892,NA,4.36,0.044,3.96000003814697,0.63,1348
"626","Pseudoplatystoma corruscans","Miscellaneous freshwater fishes",50.6483746515233,166,4.5,NA,0.010995016,0.061789175,NA,NA,NA,2.5,NA,0.00631,3.11,"freshwater","Finfish",16.837027,NA,NA,NA,4.5,0.8,8674
"627","Pseudoplatystoma fasciatum","Miscellaneous freshwater fishes",13.2434068834703,104,4.4,NA,NA,NA,NA,NA,NA,NA,159,0.00891,3.06,"freshwater","Finfish",7.584134,NA,NA,NA,4.38,0.78,6410
"628","Pseudoplatystoma fasciatum","Miscellaneous freshwater fishes",13.2434068834703,104,4.4,NA,NA,NA,NA,NA,NA,NA,150,0.00891,3.06,"freshwater","Finfish",7.584134,NA,NA,NA,4.38,0.78,6410
"629","Pseudoplatystoma fasciatum","Miscellaneous freshwater fishes",13.2434068834703,104,4.4,24.5,0.01,NA,NA,NA,NA,NA,193,0.00891,3.06,"freshwater","Finfish",5.816764,NA,NA,NA,4.38,0.78,6410
"630","Puntioplites proctozystron","Carps, barbels and other cyprinids",0.272916341239469,30,2.7,851.73,NA,NA,1.1,1.66837,NA,NA,NA,0.00977,3.01,"freshwater","Finfish",12.265754,NA,NA,NA,2.7,0.28,16203
"631","Puntius sophore","Carps, barbels and other cyprinids",0.0809808237247298,18,2.8,NA,NA,NA,NA,NA,NA,NA,NA,0.01349,3.01,"freshwater","Finfish",24.4333,NA,NA,NA,NA,NA,10137
"632","Puntius sophore","Carps, barbels and other cyprinids",0.0809808237247298,18,2.8,NA,NA,NA,NA,NA,NA,NA,NA,0.01349,3.01,"freshwater","Finfish",24.4333,NA,NA,NA,NA,NA,10137
"633","Puntius sophore","Carps, barbels and other cyprinids",0.0809808237247298,18,2.8,NA,NA,NA,NA,NA,NA,NA,NA,0.01349,3.01,"freshwater","Finfish",24.4333,NA,NA,NA,NA,NA,10137
"634","Puntius semifasciolatus","Carps, barbels and other cyprinids",0.0184481563281648,12,2.9,NA,0.01574542,0.03601939,NA,NA,NA,0.9,NA,0.01122,2.98,"freshwater","Finfish",15.190255,NA,NA,NA,2.77,0.28,4677
"635","Puntius semifasciolatus","Carps, barbels and other cyprinids",0.0368557897288053,15,2.4,NA,NA,NA,NA,NA,NA,NA,NA,0.01122,2.99,"freshwater","Finfish",24.4333,NA,NA,NA,2.77,0.28,4677
"636","Pethia ticto","Carps, barbels and other cyprinids",0.0181990941651246,10,2.2,NA,NA,NA,NA,NA,NA,NA,NA,0.01738,3.02,"freshwater","Finfish",24.4333,NA,2.2,0,NA,NA,4815
"637","Rasbora tornieri","Carps, barbels and other cyprinids",0.0281642945676965,17,3.2,812.59,NA,NA,0.73,3.055239,NA,NA,NA,0.00457,3.08,"freshwater","Finfish",12.265754,NA,NA,NA,3.2,0.4,22832
"638","Rasbora tornieri","Carps, barbels and other cyprinids",0.0281642945676965,17,3.2,NA,NA,NA,NA,NA,NA,NA,NA,0.00457,3.08,"freshwater","Finfish",12.265754,NA,NA,NA,3.2,0.4,22832
"639","Rasbora tornieri","Carps, barbels and other cyprinids",0.0281642945676965,17,3.2,NA,NA,NA,NA,NA,NA,NA,NA,0.00457,3.08,"freshwater","Finfish",12.265754,NA,NA,NA,3.2,0.4,22832
"640","Rastrelliger brachysoma","Miscellaneous pelagic fishes",0.88201270279456,32,2.72,NA,NA,NA,NA,NA,NA,NA,222,0.013,3.210000038,"marine","Finfish",9.71212,NA,NA,NA,2.72,0.31,109
"641","Rastrelliger kanagurta","Miscellaneous pelagic fishes",0.387492582255999,32,3.19,NA,NA,NA,NA,NA,NA,NA,205,0.0061,3.190999985,"marine","Finfish",3.144341,NA,NA,NA,3.19000005722046,0.3788,111
"642","Rastrineobola argentea","Miscellaneous freshwater fishes",0.00574739703928607,9,3.4,NA,0.14587456,0.17953792,NA,NA,NA,NA,NA,0.00676,3.07,"freshwater","Finfish",0.033333,NA,NA,NA,3.41000008583069,0.4933,281
"643","Rastrineobola argentea","Carps, barbels and other cyprinids",0.00574739703928607,9,3.4,NA,NA,NA,NA,NA,NA,NA,NA,0.00676,3.07,"freshwater","Finfish",2.516667,NA,NA,NA,3.41000008583069,0.4933,281
