obs_id,taxon_name,genus_species,subgroup,taxon_common_name,location_of_study,methylmercury,lead,arsenic,cadmium,part,dataset,bibliography,number_of_samples
contam881,Paralichthys dentatus,paralichthys dentatus,finfish,flounder-summer,US-Atlantic,4.465,NA,NA,NA,NA,karimi,"Delaware River Basin Commission. 2011. Fish and Shellfish Tissue Data, DRBC EPA Coastal 2000. Available: http://www.state.nj.us/drbc/fishtiss.htm [accessed 3 February 2011].",4
contam882,Paralichthys dentatus,paralichthys dentatus,finfish,flounder-summer,US- New York Bight,3.401,NA,NA,NA,NA,karimi,"Deshpande AD, Draxler AFJ, Zdanowicz VS, Schrock ME, Paulson AJ. 2000. Contaminant Levels in Muscle of Four Species of Recreational Fish from the New York Bight Apex. NOAA Technical Memorandum NMFS-NE-157. NMFS-NE-157. Available: http://www.nefsc.noaa.gov/publications/tm/tm157/tm157.pdf [accessed 24 February 2009].",14
contam883,Paralichthys dentatus,paralichthys dentatus,finfish,flounder-summer,US-New Jersey,13.3,NA,NA,NA,NA,karimi,"Burger J, Jeitner C, Donio M, Shukla S, Gochfeld M. 2009. Factors Affecting Mercury and Selenium Levels in New Jersey Flatfish: Low Risk to Human Consumers. J Toxicol Env Health Part A 72(14):853-860.",258
contam884,Paralichthys dentatus,paralichthys dentatus,finfish,flounder-summer,US-Atlantic,9.12,NA,NA,NA,NA,karimi,"Gerhart EH. 1977. Concentrations of total mercury in several fishes from Delaware Bay, 1975. Pesticides Monitoring Journal 11(3):132-133.",3
contam885,Paralichthys dentatus,paralichthys dentatus,finfish,flounder-summer,US-Delaware,11.279090909090908,NA,NA,NA,NA,karimi,State of Delaware. 2010. Department of Natural Resources and Environmental Control Open Files. Available: http://www.dnrec.state.de.us/fw/advisory.htm [accessed 29 November 2010].,11
contam886,Paralichthys dentatus,paralichthys dentatus,finfish,flounder-summer,US-New Jersey,8.858749999999999,NA,NA,NA,NA,karimi,State of New Jersey. 2008. Routine Monitoring Program for Toxics in Fish: Year 3 Raritan River Region. Available: http://www.state.nj.us/dep/dsr/fishmonitoring-year3.pdf [accessed 29 November 2011].,12
contam887,Paralichthys dentatus,paralichthys dentatus,finfish,flounder-summer,US-Virginia,0.475,NA,NA,NA,NA,karimi,State of Virginia. 2009. Department of Environmental Quality Fish Tissue Results Summary. Available: http://www.deq.state.va.us/fishtissue/fishtissue.html [accessed 21 July 2009].,1
contam888,Paralichthys dentatus,paralichthys dentatus,finfish,flounder-summer,US-Virginia,17.478212433800273,NA,NA,NA,NA,karimi,State of Virginia. 2009. Department of Environmental Quality Fish Tissue Results Summary. Available: http://www.deq.state.va.us/fishtissue/fishtissue.html [accessed 21 July 2009].,11
contam889,Paralichthys dentatus,paralichthys dentatus,finfish,flounder-summer,US-Atlantic,3.2965000000000013,NA,NA,NA,NA,karimi,USEPA (U.S. Environmental Protection Agency). 2004. Environmental Monitoring and Assessment Program (EMAP). Available: http://www.epa.gov/emap/ (EPA West) [accessed 26 April 2004].,30
contam890,Paralichthys dentatus,paralichthys dentatus,finfish,flounder-summer,US-Atlantic,6.175,NA,NA,NA,NA,karimi,USEPA (U.S. Environmental Protection Agency). 2008. National Coastal Assessment. Available: http://www.epa.gov/emap/nca/html/data/index.html [accessed 3 October 2008].,10
contam891,Paralichthys dentatus,paralichthys dentatus,finfish,flounder-summer,US,5.929583333333332,NA,NA,NA,NA,karimi,USEPA (U.S. Environmental Protection Agency). 2011a. National Listing of Fish Advisories. Available: http://map1.epa.gov [accessed 14 September 2011].,12
contam892,Paralichthys dentatus,paralichthys dentatus,finfish,flounder-summer,US-Atlantic,1.52,NA,NA,NA,NA,karimi,USEPA (U.S. Environmental Protection Agency). 2011b. Environmental Monitoring and Assessment Program (EMAP). Available: http://www.epa.gov/emap/ (Virginian Province 1991-1993) [accessed 3 February 2011].,5
contam893,Paralichthys dentatus,paralichthys dentatus,finfish,NA,US-Florida,3.8,NA,NA,NA,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9. 2nd ed. rev. 57 pp.",NA
contam894,Paralichthys lethostigma,paralichthys lethostigma,finfish,flounder-southern,US-Louisiana,5.794999999999998,NA,NA,NA,NA,karimi,State of Louisiana. 2011. Department of Environmental Quality Mercury Fish Tissue Data 2005-2010 (Data file). Available: http://www.deq.louisiana.gov/portal/default.aspx?tabid=1633 [accessed 4 February 2011].,35
contam895,Paralichthys lethostigma,paralichthys lethostigma,finfish,flounder-southern,US-Louisiana,10.679357142857143,NA,NA,NA,NA,karimi,State of Louisiana. 2011. Department of Environmental Quality Mercury Fish Tissue Data 2005-2010 (Data file). Available: http://www.deq.louisiana.gov/portal/default.aspx?tabid=1633 [accessed 4 February 2011].,7
contam896,Paralichthys lethostigma,paralichthys lethostigma,finfish,flounder-southern,US,4.750000000000001,NA,NA,NA,NA,karimi,USEPA (U.S. Environmental Protection Agency). 2011a. National Listing of Fish Advisories. Available: http://map1.epa.gov [accessed 14 September 2011].,3
contam897,Paralichthys lethostigma,paralichthys lethostigma,finfish,flounder-southern,US,7.866904761904755,NA,NA,NA,NA,karimi,USEPA (U.S. Environmental Protection Agency). 2011a. National Listing of Fish Advisories. Available: http://map1.epa.gov [accessed 14 September 2011].,126
contam898,Paralichthys albiguttata,paralicthys albugutta,finfish,NA,US-gulf,9.595,46.800000000000004,291,6.3,muscle,hall,"Hall, R. A., E. G. Zook, and G. M. Meaburn. 1978. National Marine Fisheries Service Survey of Trace Elements in the Fishery Resource. https://spo.nmfs.noaa.gov/content/national-marine-fisheries-service-survey-trace-elements-fishery-resource.",NA
contam899,Paralichthys denatus,paralicthys dentatus,finfish,NA,US-south atlantic,19.759999999999998,45.2,1033.2,5.800000000000001,muscle,hall,"Hall, R. A., E. G. Zook, and G. M. Meaburn. 1978. National Marine Fisheries Service Survey of Trace Elements in the Fishery Resource. https://spo.nmfs.noaa.gov/content/national-marine-fisheries-service-survey-trace-elements-fishery-resource.",NA
contam900,Paralichthys letostigma,paralicthys lethostigma,finfish,NA,US-south atlantic,8.739999999999998,37,569.4,6,muscle,hall,"Hall, R. A., E. G. Zook, and G. M. Meaburn. 1978. National Marine Fisheries Service Survey of Trace Elements in the Fishery Resource. https://spo.nmfs.noaa.gov/content/national-marine-fisheries-service-survey-trace-elements-fishery-resource.",NA
contam901,Paralichthys letostigma,paralicthys lethostigma,finfish,NA,US-gulf,6.365,67.4,283.9,8.6,muscle,hall,"Hall, R. A., E. G. Zook, and G. M. Meaburn. 1978. National Marine Fisheries Service Survey of Trace Elements in the Fishery Resource. https://spo.nmfs.noaa.gov/content/national-marine-fisheries-service-survey-trace-elements-fishery-resource.",NA
contam902,Paralichthys oblongus,paralicthys oblongus,finfish,NA,US-north atlantic,5.225,19,223.5,5,muscle,hall,"Hall, R. A., E. G. Zook, and G. M. Meaburn. 1978. National Marine Fisheries Service Survey of Trace Elements in the Fishery Resource. https://spo.nmfs.noaa.gov/content/national-marine-fisheries-service-survey-trace-elements-fishery-resource.",NA
contam903,Paralithodes camtschaticus,paralithodes camschatica,crustacean,NA,US-alaska,3.61,82.5,433,22.6,meat,hall,"Hall, R. A., E. G. Zook, and G. M. Meaburn. 1978. National Marine Fisheries Service Survey of Trace Elements in the Fishery Resource. https://spo.nmfs.noaa.gov/content/national-marine-fisheries-service-survey-trace-elements-fishery-resource.",NA
contam904,Paralithodes camtschaticus,paralithodes camschatica,crustacean,NA,US-alaska,12.16,46.1,577.1,24.2,claw and body meat,hall,"Hall, R. A., E. G. Zook, and G. M. Meaburn. 1978. National Marine Fisheries Service Survey of Trace Elements in the Fishery Resource. https://spo.nmfs.noaa.gov/content/national-marine-fisheries-service-survey-trace-elements-fishery-resource.",NA
contam905,Paralithodes camtschaticus,paralithodes camtschaticus,crustacean,crab-king (red),US,0.95,NA,NA,NA,NA,karimi,"Yamashita Y, Omura Y, Okazaki E. 2005. Total mercury and methylmercury levels in commercially important fishes in Japan. Fisheries Science 71(5):1029-1035. Yamashita Y, Omura Y, Okazaki E. 2006. Distinct regional profiles of trace element content in muscle of Japanese eel Anguilla japonica from Japan, Taiwan, and China. Fisheries Science 72(5):1109-1113. Zauke GP, Savinov VM, Ritterhoff J, Savinova T. 1999. Heavy metals in fish from the Barents Sea in (summer 1994). Sci Total Environ 227(2-3):161-173.",1
contam906,Paralithodes camtschaticus,paralithodes camtschaticus,crustacean,Red king crab,NA,9.595,NA,NA,NA,NA,burger,"Burger, Joanna, Michael Gochfeld, Christian Jeitner, Sean Burke, Tim Stamm, Ronald Snigaroff, Dan Snigaroff, Robert Patrick, and Jim Weston. Mercury levels and potential risk from subsistence foods from the Aleutians. Science of the Total Environment 384, no. 1-3 (2007): 93-105.",NA
contam907,Pargus sedecim,pargrus sedecim,finfish,NA,US-south atlantic,46.93,59,1910.5,8.799999999999999,muscle,hall,"Hall, R. A., E. G. Zook, and G. M. Meaburn. 1978. National Marine Fisheries Service Survey of Trace Elements in the Fishery Resource. https://spo.nmfs.noaa.gov/content/national-marine-fisheries-service-survey-trace-elements-fishery-resource.",NA
contam908,Parophrys vetulus,parophrys vetulus,finfish,NA,US-california,10.735,59.3,627.4,7.5,muscle,hall,"Hall, R. A., E. G. Zook, and G. M. Meaburn. 1978. National Marine Fisheries Service Survey of Trace Elements in the Fishery Resource. https://spo.nmfs.noaa.gov/content/national-marine-fisheries-service-survey-trace-elements-fishery-resource.",NA
contam909,Parophrys vetulus,parophrys vetulus,finfish,NA,US-pacific northwest,6.935,56.599999999999994,505.99999999999994,0,muscle,hall,"Hall, R. A., E. G. Zook, and G. M. Meaburn. 1978. National Marine Fisheries Service Survey of Trace Elements in the Fishery Resource. https://spo.nmfs.noaa.gov/content/national-marine-fisheries-service-survey-trace-elements-fishery-resource.",NA
contam910,Parophrys vetulus,parophrys vetulus,finfish,sole-English,US-Washington,1.3028571428571434,NA,NA,NA,NA,karimi,Lower Duwamish Waterway Group. 2005. Lower Duwamish Waterway Cleanup: Fish and Crab Tissue Data Report. Available: http://www.ldwg.org/assets/fish_crab_tissue/appendix_adata_tables_final.pdf [accessed 2 December 2010].,28
contam911,Parophrys vetulus,parophrys vetulus,finfish,sole-English,US-California,5.32,NA,NA,NA,NA,karimi,"Meador JP, Ernest DW, Kagley AN. 2005. A comparison of the non-essential elements cadmium, mercury, and lead found in fish and sediment from Alaska and California. Sci Total Environ 339(1-3):189-205.",3
contam912,Parophrys vetulus,parophrys vetulus,finfish,sole-English,US-California,1.6862499999999998,NA,NA,NA,NA,karimi,"San Francisco Public Utilities Commission. 2006. Southwest Ocean Outfall Regional Monitoring Program, Eight Year Summary Report, 1997-2004 San Francisco. Available: http://sfwater.org/main.cfm/MC_ID/4/MSC_ID/83 [accessed 27 January 2011].",8
contam913,Parophrys vetulus,parophrys vetulus,finfish,sole-English,US-Pacific,1.2376228260869568,NA,NA,NA,NA,karimi,USEPA (U.S. Environmental Protection Agency). 2004. Environmental Monitoring and Assessment Program (EMAP). Available: http://www.epa.gov/emap/ (EPA West) [accessed 26 April 2004].,46
contam914,Parophrys vetulus,parophrys vetulus,finfish,sole-English,US-Washington,5.747406311637077,NA,NA,NA,NA,karimi,USEPA (U.S. Environmental Protection Agency). 2011a. National Listing of Fish Advisories. Available: http://map1.epa.gov [accessed 14 September 2011].,507
contam915,Patinopecten caurinus,patinopecten caurinus,finfish,scallops-weathervane,US-Washington (Puget Sound),3.40955,NA,NA,NA,NA,karimi,Bloom NS. 1992. On the chemical form of mercury in edible fish and marine invertebrate tissue Can J Fish Aquat Sci 49(5):1010-1017.,10
contam916,Penaeus duorarum,penaeus duorarum,crustacean,NA,US-gulf,12.35,62.4,826.2,14.099999999999998,"tail, peeled",hall,"Hall, R. A., E. G. Zook, and G. M. Meaburn. 1978. National Marine Fisheries Service Survey of Trace Elements in the Fishery Resource. https://spo.nmfs.noaa.gov/content/national-marine-fisheries-service-survey-trace-elements-fishery-resource.",NA
contam917,Penaeus duorarum,penaeus duorarum,crustacean,NA,US-north atlantic,3.5149999999999997,41.9,672,10,"tail, peeled",hall,"Hall, R. A., E. G. Zook, and G. M. Meaburn. 1978. National Marine Fisheries Service Survey of Trace Elements in the Fishery Resource. https://spo.nmfs.noaa.gov/content/national-marine-fisheries-service-survey-trace-elements-fishery-resource.",NA
contam918,Peprilus alepidotus,peprilus alepidotus,finfish,NA,US-south atlantic,3.8,19,56.49999999999999,7.000000000000001,muscle,hall,"Hall, R. A., E. G. Zook, and G. M. Meaburn. 1978. National Marine Fisheries Service Survey of Trace Elements in the Fishery Resource. https://spo.nmfs.noaa.gov/content/national-marine-fisheries-service-survey-trace-elements-fishery-resource.",NA
contam919,Peprilus triacanthus,peprilus triacantus,finfish,NA,US-north atlantic,3.7049999999999996,33.2,336.7,6.6000000000000005,muscle,hall,"Hall, R. A., E. G. Zook, and G. M. Meaburn. 1978. National Marine Fisheries Service Survey of Trace Elements in the Fishery Resource. https://spo.nmfs.noaa.gov/content/national-marine-fisheries-service-survey-trace-elements-fishery-resource.",NA
contam920,Perca flavescens,perca flavescens,finfish,perch-yellow,US-Atlantic,10.45,NA,NA,NA,NA,karimi,"Delaware River Basin Commission. 2011. Fish and Shellfish Tissue Data, DRBC EPA Coastal 2000. Available: http://www.state.nj.us/drbc/fishtiss.htm [accessed 3 February 2011].",1
contam921,Perca flavescens,perca flavescens,finfish,perch-yellow,Canada - Ontario lakes,12.36045,NA,NA,NA,NA,karimi,"Ethier ALM, Scheuhammer AM, Bond DE. 2008. Correlates of mercury in fish from lakes near Clyde Forks, Ontario, Canada. Environ Pollut 154(1):89-97.",67
contam922,Perca flavescens,perca flavescens,finfish,perch-yellow,Canada-Lake Erie,6.618333333333333,NA,NA,NA,NA,karimi,"Kelso JRM, Frank R. 1974. Organochlorine residues, mercury, copper and cadmium in yellow perch, white bass and smallmouth bass, Long Point Bay, Lake Erie. Trans Am Fish Soc 103(3):577-581.",30
contam923,Perca flavescens,perca flavescens,finfish,perch-yellow,Canada - Ontario lakes,7.662699999999998,NA,NA,NA,NA,karimi,"Kidd KA, Hesslein RH, Fudge RJP, Hallard KA. 1995. The influence of trophic level as measured by delta N-15 on mercury concentrations in freshwater organisms. Water Air Soil Pollut 80(14):1011-1015.",15
contam924,Perca flavescens,perca flavescens,finfish,perch-yellow,Canada - Ontario lakes,11.209999999999999,NA,NA,NA,NA,karimi,"Schetagne R, Doyon JF, Fournier JJ. 2000. Export of mercury downstream from reservoirs. Sci Total Environ 260(1-3):135-145.",29
contam925,Perca flavescens,perca flavescens,finfish,perch-yellow,US-Delaware,16.15,NA,NA,NA,NA,karimi,State of Delaware. 2010. Department of Natural Resources and Environmental Control Open Files. Available: http://www.dnrec.state.de.us/fw/advisory.htm [accessed 29 November 2010].,2
contam926,Perca flavescens,perca flavescens,finfish,perch-yellow,US-Michigan,8.31371794871795,NA,NA,NA,NA,karimi,State of Maryland. 2007. Toxics Data Sets. Available: http://archive.chesapeakebay.net/data/historicaldb/toxicsmain.htm [accessed 24 October 2007].,39
contam927,Perca flavescens,perca flavescens,finfish,perch-yellow,US-Michigan,8.31371794871795,NA,NA,NA,NA,karimi,State of Maryland. 2007. Toxics Data Sets. Available: http://archive.chesapeakebay.net/data/historicaldb/toxicsmain.htm [accessed 24 October 2007].,39
contam928,Perca flavescens,perca flavescens,finfish,perch-yellow,US-North Carolina,41.345652173913045,NA,NA,NA,NA,karimi,"State of North Carolina. 2011. Statewide Fish Tissue Metals Results Available: http://portal.ncdenr.org/web/wq/ess/bau/fish-tissue-data, for 1990-2010 [accessed 26 January 2011].",23
contam929,Perca flavescens,perca flavescens,finfish,perch-yellow,US-Virginia,14.62100302763585,NA,NA,NA,NA,karimi,State of Virginia. 2009. Department of Environmental Quality Fish Tissue Results Summary. Available: http://www.deq.state.va.us/fishtissue/fishtissue.html [accessed 21 July 2009].,17
contam930,Perca flavescens,perca flavescens,finfish,perch-yellow,US,10.355,NA,NA,NA,NA,karimi,USEPA (U.S. Environmental Protection Agency). 2011a. National Listing of Fish Advisories. Available: http://map1.epa.gov [accessed 14 September 2011].,266
contam931,Perca flavescens,perca flavescens,finfish,perch-yellow,US,11.044960571428568,NA,NA,NA,NA,karimi,USEPA (U.S. Environmental Protection Agency). 2011a. National Listing of Fish Advisories. Available: http://map1.epa.gov [accessed 14 September 2011].,280
contam932,Placopecten magellanicus,plactopecten magellanicus,mollusc,NA,US-north atlantic,1.5,56.00000000000001,330,975,adductor muscle,hall,"Hall, R. A., E. G. Zook, and G. M. Meaburn. 1978. National Marine Fisheries Service Survey of Trace Elements in the Fishery Resource. https://spo.nmfs.noaa.gov/content/national-marine-fisheries-service-survey-trace-elements-fishery-resource.",NA
contam933,Platichthys stellatus,platichthys stellatus,finfish,flounder-starry,US-Washington,2.7550000000000003,NA,NA,NA,NA,karimi,Lower Duwamish Waterway Group. 2005. Lower Duwamish Waterway Cleanup: Fish and Crab Tissue Data Report. Available: http://www.ldwg.org/assets/fish_crab_tissue/appendix_adata_tables_final.pdf [accessed 2 December 2010].,4
contam934,Platichthys stellatus,platichthys stellatus,finfish,flounder-starry,US-California,4.702499999999999,NA,NA,NA,NA,karimi,San Francisco Estuary Institute. 2007. California Bay  Delta Authority Fish Mercury Project: Year 2 Annual Report (Sport Fish Sampling and Analysis). Contribution no. 535. Available: http://legacy.sfei.org/rmp/data/rmpfishtissue.htm [accessed 10 April 2008].,2
contam935,Platichthys stellatus,platichthys stellatus,finfish,flounder-starry,US-Pacific,2.0052125000000007,NA,NA,NA,NA,karimi,USEPA (U.S. Environmental Protection Agency). 2004. Environmental Monitoring and Assessment Program (EMAP). Available: http://www.epa.gov/emap/ (EPA West) [accessed 26 April 2004].,40
contam936,Platichthys stellatus,platichthys stellatus,finfish,flounder-starry,US,7.6,NA,NA,NA,NA,karimi,USEPA (U.S. Environmental Protection Agency). 2011a. National Listing of Fish Advisories. Available: http://map1.epa.gov [accessed 14 September 2011].,1
contam937,Pleoticus robustus,pleoticus robustus,crustacean,NA,US-south atlantic,7.029999999999999,66,4834,11.799999999999999,"tail, peeled",hall,"Hall, R. A., E. G. Zook, and G. M. Meaburn. 1978. National Marine Fisheries Service Survey of Trace Elements in the Fishery Resource. https://spo.nmfs.noaa.gov/content/national-marine-fisheries-service-survey-trace-elements-fishery-resource.",NA
contam938,Pleurogrammus monopterygius,pleurogrammus monopterygius,finfish,Atka mackerel,NA,4.369999999999999,NA,NA,NA,NA,burger,"Burger, Joanna, Michael Gochfeld, Christian Jeitner, Sean Burke, Tim Stamm, Ronald Snigaroff, Dan Snigaroff, Robert Patrick, and Jim Weston. Mercury levels and potential risk from subsistence foods from the Aleutians. Science of the Total Environment 384, no. 1-3 (2007): 93-105.",NA
contam939,Pleuronichthys ritteri,pleuronichthys ritteri,finfish,turbot-spotted,US,3.44375,NA,NA,NA,NA,karimi,USEPA (U.S. Environmental Protection Agency). 2011a. National Listing of Fish Advisories. Available: http://map1.epa.gov [accessed 14 September 2011].,6
contam940,Pododesmus macroschisma,pododesmus macroschisma,mollusc,Rock jingle,NA,0.5399999999999999,NA,NA,NA,NA,burger,"Burger, Joanna, Michael Gochfeld, Christian Jeitner, Sean Burke, Tim Stamm, Ronald Snigaroff, Dan Snigaroff, Robert Patrick, and Jim Weston. Mercury levels and potential risk from subsistence foods from the Aleutians. Science of the Total Environment 384, no. 1-3 (2007): 93-105.",NA
contam941,Pogonias cromis,pogonias cromis,finfish,NA,US-gulf,1.9,50,290,11,muscle,hall,"Hall, R. A., E. G. Zook, and G. M. Meaburn. 1978. National Marine Fisheries Service Survey of Trace Elements in the Fishery Resource. https://spo.nmfs.noaa.gov/content/national-marine-fisheries-service-survey-trace-elements-fishery-resource.",NA
contam942,Pogonias cromis,pogonias cromis,finfish,NA,US-Florida,7.6,NA,NA,NA,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9. 2nd ed. rev. 57 pp.",NA
contam943,Pogonias cromis,pogonias cromis,finfish,NA,US-Florida,17.099999999999998,NA,NA,NA,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9. 2nd ed. rev. 57 pp.",NA
contam944,Pogonias cromis,pogonias cromis,finfish,NA,US-Florida,12.35,NA,NA,NA,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9. 2nd ed. rev. 57 pp.",NA
contam945,Pogonias cromis,pogonias cromis,finfish,NA,US-Florida,13.3,NA,NA,NA,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9. 2nd ed. rev. 57 pp.",NA
contam946,Pogonias cromis,pogonias cromis,finfish,NA,US-Florida,9.5,NA,NA,NA,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9. 2nd ed. rev. 57 pp.",NA
contam947,Pogonias cromis,pogonias cromis,finfish,NA,US-Florida,22.799999999999997,NA,NA,NA,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9. 2nd ed. rev. 57 pp.",NA
contam948,Pollachius virens,pollachius virens,finfish,NA,US-north atlantic,16.529999999999998,46.6,692.1,5.6000000000000005,muscle,hall,"Hall, R. A., E. G. Zook, and G. M. Meaburn. 1978. National Marine Fisheries Service Survey of Trace Elements in the Fishery Resource. https://spo.nmfs.noaa.gov/content/national-marine-fisheries-service-survey-trace-elements-fishery-resource.",NA
contam949,Pollachius virens,pollachius virens,finfish,pollock-Atlantic,Canada-Bay of Fundy,2.8499999999999996,NA,NA,NA,NA,karimi,"Legrand M, Arp P, Ritchie C, Chan HM. 2005. Mercury exposure in two coastal communities of the Bay of Fundy, Canada. Environ Res 98(1):14-21.",6
contam950,Polypus,polypus marmuratus,mollusc,NA,US-hawaii,0.69,64.5,1656.3,68.8,whole,hall,"Hall, R. A., E. G. Zook, and G. M. Meaburn. 1978. National Marine Fisheries Service Survey of Trace Elements in the Fishery Resource. https://spo.nmfs.noaa.gov/content/national-marine-fisheries-service-survey-trace-elements-fishery-resource.",NA
contam951,Polypus,polypus marmuratus,mollusc,NA,US-hawaii,1.7400000000000002,60.4,1719.5,30.8,"mantle, skinless",hall,"Hall, R. A., E. G. Zook, and G. M. Meaburn. 1978. National Marine Fisheries Service Survey of Trace Elements in the Fishery Resource. https://spo.nmfs.noaa.gov/content/national-marine-fisheries-service-survey-trace-elements-fishery-resource.",NA
contam952,Pomatomus saltatrix,pomatomus saltatrix,finfish,NA,US-north atlantic,26.315,76.9,290.2,7.1,muscle,hall,"Hall, R. A., E. G. Zook, and G. M. Meaburn. 1978. National Marine Fisheries Service Survey of Trace Elements in the Fishery Resource. https://spo.nmfs.noaa.gov/content/national-marine-fisheries-service-survey-trace-elements-fishery-resource.",NA
contam953,Pomatomus saltatrix,pomatomus saltatrix,finfish,NA,US-south atlantic,19.285,14.499999999999998,271.3,8.5,muscle,hall,"Hall, R. A., E. G. Zook, and G. M. Meaburn. 1978. National Marine Fisheries Service Survey of Trace Elements in the Fishery Resource. https://spo.nmfs.noaa.gov/content/national-marine-fisheries-service-survey-trace-elements-fishery-resource.",NA
contam954,Pomatomus saltatrix,pomatomus saltatrix,finfish,NA,US-gulf,50.92,40.1,249.9,5.6000000000000005,muscle,hall,"Hall, R. A., E. G. Zook, and G. M. Meaburn. 1978. National Marine Fisheries Service Survey of Trace Elements in the Fishery Resource. https://spo.nmfs.noaa.gov/content/national-marine-fisheries-service-survey-trace-elements-fishery-resource.",NA
contam955,Pomatomus saltatrix,pomatomus saltatrix,finfish,bluefish,US,20.9,NA,NA,NA,NA,karimi,"Bahnick D, Sauer C, Butterworth B, Kuehl DW. 1994. A National Study of Mercury Contamination of Fish. 4. Analytical Methods and Results. Chemosphere 29(3):537-546.",3
contam956,Pomatomus saltatrix,pomatomus saltatrix,finfish,bluefish,US-New Jersey,33.25,NA,NA,NA,NA,karimi,"Burger J, Jeitner C, Donio M, Shukla S, Gochfeld M. 2009. Factors Affecting Mercury and Selenium Levels in New Jersey Flatfish: Low Risk to Human Consumers. J Toxicol Env Health Part A 72(14):853-860.",206
contam957,Pomatomus saltatrix,pomatomus saltatrix,finfish,bluefish,US-Atlantic,21.849999999999998,NA,NA,NA,NA,karimi,"Delaware River Basin Commission. 2011. Fish and Shellfish Tissue Data, DRBC EPA Coastal 2000. Available: http://www.state.nj.us/drbc/fishtiss.htm [accessed 3 February 2011].",1
contam958,Pomatomus saltatrix,pomatomus saltatrix,finfish,bluefish,US-New York Bight,9.699499999999999,NA,NA,NA,NA,karimi,"Deshpande AD, Draxler AFJ, Zdanowicz VS, Schrock ME, Paulson AJ. 2000. Contaminant Levels in Muscle of Four Species of Recreational Fish from the New York Bight Apex. NOAA Technical Memorandum NMFS-NE-157. NMFS-NE-157. Available: http://www.nefsc.noaa.gov/publications/tm/tm157/tm157.pdf [accessed 24 February 2009].",14
contam959,Pomatomus saltatrix,pomatomus saltatrix,finfish,bluefish,US-NC-Cape Hatteras,35.15,NA,NA,NA,NA,karimi,"Cross FA, Hardy LH, Jones NY, Barber RT. 1973. Relation between Total-Body Weight and Concentrations of Manganese, Iron, Copper, Zinc, and Mercury in White Muscle of Bluefish (Pomatomus saltatrix) and a Bathyl-Demersal Fish Antimora rostrata. Journal of the Fisheries Research Board of Canada 30(9):1287-1291.",6
contam960,Pomatomus saltatrix,pomatomus saltatrix,finfish,bluefish,US-NY-Long Island Sound,13.015,NA,NA,NA,NA,karimi,"Hammerschmidt CR, Fitzgerald WF. 2006. Bioaccumulation and trophic transfer of methylmercury in Long Island Sound. Arch Environ Contam Toxicol 51(3):416-424.",46
contam961,Pomatomus saltatrix,pomatomus saltatrix,finfish,bluefish,US-Delaware,14.25,NA,NA,NA,NA,karimi,State of Delaware. 2010. Department of Natural Resources and Environmental Control Open Files. Available: http://www.dnrec.state.de.us/fw/advisory.htm [accessed 29 November 2010].,16
contam962,Pomatomus saltatrix,pomatomus saltatrix,finfish,bluefish,US-Delaware,50.42307692307693,NA,NA,NA,NA,karimi,State of Delaware. 2010. Department of Natural Resources and Environmental Control Open Files. Available: http://www.dnrec.state.de.us/fw/advisory.htm [accessed 29 November 2010].,13
contam963,Pomatomus saltatrix,pomatomus saltatrix,finfish,bluefish,US-Maryland,19.189996421337128,NA,NA,NA,NA,karimi,State of Maryland. 2007. Toxics Data Sets. Available: http://archive.chesapeakebay.net/data/historicaldb/toxicsmain.htm [accessed 24 October 2007].,4
contam964,Pomatomus saltatrix,pomatomus saltatrix,finfish,bluefish,US-New Jersey,32.96499999999999,NA,NA,NA,NA,karimi,State of New Jersey. 2004. Routine Monitoring For Toxics in Fish Program Available: http://www.state.nj.us/dep/dsr/task1.pdf (Task I-Appendix I. Draft Summary of Chemical Contaminant Concentrations) and http://www.state.nj.us/dep/dsr/task2.pdf (Task 2) [accessed 29 November 2011].,30
contam965,Pomatomus saltatrix,pomatomus saltatrix,finfish,bluefish,US-North Carolina,14.005714285714285,NA,NA,NA,NA,karimi,"State of North Carolina. 2011. Statewide Fish Tissue Metals Results Available: http://portal.ncdenr.org/web/wq/ess/bau/fish-tissue-data, for 1990-2010 [accessed 26 January 2011].",35
