Species,AgeMatMin,Herbivory2,FeedingType,FoodTroph,EnvTemp,BodyShapeI,DemersPelag,DepthRangeDeep,Length,obs_id,subgroup,genus_species,asfis_scientific_name,scientific_name,common_name,part,food_name_in_english,location,ca_mg,fe_mg,zn_mg,epa,dha,protein,fat,cine_id,biblio_id,part_edited,food_item_id,processing,asfis_english_name,season,other,comments_on_data_processing_methods,publication_year,bc_id,af_id,type,bibliography,exclude_for_wrong_units,seanuts_id2,sea_id,subgroup2,submitted_name,score,exclude,realm
Salvelinus alpinus,4,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.4600000381469727,temperate,fusiform / normal,benthopelagic,70,107,c745,Finfish,Salvelinus alpinus,NA,NA,Arctic Char,muscle,"Arctic Char, muscle",NA,NA,NA,NA,NA,NA,NA,NA,c745,27,muscle,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Salvelinus alpinus,0.988,NA,freshbrackmarine
Salvelinus alpinus,4,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.4600000381469727,temperate,fusiform / normal,benthopelagic,70,107,c748,Finfish,Salvelinus alpinus,NA,NA,Arctic Char,liver,"Arctic Char, liver",NA,NA,NA,13,NA,NA,NA,NA,c748,50,liver,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Salvelinus alpinus,0.988,NA,freshbrackmarine
Salvelinus alpinus,4,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.4600000381469727,temperate,fusiform / normal,benthopelagic,70,107,bc1414,Finfish,Salvelinus alpinus [naresi],NA,Salvelinus alpinus [naresi],NA,NA,"Arctic char, wild, flesh, raw","Canada, Canadian Arctic, Yukon and Inuit communities residing in Northwest Territories, Nunavut and Labrador",11,0.3,0.4,NA,NA,18,2,NA,fc001,muscle,0902331,r,NA,2 seasons (highest & lowest months of harvesting cycle in Yukon First Nations (1995) & Inuit (1998-1999) communities),NA,Samples were taken in the wild (informed by the author),2002,bc1414,NA,NA,NA,NA,NA,NA,NA,Salvelinus alpinus [naresi],0.988,NA,freshbrackmarine
Salvelinus alpinus,4,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.4600000381469727,temperate,fusiform / normal,benthopelagic,70,107,bc1537,Finfish,Salvelinus alpinus,NA,Salvelinus alpinus,NA,NA,"Arctic Char, wild, flesh, raw","Canada, Artic, 12 Inuit communities",NA,NA,NA,NA,NA,NA,NA,NA,fc007,muscle,0902454,r,NA,Sept/Nov 1998 and Feb/Mar 2004,NA,NA,2002,bc1537,NA,NA,NA,NA,NA,NA,NA,Salvelinus alpinus,0.988,NA,freshbrackmarine
Salvelinus fontinalis,1.75,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.74,temperate,fusiform / normal,benthopelagic,27,86,c753,Finfish,Salvelinus fontinalis,NA,NA,Brook Trout,muscle,"Brook Trout, muscle",NA,14.3,0.226,0.471,NA,NA,18.6,3.41,c753,65,muscle,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Salvelinus fontinalis,0.988,NA,freshbrackmarine
Salvelinus fontinalis,1.75,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.74,temperate,fusiform / normal,benthopelagic,27,86,c757,Finfish,Salvelinus fontinalis,NA,NA,Brook Trout,whole,"Brook Trout, whole",NA,NA,NA,NA,NA,NA,15.6,5.2,c757,27,whole,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Salvelinus fontinalis,0.988,NA,freshbrackmarine
Salvelinus fontinalis,1.75,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.74,temperate,fusiform / normal,benthopelagic,27,86,c759,Finfish,Salvelinus fontinalis,NA,NA,Brook Trout,whole,"Brook Trout, whole",NA,NA,NA,NA,NA,NA,17.1,5.6,c759,27,whole,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Salvelinus fontinalis,0.988,NA,freshbrackmarine
Salvelinus fontinalis,1.75,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.74,temperate,fusiform / normal,benthopelagic,27,86,c763,Finfish,Salvelinus fontinalis,NA,NA,Brook Trout,muscle,"Brook Trout, muscle",NA,NA,NA,NA,NA,NA,18.5,1.6,c763,27,muscle,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Salvelinus fontinalis,0.988,NA,freshbrackmarine
Salvelinus fontinalis,1.75,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.74,temperate,fusiform / normal,benthopelagic,27,86,c765,Finfish,Salvelinus fontinalis,NA,NA,Brook Trout,muscle,"Brook Trout, muscle",NA,9.3,0.3,0.5,0.112,0.322,23.5,1.8,c765,2,muscle,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Salvelinus fontinalis,0.988,NA,freshbrackmarine
Salvelinus fontinalis,1.75,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.74,temperate,fusiform / normal,benthopelagic,27,86,c766,Finfish,Salvelinus fontinalis,NA,NA,Brook Trout,muscle,"Brook Trout, muscle",NA,38,1.2,0.46,NA,NA,18.6,2.6,c766,27,muscle,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Salvelinus fontinalis,0.988,NA,freshbrackmarine
Salvelinus fontinalis,1.75,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.74,temperate,fusiform / normal,benthopelagic,27,86,bc60,Finfish,Salvelinus fontinalis,Salvelinus fontinalis,Salvelinus fontinalis,Brook trout,NA,"Brook trout, wild, female, flesh, raw","Canada, James Bay, Lac Serigny",12.7,0.33,0.8,NA,NA,17.3,NA,NA,fi4,muscle,0900060,r,Brook trout,Aug-Sep 1993,adult female fish,trace for mineral values: <0.1 mcg/100g food (FW); trace for FA: <0.01g/100g food (FW),1996,bc60,NA,NA,NA,NA,NA,NA,NA,Salvelinus fontinalis,0.988,NA,freshbrackmarine
Salvelinus fontinalis,1.75,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.74,temperate,fusiform / normal,benthopelagic,27,86,bc61,Finfish,Salvelinus fontinalis,Salvelinus fontinalis,Salvelinus fontinalis,Brook trout,NA,"Brook trout, wild, female, flesh, raw","Canada, James Bay, Wemindji",3.1,0.18,0.8,NA,NA,16.4,NA,NA,fi4,muscle,0900061,r,Brook trout,Aug-Sep 1993,adult female fish,trace for mineral values: <0.1 mcg/100g food (FW); trace for FA: <0.01g/100g food (FW),1996,bc61,NA,NA,NA,NA,NA,NA,NA,Salvelinus fontinalis,0.988,NA,freshbrackmarine
Salvelinus malma,4,mainly animals (troph. 2.8 and up),filtering plankton,3.4,temperate,fusiform / normal,benthopelagic,200,127,c768,Finfish,Salvelinus malma,NA,NA,Dolly Varden Trout,muscle,"Dolly Varden Trout, muscle",NA,NA,NA,NA,NA,NA,15.9,2.1,c768,34,muscle,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Salvelinus malma,0.988,NA,freshbrackmarine
Salvelinus malma,4,mainly animals (troph. 2.8 and up),filtering plankton,3.4,temperate,fusiform / normal,benthopelagic,200,127,c769,Finfish,Salvelinus malma,NA,NA,Dolly Varden Trout,muscle,"Dolly Varden Trout, muscle",NA,NA,NA,NA,NA,NA,19.9,6,c769,27,muscle,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Salvelinus malma,0.988,NA,freshbrackmarine
Salvelinus malma,4,mainly animals (troph. 2.8 and up),filtering plankton,3.4,temperate,fusiform / normal,benthopelagic,200,127,af608,Finfish,Salvelinus malma,Salvelinus malma,Salvelinus malma,Dolly varden,muscle,"Dolly varden trout, skinless fillet,r aw","USA, Bristol Bay, Prince of Wales Islands",NA,NA,NA,NA,NA,19.8,5.4,NA,fi195,muscle_skinless,0901912,r,Dolly varden,NA,NA,NA,1976,NA,NA,NA,NA,NA,NA,NA,NA,Salvelinus malma,0.988,NA,freshbrackmarine
Salvelinus malma,4,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.539999961853028,temperate,fusiform / normal,benthopelagic,200,127,c768,Finfish,Salvelinus malma,NA,NA,Dolly Varden Trout,muscle,"Dolly Varden Trout, muscle",NA,NA,NA,NA,NA,NA,15.9,2.1,c768,34,muscle,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Salvelinus malma,0.988,NA,freshbrackmarine
Salvelinus malma,4,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.539999961853028,temperate,fusiform / normal,benthopelagic,200,127,c769,Finfish,Salvelinus malma,NA,NA,Dolly Varden Trout,muscle,"Dolly Varden Trout, muscle",NA,NA,NA,NA,NA,NA,19.9,6,c769,27,muscle,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Salvelinus malma,0.988,NA,freshbrackmarine
Salvelinus malma,4,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.539999961853028,temperate,fusiform / normal,benthopelagic,200,127,af608,Finfish,Salvelinus malma,Salvelinus malma,Salvelinus malma,Dolly varden,muscle,"Dolly varden trout, skinless fillet,r aw","USA, Bristol Bay, Prince of Wales Islands",NA,NA,NA,NA,NA,19.8,5.4,NA,fi195,muscle_skinless,0901912,r,Dolly varden,NA,NA,NA,1976,NA,NA,NA,NA,NA,NA,NA,NA,Salvelinus malma,0.988,NA,freshbrackmarine
Salvelinus namaycush,8,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.77,temperate,fusiform / normal,benthopelagic,53,150,c780,Finfish,Salvelinus namaycush,NA,NA,Lake Trout,muscle,"Lake Trout, muscle",NA,6.1,0.3,0.4,0.072,0.232,20.9,1.4,c780,2,muscle,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Salvelinus namaycush,0.988,NA,fresh
Salvelinus namaycush,8,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.77,temperate,fusiform / normal,benthopelagic,53,150,c781,Finfish,Salvelinus namaycush,NA,NA,Lake Trout,muscle,"Lake Trout, muscle",NA,NA,0.478,0.21,NA,NA,NA,NA,c781,27,muscle,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Salvelinus namaycush,0.988,NA,fresh
Salvelinus namaycush,8,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.77,temperate,fusiform / normal,benthopelagic,53,150,c782,Finfish,Salvelinus namaycush,NA,NA,Lake Trout,offal,"Lake Trout, offal",NA,NA,NA,NA,NA,NA,15.6,18.1,c782,27,viscera,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Salvelinus namaycush,0.988,NA,fresh
Salvelinus namaycush,8,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.77,temperate,fusiform / normal,benthopelagic,53,150,bc59,Finfish,Salvelinus namaycush,Salvelinus namaycush,Salvelinus namaycush,Lake trout,NA,"Lake trout, wild, female, flesh, raw","Canada, James Bay, Lac Temoin",3,0.2,0.5,NA,NA,15,NA,NA,fi4,muscle,0900059,r,Lake trout,Aug-Sep 1993,adult female fish,trace for mineral values: <0.1 mcg/100g food (FW); trace for FA: <0.01g/100g food (FW),1996,bc59,NA,NA,NA,NA,NA,NA,NA,Salvelinus namaycush,0.988,NA,fresh
Salvelinus namaycush,8,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.77,temperate,fusiform / normal,benthopelagic,53,150,bc1460,Finfish,Salvelinus namaycush,NA,Salvelinus namaycush,NA,NA,"Trout, wild, meat, raw","Canada, Northwest Territories, western Canadian Arctic, community of K áhbamit úé (Colville Lake)",7,0.5,0.4,NA,NA,21,3.9,NA,fc003,muscle,0902377,r,NA,1988 to 1990,NA,"FAT- was analysed using AOAC 16.064 (1984), but it was not possible to find the original method",1994,bc1460,NA,NA,NA,NA,NA,NA,NA,Salvelinus namaycush,0.988,NA,fresh
Salvelinus namaycush,8,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.77,temperate,fusiform / normal,benthopelagic,53,150,bc1488,Finfish,Salvelinus namaycush,NA,Salvelinus namaycush,NA,NA,"Trout, wild, meat, raw","Canada, Northwest Territories, Sahtú (Hareskin), Dene/Metis (communities of Fort Good Hope and Colville Lake)",NA,NA,NA,NA,NA,NA,NA,NA,fc004,muscle,0902405,r,NA,July/Aug 1988 (summer); Nov/Dec 1988 (winter); May/June 1990 (spring),NA,Retinols were analysed by HPLC; vitamin A was calculated as the sum of the all-trans retinol content + 75% of the 13-cis retinol + 40% of the all-trans dehydroretinol contents.,1993,bc1488,NA,NA,NA,NA,NA,NA,NA,Salvelinus namaycush,0.988,NA,fresh
Salvelinus namaycush,8,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.77,temperate,fusiform / normal,benthopelagic,53,150,bc1524,Finfish,Salvelinus namaycush,NA,Salvelinus namaycush,NA,NA,"Trout, wild, meat, raw","Canada, Northwest Territories, Sahtú (Hareskin), Dene/Metis (communities of Fort Good Hope and Colville Lake)",NA,NA,NA,0.1,0.4,NA,3.9,NA,fc006,muscle,0902441,r,NA,July/Aug 1988 (summer); Nov/Dec 1988 (winter); May/June 1990 (spring),NA,tr=trace amount <0.05 g/100 g,1991,bc1524,NA,NA,NA,NA,NA,NA,NA,Salvelinus namaycush,0.988,NA,fresh
Sander lucioperca,3.6458333333333335,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.04,temperate,fusiform / normal,pelagic,30,100,bc66,Finfish,Sander lucioperca,Sander lucioperca,Sander lucioperca,Pike-perch,muscle,"Pike perch, wild, skinless fillet, raw","Poland, Talty-Ryńskie Lake",NA,NA,NA,0.033573,0.109269,18.01,0.95,NA,fi7,muscle_skinless,0900066,r,Pike-perch,Nov,EDIBLE = fillet yield (vs fish weight),NA,2003,bc66,NA,NA,NA,NA,NA,NA,NA,Sander lucioperca,0.988,NA,freshbrack
Sander lucioperca,3.6458333333333335,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.04,temperate,fusiform / normal,pelagic,30,100,bc84,Finfish,Sander lucioperca,Sander lucioperca,Sander lucioperca,Pike-perch,NA,"Pike perch, wild, boneless fillet, raw","Turkey, Seyhan dam lake",NA,NA,1.32,NA,NA,18.01,0.74,NA,fi16,muscle,0900084,r,Pike-perch,NA,mean weight of fish: 135.67g,FOL-: analyzed using HPLC,2009,bc84,NA,NA,NA,NA,NA,NA,NA,Sander lucioperca,0.988,NA,freshbrack
Sander lucioperca,3.6458333333333335,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.04,temperate,fusiform / normal,pelagic,30,100,bc140,Finfish,Sander lucioperca,Sander lucioperca,Sander lucioperca,Pike-perch,NA,"Pike perch, wild, edible flesh, raw","Iran, Caspian sea, Anzalii/Babolsar/Torkaman",NA,NA,NA,0.054579322,NA,NA,1.97,NA,fi27,muscle,0900140,r,Pike-perch,Nov 2006,"mean length and weight: 30cm, 430g",FA converted using XFA,2010,bc140,NA,NA,NA,NA,NA,NA,NA,Sander lucioperca,0.988,NA,freshbrack
Sander lucioperca,3.6458333333333335,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.04,temperate,fusiform / normal,pelagic,30,100,bc148,Finfish,Sander lucioperca,Sander lucioperca,Sander lucioperca,Pike-perch,NA,"Zander, wild, fillet, raw","Turkey, Seyhan Dam Lake",NA,NA,NA,0.002842752,0.005952012,18.8,0.12,NA,fi29,muscle,0900148,r,Pike-perch,Oct 2002,mean weight of fish: 150g,FA converted using XFA,2005,bc148,NA,NA,NA,NA,NA,NA,NA,Sander lucioperca,0.988,NA,freshbrack
Sander lucioperca,3.6458333333333335,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.04,temperate,fusiform / normal,pelagic,30,100,bc149,Finfish,Sander lucioperca,Sander lucioperca,Sander lucioperca,Pike-perch,NA,"Zander, wild, fillet, raw","Turkey, Eğirdir Lake",NA,NA,NA,0.00251029,0.00835193,18.1,0.1,NA,fi29,muscle,0900149,r,Pike-perch,Oct 2002,mean weight of fish: 150g,FA converted using XFA,2005,bc149,NA,NA,NA,NA,NA,NA,NA,Sander lucioperca,0.988,NA,freshbrack
Sander lucioperca,3.6458333333333335,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.04,temperate,fusiform / normal,pelagic,30,100,bc154,Finfish,Sander lucioperca,Sander lucioperca,Sander lucioperca,Pike-perch,NA,"Zander, wild, fillet, frozen","Turkey, Konya, Beyşehir Lake",80.562,0.314,0.71,NA,NA,18.3,0.8,NA,fi31,muscle,0900154,r,Pike-perch,Dec 2005,NA,PROT- (analyzed according to AOAC 1995),2009,bc154,NA,NA,NA,NA,NA,NA,NA,Sander lucioperca,0.988,NA,freshbrack
Sander lucioperca,3.6458333333333335,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.04,temperate,fusiform / normal,pelagic,30,100,bc155,Finfish,Sander lucioperca,Sander lucioperca,Sander lucioperca,Pike-perch,NA,"Zander, wild, fillet, frozen","Turkey, Adana, Seyhan Dam Lake",77.878,0.17,0.582,NA,NA,17.73,1.17,NA,fi31,muscle,0900155,r,Pike-perch,Dec 2005,NA,PROT- (analyzed according to AOAC 1995),2009,bc155,NA,NA,NA,NA,NA,NA,NA,Sander lucioperca,0.988,NA,freshbrack
Sander lucioperca,3.6458333333333335,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.04,temperate,fusiform / normal,pelagic,30,100,bc170,Finfish,Sander lucioperca,Sander lucioperca,Lucioperca lucioperca,Pike-perch,muscle,"Pike-perch, wild, skinless fillet, raw","Greece, Evros River",54,0.7,0.9,NA,NA,20,0.6,NA,fi32,muscle_skinless,0900170,r,Pike-perch,Summer 1987,"mean length and weight: 27cm, 200g",NA,1989,bc170,NA,NA,NA,NA,NA,NA,NA,Sander lucioperca,0.988,NA,freshbrack
Sander lucioperca,3.6458333333333335,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.04,temperate,fusiform / normal,pelagic,30,100,bc171,Finfish,Sander lucioperca,Sander lucioperca,Lucioperca lucioperca,Pike-perch,muscle,"Pike-perch, wild, skinless fillet, raw","Greece, Evros River",51,0.7,0.7,NA,NA,21,0.8,NA,fi32,muscle_skinless,0900171,r,Pike-perch,Summer 1988,"mean length and weight: 30cm, 220g",NA,1989,bc171,NA,NA,NA,NA,NA,NA,NA,Sander lucioperca,0.988,NA,freshbrack
Sander lucioperca,3.6458333333333335,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.04,temperate,fusiform / normal,pelagic,30,100,bc190,Finfish,Sander lucioperca,Sander lucioperca,Sander lucioperca,Pike-perch,NA,"Zander, wild, muscle tissue, raw","Turkey, Adana, Seyhan Dam Lake",NA,NA,NA,0.009422673,0.06509256,NA,0.39,NA,fi34,muscle,0900190,r,Pike-perch,NA,NA,FA converted using XFA,2007,bc190,NA,NA,NA,NA,NA,NA,NA,Sander lucioperca,0.988,NA,freshbrack
Sander lucioperca,3.6458333333333335,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.04,temperate,fusiform / normal,pelagic,30,100,bc231,Finfish,Sander lucioperca,Sander lucioperca,Lucioperca lucioperca,Pike-perch,muscle,"Pike-perch, wild, skinless, boneless fillet, raw","Greece, Evros River",NA,NA,NA,0.0358448,0.0529336,NA,0.6,NA,fi47,muscle_skinless,0900231,r,Pike-perch,Jul-Aug 1987,mean weight of fish: 200g,FA converted using XFA,1991,bc231,NA,NA,NA,NA,NA,NA,NA,Sander lucioperca,0.988,NA,freshbrack
Sander lucioperca,3.6458333333333335,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.04,temperate,fusiform / normal,pelagic,30,100,bc350,Finfish,Sander lucioperca,Sander lucioperca,Sander lucioperca,Pike-perch,NA,"Pike perch, wild, edible flesh, raw","Iran, Caspian sea",NA,NA,0.074482,NA,NA,20.4,2,NA,fi71,muscle,0900369,r,Pike-perch,Nov,NA,minerals expressed per DM - conversion to FW; all mineral values in brackets: values seem in many cases very low compared to reference data and no explanation is provided;,2009,bc350,NA,NA,NA,NA,NA,NA,NA,Sander lucioperca,0.988,NA,freshbrack
Sander lucioperca,3.6458333333333335,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.04,temperate,fusiform / normal,pelagic,30,100,bc795,Finfish,Sander lucioperca,Sander lucioperca,Lucioperca lucioperca,NA,muscle,"Pikeperch, wild, skinless fillet, raw","Finland, Baltic Sea",NA,NA,NA,NA,NA,NA,1.1,NA,fi122,muscle_skinless,0900814,r,NA,May 1993,NA,NA,1995,bc795,NA,NA,NA,NA,NA,NA,NA,Sander lucioperca,0.988,NA,freshbrack
Sander vitreus,2.9633333333333334,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.16,subtropical,elongated,demersal,27,107,bc904,Finfish,Sander vitreus,Sander vitreus,Stizostedion vitreum,Walleye,NA,"Walleye pike, wild, fillet, raw","USA, NY, Ithaca, Cayuga Lake",NA,NA,NA,NA,NA,17.68,NA,NA,fi141,muscle,0900923,r,Walleye,NA,NA,NA,1980,bc904,NA,NA,NA,NA,NA,NA,NA,Sander vitreus,0.988,NA,freshbrack
Sardinella aurita,0.66,plants/detritus+animals (troph. 2.2-2.79),selective plankton feeding,3.04,subtropical,fusiform / normal,reef-associated,350,36,bc276,Finfish,Sardinella aurita,Sardinella aurita,Sardinella aurita,Round sardinella,NA,"Round sardinella, white muscle flesh, raw",Senegal (Senegalese waters; samples from local fish market of Dakar),NA,NA,NA,0.318495,0.0780625,NA,3.5,NA,fi58,muscle,0900295,r,Round sardinella,"Jan, Jul-Oct 1993",NA,FA converted using XFA,2002,bc276,NA,NA,NA,NA,NA,NA,NA,Sardinella aurita,0.988,NA,brackmarine
Sardinella aurita,0.66,plants/detritus+animals (troph. 2.2-2.79),selective plankton feeding,3.04,subtropical,fusiform / normal,reef-associated,350,36,bc277,Finfish,Sardinella aurita,Sardinella aurita,Sardinella aurita,Round sardinella,NA,"Round sardinella, red muscle flesh, raw",Senegal (Senegalese waters; samples from local fish market of Dakar),NA,NA,NA,1.368863,0.891139,NA,10,NA,fi58,muscle,0900296,r,Round sardinella,"Jan, Jul-Oct 1993",NA,FA converted using XFA,2002,bc277,NA,NA,NA,NA,NA,NA,NA,Sardinella aurita,0.988,NA,brackmarine
Sardinella aurita,0.66,plants/detritus+animals (troph. 2.2-2.79),selective plankton feeding,3.04,subtropical,fusiform / normal,reef-associated,350,36,bc304,Finfish,Sardinella aurita,Sardinella aurita,Sardinella aurita,Round sardinella,NA,"Sardine, wild, fillet, raw","Turkey, local fish market (Meiterranean and Aegean Sea)",NA,NA,NA,0.36205767,0.41156983,NA,3.47,NA,fi66,muscle,0900323,r,Round sardinella,NA,NA,FA converted using XFA,2007,bc304,NA,NA,NA,NA,NA,NA,NA,Sardinella aurita,0.988,NA,brackmarine
Sardinella aurita,0.66,plants/detritus+animals (troph. 2.2-2.79),selective plankton feeding,3.04,subtropical,fusiform / normal,reef-associated,350,36,bc823,Finfish,Sardinella aurita,Sardinella aurita,Sardinella aurita,Round sardinella,NA,"Round sardinella, wild, whole fish, raw","Tunisia, Gulf of Gabés",NA,NA,NA,NA,NA,19.65,9.45,NA,fi126,whole,0900842,r,Round sardinella,Dec,NA,NA,2010,bc823,NA,NA,NA,NA,NA,NA,NA,Sardinella aurita,0.988,NA,brackmarine
Sardinella aurita,0.66,plants/detritus+animals (troph. 2.2-2.79),selective plankton feeding,3.04,subtropical,fusiform / normal,reef-associated,350,36,bc824,Finfish,Sardinella aurita,Sardinella aurita,Sardinella aurita,Round sardinella,NA,"Round sardinella, wild, whole fish, raw","Tunisia, Gulf of Gabés",NA,NA,NA,0.9418079,0.83906522,19.62,9.33,NA,fi126,whole,0900843,r,Round sardinella,Feb,NA,NA,2010,bc824,NA,NA,NA,NA,NA,NA,NA,Sardinella aurita,0.988,NA,brackmarine
Sardinella aurita,0.66,plants/detritus+animals (troph. 2.2-2.79),selective plankton feeding,3.04,subtropical,fusiform / normal,reef-associated,350,36,bc825,Finfish,Sardinella aurita,Sardinella aurita,Sardinella aurita,Round sardinella,NA,"Round sardinella, wild, whole fish, raw","Tunisia, Gulf of Gabés",NA,NA,NA,NA,NA,19.91,7.42,NA,fi126,whole,0900844,r,Round sardinella,Apr,NA,NA,2010,bc825,NA,NA,NA,NA,NA,NA,NA,Sardinella aurita,0.988,NA,brackmarine
Sardinella aurita,0.66,plants/detritus+animals (troph. 2.2-2.79),selective plankton feeding,3.04,subtropical,fusiform / normal,reef-associated,350,36,bc826,Finfish,Sardinella aurita,Sardinella aurita,Sardinella aurita,Round sardinella,NA,"Round sardinella, wild, whole fish, raw","Tunisia, Gulf of Gabés",NA,NA,NA,NA,NA,20.07,4.87,NA,fi126,whole,0900845,r,Round sardinella,Jun,NA,NA,2010,bc826,NA,NA,NA,NA,NA,NA,NA,Sardinella aurita,0.988,NA,brackmarine
Sardinella aurita,0.66,plants/detritus+animals (troph. 2.2-2.79),selective plankton feeding,3.04,subtropical,fusiform / normal,reef-associated,350,36,bc827,Finfish,Sardinella aurita,Sardinella aurita,Sardinella aurita,Round sardinella,NA,"Round sardinella, wild, whole fish, raw","Tunisia, Gulf of Gabés",NA,NA,NA,NA,NA,20.36,2.5,NA,fi126,whole,0900846,r,Round sardinella,Jul,NA,NA,2010,bc827,NA,NA,NA,NA,NA,NA,NA,Sardinella aurita,0.988,NA,brackmarine
Sardinella aurita,0.66,plants/detritus+animals (troph. 2.2-2.79),selective plankton feeding,3.04,subtropical,fusiform / normal,reef-associated,350,36,bc828,Finfish,Sardinella aurita,Sardinella aurita,Sardinella aurita,Round sardinella,NA,"Round sardinella, wild, whole fish, raw","Tunisia, Gulf of Gabés",NA,NA,NA,NA,NA,19.79,5.77,NA,fi126,whole,0900847,r,Round sardinella,Sep,NA,NA,2010,bc828,NA,NA,NA,NA,NA,NA,NA,Sardinella aurita,0.988,NA,brackmarine
Sardinella aurita,0.66,plants/detritus+animals (troph. 2.2-2.79),selective plankton feeding,3.04,subtropical,fusiform / normal,reef-associated,350,36,bc829,Finfish,Sardinella aurita,Sardinella aurita,Sardinella aurita,Round sardinella,NA,"Round sardinella, wild, whole fish, raw","Tunisia, Gulf of Gabés",NA,NA,NA,NA,NA,19.82,7.65,NA,fi126,whole,0900848,r,Round sardinella,Oct,NA,NA,2010,bc829,NA,NA,NA,NA,NA,NA,NA,Sardinella aurita,0.988,NA,brackmarine
Sardinella aurita,0.66,plants/detritus+animals (troph. 2.2-2.79),selective plankton feeding,3.04,subtropical,fusiform / normal,reef-associated,350,36,bc830,Finfish,Sardinella aurita,Sardinella aurita,Sardinella aurita,Round sardinella,NA,"Round sardinella, wild, whole fish, raw","Tunisia, Gulf of Gabés",NA,NA,NA,NA,NA,19.59,10.25,NA,fi126,whole,0900849,r,Round sardinella,Nov,NA,NA,2010,bc830,NA,NA,NA,NA,NA,NA,NA,Sardinella aurita,0.988,NA,brackmarine
Sardinops sagax,1,plants/detritus+animals (troph. 2.2-2.79),selective plankton feeding,2.61,subtropical,fusiform / normal,pelagic-neritic,200,39.5,bc285,Finfish,Sardinops sagax,Sardinops sagax,Sardinops sagax,South American pilchard,NA,"Sardine, wild, whole fish, raw","USA, Alaska, British Columbia, Pacific Northwest waters",NA,NA,NA,0.669362517,1.912046035,NA,6.43,NA,fi59,whole,0900304,r,South American pilchard,Summer,"mean length and weight of fish: 14.7cm, 37g",FA converted using XFA,2009,bc285,NA,NA,NA,NA,NA,NA,NA,Sardinops sagax,0.988,NA,marine
