threshold1,number_of_targets,number_of_species,threshold
0.77,4.91,98.0,77
0.77,4.91,99.0,77
0.77,4.92,100.0,77
0.77,4.94,101.0,77
0.77,4.94,102.0,77
0.77,4.95,103.0,77
0.77,4.96,104.0,77
0.77,4.98,105.0,77
0.77,4.98,106.0,77
0.77,4.99,107.0,77
0.77,5.0,108.0,77
0.78,0.33,1.0,78
0.78,0.61,2.0,78
0.78,1.06,3.0,78
0.78,1.27,4.0,78
0.78,1.5,5.0,78
0.78,1.73,6.0,78
0.78,1.87,7.0,78
0.78,1.97,8.0,78
0.78,2.1,9.0,78
0.78,2.26,10.0,78
0.78,2.38,11.0,78
0.78,2.52,12.0,78
0.78,2.61,13.0,78
0.78,2.7,14.0,78
0.78,2.81,15.0,78
0.78,2.88,16.0,78
0.78,2.96,17.0,78
0.78,3.06,18.0,78
0.78,3.06,19.0,78
0.78,3.1,20.0,78
0.78,3.14,21.0,78
0.78,3.16,22.0,78
0.78,3.2,23.0,78
0.78,3.22,24.0,78
0.78,3.27,25.0,78
0.78,3.27,26.0,78
0.78,3.34,27.0,78
0.78,3.35,28.0,78
0.78,3.37,29.0,78
0.78,3.38,30.0,78
0.78,3.41,31.0,78
0.78,3.46,32.0,78
0.78,3.52,33.0,78
0.78,3.54,34.0,78
0.78,3.55,35.0,78
0.78,3.57,36.0,78
0.78,3.6,37.0,78
0.78,3.64,38.0,78
0.78,3.67,39.0,78
0.78,3.71,40.0,78
0.78,3.8,41.0,78
0.78,3.83,42.0,78
0.78,3.88,43.0,78
0.78,3.92,44.0,78
0.78,3.94,45.0,78
0.78,3.95,46.0,78
0.78,4.0,47.0,78
0.78,4.02,48.0,78
0.78,4.04,49.0,78
0.78,4.05,50.0,78
0.78,4.07,51.0,78
0.78,4.1,52.0,78
0.78,4.1,53.0,78
0.78,4.14,54.0,78
0.78,4.17,55.0,78
0.78,4.21,56.0,78
0.78,4.22,57.0,78
0.78,4.26,58.0,78
0.78,4.27,59.0,78
0.78,4.32,60.0,78
0.78,4.33,61.0,78
0.78,4.35,62.0,78
0.78,4.36,63.0,78
0.78,4.38,64.0,78
0.78,4.39,65.0,78
0.78,4.4,66.0,78
0.78,4.42,67.0,78
0.78,4.47,68.0,78
0.78,4.48,69.0,78
0.78,4.5,70.0,78
0.78,4.52,71.0,78
0.78,4.52,72.0,78
0.78,4.54,73.0,78
0.78,4.56,74.0,78
0.78,4.58,75.0,78
0.78,4.59,76.0,78
0.78,4.59,77.0,78
0.78,4.62,78.0,78
0.78,4.62,79.0,78
0.78,4.64,80.0,78
0.78,4.66,81.0,78
0.78,4.68,82.0,78
0.78,4.69,83.0,78
0.78,4.69,84.0,78
0.78,4.7,85.0,78
0.78,4.71,86.0,78
0.78,4.72,87.0,78
0.78,4.73,88.0,78
0.78,4.76,89.0,78
0.78,4.76,90.0,78
0.78,4.78,91.0,78
0.78,4.79,92.0,78
0.78,4.79,93.0,78
0.78,4.8,94.0,78
0.78,4.81,95.0,78
0.78,4.83,96.0,78
0.78,4.85,97.0,78
0.78,4.87,98.0,78
0.78,4.87,99.0,78
0.78,4.88,100.0,78
0.78,4.9,101.0,78
0.78,4.91,102.0,78
0.78,4.91,103.0,78
0.78,4.95,104.0,78
0.78,4.97,105.0,78
0.78,4.99,106.0,78
0.78,4.99,107.0,78
0.78,5.0,108.0,78
0.79,0.39,1.0,79
0.79,0.66,2.0,79
0.79,0.93,3.0,79
0.79,1.21,4.0,79
0.79,1.49,5.0,79
0.79,1.67,6.0,79
0.79,1.76,7.0,79
0.79,1.92,8.0,79
0.79,2.06,9.0,79
0.79,2.19,10.0,79
0.79,2.33,11.0,79
0.79,2.53,12.0,79
0.79,2.58,13.0,79
0.79,2.64,14.0,79
0.79,2.72,15.0,79
0.79,2.82,16.0,79
0.79,2.88,17.0,79
0.79,2.95,18.0,79
0.79,3.01,19.0,79
0.79,3.07,20.0,79
0.79,3.1,21.0,79
0.79,3.16,22.0,79
0.79,3.18,23.0,79
0.79,3.22,24.0,79
0.79,3.23,25.0,79
0.79,3.24,26.0,79
0.79,3.3,27.0,79
0.79,3.38,28.0,79
0.79,3.42,29.0,79
0.79,3.46,30.0,79
0.79,3.47,31.0,79
0.79,3.52,32.0,79
0.79,3.56,33.0,79
0.79,3.6,34.0,79
0.79,3.63,35.0,79
0.79,3.66,36.0,79
0.79,3.7,37.0,79
0.79,3.74,38.0,79
0.79,3.76,39.0,79
0.79,3.82,40.0,79
0.79,3.86,41.0,79
0.79,3.9,42.0,79
0.79,3.91,43.0,79
0.79,3.95,44.0,79
0.79,4.02,45.0,79
0.79,4.06,46.0,79
0.79,4.08,47.0,79
0.79,4.12,48.0,79
0.79,4.13,49.0,79
0.79,4.16,50.0,79
0.79,4.19,51.0,79
0.79,4.19,52.0,79
0.79,4.22,53.0,79
0.79,4.27,54.0,79
0.79,4.3,55.0,79
0.79,4.34,56.0,79
0.79,4.36,57.0,79
0.79,4.37,58.0,79
0.79,4.39,59.0,79
0.79,4.41,60.0,79
0.79,4.42,61.0,79
0.79,4.43,62.0,79
0.79,4.44,63.0,79
0.79,4.44,64.0,79
0.79,4.44,65.0,79
0.79,4.44,66.0,79
0.79,4.45,67.0,79
0.79,4.48,68.0,79
0.79,4.49,69.0,79
0.79,4.53,70.0,79
0.79,4.59,71.0,79
0.79,4.59,72.0,79
0.79,4.61,73.0,79
0.79,4.61,74.0,79
0.79,4.63,75.0,79
0.79,4.63,76.0,79
0.79,4.68,77.0,79
0.79,4.68,78.0,79
0.79,4.69,79.0,79
0.79,4.69,80.0,79
0.79,4.72,81.0,79
0.79,4.72,82.0,79
0.79,4.72,83.0,79
0.79,4.73,84.0,79
0.79,4.73,85.0,79
0.79,4.77,86.0,79
0.79,4.79,87.0,79
0.79,4.8,88.0,79
0.79,4.81,89.0,79
0.79,4.83,90.0,79
0.79,4.84,91.0,79
0.79,4.84,92.0,79
0.79,4.86,93.0,79
0.79,4.86,94.0,79
0.79,4.87,95.0,79
0.79,4.88,96.0,79
0.79,4.89,97.0,79
0.79,4.9,98.0,79
0.79,4.91,99.0,79
0.79,4.92,100.0,79
0.79,4.94,101.0,79
0.79,4.94,102.0,79
0.79,4.96,103.0,79
0.79,4.97,104.0,79
0.79,4.97,105.0,79
0.79,4.97,106.0,79
0.79,5.0,107.0,79
0.79,5.0,108.0,79
0.8,0.27,1.0,80
0.8,0.65,2.0,80
0.8,0.93,3.0,80
0.8,1.22,4.0,80
0.8,1.42,5.0,80
0.8,1.66,6.0,80
0.8,1.88,7.0,80
0.8,2.09,8.0,80
0.8,2.23,9.0,80
0.8,2.36,10.0,80
0.8,2.47,11.0,80
0.8,2.69,12.0,80
0.8,2.76,13.0,80
0.8,2.81,14.0,80
0.8,2.9,15.0,80
0.8,2.96,16.0,80
0.8,3.05,17.0,80
0.8,3.08,18.0,80
0.8,3.13,19.0,80
0.8,3.22,20.0,80
0.8,3.26,21.0,80
0.8,3.3,22.0,80
0.8,3.34,23.0,80
0.8,3.39,24.0,80
0.8,3.46,25.0,80
0.8,3.53,26.0,80
0.8,3.6,27.0,80
0.8,3.63,28.0,80
0.8,3.68,29.0,80
0.8,3.71,30.0,80
0.8,3.73,31.0,80
0.8,3.76,32.0,80
0.8,3.78,33.0,80
0.8,3.82,34.0,80
0.8,3.86,35.0,80
0.8,3.87,36.0,80
0.8,3.87,37.0,80
0.8,3.87,38.0,80
0.8,3.87,39.0,80
0.8,3.91,40.0,80
0.8,3.95,41.0,80
0.8,3.97,42.0,80
0.8,3.99,43.0,80
0.8,3.99,44.0,80
0.8,4.0,45.0,80
0.8,4.02,46.0,80
0.8,4.04,47.0,80
0.8,4.06,48.0,80
0.8,4.08,49.0,80
0.8,4.1,50.0,80
0.8,4.11,51.0,80
0.8,4.13,52.0,80
0.8,4.17,53.0,80
0.8,4.21,54.0,80
0.8,4.24,55.0,80
0.8,4.26,56.0,80
0.8,4.27,57.0,80
0.8,4.31,58.0,80
0.8,4.33,59.0,80
0.8,4.36,60.0,80
0.8,4.36,61.0,80
0.8,4.38,62.0,80
0.8,4.38,63.0,80
0.8,4.39,64.0,80
0.8,4.41,65.0,80
0.8,4.42,66.0,80
0.8,4.43,67.0,80
0.8,4.44,68.0,80
0.8,4.45,69.0,80
0.8,4.48,70.0,80
0.8,4.51,71.0,80
0.8,4.53,72.0,80
0.8,4.56,73.0,80
0.8,4.58,74.0,80
0.8,4.59,75.0,80
0.8,4.59,76.0,80
0.8,4.59,77.0,80
0.8,4.6,78.0,80
0.8,4.6,79.0,80
0.8,4.62,80.0,80
0.8,4.64,81.0,80
0.8,4.64,82.0,80
0.8,4.65,83.0,80
0.8,4.68,84.0,80
0.8,4.7,85.0,80
0.8,4.7,86.0,80
0.8,4.72,87.0,80
0.8,4.74,88.0,80
0.8,4.76,89.0,80
0.8,4.77,90.0,80
0.8,4.77,91.0,80
0.8,4.78,92.0,80
0.8,4.79,93.0,80
0.8,4.79,94.0,80
0.8,4.82,95.0,80
0.8,4.83,96.0,80
0.8,4.84,97.0,80
0.8,4.86,98.0,80
0.8,4.88,99.0,80
0.8,4.91,100.0,80
0.8,4.92,101.0,80
0.8,4.92,102.0,80
0.8,4.96,103.0,80
0.8,4.96,104.0,80
0.8,4.97,105.0,80
0.8,4.97,106.0,80
0.8,4.97,107.0,80
0.8,5.0,108.0,80
0.81,0.37,1.0,81
0.81,0.67,2.0,81
0.81,1.0,3.0,81
0.81,1.21,4.0,81
0.81,1.47,5.0,81
0.81,1.7,6.0,81
0.81,1.92,7.0,81
0.81,2.08,8.0,81
0.81,2.16,9.0,81
0.81,2.31,10.0,81
0.81,2.44,11.0,81
0.81,2.55,12.0,81
0.81,2.68,13.0,81
0.81,2.77,14.0,81
0.81,2.82,15.0,81
0.81,2.89,16.0,81
0.81,2.94,17.0,81
0.81,3.01,18.0,81
0.81,3.05,19.0,81
0.81,3.11,20.0,81
0.81,3.15,21.0,81
0.81,3.19,22.0,81
0.81,3.22,23.0,81
0.81,3.23,24.0,81
0.81,3.26,25.0,81
0.81,3.34,26.0,81
0.81,3.36,27.0,81
0.81,3.37,28.0,81
0.81,3.41,29.0,81
0.81,3.43,30.0,81
0.81,3.44,31.0,81
0.81,3.52,32.0,81
0.81,3.54,33.0,81
0.81,3.62,34.0,81
0.81,3.63,35.0,81
0.81,3.65,36.0,81
0.81,3.71,37.0,81
0.81,3.74,38.0,81
0.81,3.79,39.0,81
0.81,3.8,40.0,81
0.81,3.81,41.0,81
0.81,3.86,42.0,81
0.81,3.9,43.0,81
0.81,3.92,44.0,81
0.81,3.93,45.0,81
0.81,3.94,46.0,81
0.81,3.96,47.0,81
0.81,4.0,48.0,81
0.81,4.0,49.0,81
0.81,4.03,50.0,81
0.81,4.04,51.0,81
0.81,4.06,52.0,81
0.81,4.07,53.0,81
0.81,4.1,54.0,81
0.81,4.1,55.0,81
0.81,4.15,56.0,81
0.81,4.17,57.0,81
0.81,4.18,58.0,81
0.81,4.18,59.0,81
0.81,4.19,60.0,81
0.81,4.21,61.0,81
0.81,4.24,62.0,81
0.81,4.27,63.0,81
0.81,4.29,64.0,81
0.81,4.32,65.0,81
0.81,4.34,66.0,81
0.81,4.36,67.0,81
0.81,4.38,68.0,81
0.81,4.42,69.0,81
0.81,4.44,70.0,81
0.81,4.46,71.0,81
0.81,4.49,72.0,81
0.81,4.49,73.0,81
0.81,4.5,74.0,81
0.81,4.51,75.0,81
0.81,4.53,76.0,81
0.81,4.54,77.0,81
0.81,4.54,78.0,81
0.81,4.57,79.0,81
0.81,4.62,80.0,81
0.81,4.64,81.0,81
0.81,4.66,82.0,81
0.81,4.67,83.0,81
0.81,4.68,84.0,81
0.81,4.7,85.0,81
0.81,4.72,86.0,81
0.81,4.77,87.0,81
0.81,4.81,88.0,81
0.81,4.83,89.0,81
0.81,4.83,90.0,81
0.81,4.86,91.0,81
0.81,4.87,92.0,81
0.81,4.88,93.0,81
0.81,4.9,94.0,81
0.81,4.91,95.0,81
0.81,4.91,96.0,81
0.81,4.93,97.0,81
0.81,4.94,98.0,81
0.81,4.94,99.0,81
0.81,4.95,100.0,81
0.81,4.96,101.0,81
0.81,4.96,102.0,81
0.81,4.97,103.0,81
0.81,4.98,104.0,81
0.81,4.99,105.0,81
0.81,4.99,106.0,81
0.81,4.99,107.0,81
0.81,5.0,108.0,81
0.82,0.49,1.0,82
0.82,0.91,2.0,82
0.82,1.29,3.0,82
0.82,1.53,4.0,82
0.82,1.81,5.0,82
0.82,2.02,6.0,82
0.82,2.14,7.0,82
0.82,2.23,8.0,82
0.82,2.32,9.0,82
0.82,2.43,10.0,82
0.82,2.54,11.0,82
0.82,2.59,12.0,82
0.82,2.64,13.0,82
0.82,2.69,14.0,82
0.82,2.77,15.0,82
0.82,2.83,16.0,82
0.82,2.93,17.0,82
0.82,2.97,18.0,82
0.82,3.01,19.0,82
0.82,3.05,20.0,82
0.82,3.11,21.0,82
0.82,3.14,22.0,82
0.82,3.2,23.0,82
0.82,3.25,24.0,82
0.82,3.31,25.0,82
0.82,3.35,26.0,82
0.82,3.41,27.0,82
0.82,3.43,28.0,82
0.82,3.46,29.0,82
0.82,3.51,30.0,82
0.82,3.51,31.0,82
0.82,3.55,32.0,82
0.82,3.58,33.0,82
0.82,3.6,34.0,82
0.82,3.62,35.0,82
0.82,3.68,36.0,82
0.82,3.71,37.0,82
0.82,3.73,38.0,82
0.82,3.75,39.0,82
0.82,3.77,40.0,82
0.82,3.81,41.0,82
0.82,3.86,42.0,82
0.82,3.88,43.0,82
0.82,3.93,44.0,82
0.82,3.96,45.0,82
0.82,3.99,46.0,82
0.82,4.02,47.0,82
0.82,4.06,48.0,82
0.82,4.08,49.0,82
0.82,4.11,50.0,82
0.82,4.11,51.0,82
0.82,4.14,52.0,82
0.82,4.16,53.0,82
0.82,4.18,54.0,82
0.82,4.21,55.0,82
0.82,4.23,56.0,82
0.82,4.25,57.0,82
0.82,4.26,58.0,82
0.82,4.27,59.0,82
0.82,4.33,60.0,82
0.82,4.37,61.0,82
0.82,4.4,62.0,82
0.82,4.42,63.0,82
0.82,4.46,64.0,82
0.82,4.5,65.0,82
0.82,4.52,66.0,82
0.82,4.54,67.0,82
0.82,4.55,68.0,82
0.82,4.57,69.0,82
0.82,4.59,70.0,82
0.82,4.59,71.0,82
0.82,4.59,72.0,82
0.82,4.59,73.0,82
0.82,4.62,74.0,82
0.82,4.65,75.0,82
0.82,4.66,76.0,82
0.82,4.67,77.0,82
0.82,4.67,78.0,82
0.82,4.69,79.0,82
0.82,4.71,80.0,82
0.82,4.71,81.0,82
0.82,4.72,82.0,82
0.82,4.74,83.0,82
0.82,4.75,84.0,82
0.82,4.76,85.0,82
0.82,4.76,86.0,82
0.82,4.78,87.0,82
0.82,4.8,88.0,82
0.82,4.83,89.0,82
0.82,4.85,90.0,82
0.82,4.85,91.0,82
0.82,4.85,92.0,82
0.82,4.87,93.0,82
0.82,4.89,94.0,82
0.82,4.89,95.0,82
0.82,4.9,96.0,82
0.82,4.91,97.0,82
0.82,4.93,98.0,82
0.82,4.93,99.0,82
0.82,4.93,100.0,82
0.82,4.94,101.0,82
0.82,4.94,102.0,82
0.82,4.96,103.0,82
0.82,4.98,104.0,82
0.82,4.98,105.0,82
0.82,4.99,106.0,82
0.82,4.99,107.0,82
0.82,5.0,108.0,82
0.83,0.44,1.0,83
0.83,0.79,2.0,83
0.83,1.0,3.0,83
0.83,1.42,4.0,83
0.83,1.55,5.0,83
0.83,1.83,6.0,83
0.83,1.99,7.0,83
0.83,2.18,8.0,83
0.83,2.3,9.0,83
0.83,2.4,10.0,83
0.83,2.44,11.0,83
0.83,2.58,12.0,83
0.83,2.68,13.0,83
0.83,2.76,14.0,83
0.83,2.87,15.0,83
0.83,2.92,16.0,83
0.83,2.99,17.0,83
0.83,3.09,18.0,83
0.83,3.15,19.0,83
0.83,3.22,20.0,83
0.83,3.25,21.0,83
0.83,3.26,22.0,83
0.83,3.33,23.0,83
0.83,3.37,24.0,83
0.83,3.41,25.0,83
0.83,3.44,26.0,83
0.83,3.5,27.0,83
0.83,3.57,28.0,83
0.83,3.59,29.0,83
0.83,3.65,30.0,83
0.83,3.7,31.0,83
0.83,3.77,32.0,83
0.83,3.81,33.0,83
0.83,3.84,34.0,83
0.83,3.87,35.0,83
0.83,3.89,36.0,83
0.83,3.92,37.0,83
0.83,3.92,38.0,83
0.83,3.95,39.0,83
0.83,3.97,40.0,83
0.83,3.99,41.0,83
0.83,4.01,42.0,83
0.83,4.02,43.0,83
0.83,4.1,44.0,83
0.83,4.12,45.0,83
0.83,4.13,46.0,83
0.83,4.17,47.0,83
0.83,4.19,48.0,83
0.83,4.21,49.0,83
0.83,4.26,50.0,83
0.83,4.27,51.0,83
0.83,4.3,52.0,83
0.83,4.34,53.0,83
0.83,4.35,54.0,83
0.83,4.37,55.0,83
0.83,4.39,56.0,83
0.83,4.46,57.0,83
0.83,4.46,58.0,83
0.83,4.47,59.0,83
0.83,4.47,60.0,83
0.83,4.51,61.0,83
0.83,4.53,62.0,83
0.83,4.56,63.0,83
0.83,4.57,64.0,83
0.83,4.57,65.0,83
0.83,4.59,66.0,83
0.83,4.6,67.0,83
0.83,4.61,68.0,83
0.83,4.64,69.0,83
0.83,4.65,70.0,83
0.83,4.67,71.0,83
0.83,4.7,72.0,83
0.83,4.74,73.0,83
0.83,4.74,74.0,83
0.83,4.77,75.0,83
0.83,4.78,76.0,83
0.83,4.79,77.0,83
0.83,4.8,78.0,83
0.83,4.81,79.0,83
0.83,4.81,80.0,83
0.83,4.81,81.0,83
0.83,4.83,82.0,83
0.83,4.83,83.0,83
0.83,4.85,84.0,83
0.83,4.86,85.0,83
0.83,4.86,86.0,83
0.83,4.86,87.0,83
0.83,4.87,88.0,83
0.83,4.87,89.0,83
0.83,4.87,90.0,83
0.83,4.87,91.0,83
0.83,4.88,92.0,83
0.83,4.91,93.0,83
0.83,4.92,94.0,83
0.83,4.92,95.0,83
0.83,4.93,96.0,83
0.83,4.95,97.0,83
0.83,4.95,98.0,83
0.83,4.96,99.0,83
0.83,4.96,100.0,83
0.83,4.96,101.0,83
0.83,4.96,102.0,83
0.83,4.97,103.0,83
0.83,4.97,104.0,83
0.83,4.98,105.0,83
0.83,4.99,106.0,83
0.83,4.99,107.0,83
0.83,5.0,108.0,83
0.84,0.45,1.0,84
0.84,0.91,2.0,84
0.84,1.21,3.0,84
0.84,1.43,4.0,84
0.84,1.69,5.0,84
0.84,2.04,6.0,84
0.84,2.15,7.0,84
0.84,2.28,8.0,84
0.84,2.41,9.0,84
0.84,2.52,10.0,84
0.84,2.55,11.0,84
0.84,2.68,12.0,84
0.84,2.72,13.0,84
0.84,2.81,14.0,84
0.84,2.86,15.0,84
0.84,2.93,16.0,84
0.84,2.98,17.0,84
0.84,3.08,18.0,84
0.84,3.12,19.0,84
0.84,3.14,20.0,84
0.84,3.18,21.0,84
0.84,3.22,22.0,84
0.84,3.28,23.0,84
0.84,3.32,24.0,84
0.84,3.37,25.0,84
0.84,3.41,26.0,84
0.84,3.44,27.0,84
0.84,3.5,28.0,84
0.84,3.52,29.0,84
0.84,3.57,30.0,84
0.84,3.64,31.0,84
0.84,3.68,32.0,84
0.84,3.73,33.0,84
0.84,3.77,34.0,84
0.84,3.82,35.0,84
0.84,3.85,36.0,84
0.84,3.85,37.0,84
0.84,3.88,38.0,84
0.84,3.9,39.0,84
0.84,3.92,40.0,84
0.84,3.94,41.0,84
0.84,4.02,42.0,84
0.84,4.05,43.0,84
0.84,4.07,44.0,84
0.84,4.08,45.0,84
0.84,4.1,46.0,84
0.84,4.14,47.0,84
0.84,4.17,48.0,84
0.84,4.2,49.0,84
0.84,4.22,50.0,84
0.84,4.23,51.0,84
0.84,4.23,52.0,84
0.84,4.24,53.0,84
0.84,4.27,54.0,84
0.84,4.29,55.0,84
0.84,4.34,56.0,84
0.84,4.34,57.0,84
0.84,4.36,58.0,84
0.84,4.36,59.0,84
0.84,4.39,60.0,84
0.84,4.39,61.0,84
0.84,4.42,62.0,84
0.84,4.43,63.0,84
0.84,4.46,64.0,84
0.84,4.46,65.0,84
0.84,4.48,66.0,84
0.84,4.49,67.0,84
0.84,4.49,68.0,84
0.84,4.49,69.0,84
0.84,4.52,70.0,84
0.84,4.54,71.0,84
0.84,4.57,72.0,84
0.84,4.59,73.0,84
0.84,4.61,74.0,84
0.84,4.62,75.0,84
0.84,4.62,76.0,84
0.84,4.64,77.0,84
0.84,4.67,78.0,84
0.84,4.68,79.0,84
0.84,4.68,80.0,84
0.84,4.7,81.0,84
0.84,4.7,82.0,84
0.84,4.72,83.0,84
0.84,4.74,84.0,84
0.84,4.74,85.0,84
0.84,4.74,86.0,84
0.84,4.75,87.0,84
0.84,4.75,88.0,84
0.84,4.75,89.0,84
0.84,4.77,90.0,84
0.84,4.78,91.0,84
0.84,4.79,92.0,84
0.84,4.82,93.0,84
0.84,4.82,94.0,84
0.84,4.83,95.0,84
0.84,4.84,96.0,84
0.84,4.85,97.0,84
0.84,4.85,98.0,84
0.84,4.9,99.0,84
0.84,4.91,100.0,84
0.84,4.93,101.0,84
0.84,4.93,102.0,84
0.84,4.95,103.0,84
0.84,4.96,104.0,84
0.84,4.97,105.0,84
0.84,4.98,106.0,84
0.84,5.0,107.0,84
0.84,5.0,108.0,84
0.85,0.3,1.0,85
0.85,0.66,2.0,85
0.85,1.02,3.0,85
0.85,1.33,4.0,85
0.85,1.5,5.0,85
0.85,1.73,6.0,85
0.85,1.9,7.0,85
0.85,2.07,8.0,85
0.85,2.17,9.0,85
0.85,2.24,10.0,85
0.85,2.36,11.0,85
0.85,2.46,12.0,85
0.85,2.53,13.0,85
0.85,2.6,14.0,85
0.85,2.72,15.0,85
0.85,2.78,16.0,85
0.85,2.81,17.0,85
0.85,2.87,18.0,85
0.85,2.94,19.0,85
0.85,3.0,20.0,85
0.85,3.02,21.0,85
0.85,3.07,22.0,85
0.85,3.1,23.0,85
0.85,3.13,24.0,85
0.85,3.18,25.0,85
0.85,3.19,26.0,85
0.85,3.2,27.0,85
0.85,3.25,28.0,85
0.85,3.27,29.0,85
0.85,3.31,30.0,85
0.85,3.35,31.0,85
0.85,3.4,32.0,85
0.85,3.44,33.0,85
0.85,3.5,34.0,85
0.85,3.55,35.0,85
0.85,3.57,36.0,85
0.85,3.58,37.0,85
0.85,3.6,38.0,85
0.85,3.62,39.0,85
0.85,3.67,40.0,85
0.85,3.68,41.0,85
0.85,3.75,42.0,85
0.85,3.78,43.0,85
0.85,3.8,44.0,85
0.85,3.84,45.0,85
0.85,3.88,46.0,85
0.85,3.91,47.0,85
0.85,3.93,48.0,85
0.85,3.95,49.0,85
0.85,3.99,50.0,85
0.85,4.03,51.0,85
0.85,4.09,52.0,85
0.85,4.1,53.0,85
0.85,4.13,54.0,85
0.85,4.14,55.0,85
0.85,4.17,56.0,85
0.85,4.19,57.0,85
0.85,4.22,58.0,85
0.85,4.26,59.0,85
0.85,4.3,60.0,85
0.85,4.32,61.0,85
0.85,4.34,62.0,85
0.85,4.35,63.0,85
0.85,4.36,64.0,85
0.85,4.38,65.0,85
0.85,4.43,66.0,85
0.85,4.46,67.0,85
0.85,4.47,68.0,85
0.85,4.49,69.0,85
0.85,4.5,70.0,85
0.85,4.5,71.0,85
0.85,4.51,72.0,85
0.85,4.53,73.0,85
0.85,4.54,74.0,85
0.85,4.54,75.0,85
0.85,4.56,76.0,85
0.85,4.6,77.0,85
0.85,4.61,78.0,85
0.85,4.62,79.0,85
0.85,4.65,80.0,85
0.85,4.66,81.0,85
0.85,4.69,82.0,85
0.85,4.7,83.0,85
0.85,4.71,84.0,85
0.85,4.72,85.0,85
0.85,4.73,86.0,85
0.85,4.74,87.0,85
0.85,4.77,88.0,85
0.85,4.78,89.0,85
0.85,4.81,90.0,85
0.85,4.81,91.0,85
0.85,4.81,92.0,85
0.85,4.84,93.0,85
0.85,4.84,94.0,85
0.85,4.88,95.0,85
0.85,4.88,96.0,85
0.85,4.89,97.0,85
0.85,4.9,98.0,85
0.85,4.9,99.0,85
0.85,4.9,100.0,85
0.85,4.91,101.0,85
0.85,4.92,102.0,85
0.85,4.94,103.0,85
0.85,4.96,104.0,85
0.85,4.96,105.0,85
0.85,5.0,106.0,85
0.85,5.0,107.0,85
0.85,5.0,108.0,85
0.86,0.48,1.0,86
0.86,0.8,2.0,86
0.86,1.16,3.0,86
0.86,1.42,4.0,86
0.86,1.62,5.0,86
0.86,1.81,6.0,86
0.86,1.93,7.0,86
0.86,2.06,8.0,86
0.86,2.2,9.0,86
0.86,2.34,10.0,86
0.86,2.42,11.0,86
0.86,2.52,12.0,86
0.86,2.6,13.0,86
0.86,2.69,14.0,86
0.86,2.78,15.0,86
0.86,2.86,16.0,86
0.86,2.93,17.0,86
0.86,2.98,18.0,86
0.86,3.0,19.0,86
0.86,3.05,20.0,86
0.86,3.11,21.0,86
0.86,3.16,22.0,86
0.86,3.2,23.0,86
0.86,3.25,24.0,86
0.86,3.26,25.0,86
0.86,3.31,26.0,86
0.86,3.33,27.0,86
0.86,3.39,28.0,86
0.86,3.45,29.0,86
0.86,3.47,30.0,86
0.86,3.51,31.0,86
0.86,3.58,32.0,86
0.86,3.59,33.0,86
0.86,3.64,34.0,86
0.86,3.7,35.0,86
0.86,3.78,36.0,86
0.86,3.81,37.0,86
0.86,3.85,38.0,86
0.86,3.89,39.0,86
0.86,3.95,40.0,86
0.86,3.97,41.0,86
0.86,3.98,42.0,86
0.86,3.99,43.0,86
0.86,4.0,44.0,86
0.86,4.01,45.0,86
0.86,4.03,46.0,86
0.86,4.07,47.0,86
0.86,4.1,48.0,86
0.86,4.12,49.0,86
0.86,4.13,50.0,86
0.86,4.14,51.0,86
0.86,4.14,52.0,86
0.86,4.16,53.0,86
0.86,4.16,54.0,86
0.86,4.17,55.0,86
0.86,4.2,56.0,86
0.86,4.21,57.0,86
0.86,4.22,58.0,86
0.86,4.22,59.0,86
0.86,4.23,60.0,86
0.86,4.25,61.0,86
0.86,4.25,62.0,86
0.86,4.28,63.0,86
0.86,4.29,64.0,86
0.86,4.32,65.0,86
0.86,4.35,66.0,86
0.86,4.37,67.0,86
0.86,4.39,68.0,86
0.86,4.39,69.0,86
0.86,4.41,70.0,86
0.86,4.43,71.0,86
0.86,4.46,72.0,86
0.86,4.49,73.0,86
0.86,4.51,74.0,86
0.86,4.51,75.0,86
0.86,4.54,76.0,86
0.86,4.56,77.0,86
0.86,4.58,78.0,86
0.86,4.61,79.0,86
0.86,4.63,80.0,86
0.86,4.65,81.0,86
0.86,4.68,82.0,86
0.86,4.69,83.0,86
0.86,4.69,84.0,86
0.86,4.7,85.0,86
0.86,4.73,86.0,86
0.86,4.75,87.0,86
0.86,4.78,88.0,86
0.86,4.81,89.0,86
0.86,4.82,90.0,86
0.86,4.83,91.0,86
0.86,4.84,92.0,86
0.86,4.84,93.0,86
0.86,4.87,94.0,86
0.86,4.89,95.0,86
0.86,4.91,96.0,86
0.86,4.92,97.0,86
0.86,4.92,98.0,86
0.86,4.92,99.0,86
0.86,4.93,100.0,86
0.86,4.95,101.0,86
0.86,4.95,102.0,86
0.86,4.95,103.0,86
0.86,4.95,104.0,86
0.86,4.98,105.0,86
0.86,4.98,106.0,86
0.86,4.99,107.0,86
0.86,5.0,108.0,86
0.87,0.51,1.0,87
0.87,0.88,2.0,87
0.87,1.2,3.0,87
0.87,1.42,4.0,87
0.87,1.57,5.0,87
0.87,1.72,6.0,87
0.87,1.9,7.0,87
0.87,2.14,8.0,87
0.87,2.31,9.0,87
0.87,2.41,10.0,87
0.87,2.46,11.0,87
0.87,2.57,12.0,87
0.87,2.59,13.0,87
0.87,2.66,14.0,87
0.87,2.72,15.0,87
