ref_info,Bibliography,biblioid2,seanuts_id2,food_item_id_2,food_name_clean,database,nutrient_ref,species_name,genus_species,subgroup,prot_g,protcnt_g,protein_g,fat_g,fapun3,fapun_all_g,epa,dha,ca_mg,zn_mg,fe_mg,tl,length_from_study,length_source,abs_lat,latitude,slmax,slmax_nov28,slmax_source,lwa,lwb,country_region,isscaap_cat,isscaap,season,asfis_scientific_name_fishbase_swap_in_progress,season.x,season.y,Herbivory2,HerbivoryRef,FeedingType,FeedingTypeRef,DietTroph,DietSeTroph,FoodTroph,FoodSeTroph,IsoTroph,IsoseTroph,EcoTroph,EcoseTroph,StockCode,SpecCode.x,SpecCode.y,Genus,Species,FBname,Subfamily,DemersPelag,AnaCat,DepthRangeShallow,DepthRangeDeep,LTypeMaxM,LTypeMaxF,LTypeComM,LTypeComF,Length,CommonLength,CommonLengthF,CommonLengthRef,Weight,WeightFemale,MaxWeightRef,Sp2000_HierarchyCode,reference,Fresh,Marine,BrackishWater,Brack,LengthFemale,MaxLengthRef,notes,weight_from_study,Mar_fresh,wild_farmed,body_parts_included_excluded,included_excluded,X20,vit_a_IU,K_mg,mg_mg,X32
"Roos N., Thorseng H., Chamnan C., Larsen T., Gondolf U.H., Bukhave K., Haraksingh Tilsted S. (2007). Iron content in common Cambodian fish species: Perspectives for dietary iron intake in poor, rural housholds. Food Chemistry 104: 1226 - 1235","Roos N., Thorseng H., Chamnan C., Larsen T., Gondolf U.H., Bukhave K., Haraksingh Tilsted S. (2007). Iron content in common Cambodian fish species: Perspectives for dietary iron intake in poor, rural housholds. Food Chemistry 104: 1226 - 1235",fi184,17,901092,cleaned_fish_raw,NA,NA,Puntioplites proctozystron,Puntioplites proctozystron,Finfish,NA,NA,NA,NA,NA,NA,NA,NA,851.73,1.66837,1.1,2.7,NA,NA,12.265754,12.265754,30.0,NA,http://www.fishbase.us/summary/16203,0.00977,3.01,NA,"Carps, barbels and other cyprinids",NA,"Oct, Nov 2001",NA,NA,NA,plants/detritus+animals (troph. 2.2-2.79),12693,variable,NA,NA,NA,2.7,0.28,NA,NA,NA,NA,14991,16203,16203,Puntioplites,proctozystron,NA,No subfamily,benthopelagic,potamodromous,NA,NA,TL,NA,NA,NA,30.0,NA,NA,NA,NA,NA,NA,NA,NA,-1,NA,NA,0,NA,4792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Otitologbon S.A., Agbaji E.B., Peters O.A., Oniye S.J. (1997). Proximate and mineral composition of three Nigerian freshwater fishes. J Sci Food Agric 75: 312-314","Otitologbon S.A., Agbaji E.B., Peters O.A., Oniye S.J. (1997). Proximate and mineral composition of three Nigerian freshwater fishes. J Sci Food Agric 75: 312-314",fi38,18,900197,North_African_catfish_wild_skin-on_fillet_incl._bones_raw,NA,NA,Clarias lazera,NA NA,Finfish,NA,18.8,NA,3.7,NA,NA,NA,NA,832.0,8.0,3.0,3.2,NA,NA,11.066667,11.066667,170.0,NA,http://www.fishbase.org/summary/Clarias-gariepinus.html,0.00692,3.0,NA,Miscellaneous freshwater fishes,NA,Jan-May _dry season,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Roos N., Thorseng H., Chamnan C., Larsen T., Gondolf U.H., Bukhave K., Haraksingh Tilsted S. (2007). Iron content in common Cambodian fish species: Perspectives for dietary iron intake in poor, rural housholds. Food Chemistry 104: 1226 - 1235","Roos N., Thorseng H., Chamnan C., Larsen T., Gondolf U.H., Bukhave K., Haraksingh Tilsted S. (2007). Iron content in common Cambodian fish species: Perspectives for dietary iron intake in poor, rural housholds. Food Chemistry 104: 1226 - 1235",fi184,19,901089,cleaned_fish_raw,NA,NA,Rasbora tornieri,Rasbora tornieri,Finfish,NA,NA,NA,NA,NA,NA,NA,NA,812.59,3.055239,0.73,3.2,NA,NA,12.265754,12.265754,17.0,NA,http://www.fishbase.se/summary/22832,0.00457,3.08,NA,"Carps, barbels and other cyprinids",NA,"Oct, Nov 2001",NA,NA,NA,mainly animals (troph. 2.8 and up),33813,NA,NA,NA,NA,3.2,0.4,NA,NA,NA,NA,18117,22832,22832,Rasbora,tornieri,Yellowtail rasbora,Danioninae,benthopelagic,non-migratory,NA,NA,SL,NA,NA,NA,17.0,NA,NA,NA,NA,NA,NA,NA,NA,-1,NA,NA,0,NA,30857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nurhasan M., Maehre H.K., Malde M.K., Stormo S.K., Halwart M., James D., Elvevoll E.O. (2010). Nutritional composition of aquatic species inLaotian rice field systems. Journal of Food Composition and Analysis 23:205-213","Nurhasan M., Maehre H.K., Malde M.K., Stormo S.K., Halwart M., James D., Elvevoll E.O. (2010). Nutritional composition of aquatic species inLaotian rice field systems. Journal of Food Composition and Analysis 23:205-213",fi103,20,902189,NA,NA,NA,Pila sp.,NA NA,Molluscs,NA,11.8,NA,0.4,NA,NA,NA,NA,812.0,12.0,102.0,NA,NA,NA,14.903036,14.903036,15.0,NA,http://www.sealifebase.ca/summary/Rapana-rapiformis.html,NA,NA,NA,"Abalones, winkles, conchs",NA,dry season,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Roos N., Wahab Md. A., Chamnan C., Thilsted S.H. (2007). The role of fish in food-based-strategies to combat Vitamin A and mineral deficiencies in developing countries. Journal of Nutrition 137(4): 1106-1109","Roos N., Wahab Md. A., Chamnan C., Thilsted S.H. (2007). The role of fish in food-based-strategies to combat Vitamin A and mineral deficiencies in developing countries. Journal of Nutrition 137(4): 1106-1109",fi179,21,NA,NA,NA,NA,Esomus danricus,Esomus danricus,Finfish,NA,NA,NA,NA,NA,NA,NA,NA,800.0,4.0,12.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Esomus danricus,NA,NA,plants/detritus+animals (troph. 2.2-2.79),55376,NA,NA,2.41,0.079,NA,NA,NA,NA,NA,NA,5389,5150,5150,Esomus,danricus,Flying barb,Danioninae,benthopelagic,potamodromous,NA,NA,TL,NA,NA,NA,13.0,NA,NA,NA,NA,NA,NA,NA,NA,-1,NA,NA,-1,NA,6398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Roos N., Wahab Md. A., Chamnan C., Thilsted S.H. (2007). The role of fish in food-based-strategies to combat Vitamin A and mineral deficiencies in developing countries. Journal of Nutrition 137(4): 1106-1109","Roos N., Wahab Md. A., Chamnan C., Thilsted S.H. (2007). The role of fish in food-based-strategies to combat Vitamin A and mineral deficiencies in developing countries. Journal of Nutrition 137(4): 1106-1109",fi179,22,NA,NA,NA,NA,Amblypharyngodon mola,Amblypharyngodon mola,Finfish,NA,NA,NA,NA,NA,NA,NA,NA,800.0,3.2,5.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Amblypharyngodon mola,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19294,24301,24301,Amblypharyngodon,mola,Mola carplet,Danioninae,benthopelagic,NA,NA,NA,TL,NA,NA,NA,20.0,NA,NA,NA,NA,NA,NA,NA,NA,-1,NA,NA,0,NA,41236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Roos N., Wahab Md. A., Chamnan C., Thilsted S.H. (2007). The role of fish in food-based-strategies to combat Vitamin A and mineral deficiencies in developing countries. Journal of Nutrition 137(4): 1106-1109","Roos N., Wahab Md. A., Chamnan C., Thilsted S.H. (2007). The role of fish in food-based-strategies to combat Vitamin A and mineral deficiencies in developing countries. Journal of Nutrition 137(4): 1106-1109",fi179,23,NA,NA,NA,NA,Puntius sophore,Puntius sophore,Finfish,NA,NA,NA,NA,NA,NA,NA,NA,800.0,3.1,3.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Puntius sophore,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10460,10137,10137,Puntius,sophore,Pool barb,Barbinae,benthopelagic,amphidromous,NA,NA,NG,NA,NA,NA,20.0,NA,NA,NA,NA,NA,NA,NA,NA,-1,NA,NA,-1,NA,94495,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Roos N., Wahab Md. A., Chamnan C., Thilsted S.H. (2007). The role of fish in food-based-strategies to combat Vitamin A and mineral deficiencies in developing countries. Journal of Nutrition 137(4): 1106-1109","Roos N., Wahab Md. A., Chamnan C., Thilsted S.H. (2007). The role of fish in food-based-strategies to combat Vitamin A and mineral deficiencies in developing countries. Journal of Nutrition 137(4): 1106-1109",fi179,23,NA,NA,NA,NA,Puntius sophore,Puntius sophore,Finfish,NA,NA,NA,NA,NA,NA,NA,NA,800.0,3.1,3.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Puntius sophore,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39055,10137,10137,Puntius,sophore,Pool barb,Barbinae,benthopelagic,amphidromous,NA,NA,NG,NA,NA,NA,20.0,NA,NA,NA,NA,NA,NA,NA,NA,-1,1,1,-1,NA,94495,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Roos N., Thorseng H., Chamnan C., Larsen T., Gondolf U.H., Bukhave K., Haraksingh Tilsted S. (2007). Iron content in common Cambodian fish species: Perspectives for dietary iron intake in poor, rural housholds. Food Chemistry 104: 1226 - 1235","Roos N., Thorseng H., Chamnan C., Larsen T., Gondolf U.H., Bukhave K., Haraksingh Tilsted S. (2007). Iron content in common Cambodian fish species: Perspectives for dietary iron intake in poor, rural housholds. Food Chemistry 104: 1226 - 1235",fi184,24,901088,cleaned_fish_raw,NA,NA,Parachela siamensis,Parachela siamensis,Finfish,NA,NA,NA,NA,NA,NA,NA,NA,777.84,2.925714,1.6,3.4,NA,NA,12.265754,12.265754,15.0,NA,http://www.fishbase.org/summary/27043,0.00389,3.12,NA,"Carps, barbels and other cyprinids",NA,"Oct, Nov 2001",NA,NA,NA,mainly animals (troph. 2.8 and up),12975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21158,27043,27043,Parachela,siamensis,NA,ex-danioninae,pelagic,NA,NA,NA,SL,NA,SL,NA,15.0,8.0,NA,57235,NA,NA,NA,NA,NA,-1,NA,NA,0,NA,57235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Roos N., Thorseng H., Chamnan C., Larsen T., Gondolf U.H., Bukhave K., Haraksingh Tilsted S. (2007). Iron content in common Cambodian fish species: Perspectives for dietary iron intake in poor, rural housholds. Food Chemistry 104: 1226 - 1235","Roos N., Thorseng H., Chamnan C., Larsen T., Gondolf U.H., Bukhave K., Haraksingh Tilsted S. (2007). Iron content in common Cambodian fish species: Perspectives for dietary iron intake in poor, rural housholds. Food Chemistry 104: 1226 - 1235",fi184,25,901084,cleaned_fish_raw,NA,NA,Esomus longimanus,Esomus longimanus,Finfish,NA,NA,NA,NA,NA,NA,NA,NA,728.35,4.22443,9.39,3.0,NA,NA,12.265754,12.265754,110.0,NA,http://www.fishbase.org/summary/1450,0.02089,2.91,NA,"Carps, barbels and other cyprinids",NA,"Oct, Nov 2001",NA,NA,NA,mainly animals (troph. 2.8 and up),12693,selective plankton feeding,NA,NA,NA,3.31,0.43,NA,NA,NA,NA,21170,27062,27062,Esomus,longimanus,Mekong flying barb,Danioninae,benthopelagic,NA,NA,NA,SL,NA,NA,NA,8.0,NA,NA,NA,NA,NA,NA,NA,NA,-1,NA,NA,0,NA,43281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Zarai Z., Frikha F., Balti R. Miled N., Gargouri Y. Mejdoub H. (2011). Nutrient composition of the marine snail (Hexaplex trunculus) from the Tunisian Mediterranean coast. J Sci Food Agric 91: 1265-1270","Zarai Z., Frikha F., Balti R. Miled N., Gargouri Y. Mejdoub H. (2011). Nutrient composition of the marine snail (Hexaplex trunculus) from the Tunisian Mediterranean coast. J Sci Food Agric 91: 1265-1270",fi211,26,901177,Marine_snail_muscle_raw,NA,NA,Hexaplex trunculus,NA NA,Molluscs,NA,15.75,NA,9.0,2.832586275,4.848623487,0.644600279,0.734312688,674.4,NA,8.1,NA,NA,NA,34.733333,34.733333,5.5,NA,http://eol.org/pages/4831626/data,NA,NA,NA,"Abalones, winkles, conchs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Özden Ö. (2010). Micro, macro mineral and proximate composition of Atlantic bonito and horse mackerel: a monthly differentiation. International Journal of Food Science and Technology 45: 578-586","Özden Ö. (2010). Micro, macro mineral and proximate composition of Atlantic bonito and horse mackerel: a monthly differentiation. International Journal of Food Science and Technology 45: 578-586",fi89,27,900565,Horse_mackerel_wild_muscle_tissue_raw,NA,NA,Trachurus trachurus,Trachurus trachurus,Finfish,NA,17.69,NA,8.04,NA,NA,NA,NA,637.14,3.5827,8.77,3.64,NA,NA,41.00527,41.00527,62.0,NA,NA,0.0127,3.0,NA,Miscellaneous pelagic fishes,NA,07-Feb,NA,NA,NA,mainly animals (troph. 2.8 and up),12224,hunting macrofauna (predator),12224,3.71,0.025,3.84,0.59,NA,NA,NA,NA,1383,1365,1365,Trachurus,trachurus,Atlantic horse mackerel,Caranginae,pelagic-neritic,oceanodromous,0,1050,TL,NA,FL,NA,70.0,22.0,NA,3397,2e3,NA,27584,NA,NA,0,NA,NA,0,NA,3197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Özden Ö. (2010). Micro, macro mineral and proximate composition of Atlantic bonito and horse mackerel: a monthly differentiation. International Journal of Food Science and Technology 45: 578-586","Özden Ö. (2010). Micro, macro mineral and proximate composition of Atlantic bonito and horse mackerel: a monthly differentiation. International Journal of Food Science and Technology 45: 578-586",fi89,27,900565,Horse_mackerel_wild_muscle_tissue_raw,NA,NA,Trachurus trachurus,Trachurus trachurus,Finfish,NA,17.69,NA,8.04,NA,NA,NA,NA,637.14,3.5827,8.77,3.64,NA,NA,41.00527,41.00527,62.0,NA,NA,0.0127,3.0,NA,Miscellaneous pelagic fishes,NA,07-Feb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94411,1365,1365,Trachurus,trachurus,Atlantic horse mackerel,Caranginae,pelagic-neritic,oceanodromous,0,1050,TL,NA,FL,NA,70.0,22.0,NA,3397,2e3,NA,27584,NA,NA,0,1,0,0,NA,3197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Roos N., Thorseng H., Chamnan C., Larsen T., Gondolf U.H., Bukhave K., Haraksingh Tilsted S. (2007). Iron content in common Cambodian fish species: Perspectives for dietary iron intake in poor, rural housholds. Food Chemistry 104: 1226 - 1235","Roos N., Thorseng H., Chamnan C., Larsen T., Gondolf U.H., Bukhave K., Haraksingh Tilsted S. (2007). Iron content in common Cambodian fish species: Perspectives for dietary iron intake in poor, rural housholds. Food Chemistry 104: 1226 - 1235",fi184,28,901078,cleaned_fish_raw,NA,NA,Barbodes gonionotus,NA NA,Finfish,NA,NA,NA,NA,NA,NA,NA,NA,636.89,1.379924,1.05,2.4,NA,NA,12.265754,12.265754,40.5,NA,http://www.fishbase.org/summary/Barbonymus-gonionotus.html,0.01514,2.9,NA,"Carps, barbels and other cyprinids",NA,"Oct, Nov 2001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Steiner-Asiedu M., Julshamn K., Lie Ø. (1991). Effect of local processing methods (cooking, frying and smoking) on three fish species from Ghana: Part I. Proximate composition, fatty acids, minerals, trace elements and vitamins. Food Chemistry 40:309-321","Steiner-Asiedu M., Julshamn K., Lie Ø. (1991). Effect of local processing methods (cooking, frying and smoking) on three fish species from Ghana: Part I. Proximate composition, fatty acids, minerals, trace elements and vitamins. Food Chemistry 40:309-321",fi139,29,902207,Tilapia_wild_skin-on_fillet_raw,NA,NA,Tilapia pra,Tilapia pra,Finfish,NA,17.53,NA,4.35,NA,0.575750431,0.039166696,0.133166766,621.6,1.3209,0.83,2.0,NA,NA,4.565474,4.565474,60.0,NA,http://www.fishbase.org/summary/Oreochromis-niloticus.html,0.01995,2.96,NA,Tilapias and other cichlids,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65621,Tilapia,pra,NA,Pseudocrenilabrinae,benthopelagic,NA,NA,NA,SL,NA,NA,NA,12.69,NA,NA,NA,NA,NA,NA,NA,NA,-1,NA,NA,0,NA,84667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nurhasan M., Maehre H.K., Malde M.K., Stormo S.K., Halwart M., James D., Elvevoll E.O. (2010). Nutritional composition of aquatic species inLaotian rice field systems. Journal of Food Composition and Analysis 23:205-213","Nurhasan M., Maehre H.K., Malde M.K., Stormo S.K., Halwart M., James D., Elvevoll E.O. (2010). Nutritional composition of aquatic species inLaotian rice field systems. Journal of Food Composition and Analysis 23:205-213",fi103,30,900600,Swamp_eel_wild_gutted_and_beheaded_raw,NA,NA,Monopterus albus,Monopterus albus,Finfish,NA,19.7,NA,0.8,0.045255,0.1484364,NA,0.0259462,525.0,1.4,1.1,2.9,NA,NA,14.903036,14.903036,100.0,NA,http://fishbase.sinica.edu.tw/summary/SpeciesSummary.php?id=4663,7.1e-4,3.06,NA,Miscellaneous freshwater fishes,NA,dry season,NA,NA,NA,mainly animals (troph. 2.8 and up),34202,hunting macrofauna (predator),12693,NA,NA,2.88000011444092,0.2846,NA,NA,NA,NA,4880,4663,4663,Monopterus,albus,Asian swamp eel,NA,demersal,potamodromous,3,NA,SL,NA,SL,NA,100.0,40.0,NA,44894,NA,NA,NA,NA,NA,-1,NA,NA,-1,NA,2686,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Özden Ö., Erkan N., Ulusoy S.(2009). Seasonal variations in the macronutrient mineral and proximate composition of two clams (Chamelea gallina and Donax trunculus). International Journal of Food Sciences and Nutrition 60: 402 - 412","Özden Ö., Erkan N., Ulusoy S.(2009). Seasonal variations in the macronutrient mineral and proximate composition of two clams (Chamelea gallina and Donax trunculus). International Journal of Food Sciences and Nutrition 60: 402 - 412",fi192,31,NA,NA,NA,NA,Donax trunculus,NA NA,Molluscs,8.12,NA,NA,0.87,NA,NA,NA,NA,448.9326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Donax trunculus,"Autumn (Sep, Oct, Nov) 2006","Autumn (Sep, Oct, Nov) 2006",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nurhasan M., Maehre H.K., Malde M.K., Stormo S.K., Halwart M., James D., Elvevoll E.O. (2010). Nutritional composition of aquatic species inLaotian rice field systems. Journal of Food Composition and Analysis 23:205-213","Nurhasan M., Maehre H.K., Malde M.K., Stormo S.K., Halwart M., James D., Elvevoll E.O. (2010). Nutritional composition of aquatic species inLaotian rice field systems. Journal of Food Composition and Analysis 23:205-213",fi103,32,900604,Golden_apple_snail_wild_shelled_raw,NA,NA,Pomacea canaliculata,NA NA,Molluscs,NA,11.6,NA,0.1,0.004888377,0.013996635,6.68496e-4,7.10277e-4,444.0,6.9,48.0,NA,NA,NA,14.903036,14.903036,15.0,NA,http://www.sealifebase.ca/summary/Rapana-rapiformis.html,NA,NA,NA,"Abalones, winkles, conchs",NA,dry season,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Özden Ö. (2010). Micro, macro mineral and proximate composition of Atlantic bonito and horse mackerel: a monthly differentiation. International Journal of Food Science and Technology 45: 578-586","Özden Ö. (2010). Micro, macro mineral and proximate composition of Atlantic bonito and horse mackerel: a monthly differentiation. International Journal of Food Science and Technology 45: 578-586",fi89,33,900571,Horse_mackerel_wild_muscle_tissue_raw,NA,NA,Trachurus trachurus,Trachurus trachurus,Finfish,NA,18.99,NA,9.44,NA,NA,NA,NA,412.82,3.2392,11.98,3.64,NA,NA,41.00527,41.00527,62.0,NA,NA,0.0127,3.0,NA,Miscellaneous pelagic fishes,NA,07-Aug,NA,NA,NA,mainly animals (troph. 2.8 and up),12224,hunting macrofauna (predator),12224,3.71,0.025,3.84,0.59,NA,NA,NA,NA,1383,1365,1365,Trachurus,trachurus,Atlantic horse mackerel,Caranginae,pelagic-neritic,oceanodromous,0,1050,TL,NA,FL,NA,70.0,22.0,NA,3397,2e3,NA,27584,NA,NA,0,NA,NA,0,NA,3197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Özden Ö. (2010). Micro, macro mineral and proximate composition of Atlantic bonito and horse mackerel: a monthly differentiation. International Journal of Food Science and Technology 45: 578-586","Özden Ö. (2010). Micro, macro mineral and proximate composition of Atlantic bonito and horse mackerel: a monthly differentiation. International Journal of Food Science and Technology 45: 578-586",fi89,33,900571,Horse_mackerel_wild_muscle_tissue_raw,NA,NA,Trachurus trachurus,Trachurus trachurus,Finfish,NA,18.99,NA,9.44,NA,NA,NA,NA,412.82,3.2392,11.98,3.64,NA,NA,41.00527,41.00527,62.0,NA,NA,0.0127,3.0,NA,Miscellaneous pelagic fishes,NA,07-Aug,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94411,1365,1365,Trachurus,trachurus,Atlantic horse mackerel,Caranginae,pelagic-neritic,oceanodromous,0,1050,TL,NA,FL,NA,70.0,22.0,NA,3397,2e3,NA,27584,NA,NA,0,1,0,0,NA,3197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Özden Ö. (2010). Micro, macro mineral and proximate composition of Atlantic bonito and horse mackerel: a monthly differentiation. International Journal of Food Science and Technology 45: 578-586","Özden Ö. (2010). Micro, macro mineral and proximate composition of Atlantic bonito and horse mackerel: a monthly differentiation. International Journal of Food Science and Technology 45: 578-586",fi89,34,900573,Horse_mackerel_wild_muscle_tissue_raw,NA,NA,Trachurus trachurus,Trachurus trachurus,Finfish,NA,17.32,NA,9.66,NA,NA,NA,NA,400.87,3.345,11.58,3.64,NA,NA,41.00527,41.00527,62.0,NA,NA,0.0127,3.0,NA,Miscellaneous pelagic fishes,NA,07-Oct,NA,NA,NA,mainly animals (troph. 2.8 and up),12224,hunting macrofauna (predator),12224,3.71,0.025,3.84,0.59,NA,NA,NA,NA,1383,1365,1365,Trachurus,trachurus,Atlantic horse mackerel,Caranginae,pelagic-neritic,oceanodromous,0,1050,TL,NA,FL,NA,70.0,22.0,NA,3397,2e3,NA,27584,NA,NA,0,NA,NA,0,NA,3197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Özden Ö. (2010). Micro, macro mineral and proximate composition of Atlantic bonito and horse mackerel: a monthly differentiation. International Journal of Food Science and Technology 45: 578-586","Özden Ö. (2010). Micro, macro mineral and proximate composition of Atlantic bonito and horse mackerel: a monthly differentiation. International Journal of Food Science and Technology 45: 578-586",fi89,34,900573,Horse_mackerel_wild_muscle_tissue_raw,NA,NA,Trachurus trachurus,Trachurus trachurus,Finfish,NA,17.32,NA,9.66,NA,NA,NA,NA,400.87,3.345,11.58,3.64,NA,NA,41.00527,41.00527,62.0,NA,NA,0.0127,3.0,NA,Miscellaneous pelagic fishes,NA,07-Oct,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94411,1365,1365,Trachurus,trachurus,Atlantic horse mackerel,Caranginae,pelagic-neritic,oceanodromous,0,1050,TL,NA,FL,NA,70.0,22.0,NA,3397,2e3,NA,27584,NA,NA,0,1,0,0,NA,3197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Roos N., Wahab Md. A., Chamnan C., Thilsted S.H. (2007). The role of fish in food-based-strategies to combat Vitamin A and mineral deficiencies in developing countries. Journal of Nutrition 137(4): 1106-1109","Roos N., Wahab Md. A., Chamnan C., Thilsted S.H. (2007). The role of fish in food-based-strategies to combat Vitamin A and mineral deficiencies in developing countries. Journal of Nutrition 137(4): 1106-1109",fi179,35,NA,NA,NA,NA,Corica soborna,Corica soborna,Finfish,NA,NA,NA,NA,NA,NA,NA,NA,400.0,3.1,2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Corica soborna,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92624,1566,1566,Corica,soborna,Ganges river sprat,Ehiravinae,pelagic-neritic,NA,NA,NA,SL,NA,NA,NA,4.1,NA,NA,NA,NA,NA,NA,NA,NA,-1,1,0,-1,NA,188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Steiner-Asiedu M., Julshamn K., Lie Ø. (1991). Effect of local processing methods (cooking, frying and smoking) on three fish species from Ghana: Part I. Proximate composition, fatty acids, minerals, trace elements and vitamins. Food Chemistry 40:309-321","Steiner-Asiedu M., Julshamn K., Lie Ø. (1991). Effect of local processing methods (cooking, frying and smoking) on three fish species from Ghana: Part I. Proximate composition, fatty acids, minerals, trace elements and vitamins. Food Chemistry 40:309-321",fi139,36,902199,Flat_sardine_wild_skin-on_fillet_raw,NA,NA,Sardinella sp.,NA NA,Finfish,NA,20.69,NA,0.17,NA,0.043343084,0.004056171,0.032681149,398.52,1.56702,1.83,3.4,NA,NA,4.565474,4.565474,31.0,NA,http://www.fishbase.org/summary/1043,0.00708,3.03,NA,"Herrings, sardines, anchovies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
