food_item_id,subgroup,country_region,type_farmed_wild,isscaap,x3_alpha,food_name_in_own_language,food_name_in_english,processing,scientific_name,asfis_english_name,asfis_scientific_name,season,other,n,comments_on_data_processing_methods,publication_year,biblioid,ca_mg,fe_mg,zn_mg,hg_mcg,mg_mg,mn_mg
902051,Molluscs,Unknown,NA,57,OFJ,NA,"Neon flying squid, mantle meat, raw",r,Ommastrephes bartrami,Neon flying squid,Ommastrephes bartrami,NA,"mantle meat (viscera, head and fins removed)",NA,Proximates expressed per DM - conversion to FW,2007,fi194,NA,NA,NA,NA,NA,NA
902053,Molluscs,Unknown,NA,57,GIS,NA,"Jumbo squid, mantle meat, raw",r,Dosidicus gigas,Jumbo flying squid,Dosidicus gigas,NA,NA,NA,Proximates expressed per DM - conversion to FW,2007,fi194,NA,NA,NA,NA,NA,NA
902060,Crustacean,"Brazil, Ceará, Camocim",NA,42,UCC,NA,"Crab, claw meat, raw",r,Ucides cordatus,Ghost crab,Ucides cordatus,NA,NA,NA,minerals expressed per DM - conversion to FW,2007,fi203,30.751071,0.905996,5.904301,NA,21.009911,0.064714
902093,Molluscs,"Unknown (samples from market in Calabar, Nigeria)",NA,56,CLX,NA,"Clam, wild, edible flesh, raw",r,Egeria radiata,"Clams, etc. nei",Bivalvia,NA,NA,NA,proximates and minerals expressed per DM - conversion to FW; FAT- (extraction according to AOAC 1975),1987,fi224,NA,4.995,1.18955,NA,10.73,0.65
902106,Molluscs,"Unknown (samples from markets of Kochi-city/Kanazawa-city, Japan)",NA,56,NA,NA,"Surf clam, raw",r,Sipsula (Pseudocardium) sachalinensis,NA,NA,NA,NA,NA,VITB12: Lactobacillus leichmannii,2001,fi230,NA,NA,NA,NA,NA,NA
902107,Molluscs,"Unknown (samples from markets of Kochi-city/Kanazawa-city, Japan)",NA,52,ABX,NA,"Ear shell, raw",r,Sulculus diversicolor aquatieis,Abalones nei,Haliotis spp,NA,NA,NA,VITB12: Lactobacillus leichmannii,2001,fi230,NA,NA,NA,NA,NA,NA
902108,Molluscs,"Unknown (samples from markets of Kochi-city/Kanazawa-city, Japan)",NA,56,CLX,NA,"Shirogai shell, raw",r,Peronidia venulosa,"Clams, etc. nei",Bivalvia,NA,NA,NA,VITB12: Lactobacillus leichmannii,2001,fi230,NA,NA,NA,NA,NA,NA
902109,Molluscs,"Unknown (samples from markets of Kochi-city/Kanazawa-city, Japan)",NA,56,ACB,NA,"Ark shell, raw",r,Anadara (Scapharca) broughtonii,Inflated ark,Scapharca broughtonii,NA,NA,NA,VITB12: Lactobacillus leichmannii,2001,fi230,NA,NA,NA,NA,NA,NA
902110,Molluscs,"Unknown (samples from markets of Kochi-city/Kanazawa-city, Japan)",NA,53,OYG,NA,"Oyster, raw",r,Crassostrea gigas,Pacific cupped oyster,Crassostrea gigas,NA,NA,NA,VITB12: Lactobacillus leichmannii,2001,fi230,NA,NA,NA,NA,NA,NA
902111,Molluscs,"Unknown (samples from markets of Kochi-city/Kanazawa-city, Japan)",NA,51,CMJ,NA,"Corb shell, raw",r,Corbicula japonica Prime,Japanese corbicula,Corbicula japonica,NA,NA,NA,VITB12: Lactobacillus leichmannii,2001,fi230,NA,NA,NA,NA,NA,NA
902112,Molluscs,"Unknown (samples from markets of Kochi-city/Kanazawa-city, Japan)",NA,56,CLJ,NA,"Short-necked clam, raw",r,Tapes (Amygdala) philippinarum,Japanese carpet shell,Ruditapes philippinarum,NA,NA,NA,VITB12: Lactobacillus leichmannii,2001,fi230,NA,NA,NA,NA,NA,NA
902113,Molluscs,"Unknown (samples from markets of Kochi-city/Kanazawa-city, Japan)",NA,54,MUK,NA,"Mussel, raw",r,Mytilus coruscus Gould,Korean mussel,Mytilus coruscus,NA,NA,NA,VITB12: Lactobacillus leichmannii,2001,fi230,NA,NA,NA,NA,NA,NA
902114,Molluscs,"Unknown (samples from markets of Kochi-city/Kanazawa-city, Japan)",NA,56,HCJ,NA,"Hard clam, raw",r,Meretrix lusoria,Japanese hard clam,Meretrix lusoria,NA,NA,NA,VITB12: Lactobacillus leichmannii,2001,fi230,NA,NA,NA,NA,NA,NA
902115,Molluscs,"Unknown (samples from markets of Kochi-city/Kanazawa-city, Japan)",NA,52,GAS,NA,"Abalone, raw",r,Nordotis discus,Gastropods nei,Gastropoda,NA,NA,NA,VITB12: Lactobacillus leichmannii,2001,fi230,NA,NA,NA,NA,NA,NA
902116,Molluscs,"Unknown (samples from markets of Kochi-city/Kanazawa-city, Japan)",NA,55,JSC,NA,"Scallop, raw",r,Patinopectan (Mizuhopecten) yessoensis,Yesso scallop,Patinopecten yessoensis,NA,NA,NA,VITB12: Lactobacillus leichmannii,2001,fi230,NA,NA,NA,NA,NA,NA
902117,Molluscs,"Unknown (samples from markets of Kochi-city/Kanazawa-city, Japan)",NA,52,TOS,NA,"Top shell, raw",r,Batillus cornutus,Horned turban,Turbo cornutus,NA,NA,NA,VITB12: Lactobacillus leichmannii,2001,fi230,NA,NA,NA,NA,NA,NA
902118,Crustacean,"Unknown (samples from markets of City of São Paulo, Brazil)",NA,45,PNB/PPS,NA,"Pink shrimp, flesh (without exosceletron, cephalotorax and intestine), raw",r,Penaeus brasiliensis/Penaeus paulensis,Redspotted shrimp/Sao Paolo shrimp,Penaeus brasiliensis/Penaeus paulensis,NA,NA,NA,FA converted using XFA,2002,fi233,NA,NA,NA,NA,NA,NA
902119,Molluscs,"Korea, South coast",NA,52,RPW,Pibbulgodoong,"Murex shell, edible portion, raw",r,Rapana venosa,Thomas' rapa whelk,Rapana venosa,"Mar, May, Jun, Jul, Aug, Oct 2003, 2004",NA,NA,NA,2009,fi234,NA,NA,NA,NA,NA,NA
902120,Molluscs,"Korea, West coast",NA,52,RPW,Pibbulgodoong,"Murex shell, edible portion, raw",r,Rapana venosa,Thomas' rapa whelk,Rapana venosa,"Mar, May, Jun, Jul, Aug, Oct 2003, 2004",NA,NA,NA,2009,fi234,NA,NA,NA,NA,NA,NA
902121,Molluscs,"Korea, South coast",NA,56,ACB,Pijogae,"Ark shell, edible portion, raw",r,Scapharca broughtonii,Inflated ark,Scapharca broughtonii,"Mar, May, Jun, Jul, Aug, Oct, Dec 2003, 2004",NA,NA,NA,2009,fi234,NA,NA,NA,NA,NA,NA
902122,Molluscs,"Korea, West coast",NA,56,ACB,Pijogae,"Ark shell, edible portion, raw",r,Scapharca broughtonii,Inflated ark,Scapharca broughtonii,"Mar, May, Jun, Jul, Aug, Oct, Dec 2003, 2004",NA,NA,NA,2009,fi234,NA,NA,NA,NA,NA,NA
902123,Molluscs,"South coast, Korea",NA,56,SVT,Garimatjogae,"Jack - knife clam, edible portion, raw",r,Sinonovacula constricta,Constricted tagelus,Sinonovacula constricta,"Mar, May, Jun, Jul, Aug, Oct, Dec 2003, 2004",NA,NA,NA,2009,fi234,NA,NA,NA,NA,NA,NA
902124,Molluscs,West coast. Korea,NA,56,SVT,Garimatjogae,"Jack - knife clam, edible portion, raw",r,Sinonovacula constricta,Constricted tagelus,Sinonovacula constricta,"Mar, May, Jun, Jul, Aug, Oct, Dec 2003, 2004",NA,NA,NA,2009,fi234,NA,NA,NA,NA,NA,NA
902125,Molluscs,"South coast, Korea",NA,56,HCJ,Baekhap,"Orient hard clam, edible portion, raw",r,Meretrix lusoria,Japanese hard clam,Meretrix lusoria,"Mar, May, Jun, Jul, Aug, Oct, Dec 2003, 2004",NA,NA,NA,2009,fi234,NA,NA,NA,NA,NA,NA
902126,Molluscs,West coast. Korea,NA,56,HCJ,Baekhap,"Orient hard clam, edible portion, raw",r,Meretrix lusoria,Japanese hard clam,Meretrix lusoria,"Mar, May, Jun, Jul, Aug, Oct, Dec 2003, 2004",NA,NA,NA,2009,fi234,NA,NA,NA,NA,NA,NA
902127,Molluscs,"South coast, Korea",NA,56,CLJ,Bagirak,Japanese carpet shell,r,Ruditapes philippinarum,Ruditapes philippinarum,Ruditapes philippinarum,"Mar, May, Jun, Jul, Aug, Oct, Dec 2003, 2004",NA,NA,NA,2009,fi234,NA,NA,NA,NA,NA,NA
902128,Molluscs,West coast. Korea,NA,56,CLJ,Bagirak,Japanese carpet shell,r,Ruditapes philippinarum,NA,Ruditapes philippinarum,"Mar, May, Jun, Jul, Aug, Oct, Dec 2003, 2004",NA,NA,NA,2009,fi234,NA,NA,NA,NA,NA,NA
902129,Molluscs,"Costa Rica, Lagarto Pacific",NA,52,TBG,NA,"Cambute, meat, raw",r,Strombus galeatus,Giant Eastern Pacific conch,Strombus galeatus,NA,mean weight: 157.0g,NA,FAT-/PRO-/CHO- (analyzed according to AOAC 1985),1992,fi235,315.7,5.3,2.0,NA,266.3,NA
902130,Molluscs,"Costa Rica, Bahia Ballena, Pacific",NA,52,TBG,NA,"Cambute, meat, raw",r,Strombus galeatus,Giant Eastern Pacific conch,Strombus galeatus,NA,mean weight: 241.3g,NA,FAT-/PRO-/CHO- (analyzed according to AOAC 1985),1992,fi235,233.5,1.5,2.5,NA,217.5,NA
902131,Molluscs,"Costa Rica, Golfito, Pacific",NA,52,TBG,NA,"Cambute, meat, raw",r,Strombus galeatus,Giant Eastern Pacific conch,Strombus galeatus,NA,mean weight: 141.9g,NA,FAT-/PRO-/CHO- (analyzed according to AOAC 1985),1992,fi235,264.3,2.3,8.7,NA,249.0,NA
902132,Molluscs,"Itlay, Venice",NA,56,CLJ,NA,"Manila clam, meat, raw",r,Ruditapes philippinarum,Japanese carpet shell,Ruditapes philippinarum,NA,"mean length and weight: 2.794cm, 13.66g",NA,NA,2006,fi236,NA,NA,NA,NA,NA,NA
902134,Molluscs,"Unknown, North-eastern Atlantic",NA,57,OCC,NA,"Octoupus, edible flesh (mantle, arms), raw",r,Octopus vulgaris,Common octopus,Octopus vulgaris,May-Sep,NA,NA,NA,2009,fi241,21.3,0.42,1.77,13.0,93.8,0.031
902135,Molluscs,"Unknown, North-eastern Atlantic",NA,57,SQR,NA,"Squid, edible flesh (mantle, arms), raw",r,Loligo vulgaris,European squid,Loligo vulgaris,May-Sep,NA,NA,NA,2009,fi241,13.6,0.17,1.26,5.0,43.5,0.016
902136,Molluscs,"Unknown, North-eastern Atlantic",NA,57,CTC,NA,"Cuttlefish, edible flesh (mantle, arms), raw",r,Sepia officinalis,Common cuttlefish,Sepia officinalis,May-Sep,NA,NA,NA,2009,fi241,13.4,0.14,1.77,15.0,56.7,0.011
902137,Finfish,Canada,NA,25,ACH,NA,"Arctic char, flesh, raw",r,Salvelinus alpinus,Arctic char,Salvelinus alpinus,NA,NA,NA,FA tr= <0.05g/100g food,2002,fi197,11.0,0.3,0.4,NA,30.0,0.01
902138,Finfish,Canada,NA,25,ACH,NA,"Arctic char, flesh, raw",r,Salvelinus alpinus,Arctic char,Salvelinus alpinus,NA,NA,NA,FA tr= <0.05g/100g food,2002,fi197,7.0,0.7,0.6,NA,29.0,0.01
902139,Finfish,Canada,NA,32,GAD,NA,"Cod, flesh, raw",r,Boreogadus spp./Eleginus spp./Gadus spp./Microgadus spp.,Gadiformes nei,Gadiformes/Gadidae,NA,NA,NA,FA tr= <0.05g/100g food,2002,fi197,43.0,0.25,0.37,NA,26.0,0.01
902142,Finfish,Canada,NA,23,TLA,NA,"Grayling, flesh, raw",r,Thymallus arcticus,Arctic grayling,Thymallus arcticus,NA,NA,NA,FA tr= <0.05g/100g food,2002,fi197,31.0,1.0,0.7,NA,63.0,0.04
902143,Finfish,Canada,NA,23,SLZ,NA,"Salmon, eggs, raw",r,Oncorhynchus spp./Salmo spp.,Salmonids nei,Salmonidae,NA,NA,NA,FA tr= <0.05g/100g food,2002,fi197,40.0,1.6,2.0,NA,53.0,0.03
902145,Finfish,Canada,NA,23,SLZ,NA,"Salmon, flesh, raw",r,Oncorhynchus spp./Salmo spp.,Salmonids nei,Salmonidae,NA,NA,NA,FA tr= <0.05g/100g food,2002,fi197,6.0,0.9,0.5,NA,74.0,0.02
902149,Finfish,Canada,NA,23,SLZ,NA,"Trout, flesh, raw",r,Salmo spp./Salvelinus spp.,Salmonids nei,Salmonidae,NA,NA,NA,FA tr= <0.05g/100g food,2002,fi197,38.0,0.4,0.4,NA,26.0,0.01
902150,Finfish,Canada,NA,23,SLZ,NA,"Trout, flesh, raw",r,Salmo spp./Salvelinus spp.,Salmonids nei,Salmonidae,NA,NA,NA,FA tr= <0.05g/100g food,2002,fi197,7.0,0.5,0.4,NA,27.0,0.01
902154,Finfish,Canada,NA,23,WHF,NA,"Whitefish, flesh, raw",r,Coregonus clupeaformis/Coregonus nasus,Whitefishes nei,Coregonus spp,NA,NA,NA,FA tr= <0.05g/100g food,2002,fi197,26.0,0.4,0.6,NA,32.0,0.01
902155,Finfish,Canada,NA,23,WHF,NA,"Whitefish, flesh, raw",r,Coregonus clupeaformis/Coregonus nasus,Whitefishes nei,Coregonus spp,NA,NA,NA,FA tr= <0.05g/100g food,2002,fi197,36.0,0.5,0.45,NA,25.0,0.03
902162,Finfish,"Iceland, North Atlantic",W,34,ZLS,Grásleppuhrognakavíar,"Caviar, lumpsucker, wild, raw",r,NA,(Lumpfishes nei),(Cyclopteridae),NA,NA,1,NA,2011,im11,9.4,0.35,1.163,NA,3.4,NA
902181,Finfish,"Bangladesh, Kishoreeganj/Mymensingh district",NA,11,CMG,Mrigal,"Mrigal carp, edible parts (eyes included), raw",r,Cirrhinus mrigala,Mrigal carp,Cirrhinus mrigala,"Sep, Oct",fish cleaned according to local practices,NA,additional data received from author; RETOLDH: sum of 13-cis and all-trans dehydroretinol,2002,fi199,NA,NA,NA,NA,NA,NA
902182,Finfish,"Bangladesh, Kishoreeganj/Mymensingh district",NA,11,LRH,Rui,"Roho labeo, body tissue, raw",r,Labeo rohita,Roho labeo,Labeo rohita,"Sep, Oct",fish cleaned according to local practices,NA,additional data received from author; RETOLDH: sum of 13-cis and all-trans dehydroretinol,2002,fi199,NA,NA,NA,NA,NA,NA
