"species_name","seanuts_id2","subgroup","nutrient","concentration","dri_per"
"Morone saxatilis",761,"finfish","dha",0.0920596,9.20596
"Morone saxatilis",762,"finfish","dha",0.127684,12.7684
"Morone saxatilis",763,"finfish","dha",0.039407,3.9407
"Morone saxatilis",764,"finfish","dha",0.137723,13.7723
"Morone saxatilis",765,"finfish","dha",0.217036,21.7036
"Morone saxatilis",766,"finfish","dha",0.0885191,8.85191
"Moroteuthis ingens",767,"mollusc","dha",0.385782,38.5782
"Moroteuthis ingens",768,"mollusc","dha",0.400576,40.0576
"Mugil cephalus",772,"finfish","dha",0.0864972,8.64972
"Mugil cephalus",773,"finfish","dha",0.138956,13.8956
"Mugil cephalus",774,"finfish","dha",0.0988101,9.88101
"Mugil curema",74,"finfish","dha",0.142558,14.2558
"Mullus barbatus barbatus",1560,"finfish","dha",0.141666,14.1666
"Mullus surmuletus",1326,"finfish","dha",0.669,66.9
"Mycteroperca rubra",788,"finfish","dha",0.117861,11.7861
"Mytilus galloprovincialis",792,"mollusc","dha",0.225269,22.5269
"Mytilus galloprovincialis",795,"mollusc","dha",0.117047,11.7047
"Nephrops norvegicus",801,"crustacean","dha",0.0330934,3.30934
"Nephrops norvegicus",802,"crustacean","dha",0.035551,3.5551
"Nephrops norvegicus",803,"crustacean","dha",0.0860944,8.60944
"Nephrops norvegicus",804,"crustacean","dha",0.0787815,7.87815
"Nephrops norvegicus",807,"crustacean","dha",0.0499443,4.99443
"Octopus vulgaris",817,"mollusc","dha",0.0438701,4.38701
"Octopus vulgaris",1338,"mollusc","dha",0.056,5.6
"Ompok pabda",1968,"finfish","dha",0.1,10
"Oncorhynchus gorbuscha",823,"finfish","dha",0.68509,68.509
"Oncorhynchus mykiss",78,"finfish","dha",0.231196,23.1196
"Oncorhynchus tshawytscha",830,"finfish","dha",0.55,55
"Oreochromis mossambicus",1357,"finfish","dha",0.023338,2.3338
"Oreochromis niloticus",156,"finfish","dha",0.098279,9.8279
"Oreochromis niloticus",855,"finfish","dha",0.06335,6.335
"Oreochromis niloticus",857,"finfish","dha",0.648913,64.8913
"Oreochromis niloticus",858,"finfish","dha",0.0714,7.14
"Oreochromis niloticus",859,"finfish","dha",0.05846,5.846
"Oreochromis niloticus",1288,"finfish","dha",0.0239386,2.39386
"Pagellus bogaraveo",86,"finfish","dha",0.203,20.3
"Pagellus bogaraveo",93,"finfish","dha",0.22,22
"Pagellus bogaraveo",158,"finfish","dha",0.229,22.9
"Pagellus erythrinus",861,"finfish","dha",0.309909,30.9909
"Pagrus caeruleostictus",866,"finfish","dha",0.153565,15.3565
"Pagrus pagrus",867,"finfish","dha",0.0988,9.88
"Pagrus pagrus",868,"finfish","dha",0.15824,15.824
"Palaemon serratus",1339,"crustacean","dha",0.066,6.6
"Palinurus elephas",872,"crustacean","dha",0.105601,10.5601
"Palinurus elephas",873,"crustacean","dha",0.16275,16.275
"Palinurus vulgaris",874,"crustacean","dha",0.0643192,6.43192
"Pampus punctatissimus",877,"finfish","dha",0.545993,54.5993
"Panaeus brasiliensis",878,"crustacean","dha",0.078,7.8
"Panaeus brasiliensis",879,"crustacean","dha",0.091,9.1
"Panaeus brasiliensis",880,"crustacean","dha",0.072,7.2
"Panaeus schimitti",905,"crustacean","dha",0.07,7
"Panaeus schimitti",906,"crustacean","dha",0.062,6.2
"Pandalus borealis",881,"crustacean","dha",0.0266585,2.66585
"Pangasianodon hypophthalmus",1989,"finfish","dha",0.037,3.7
"Pangasianodon hypophthalmus (juvenile)",1990,"finfish","dha",0.06,6
"Paralithodes camtschaticus",887,"crustacean","dha",0.0303336,3.03336
"Paralithodes platypus",888,"crustacean","dha",0.0417834,4.17834
"Parona signata",895,"finfish","dha",0.508827,50.8827
"Paulicea luetkeni",1272,"finfish","dha",0.0758204,7.58204
"Pecten maximus",1336,"mollusc","dha",0.105,10.5
"Pegusa lascaris",1130,"finfish","dha",0.223749,22.3749
"Penaeus kerathurus",901,"crustacean","dha",0.275801,27.5801
"Penaeus kerathurus",902,"crustacean","dha",0.123844,12.3844
"Perca fluviatilis",66,"finfish","dha",0.131189,13.1189
"Perca fluviatilis",102,"finfish","dha",0.179554,17.9554
"Perca fluviatilis",147,"finfish","dha",0.118886,11.8886
"Phycis phycis",936,"finfish","dha",0.114858,11.4858
"Pimelodus argenteus",938,"finfish","dha",0.0192915,1.92915
"Pimelodus maculatus",939,"finfish","dha",0.0946608,9.46608
"Pimelodus maculatus",1282,"finfish","dha",0.0955653,9.55653
"Pimelodus maculatus",1351,"finfish","dha",0.352396,35.2396
"Pimelodus maculatus",1353,"finfish","dha",0.0327563,3.27563
"Pinirampus pirinampu",941,"finfish","dha",0.070013,7.0013
"Pinirampus pirinampu",1274,"finfish","dha",0.682588,68.2588
"Plagioscion squamosissimus",1278,"finfish","dha",0.0522283,5.22283
"Pleuronectes platessa",947,"finfish","dha",0.158102,15.8102
"Pogonias cromis",950,"finfish","dha",0.092777,9.2777
"Pollachius pollachius",1315,"finfish","dha",0.076,7.6
"Pollachius virens",953,"finfish","dha",0.254163,25.4163
"Pollachius virens",1316,"finfish","dha",0.173,17.3
"Pomacea canaliculata",32,"mollusc","dha",0.00071,0.071
"Pomatomus saltatrix",1294,"finfish","dha",0.288558,28.8558
"Portunus pelagicus",960,"crustacean","dha",0.06216,6.216
"Portunus pelagicus",961,"crustacean","dha",0.0858212,8.58212
"Prochilodus lineatus",1279,"finfish","dha",0.188807,18.8807
"Protopterus aethiopicus",968,"finfish","dha",0.0391,3.91
"Protopterus aethiopicus",969,"finfish","dha",0.022,2.2
"Protopterus aethiopicus",970,"finfish","dha",0.064,6.4
"Protopterus spp.",971,"finfish","dha",0.821048,82.1048
"Psetta maxima",973,"finfish","dha",0.268545,26.8545
"Pseudoplatystoma corruscans",1286,"finfish","dha",0.0799574,7.99574
"Pterodoras granulosus",1277,"finfish","dha",0.327264,32.7264
"Puntius brevis",982,"finfish","dha",0.0360194,3.60194
"Puntius sophore",1960,"finfish","dha",0.086,8.6
"Quidnipagus palatum",1165,"mollusc","dha",0.0291554,2.91554
"Quidnipagus palatum",1166,"mollusc","dha",0.023497,2.3497
"Quidnipagus palatum",1167,"mollusc","dha",0.00901516,0.901516
"Raja clavata",1332,"finfish","dha",0.156,15.6
"Rapana venosa",1611,"mollusc","dha",0.099,9.9
"Rapana venosa",1612,"mollusc","dha",0.339,33.9
"Rasbora borapetensis",501,"finfish","dha",0.0662677,6.62677
"Rasbora borapetensis",502,"finfish","dha",0.0662677,6.62677
"Rastrineobola argentea",989,"finfish","dha",0.179538,17.9538
"Rhizoprionodon terraenovae",994,"finfish","dha",0.068,6.8
"Rhomboplites aurorubens",1367,"finfish","dha",0.20781,20.781
"Ruditapes philippinarum",1624,"mollusc","dha",0.369,36.9
"Ruditapes philippinarum",1625,"mollusc","dha",0.17,17
"Rutilus frisii",995,"finfish","dha",0.127133,12.7133
"Salminus brasiliensis",1280,"finfish","dha",0.0484116,4.84116
"Salmo salar",999,"finfish","dha",3.23097,323.097
"Salmo salar",1317,"finfish","dha",2.164,216.4
"Salmus sp.",1661,"finfish","dha",0.691721,69.1721
"Salvelinus fontinalis",228,"finfish","dha",0.46,46
"Salvelinus fontinalis",283,"finfish","dha",0.37,37
"Salvelinus namaycush",284,"finfish","dha",0.3,30
"Sander lucioperca",1002,"finfish","dha",0.109269,10.9269
"Sander lucioperca",1004,"finfish","dha",0.00835193,0.835193
"Sander lucioperca",1005,"finfish","dha",0.00595201,0.595201
"Sander lucioperca",1009,"finfish","dha",0.0650926,6.50926
"Sarda orientalis",1011,"finfish","dha",0.166538,16.6538
"Sarda orientalis",1012,"finfish","dha",0.548622,54.8622
"Sarda orientalis",1013,"finfish","dha",0.162331,16.2331
"Sarda sarda",1014,"finfish","dha",0.125496,12.5496
"Sarda sarda",1018,"finfish","dha",0.13566,13.566
"Sardina pilchardus",1027,"finfish","dha",1.46998,146.998
"Sardina pilchardus",1029,"finfish","dha",0.783581,78.3581
"Sardina pilchardus",1318,"finfish","dha",1.269,126.9
"Sardinella aurita",1031,"finfish","dha",0.839065,83.9065
"Sardinella aurita",1038,"finfish","dha",0.41157,41.157
"Sardinella aurita",1039,"finfish","dha",0.891139,89.1139
"Sardinella aurita",1040,"finfish","dha",0.0780625,7.80625
"Sardinella maderensis",1043,"finfish","dha",1.0503,105.03
"Sardinella maderensis",1044,"finfish","dha",0.312018,31.2018
"Sardinella sp.",36,"finfish","dha",0.0326811,3.26811
"Sardinops sagax",1046,"finfish","dha",1.91205,191.205
"Saurida undosquamis",1051,"finfish","dha",0.098569,9.8569
"Sciaena umbra",1052,"finfish","dha",0.0449635,4.49635
"Scomber japonicus",1053,"finfish","dha",0.247839,24.7839
"Scomber japonicus",1054,"finfish","dha",1.32267,132.267
"Scomber japonicus",1055,"finfish","dha",0.136845,13.6845
"Scomber japonicus",1056,"finfish","dha",0.287629,28.7629
"Scomber japonicus",1057,"finfish","dha",0.28699,28.699
"Scomber japonicus",1058,"finfish","dha",0.0302123,3.02123
"Scomber japonicus",1059,"finfish","dha",1.50558,150.558
"Scomber japonicus/colias",1066,"finfish","dha",0.14356,14.356
"Scomber scombrus",1065,"finfish","dha",0.9962,99.62
"Scomber scombrus",1293,"finfish","dha",0.330627,33.0627
"Scomber scombrus",1314,"finfish","dha",1.404,140.4
"Scomberomorus cavalla",1376,"finfish","dha",0.52174,52.174
"Scophthalmus maeoticus",1070,"finfish","dha",0.32418,32.418
"Scorpaena porcus",1074,"finfish","dha",0.0705978,7.05978
"Scorpaena porcus",1075,"finfish","dha",0.0973888,9.73888
"Scorpaena porcus",1333,"finfish","dha",0.507,50.7
"Scorpaena scrofa",1078,"finfish","dha",0.0447702,4.47702
"Scorpaena scrofa",1079,"finfish","dha",0.0554836,5.54836
"Scorpaena scrofa",1080,"finfish","dha",0.187239,18.7239
"Scyliorhinus canicula",1324,"finfish","dha",0.066,6.6
"Sebastes caurinus",1084,"finfish","dha",0.184244,18.4244
"Sebastes caurinus",1085,"finfish","dha",0.454365,45.4365
"Sebastes caurinus",1086,"finfish","dha",0.302049,30.2049
"Sebastes caurinus",1087,"finfish","dha",0.367679,36.7679
"Sebastes caurinus",1089,"finfish","dha",0.260703,26.0703
"Sebastes pinniger",1094,"finfish","dha",0.534559,53.4559
"Selene vomer",1380,"finfish","dha",0.68596,68.596
"Sepia officinalis",1104,"mollusc","dha",0.228953,22.8953
"Sepia officinalis",1105,"mollusc","dha",0.297206,29.7206
"Sepia officinalis",1107,"mollusc","dha",0.123467,12.3467
"Sepia officinalis",1108,"mollusc","dha",0.155405,15.5405
"Sepia officinalis",1109,"mollusc","dha",0.152397,15.2397
"Sepia officinalis",1110,"mollusc","dha",0.14522,14.522
"Sepia officinalis",1663,"mollusc","dha",0.156,15.6
"Serranus scriba",1112,"finfish","dha",0.196776,19.6776
"Serranus scriba",1113,"finfish","dha",0.191549,19.1549
"Serranus scriba",1114,"finfish","dha",0.214314,21.4314
"Serranus scriba",1115,"finfish","dha",0.190216,19.0216
"Serranus scriba",1116,"finfish","dha",0.198137,19.8137
"Serranus scriba",1117,"finfish","dha",0.238707,23.8707
"Serrasalmus emarginatus",1287,"finfish","dha",0.0183188,1.83188
"Siganus rivulatus",1297,"finfish","dha",0.115354,11.5354
"Sillago sihama",1126,"finfish","dha",0.1271,12.71
"Silurus glanis",1128,"finfish","dha",0.0537862,5.37862
"Sinonovacula constricta",1615,"mollusc","dha",0.305,30.5
"Sinonovacula constricta",1616,"mollusc","dha",0.342,34.2
"Smaris alcedo",1142,"finfish","dha",1.53988,153.988
"Solea solea",1133,"finfish","dha",0.102368,10.2368
"Solea solea",1320,"finfish","dha",0.072,7.2
"Solea vulgaris",1134,"finfish","dha",0.106064,10.6064
"Sorubim lima",1135,"finfish","dha",0.0772295,7.72295
"Sparus aurata",1295,"finfish","dha",1.98816,198.816
"Sphyraena chrysotaenia",1139,"finfish","dha",0.374657,37.4657
"Sphyraena sphyraena",1140,"finfish","dha",1.15144,115.144
"Spicara maena",1141,"finfish","dha",0.791948,79.1948
"Spicara smaris",1561,"finfish","dha",0.380755,38.0755
"Spicara vulgaris",1146,"finfish","dha",0.12061,12.061
"Spondyliosoma cantharus",1334,"finfish","dha",0.773,77.3
"Sprattus sprattus",1150,"finfish","dha",1.8016,180.16
"Sprattus sprattus",1151,"finfish","dha",0.602072,60.2072
"Sprattus sprattus sprattus",1149,"finfish","dha",1.42302,142.302
"Synodontis victoriae",1161,"finfish","dha",0.0696,6.96
"Synodontis victoriae",1162,"finfish","dha",0.04448,4.448
"Synodontis victoriae",1163,"finfish","dha",0.715721,71.5721
"Tenualosa ilisha",1978,"finfish","dha",0.31,31
"Tenualosa ilisha (juvenile)",1979,"finfish","dha",0.23,23
"Theragra chalcogramma",1170,"finfish","dha",0.0246264,2.46264
"Theragra chalcogramma",1171,"finfish","dha",0.172161,17.2161
"Theragra chalcogramma",1172,"finfish","dha",0.122461,12.2461
"Thunnus alalunga",1363,"finfish","dha",0.9625,96.25
"Thunnus orientalis",1175,"finfish","dha",0.401459,40.1459
"Thunnus thynnus",1322,"finfish","dha",0.131,13.1
"Thunnus thynnus",1365,"finfish","dha",0.15624,15.624
"Tilapia pra",29,"finfish","dha",0.133167,13.3167
"Tilapia zillii",1209,"finfish","dha",0.07252,7.252
"Tilapia zillii",1210,"finfish","dha",0.04401,4.401
"Tinca tinca",1214,"finfish","dha",0.0715898,7.15898
"Trachinotus ovatus",1217,"finfish","dha",0.282544,28.2544
"Trachinus draco",1218,"finfish","dha",0.15597,15.597
"Trachurus lathami",1220,"finfish","dha",0.269311,26.9311
"Trachurus lathami",1221,"finfish","dha",0.530339,53.0339
"Trachurus lathami",1222,"finfish","dha",0.461135,46.1135
"Trachurus lathami",1223,"finfish","dha",0.390419,39.0419
"Trachurus mediterraneus",1236,"finfish","dha",0.160861,16.0861
"Trachurus mediterraneus",1237,"finfish","dha",0.410946,41.0946
"Trachurus trachurus",1239,"finfish","dha",0.0752624,7.52624
"Trachurus trachurus",1241,"finfish","dha",0.0402723,4.02723
"Trachurus trachurus",1242,"finfish","dha",0.233057,23.3057
"Trachurus trachurus",1244,"finfish","dha",1.0597,105.97
"Trachurus trachurus",1246,"finfish","dha",0.6977,69.77
"Trachurus trachurus",1247,"finfish","dha",1.004,100.4
"Trachurus trachurus",1248,"finfish","dha",0.8737,87.37
"Trachurus trachurus",1249,"finfish","dha",1.0742,107.42
"Trachurus trachurus",1250,"finfish","dha",0.4445,44.45
"Trachurus trachurus",1251,"finfish","dha",0.681224,68.1224
"Trachurus trachurus",1252,"finfish","dha",0.2768,27.68
"Trachurus trachurus",1253,"finfish","dha",0.3872,38.72
"Trachurus trachurus",1254,"finfish","dha",0.20104,20.104
"Trachurus trachurus",1256,"finfish","dha",0.327135,32.7135
"Trachurus trachurus",1257,"finfish","dha",0.3246,32.46
"Trachurus trachurus",1258,"finfish","dha",0.4584,45.84
"Trachurus trachurus",1259,"finfish","dha",0.2421,24.21
"Trachurus trachurus",1562,"finfish","dha",0.488219,48.8219
"Trachypenaeus curvirostris",1260,"crustacean","dha",0.0195802,1.95802
"Trichiurus lepturus",1369,"finfish","dha",0.2103,21.03
"Trigla lyra",1264,"finfish","dha",0.10252,10.252
"Trisopterus luscus",1331,"finfish","dha",0.03,3
"Trisopterus luscus",1335,"finfish","dha",0.069,6.9
"Umbrina cirrosa",1266,"finfish","dha",0.121826,12.1826
"Upeneus moluccensis",1267,"finfish","dha",0.359348,35.9348
"Xiphias gladius",1321,"finfish","dha",1.75,175
"Xiphopenaeus kroyeri",1270,"crustacean","dha",0.097,9.7
"Zeus faber",1313,"finfish","dha",0.156,15.6
"Abramis brama",288,"finfish","dha",0.12087,12.087
"Aluterus monoceros",296,"finfish","dha",1.09136,109.136
"Arius madagascariensis",345,"finfish","dha",0.114023,11.4023
"Arius madagascariensis",346,"finfish","dha",0.189189,18.9189
"Arius madagascariensis",347,"finfish","dha",0.275942,27.5942
"Arius madagascariensis",348,"finfish","dha",0.330329,33.0329
"Arius madagascariensis",349,"finfish","dha",0.484793,48.4793
"Auxis thazard thazard",361,"finfish","dha",2.0086,200.86
"Brevoortia aurea",379,"finfish","dha",2.38108,238.108
"Caranx crysos",387,"finfish","dha",3.7036,370.36
"Carassius carassius",388,"finfish","dha",0.05026,5.026
"Chaenocephalus aceratus",403,"finfish","dha",0.75276,75.276
"Chondrostoma nasus",431,"finfish","dha",0.096291,9.6291
"Clupea harengus pallasi",456,"finfish","dha",0.32103,32.103
"Cynoscion jamaicensis",494,"finfish","dha",0.2324,23.24
"Cyprinus carpio",509,"finfish","dha",0.05816,5.816
"Dasyatis brevis",1342,"finfish","dha",0.293361,29.3361
"Eleutheronema tetradactylum",1343,"finfish","dha",0.19255,19.255
"Gadus morhua maris-albi",609,"finfish","dha",0.152914,15.2914
"Gasterochisma melampus",244,"finfish","dha",0.32737,32.737
"Isurus oxyrinchus",232,"finfish","dha",0.205086,20.5086
"Lamna nasus",253,"finfish","dha",0.288873,28.8873
"Lampris guttatus",277,"finfish","dha",0.1659,16.59
"Lepidopsetta bilineata",657,"finfish","dha",0.111537,11.1537
"Leuciscus cephalus",661,"finfish","dha",0.064194,6.4194
"Leuciscus idus",662,"finfish","dha",0.06749,6.749
"Lucioperca lucioperca",1006,"finfish","dha",0.0529336,5.29336
"Megalaspis cordyla",1348,"finfish","dha",0.780963,78.0963
"Mugil liza",775,"finfish","dha",0.63468,63.468
"Mycteroperca acutirostris",787,"finfish","dha",1.24747,124.747
"Notothenia neglecta",812,"finfish","dha",0.79431,79.431
"Opisthonema oglinum",832,"finfish","dha",2.527,252.7
"Pampus argenteus",1346,"finfish","dha",0.486114,48.6114
"Parastromateus niger",1345,"finfish","dha",0.230263,23.0263
"Perca fluviatilis",920,"finfish","dha",0.36578,36.578
"Perca fluviatilis",921,"finfish","dha",0.37999,37.999
"Perca fluviatilis",922,"finfish","dha",0.354506,35.4506
"Perca fluviatilis",923,"finfish","dha",0.339187,33.9187
"Perca fluviatilis",924,"finfish","dha",0.398608,39.8608
"Perca fluviatilis",925,"finfish","dha",0.395478,39.5478
"Perca fluviatilis",926,"finfish","dha",0.331741,33.1741
"Perca fluviatilis",927,"finfish","dha",0.367359,36.7359
"Perca fluviatilis",928,"finfish","dha",0.438578,43.8578
"Perca fluviatilis",929,"finfish","dha",0.381991,38.1991
"Plotosus lineatus",1344,"finfish","dha",0.255847,25.5847
"Pomatomus saltatrix",957,"finfish","dha",2.5058,250.58
"Rastrelliger kanagurta",1349,"finfish","dha",0.593459,59.3459
"Sarda sarda",1017,"finfish","dha",0.1952,19.52
"Sardina pilchardus",1022,"finfish","dha",0.0961609,9.61609
"Sardina pilchardus",1023,"finfish","dha",0.182088,18.2088
"Sardina pilchardus",1024,"finfish","dha",0.456579,45.6579
"Sardina pilchardus",1025,"finfish","dha",0.253981,25.3981
"Sardinella brasiliensis",1041,"finfish","dha",1.84275,184.275
"Sardinella fimbriata",1347,"finfish","dha",0.469173,46.9173
"Scomber colias",1069,"finfish","dha",0.4511,45.11
"Scomberomorus commerson",1341,"finfish","dha",0.284069,28.4069
"Selaroides leptolepis",1350,"finfish","dha",1.43063,143.063
"Silurus glanis",1129,"finfish","dha",0.3747,37.47
"Spondyliosoma cantharus",1148,"finfish","dha",0.156796,15.6796
"Thunnus alalunga",205,"finfish","dha",0.85918,85.918
"Thunnus thynnus",1176,"finfish","dha",1.70973,170.973
"Trachurus trachurus",1243,"finfish","dha",1.84617,184.617
"Trichiurus lepturus",1263,"finfish","dha",0.57475,57.475
"Xiphias gladius",159,"finfish","dha",1.32636,132.636
"Carcinus maenas",390,"crustacean","dha",0.115,11.5
"Oncorhynchus nerka",157,"finfish","dha",1.3,130
"Oncorhynchus nerka",160,"finfish","dha",0.6,60
"Oncorhynchus nerka",278,"finfish","dha",0.3,30
"Perca flavescens",285,"finfish","dha",0.0565033,5.65033
"Thymallus arcticus",169,"finfish","dha",0.1,10
"Auxis rochei",359,"finfish","dha",3.64178,364.178
"Auxis rochei",360,"finfish","dha",0.858409,85.8409
"Auxis thazard",362,"finfish","dha",3.73082,373.082
"Auxis thazard",363,"finfish","dha",1.34305,134.305
"Boreogadus saida",1835,"finfish","dha",0.2,20
"Coregonus autumnalis",1788,"finfish","dha",0.3,30
"Coregonus clupeaformis",1789,"finfish","dha",0.1,10
"Euphausia superba",583,"crustacean","dha",0.01287,1.287
"Farfantepenaeus brasiliensis",1683,"crustacean","dha",0.091,9.1
"Farfantepenaeus brasiliensis",1684,"crustacean","dha",0.072,7.2
"Farfantepenaeus brasiliensis",1685,"crustacean","dha",0.078,7.8
"Litopenaeus schmitti",1686,"crustacean","dha",0.062,6.2
"Litopenaeus schmitti",1687,"crustacean","dha",0.07,7
"Litopenaeus vannamei",1680,"crustacean","dha",9.99,999
"Macrobrachium rosenbergii",1682,"crustacean","dha",0.073,7.3
"Merluccius hubbsi",724,"finfish","dha",0.38,38
"Merluccius hubbsi",725,"finfish","dha",0.32,32
"Merluccius hubbsi",726,"finfish","dha",0.45,45
"Merluccius hubbsi",727,"finfish","dha",0.3,30
"Merluccius hubbsi",728,"finfish","dha",0.31,31
"Mya spp",1813,"mollusc","dha",0.1,10
"Mytilus edulis",1814,"mollusc","dha",0.1,10
"Oncorhynchus gorbuscha",822,"finfish","dha",0.328416,32.8416
"Oncorhyncus spp",1839,"finfish","dha",0.3,30
"Oreochromis macrochir",836,"finfish","dha",0.0574764,5.74764
"Oreochromis macrochir",837,"finfish","dha",0.120905,12.0905
"Oreochromis macrochir",838,"finfish","dha",0.112159,11.2159
"Oreochromis niloticus",842,"finfish","dha",0.0767399,7.67399
"Oreochromis niloticus",843,"finfish","dha",0.0427997,4.27997
"Oreochromis niloticus",853,"finfish","dha",0.0487433,4.87433
"Penaeus monodon",1679,"crustacean","dha",14.9,1490
"Salvelinus namaycush",1792,"finfish","dha",0.4,40
"Salvelinus namaycush",1840,"finfish","dha",0.6,60
"Salvelinus naresi",1815,"finfish","dha",0.2,20
"Stenodus leucichthys",1793,"finfish","dha",0.2,20
"Thymallus arcticus",1177,"finfish","dha",0.167,16.7
"Thymallus arcticus",1178,"finfish","dha",0.186,18.6
"Thymallus arcticus",1179,"finfish","dha",0.194,19.4
"Thymallus arcticus",1180,"finfish","dha",0.138,13.8
"Thymallus arcticus",1181,"finfish","dha",0.22,22
"Thymallus arcticus",1182,"finfish","dha",0.237,23.7
"Thymallus arcticus",1183,"finfish","dha",0.11,11
"Thymallus arcticus",1184,"finfish","dha",0.157,15.7
"Thymallus arcticus",1185,"finfish","dha",0.205,20.5
"Thymallus arcticus",1186,"finfish","dha",0.139,13.9
"Thymallus arcticus",1187,"finfish","dha",0.201,20.1
"Thymallus arcticus",1188,"finfish","dha",0.18,18
"Thymallus arcticus",1189,"finfish","dha",0.21,21
"Thymallus arcticus",1190,"finfish","dha",0.121,12.1
"Thymallus arcticus",1191,"finfish","dha",0.158,15.8
"Thymallus arcticus",1192,"finfish","dha",0.192,19.2
"Thymallus arcticus",1193,"finfish","dha",0.228,22.8
"Thymallus arcticus",1194,"finfish","dha",0.235,23.5
"Thymallus arcticus",1195,"finfish","dha",0.163,16.3
"Thymallus arcticus",1196,"finfish","dha",0.176,17.6
"Thymallus arcticus",1197,"finfish","dha",0.245,24.5
"Thymallus arcticus",1198,"finfish","dha",0.173,17.3
"Thymallus arcticus",1199,"finfish","dha",0.177,17.7
"Thymallus arcticus",1200,"finfish","dha",0.292,29.2
"Thymallus arcticus",1201,"finfish","dha",0.285,28.5
"Thymallus arcticus",1843,"finfish","dha",0.1,10
"Tilapia rendalli",1205,"finfish","dha",0.0611905,6.11905
"Tilapia rendalli",1206,"finfish","dha",0.107118,10.7118
"Tilapia rendalli",1207,"finfish","dha",0.0323703,3.23703
"Xiphopenaeus kroyeri",1681,"crustacean","dha",0.097,9.7
"Boreogadus saida",155,"finfish","dha",0.2,20
"Cyprinus carpio",1275,"finfish","dha",0.0140405,1.40405
"Esox lucius",1790,"finfish","dha",0.1,10
"Esox lucius",1836,"finfish","dha",0.2,20
"Lota lota",1791,"finfish","dha",0.1,10
"Aequipecten opercularis",1574,"mollusc","epa",0.0895752,8.95752
"Anguilla rostrata",324,"finfish","epa",0.0856776,8.56776
"Argopecten irradians",1575,"mollusc","epa",0.100849,10.0849
"Aristeus antennatus",342,"crustacean","epa",0.0067106,0.67106
"Aristeus antennatus",343,"crustacean","epa",0.0205455,2.05455
"Brycon microlepis",418,"finfish","epa",0.00370629,0.370629
"Brycon orbignyanus",383,"finfish","epa",0.0152567,1.52567
"Dicentrarchus labrax",522,"finfish","epa",0.0541421,5.41421
"Dicentrarchus labrax",523,"finfish","epa",0.352388,35.2388
"Dicentrarchus labrax",524,"finfish","epa",0.0726121,7.26121
"Dicentrarchus labrax",525,"finfish","epa",0.368611,36.8611
"Doryteuthis opalescens",1573,"mollusc","epa",0.170928,17.0928
"Eledone moschata",541,"mollusc","epa",0.0417106,4.17106
"Eledone moschata",542,"mollusc","epa",0.0218194,2.18194
"Eledone moschata",543,"mollusc","epa",0.0409656,4.09656
"Loligo vulgaris",681,"mollusc","epa",0.118697,11.8697
"Loligo vulgaris",682,"mollusc","epa",0.212146,21.2146
"Loligo vulgaris",683,"mollusc","epa",0.194313,19.4313
"Nephrops norvegicus",805,"crustacean","epa",0.00634289,0.634289
"Nephrops norvegicus",806,"crustacean","epa",0.0142485,1.42485
"Octopus vulgaris",818,"mollusc","epa",0.0382873,3.82873
"Octopus vulgaris",819,"mollusc","epa",0.0737029,7.37029
"Octopus vulgaris",820,"mollusc","epa",0.101579,10.1579
"Octopus vulgaris",1576,"mollusc","epa",0.0191986,1.91986
"Parapenaeus longirostris",891,"crustacean","epa",0.013605,1.3605
"Parapenaeus longirostris",892,"crustacean","epa",0.0193045,1.93045
"Patagonotothen ramsayi",896,"finfish","epa",0.0863076,8.63076
"Patagonotothen ramsayi",897,"finfish","epa",0.0551203,5.51203
"Patagonotothen ramsayi",898,"finfish","epa",0.0930003,9.30003
"Patagonotothen ramsayi",899,"finfish","epa",0.154125,15.4125
"Piaractus mesopotamicus",937,"finfish","epa",0.0508204,5.08204
"Pseudoplatystoma corruscans",976,"finfish","epa",0.010995,1.0995
"Sepia officinalis",1102,"mollusc","epa",0.178659,17.8659
"Sepia officinalis",1103,"mollusc","epa",0.151177,15.1177
"Sepia officinalis",1106,"mollusc","epa",0.10733,10.733
"Ageneiosus brevifilis",290,"finfish","epa",0.0016475,0.16475
"Albatrossia pectoralis",291,"finfish","epa",0.018676,1.8676
"Alectis alexandrina",292,"finfish","epa",0.0717361,7.17361
"Alosa alosa",295,"finfish","epa",0.670367,67.0367
"Anabas testudineus",312,"finfish","epa",0.0118662,1.18662
"Anabas testudineus",313,"finfish","epa",0.00866544,0.866544
"Anabas testudineus",314,"finfish","epa",0.00421562,0.421562
"Anabas testudineus",1964,"finfish","epa",0.03,3
"Anadara broughtonii",1628,"mollusc","epa",0.303,30.3
"Anadara broughtonii",1629,"mollusc","epa",0.199,19.9
"Anarhichas lupus",317,"finfish","epa",0.169891,16.9891
"Anarhichas lupus",318,"finfish","epa",0.181546,18.1546
"Anarhichas lupus",319,"finfish","epa",0.131686,13.1686
"Anguilla anguilla",1308,"finfish","epa",0.432,43.2
"Anoplopoma fimbria",325,"finfish","epa",0.35,35
"Aphanopus carbo",218,"finfish","epa",0.0479,4.79
"Aphanopus carbo",234,"finfish","epa",0.0424763,4.24763
"Ariomma bondi",327,"finfish","epa",0.238668,23.8668
"Ariomma bondi",328,"finfish","epa",0.167852,16.7852
"Aristaeomorpha foliacea",329,"crustacean","epa",0.0300217,3.00217
