Food Item ID	Code	Subgroup	"Country, region"	Type	ISSCAAP	3_alpha	Food name in own language	Food name in English	Processing	Scientific name	ASFIS English name	ASFIS Scientific name	Season	Other	n	Comments on data processing/methods	Publication year	BiblioID	PROTCNT(g)	PROTCNP(g)	PROT-(g)	FAT(g)	FATCE(g)	FAT-(g)	CA(mg)	FE(mg)	F20D5N3(g)	F22D6N3(g)	ZN(mg)	AS(mcg)	CD(mcg)	HG(mcg)	PB(mcg)
902223		Crustacean	Unknown	W	46	KRX		"Antarctic krill, wild, whole, raw"	r	Euphausia sp	Antarctic krill nei	Euphausia spp			1	"CHOL- (cholesterol determination with ferric chloride method, Rudel and Morris 1973)"	1999	fi155															
902224		Crustacean	Unknown	W	46	KRX		"Antarctic krill, wild, tailmeat, raw"	r	Euphausia sp	Antarctic krill nei	Euphausia spp			1	"CHOL- (cholesterol determination with ferric chloride method, Rudel and Morris 1973)"	1999	fi155															
902225		Finfish	"Cambodia, Kampong Chhnang, Kandal Phnom Penh"	W	11	DAD	Arch kok	"cleaned fish, raw"	r	Dangila sp.		Danio dangila	"Oct, Nov 2001"			Minerals expressed per DM - conversion to FW; DM (%) provided by Author	2007	fi184							926.25	2.16885			2.00925				
902226		Molluscs	"Brazil, Piauí, Parnaíba delta"	W	54	MYV		"Mussel, edible part, raw"	r	Mytella sp.	Sea mussels nei	Mytilus spp				minerals expressed per DM - conversion to FW	2007	fi203	[16.09]					[1.19]	67.763425	38.481			1.265025				
902227		Finfish	"Bangladesh, Kishoreeganj/Mymensingh district"	W	33	AIB	Chanda	"Glass perchlet, medium size, edible parts (eyes included), raw"	r	Chanda ranga	Glassfishes	Ambassidae	"Sep, Oct"	fish cleaned according to local practices		additional data received from author; RETOLDH: sum of 13-cis and all-trans dehydroretinol	2002	fi199															
902228		Finfish	"Bangladesh, Kishoreeganj/Mymensingh district"	W	33	AIB	Chanda	"Glass perchlet, small size, edible parts (eyes included), raw"	r	Chanda ranga	Glassfishes	Ambassidae	"Sep, Oct"	fish cleaned according to local practices		additional data received from author; RETOLDH: sum of 13-cis and all-trans dehydroretinol	2002	fi199															
902229		Finfish	"Bangladesh, Kishoreeganj/Mymensingh district"	W	33	AIB	Chanda	"Glass perchlet, large, size, edible parts (eyes included), raw"	r	Chanda ranga	Glassfishes	Ambassidae	"Sep, Oct"	fish cleaned according to local practices		additional data received from author; RETOLDH: sum of 13-cis and all-trans dehydroretinol	2002	fi199															
902230		Finfish	"Bangladesh, Kishoreeganj/Mymensingh district"	W	33	AIB	Chanda	"Glass perchlet, medium size, edible parts (eyes included), raw"	r	Chanda ranga	Glassfishes	Ambassidae	"Sep, Oct"	fish cleaned according to local practices		additional data received from author; RETOLDH: sum of 13-cis and all-trans dehydroretinol	2002	fi199															
902231		Finfish	"Bangladesh, Kishoreeganj/Mymensingh district"	W	33	AIB	Chanda	"Glass perchlet, large size, edible parts (eyes included), raw"	r	Chanda ranga	Glassfishes	Ambassidae	"Sep, Oct"	fish cleaned according to local practices		additional data received from author; RETOLDH: sum of 13-cis and all-trans dehydroretinol	2002	fi199															
902232		Finfish	"Bangladesh, Kishoreeganj/Mymensingh district"	W	33	AIB	Chanda	"Glass perchlet, small size, edible parts (75% eyes included), raw"	r	Chanda ranga	Glassfishes	Ambassidae	"Sep, Oct"	fish cleaned according to local practices		additional data received from author; RETOLDH: sum of 13-cis and all-trans dehydroretinol	2002	fi199															
902233		Finfish	"Bangladesh, Kishoreeganj/Mymensingh district"	W	33	HNN	Chanda	"Elongate glass-perchlet, large size, edible parts (eyes included), raw"	r	Chanda nama	Elongate glass-perchlet	Chanda nama	"Sep, Oct"	fish cleaned according to local practices		additional data received from author; RETOLDH: sum of 13-cis and all-trans dehydroretinol	2002	fi199															
902234		Finfish	"Bangladesh, Kishoreeganj/Mymensingh district"	W	24	CGH	Chapila	"Indian river shad, edible parts (eyes included), raw"	r	Gudusia chapra	Indian river shad	Gudusia chapra	"Sep, Oct"	fish cleaned according to local practices		additional data received from author; RETOLDH: sum of 13-cis and all-trans dehydroretinol	2002	fi199															
902235		Finfish	"Bangladesh, Kishoreeganj/Mymensingh district"	W	11		Chata	"edible parts (eyes included), raw"	r	Colisha lalius			"Sep, Oct"	fish cleaned according to local practices		additional data received from author; RETOLDH: sum of 13-cis and all-trans dehydroretinol	2002	fi199															
902236		Finfish	"Bangladesh, Kishoreeganj/Mymensingh district"	W	11	HEU	Chella	"Barb, edible parts (eyes included), raw"	r	Chela cachius		Chela cachius	"Sep, Oct"	fish cleaned according to local practices		additional data received from author; RETOLDH: sum of 13-cis and all-trans dehydroretinol	2002	fi199															
902237		Finfish	"Bangladesh, Kishoreeganj/Mymensingh district"	W	13	MRE	Chikra/Baim	"Eel, edible parts (eyes excluded), raw"	r	Macrognathus aculeatus		Macrognathus aculeatus	"Sep, Oct"	fish cleaned according to local practices		additional data received from author; RETOLDH: sum of 13-cis and all-trans dehydroretinol	2002	fi199															
902238		Finfish	"Bangladesh, Kishoreeganj/Mymensingh district"	W	13	MRE	Chikra/Baim	"Eel, edible parts (eyes excluded), raw"	r	Macrognathus aculeatus		Macrognathus aculeatus	"Sep, Oct"	fish cleaned according to local practices		additional data received from author; RETOLDH: sum of 13-cis and all-trans dehydroretinol	2002	fi199															
902239		Finfish	"Bangladesh, Kishoreeganj/Mymensingh district"	W	13	MRE	Chikra/Baim	"Eel, edible parts (eyes excluded), raw"	r	Macrognathus aculeatus		Macrognathus aculeatus	"Sep, Oct"	fish cleaned according to local practices		additional data received from author; RETOLDH: sum of 13-cis and all-trans dehydroretinol	2002	fi199															
902240		Finfish	"Bangladesh, Kishoreeganj/Mymensingh district"	W	13		Chikra/Baim	"Eel, edible parts (eyes excluded), raw"	r	Mastacembelus armatus			"Sep, Oct"	fish cleaned according to local practices		additional data received from author; RETOLDH: sum of 13-cis and all-trans dehydroretinol	2002	fi199															
902241		Finfish	"Bangladesh, Kishoreeganj/Mymensingh district"	W	13		Chikra/Baim	"Eel, edible parts (eyes excluded), raw"	r	Mastacembelus pancalus			"Sep, Oct"	fish cleaned according to local practices		additional data received from author; RETOLDH: sum of 13-cis and all-trans dehydroretinol	2002	fi199															
902242		Crustacean	"Bangladesh, Kishoreeganj/Mymensingh district"	W	41	PPF	Chingri	"River prawn, edible parts (eyes excluded), raw"	r	Macrobracium spp.	River prawns nei	Macrobrachium spp.	"Sep, Oct"	prawn cleaned according to local practices		additional data received from author; RETOLDH: sum of 13-cis and all-trans dehydroretinol	2002	fi199															
902243		Finfish	"Bangladesh, Kishoreeganj/Mymensingh district"	W	11	ESD	Darkina	"Flying barb, edible parts (eyes included), raw"	r	Esomus danricus	Flying barb	Esomus danricus	"Sep, Oct"	fish cleaned according to local practices		additional data received from author; RETOLDH: sum of 13-cis and all-trans dehydroretinol	2002	fi199															
902244		Finfish	"Bangladesh, Kishoreeganj/Mymensingh district"	W	11	ESD	Darkina	"Flying barb, edible parts (eyes included), raw"	r	Esomus danricus	Flying barb	Esomus danricus	"Sep, Oct"	fish cleaned according to local practices		additional data received from author; RETOLDH: sum of 13-cis and all-trans dehydroretinol	2002	fi199															
902245		Finfish	"Bangladesh, Kishoreeganj/Mymensingh district"	W	11	ESD	Darkina	"Flying barb, edible parts (eyes excluded), raw"	r	Esomus danricus	Flying barb	Esomus danricus	"Sep, Oct"	fish cleaned according to local practices		additional data received from author; RETOLDH: sum of 13-cis and all-trans dehydroretinol	2002	fi199															
902246		Finfish	"Bangladesh, Kishoreeganj/Mymensingh district"	W	11	ESD	Darkina	"Flying barb, whole, raw"	r	Esomus danricus	Flying barb	Esomus danricus	"Sep, Oct"	fish cleaned according to local practices		additional data received from author; RETOLDH: sum of 13-cis and all-trans dehydroretinol	2002	fi199															
902247		Finfish	"Bangladesh, Kishoreeganj/Mymensingh district"	W	11		Gutum	"Loach, edible parts (eyes excluded), raw"	r	Lepidocephalus guntea			"Sep, Oct"	fish cleaned according to local practices		additional data received from author; RETOLDH: sum of 13-cis and all-trans dehydroretinol	2002	fi199															
902248		Finfish	"Bangladesh, Kishoreeganj/Mymensingh district"	W	13	XTC	Kaika	"Freshwater garfish, edible parts (eyes included), raw"	r	Xenentodon cancila	Freshwater garfish	Xenentodon cancila	"Sep, Oct"	fish cleaned according to local practices		additional data received from author; RETOLDH: sum of 13-cis and all-trans dehydroretinol	2002	fi199															
902249		Finfish	"Bangladesh, Kishoreeganj/Mymensingh district"	W	13	CLK	Kaski	"Ganges river sprat, edible parts (eyes included), raw"	r	Corica soborna	Ganges river sprat	Corica soborna	"Sep, Oct"	fish cleaned according to local practices		additional data received from author; RETOLDH: sum of 13-cis and all-trans dehydroretinol	2002	fi199															
902250		Finfish	"Bangladesh, Kishoreeganj/Mymensingh district"	W	13	CLK	Kaski	"Ganges river sprat, edible parts (eyes included), raw"	r	Corica soborna	Ganges river sprat	Corica soborna	"Sep, Oct"	fish cleaned according to local practices		additional data received from author; RETOLDH: sum of 13-cis and all-trans dehydroretinol	2002	fi199															
902251		Finfish	"Bangladesh, Kishoreeganj/Mymensingh district"	W	13	CLK	Kaski	"Ganges river sprat, edible parts (eyes included), raw"	r	Corica soborna	Ganges river sprat	Corica soborna	"Sep, Oct"	fish cleaned according to local practices		additional data received from author; RETOLDH: sum of 13-cis and all-trans dehydroretinol	2002	fi199															
902252		Finfish	"Bangladesh, Kishoreeganj/Mymensingh district"	W	13	FPC	Koi	"Climbing perch, edible parts (eyes included), raw"	r	Anabas testudineus	Climbing perch	Anabas testudineus	"Sep, Oct"	fish cleaned according to local practices		additional data received from author; RETOLDH: sum of 13-cis and all-trans dehydroretinol	2002	fi199															
902253		Finfish	"Bangladesh, Kishoreeganj/Mymensingh district"	W	13	OAF	Kolisha	"Banded gourami, edible parts (eyes included), raw"	r	Colisa fasciatus	Banded gourami	Colisa fasciatus	"Sep, Oct"	fish cleaned according to local practices		additional data received from author; RETOLDH: sum of 13-cis and all-trans dehydroretinol	2002	fi199															
902254		Finfish	"Bangladesh, Kishoreeganj/Mymensingh district"	W	13	CBT	Magur	"Philippine catfish, edible parts (eyes included), raw"	r	Clarias batrachus	Philippine catfish	Clarias batrachus	"Sep, Oct"	fish cleaned according to local practices		additional data received from author; RETOLDH: sum of 13-cis and all-trans dehydroretinol	2002	fi199															
902255		Finfish	"Bangladesh, Kishoreeganj/Mymensingh district"	W	11	PUR	Puti	"Pool barb, edible parts (eyes included), raw"	r	Puntius sophore	Pool barb	Puntius sophore	"Sep, Oct"	fish cleaned according to local practices		additional data received from author; RETOLDH: sum of 13-cis and all-trans dehydroretinol	2002	fi199															
902256		Finfish	"Bangladesh, Kishoreeganj/Mymensingh district"	W	11	PUR	Puti	"Pool barb, edible parts (eyes included), raw"	r	Puntius sophore	Pool barb	Puntius sophore	"Sep, Oct"	fish cleaned according to local practices		additional data received from author; RETOLDH: sum of 13-cis and all-trans dehydroretinol	2002	fi199															
902257		Finfish	"Bangladesh, Kishoreeganj/Mymensingh district"	W	11	PUR	Puti	"Pool barb, edible parts (eyes included), raw"	r	Puntius sophore	Pool barb	Puntius sophore	"Sep, Oct"	fish cleaned according to local practices		additional data received from author; RETOLDH: sum of 13-cis and all-trans dehydroretinol	2002	fi199															
902258		Finfish	"Bangladesh, Kishoreeganj/Mymensingh district"	W	11	FAB	Puti	"Asian barb, edible parts (eyes included), raw"	r	Puntius chola	Asian barbs nei	Puntius spp	"Sep, Oct"	fish cleaned according to local practices		additional data received from author; RETOLDH: sum of 13-cis and all-trans dehydroretinol	2002	fi199															
902259		Finfish	"Bangladesh, Kishoreeganj/Mymensingh district"	W	11	PUW	Puti	"Ticto barb, edible parts (eyes excluded), raw"	r	Puntius ticto	Ticto barb	Puntius ticto	"Sep, Oct"	fish cleaned according to local practices		additional data received from author; RETOLDH: sum of 13-cis and all-trans dehydroretinol	2002	fi199															
902260		Finfish	"Bangladesh, Kishoreeganj/Mymensingh district"	W	13	HTF	Shing	"Stinging catfish, edible parts (eyes partly excluded), raw"	r	Heteropneustes fossilis	Stinging catfish	Heteropneustes fossilis	"Sep, Oct"	fish cleaned according to local practices		additional data received from author; RETOLDH: sum of 13-cis and all-trans dehydroretinol	2002	fi199															
902261		Finfish	"Bangladesh, Kishoreeganj/Mymensingh district"	W	13	CNP	Taki	"Spotted snakehead, edible parts (eyes included), raw"	r	Channa punctata	Spotted snakehead	Channa punctata	"Sep, Oct"	fish cleaned according to local practices		additional data received from author; RETOLDH: sum of 13-cis and all-trans dehydroretinol	2002	fi199															
902262		Finfish	"Bangladesh, Kishoreeganj/Mymensingh district"	W	13	CNP	Taki	"Spotted snakehead, edible parts (eyes included), raw"	r	Channa punctata	Spotted snakehead	Channa punctata	"Sep, Oct"	fish cleaned according to local practices		additional data received from author; RETOLDH: sum of 13-cis and all-trans dehydroretinol	2002	fi199															
902263		Finfish	"Bangladesh, Kishoreeganj/Mymensingh district"	W	13	CNP	Taki	"Spotted snakehead, edible parts (eyes included), raw"	r	Channa punctata	Spotted snakehead	Channa punctata	"Sep, Oct"	fish cleaned according to local practices		additional data received from author; RETOLDH: sum of 13-cis and all-trans dehydroretinol	2002	fi199															
902264		Finfish	"Bangladesh, Kishoreeganj/Mymensingh district"	W	13	BXM	Tengra	"Catfish, edible parts (eyes included), raw"	r	Mystus bleekeri		Mystus spp	"Sep, Oct"	fish cleaned according to local practices		additional data received from author; RETOLDH: sum of 13-cis and all-trans dehydroretinol	2002	fi199															
902265		Finfish	"Bangladesh, Kishoreeganj/Mymensingh district"	W	11	ABO	Mola	"Mola, edible parts (eyes included), raw"	r	Amblypharyngodon mola		Amblypharyngodon mola	"Sep, Oct"	fish cleaned according to local practices		additional data received from author; RETOLDH: sum of 13-cis and all-trans dehydroretinol	2002	fi199															
902266		Finfish	"Bangladesh, Kishoreeganj/Mymensingh district"	W	11	ABO	Mola	"Mola, edible parts (eyes included), raw"	r	Amblypharyngodon mola		Amblypharyngodon mola	"Sep, Oct"	fish cleaned according to local practices		additional data received from author; RETOLDH: sum of 13-cis and all-trans dehydroretinol	2002	fi199															
902267		Finfish	"Bangladesh, Kishoreeganj/Mymensingh district"	W	11	ABO	Mola	"Mola, edible parts (eyes included), raw"	r	Amblypharyngodon mola		Amblypharyngodon mola	"Sep, Oct"	fish cleaned according to local practices		additional data received from author; RETOLDH: sum of 13-cis and all-trans dehydroretinol	2002	fi199															
902268		Finfish	"Bangladesh, Kishoreeganj/Mymensingh district"	W	11	ABO	Mola	"Mola, whole, raw"	r	Amblypharyngodon mola		Amblypharyngodon mola	"Sep, Oct"	fish cleaned according to local practices		additional data received from author; RETOLDH: sum of 13-cis and all-trans dehydroretinol	2002	fi199															
902269		Finfish	"Bangladesh, Kishoreeganj/Mymensingh district"	W	11	ABO	Mola	"Mola, whole, raw"	r	Amblypharyngodon mola		Amblypharyngodon mola	"Sep, Oct"	fish cleaned according to local practices		additional data received from author; RETOLDH: sum of 13-cis and all-trans dehydroretinol	2002	fi199															
902270		Finfish	"Bangladesh, Kishoreeganj/Mymensingh district"	W	11	ABO	Mola	"Mola, whole, raw"	r	Amblypharyngodon mola		Amblypharyngodon mola	"Sep, Oct"	fish cleaned according to local practices		additional data received from author; RETOLDH: sum of 13-cis and all-trans dehydroretinol	2002	fi199															
902278		Finfish	"Bangladesh, Kishoreeganj/Mymensingh district"	W	11	ABO	Mola	"Mola, body tissue, posterior, raw"	r	Amblypharyngodon mola		Amblypharyngodon mola	"Sep, Oct"	fish cleaned according to local practices		additional data received from author; RETOLDH: sum of 13-cis and all-trans dehydroretinol	2002	fi199															
902279		Finfish	"Bangladesh, Kishoreeganj/Mymensingh district"	W	11	ABO	Mola	"Mola, body tissue, anterior (including head, excluding eyes), raw"	r	Amblypharyngodon mola		Amblypharyngodon mola	"Sep, Oct"	fish cleaned according to local practices		additional data received from author; RETOLDH: sum of 13-cis and all-trans dehydroretinol	2002	fi199															
902280		Crustacean	"Italy, Egadi Islands"	W	43	SLO		"Common spinylobster, wild, fillet, raw"	r	Palinurus elephas	Common spinylobster	Palinurus elephas	Jun/Jul 2003	weight: 1000-1700g	1		2006	fi65	18.11			1.91											
902281		Molluscs	"Italy, Egadi Islands"	W	57	CTC		"Common cuttlefish, wild, fillet, raw"	r	Sepia officinalis	Common cuttlefish	Sepia officinalis	Jun/Jul 2003	weight: 400-600g	1		2006	fi65	18.32			2.38											
902282		Finfish	"Italy, Egadi Islands"	W	34	RSE		"Red scorpionfish, wild, fillet, raw"	r	Scorppaena scrofa	Red scorpionfish	Scorppaena scrofa	Jun/Jul 2003	weight: 350-450g	1		2006	fi65	19.39			0.68											
902283		Finfish	"Italy, Egadi Islands"	W	34	BBS		"Black scorpionfish, wild, fillet, raw"	r	Scorpaena porcus 	Black scorpionfish 	Scorpaena porcus 	Jun/Jul 2003	weight: 250-350g	1		2006	fi65	17.78			0.8											
902284		Finfish	"Bangladesh, Mymensingh"	W	13		Baim	"Baim, wild, raw"	r	Mastacembelus armatus			Jul-Sep 2012	"Anatomical parts excluded prior to analysis: Bones, viscera, fins, skin, dorsal spine, snout."			2015	fi367	17.9			1.7			449	1.9			1.1				
902285		Finfish	"Bangladesh, Mymensingh"	W	13	GOU	"Bele, Bailla"	"Tank goby, wild, raw"	r	Glossogobius giuris	Tank goby	Glossogobius giuris	Jul-Sep 2012	"Anatomical parts excluded prior to analysis: Viscera, fins, scales."			2015	fi367	16.6			0.4			790	2.3			2.1				
902286		Finfish	"Bangladesh, Mymensingh"	W	13	OAF	Boro Kholisha	"Banded gourami, wild, raw"	r	Colisa fasciata	Banded gourami	Colisa fasciatus	Jul-Sep 2012	"Anatomical parts excluded prior to analysis: Viscera, fins, scales."			2015	fi367	15.2			2.5			1700	4.1			2.3				
902287		Finfish	"Bangladesh, Khulna"	W			Chanda	"Chanda, wild, raw"	r	Pseudambassis ranga			Jul-Sep 2012	"Anatomical parts excluded prior to analysis: Viscera, fins."			2015	fi367	15.5			3.8			1153	2.1			2.6				
902288		Finfish	"Bangladesh, Mymensingh"	W	24	CGH	Chapila	"Indian river shad, wild, raw"	r	Gudusia chapra	Indian river shad	Gudusia chapra	Jul-Sep 2012	"Anatomical parts excluded prior to analysis: Viscera, fins, scales."			2015	fi367	15.5			3.8			1063	7.6			2.1				
902289		Finfish	"Bangladesh, Mymensingh"	W	11	HEU	Chela	"Chela, wild, raw"	r	Chela cachius		Chela cachius	Jul-Sep 2012	"Anatomical parts excluded prior to analysis: Viscera, fins, scales."			2015	fi367	15.2			2.4			1000	0.84			4.7				
902290		Finfish	"Bangladesh, Mymensingh"	W	11	ESD	Darkina	"Flying barb, wild, raw"	r	Esomus danricus	Flying barb	Esomus danricus	Jul-Sep 2012	"Anatomical parts excluded prior to analysis: Viscera, scales."			2015	fi367	15.5			3.2			891	12			4				
902291		Finfish	"Bangladesh, Mymensingh"	W	11	OBC	Dhela	"Dhela, wild, raw"	r	Osteobrama cotio cotio		Osteobrama cotio 	Jul-Sep 2012	"Anatomical parts excluded prior to analysis: Viscera, fins, scales."			2015	fi367	14.7			3.8			1200	1.8			3.7				
902292		Finfish	"Bangladesh, Khulna"	W	37		Ekthute	"Ekthute, wild, raw"	r	Hyporhamphus limbatus			Jul-Sep 2012	"Anatomical parts excluded prior to analysis: Viscera, fins."			2015	fi367	17.9			1.7			1300	1.5			3.6				
902293		Finfish	"Bangladesh, Mymensingh"	W	13	ONN	Foli	"Bronze featherback, wild, raw"	r	Notopterus notopterus	Bronze featherback	Notopterus notopterus	Jul-Sep 2012	"Anatomical parts excluded prior to analysis: Bones, viscera, fins, scales, operculum."			2015	fi367	20.5			0.6			230	1.7			1.6				
902294		Finfish	"Bangladesh, Sylhet"	W	13	KNA	Gojar	"Gojar, wild, raw"	r	Channa marulius		Channa marulius	Jul-Sep 2012	"Anatomical parts excluded prior to analysis: Bones, viscera, fins, scales, gills."			2015	fi367	17.1			0.3			9.3	0.43			0.6				
902295		Finfish	"Bangladesh, Mymensingh"	W	13	BMC	Golsha	"Gangetic mystus, wild, raw"	r	Mystus cavasius	Gangetic mystus		Jul-Sep 2012	"Anatomical parts excluded prior to analysis: Bones, viscera, fins, barbell."			2015	fi367	16.8			5.1			120	1.8			1.3				
902296		Finfish	"Bangladesh, Mymensingh"	W	13		Guchi	"Guchi, wild, raw"	r	Mastacembelus pancalus			Jul-Sep 2012	"Anatomical parts excluded prior to analysis: Viscera, fins."			2015	fi367	17.9			2.6			491	2.7			1.3				
902297		Finfish	"Bangladesh, Mymensingh"	W			Gutum	"Gutum, wild, raw"	r	Lepidocephalichthys guntea			Jul-Sep 2012	"Anatomical parts excluded prior to analysis: Viscera, fins."			2015	fi367	17.2			3.9			950	3.3			2.5				
902298		Finfish	"Bangladesh, Sylhet"	W	11	PUR	Jat Punti	"Pool barb, wild, raw"	r	Puntius sophore	Pool barb	Puntius sophore	Jul-Sep 2012	"Anatomical parts excluded prior to analysis: Viscera, fins, scales."			2015	fi367	15.7			7.2			1042	2.2	0.04	0.024	2.9				
902299		Finfish	"Bangladesh, Mymensingh"	W	13	CLK	Kachki	"Ganges river sprat, wild, raw"	r	Corica soborna	Ganges river sprat	Corica soborna	Jul-Sep 2012	Anatomical parts excluded prior to analysis: No parts removed.			2015	fi367	11.9			1.9			476	2.8			3.1				
902300		Finfish	"Bangladesh, Sylhet"	W	13	AIC	"Kajuli, Bashpata"	"Kajuli, Bashpata, wild, raw"	r	Ailia coila		Ailia coila	Jul-Sep 2012	"Anatomical parts excluded prior to analysis: Bones, viscera, fins, scales."			2015	fi367	17.1			12.6			110	0.82	0.16	0.12	1.2				
902301		Finfish	"Bangladesh, Mymensingh"	W			Kakila	"Kakila, wild, raw"	r	Xenontedon cancila			Jul-Sep 2012	"Anatomical parts excluded prior to analysis: Bones, viscera, fins, snout."			2015	fi367	17.1			1.2			610	0.65			1.9				
902302		Finfish	"Bangladesh, Mymensingh"	W	13	FPC	Koi	"Climbing perch, wild, raw"	r	Anabas testudineus	Climbing perch	Anabas testudineus	Jul-Sep 2012	"Anatomical parts excluded prior to analysis: Bones, viscera, fins, scales, gills."			2015	fi367	15.5			12.8			85	0.87	0.03	0.059	0.6				
902303		Finfish	"Bangladesh, Khulna"	W	13	EOF	"Kuli, Bhut Bailla"	"Dusky sleeper, wild, raw"	r	Eleotris fusca	Dusky sleeper	Eleotris fusca	Jul-Sep 2012	"Anatomical parts excluded prior to analysis: Viscera, fins, scales."			2015	fi367	16.9			1.2			980	0.79			2				
902304		Finfish	"Bangladesh, Mymensingh"	W	13	CBT	Magur	"Philippine catfish, wild, raw"	r	Clarias batrachus	Philippine catfish	Clarias batrachus	Jul-Sep 2012	"Anatomical parts excluded prior to analysis: Bones, viscera, gills, barbell."			2015	fi367	16.5			1.3			59	1.2			0.74				
902305		Finfish	"Bangladesh, Mymensingh"	W	13	NAA	Meni	"Gangetic leaffish, wild, raw"	r	Nandus nandus	Gangetic leaffish	Nandus nandus	Jul-Sep 2012	"Anatomical parts excluded prior to analysis: Viscera, fins, scales, gills, operculum."			2015	fi367	16.7			1.7			1300	0.84			1.6				
902306		Finfish	"Bangladesh, Mymensingh"	W	13	OKP	Modhu Pabda	"Modhu Pabda, wild, raw"	r	Ompok pabda		Ompok pabda	Jul-Sep 2012	"Anatomical parts excluded prior to analysis: Bones, fins, viscera."			2015	fi367	16.2			9.5			91	0.46	0.068	0.053	0.9				
902307		Finfish	"Bangladesh, Mymensingh"	W	11	ABO	Mola	"Mola, wild, raw"	r	Amblypharyngodon mola		Amblypharyngodon mola	Jul-Sep 2012	"Anatomical parts excluded prior to analysis: Viscera, fins, scales."			2015	fi367	17.3			4.5			853	5.7			3.2				
902308		Finfish	"Bangladesh, Dinajpur "	W	11	ABO	Mola (cultured)	"Mola (cultured), wild, raw"	r	Amblypharyngodon mola		Amblypharyngodon mola	Jul-Sep 2012	"Anatomical parts excluded prior to analysis: Viscera, fins, scales."			2015	fi367	14.7			4.6			1400	19			4.2				
902309		Finfish	"Bangladesh, Sylhet"	W	11	BOD	"Rani, Bou"	"Bengal loach, wild, raw"	r	Botia dario	Bengal loach	Botia dario	Jul-Sep 2012	"Anatomical parts excluded prior to analysis: Viscera, fins."			2015	fi367	14.9			10.6			1300	2.5	0.096	0.084	4				
902310		Finfish	"Bangladesh, Mymensingh"	W	13	HTF	Shing	"Stinging catfish, wild, raw"	r	Heteropneustes fossilis	Stinging catfish	Heteropneustes fossilis	Jul-Sep 2012	"Anatomical parts excluded prior to analysis: Bones, viscera, barbell, gills."			2015	fi367	19.1			1.9			60	2.2			1.1				
902311		Finfish	"Bangladesh, Mymensingh"	W	13	CNP	Taki	"Spotted snakehead, wild, raw"	r	Channa punctatus	Spotted snakehead	Channa punctata	Jul-Sep 2012	"Anatomical parts excluded prior to analysis: Bones, viscera, fins, scales."			2015	fi367	18.3			0.6			766	1.8			1.5				
902312		Finfish	"Bangladesh, Mymensingh"	W	13	MRE	Tara Baim	"Tara Baim, wild, raw"	r	Macrognathus aculeatus		Macrognathus aculeatus	Jul-Sep 2012	Anatomical parts excluded prior to analysis: Viscera.			2015	fi367	17.2			2.6			457	2.5			1.2				
902313		Finfish	"Bangladesh, Mymensingh"	W	13	BMV	Tengra	"Striped dwarf catfish, wild, raw"	r	Mystus vittatus	Striped dwarf catfish	Mystus vittatus	Jul-Sep 2012	"Anatomical parts excluded prior to analysis: Viscera, barbel."			2015	fi367	15.1			4.6			1093	4			3.1				
902314		Finfish	"Bangladesh, Mymensingh"	W	11	PUW	Tit Punti	"Ticto barb, wild, raw"	r	Puntius ticto	Ticto barb	Puntius ticto	Jul-Sep 2012	"Anatomical parts excluded prior to analysis: Viscera, fins, scales."			2015	fi367	15.4			3.4			1480	3.4			3.8				
902315		Finfish	"Bangladesh, Khulna"	W	24	HIL	Ilish	"Hilsa shad, wild, raw"	r	Tenualosa ilisha	Hilsa shad	Tenualosa ilisha	Jul-Sep 2012	"Anatomical parts excluded prior to analysis: Bones, viscera, fins, scales."			2015	fi367	16.4			18.3			220	1.9	1.2	0.27	1.2				
902316		Finfish	"Bangladesh, Sylhet"	W	24	HIL	Jatka Ilish	"Hilsa shad, wild, raw"	r	Tenualosa ilisha (juvenile)	Hilsa shad	Tenualosa ilisha	Jul-Sep 2012	"Anatomical parts excluded prior to analysis: Bones, viscera, fins, scales."			2015	fi367	19			7.7			500	2.5	0.43	0.094	1.8				
902317		Finfish	"Bangladesh, Sylhet"	W	13		Shol	"Shol, wild, raw"	r	Channa striatus			Jul-Sep 2012	"Anatomical parts excluded prior to analysis: Bones, viscera, scales, gills, fins."			2015	fi367	18.7			0.3			96	0.41			0.73				
902318		Crustacean	"Bangladesh, Khulna"	W	45	MPN	Harina Chingri	"Speckled shrimp, wild, raw"	r	Metapenaeus monoceros	Speckled shrimp	Metapenaeus monoceros	Jul-Sep 2012	"Anatomical parts excluded prior to analysis: Viscera, shell, legs, tail."			2015	fi367	17.6			1			550	2.7			1.3				
902319		Crustacean	"Bangladesh, Mymensingh"	W	41	MBM	Najari Icha	"Monsoon river prawn, wild, raw"	r	Macrobrachium malcolmsonii	Monsoon river prawn	Macrobrachium malcolmsonii	Jul-Sep 2012	"Anatomical parts excluded prior to analysis: Viscera, shell, legs, tail."			2015	fi367	15.7			2.2			1200	13			3.3				
902320		Finfish	"Bangladesh, Khulna"	W	37	SIP	Foli Chanda	"Silver pomfret, wild, raw"	r	Pampus argenteus	Silver pomfret	Pampus argenteus	Jul-Sep 2012	"Anatomical parts excluded prior to analysis: Bones, viscera, fins."			2015	fi367	17.2			0.9			31	0.34			0.66				
