taxize_name,scientific_name,asfis_scientific_name,genus_species,obs_id,submitted_name,subgroup,common_name,body_part,food_name_in_english,biblio_id,location,season,comments_on_data_processing_methods,publication_year,food_item_id,nutrient,concentration,dri_per
Ficus subintermedia,Ficus ficus,Ficus subintermedia,Ficus subintermedia,bc995,Ficus subintermedia,Mollusc,Underlined fig shell,NA,"Underlined fig shell, wild, male, autotomy tissue, raw",fi163,"Taiwan, Kaohsiung (off coast)","mean shell length and weight: 52.3cm, 11.2g",proximates expressed per DM - conversion to FW,2002,0901014,protein,15.3765,30.753000000000004
Carcinus maenas,Carcinus maenus,Carcinus maenas,Carcinus maenas,bc998,Carcinus maenas,Crustacean,Green crab,NA,"Green crab, wild, claw meat, raw",fi164,"USA, ME, Atlantic Ocean, Gulf of Maine",Nov 2000,NA,2002,0901017,protein,16.8,33.6
Acipenser fulvescens,NA,NA,Acipenser fulvescens,c1,Acipenser fulvescens,Finfish,Lake Sturgeon,muscle,"Lake Sturgeon, muscle",27,NA,NA,NA,NA,NA,protein,17.1,34.2
Catostomus commersonii,NA,NA,Catostomus commersonii,c100,Catostomus commersonii,Finfish,White Sucker,whole,"White Sucker, whole",27,NA,NA,NA,NA,NA,protein,16,32
Centropristis striata,NA,NA,Centropristis striata,c106,Centropristis striata,Finfish,Black Sea Bass,muscle,"Black Sea Bass, muscle",65,NA,NA,NA,NA,NA,protein,18.5,37
Centropristis striata,NA,NA,Centropristis striata,c108,Centropristis striata,Finfish,Black Sea Bass,muscle,"Black Sea Bass, muscle",27,NA,NA,NA,NA,NA,protein,18.4,36.8
Centropristis striata,NA,NA,Centropristis striata,c109,Centropristis striata,Finfish,Black Sea Bass,whole,"Black Sea Bass, whole",27,NA,NA,NA,NA,NA,protein,14.3,28.6
Centropristis striata,NA,NA,Centropristis striata,c110,Centropristis striata,Finfish,Black Sea Bass,viscera,"Black Sea Bass, offal",27,NA,NA,NA,NA,NA,protein,16.4,32.8
Centropristis striata,NA,NA,Centropristis striata,c111,Centropristis striata,Finfish,Black Sea Bass,eggs,"Black Sea Bass, eggs",27,NA,NA,NA,NA,NA,protein,16.9,33.8
Clinocardium nuttallii,NA,NA,Clinocardium nuttallii,c114,Clinocardium nuttallii,Mollusc,Nuttall Cockle,muscle,"Nuttall Cockle, muscle",19,NA,NA,NA,NA,NA,protein,13.5,27
Clinocardium nuttallii,NA,NA,Clinocardium nuttallii,c116,Clinocardium nuttallii,Mollusc,Nuttall Cockle,whole,"Nuttall Cockle, whole",27,NA,NA,NA,NA,NA,protein,11.8,23.6
Alosa pseudoharengus,NA,NA,Alosa pseudoharengus,c12,Alosa pseudoharengus,Finfish,Alewife,muscle,"Alewife, muscle",27,NA,NA,NA,NA,NA,protein,17.3,34.6
Clupea harengus,NA,NA,Clupea harengus,c121,Clupea harengus,Finfish,Atlantic Herring,muscle,"Atlantic Herring, muscle",27,NA,NA,NA,NA,NA,protein,18,36
Clupea harengus,NA,NA,Clupea harengus,c123,Clupea harengus,Finfish,Atlantic Herring,whole,"Atlantic Herring, whole",27,NA,NA,NA,NA,NA,protein,17.2,34.4
Alosa pseudoharengus,NA,NA,Alosa pseudoharengus,c13,Alosa pseudoharengus,Finfish,Alewife,whole,"Alewife, whole",27,NA,NA,NA,NA,NA,protein,14,28.000000000000004
Clupea pallasii pallasii,NA,NA,Clupea pallasii pallasii,c131,Clupea pallasii pallasii,Finfish,Pacific Herring,eggs,"Pacific Herring, eggs",19,NA,NA,NA,NA,NA,protein,9.6,19.2
Clupea pallasii pallasii,NA,NA,Clupea pallasii pallasii,c132,Clupea pallasii pallasii,Finfish,Pacific Herring,eggs,"Pacific Herring, eggs",27,NA,NA,NA,NA,NA,protein,17.1,34.2
Clupea pallasii pallasii,NA,NA,Clupea pallasii pallasii,c135,Clupea pallasii pallasii,Finfish,Pacific Herring,muscle,"Pacific Herring, muscle",27,NA,NA,NA,NA,NA,protein,18.3,36.6
Clupea pallasii pallasii,NA,NA,Clupea pallasii pallasii,c136,Clupea pallasii pallasii,Finfish,Pacific Herring,whole,"Pacific Herring, whole",27,NA,NA,NA,NA,NA,protein,15.7,31.4
Alosa pseudoharengus,NA,NA,Alosa pseudoharengus,c14,Alosa pseudoharengus,Finfish,Alewife,viscera,"Alewife, offal",27,NA,NA,NA,NA,NA,protein,15.6,31.2
Coregonus artedi,NA,NA,Coregonus artedi,c143,Coregonus artedi,Finfish,Lake Herring,muscle,"Lake Herring, muscle",27,NA,NA,NA,NA,NA,protein,19.4,38.8
Coregonus artedi,NA,NA,Coregonus artedi,c144,Coregonus artedi,Finfish,Lake Herring,whole,"Lake Herring, whole",27,NA,NA,NA,NA,NA,protein,17.4,34.8
Coregonus artedi,NA,NA,Coregonus artedi,c145,Coregonus artedi,Finfish,Lake Herring,viscera,"Lake Herring, offal",27,NA,NA,NA,NA,NA,protein,15.9,31.8
Alosa pseudoharengus,NA,NA,Alosa pseudoharengus,c15,Alosa pseudoharengus,Finfish,Alewife,eggs,"Alewife, eggs",27,NA,NA,NA,NA,NA,protein,16,32
Coregonus clupeaformis,NA,NA,Coregonus clupeaformis,c169,Coregonus clupeaformis,Finfish,Lake Whitefish,muscle,"Lake Whitefish, muscle",27,NA,NA,NA,NA,NA,protein,18.5,37
Coregonus clupeaformis,NA,NA,Coregonus clupeaformis,c170,Coregonus clupeaformis,Finfish,Lake Whitefish,muscle,"Lake Whitefish, muscle",2,NA,NA,NA,NA,NA,protein,23.3,46.6
Coregonus clupeaformis,NA,NA,Coregonus clupeaformis,c172,Coregonus clupeaformis,Finfish,Lake Whitefish,viscera,"Lake Whitefish, offal",27,NA,NA,NA,NA,NA,protein,16.1,32.2
Coregonus nasus,NA,NA,Coregonus nasus,c176,Coregonus nasus,Finfish,Broad Whitefish,muscle,"Broad Whitefish, muscle",34,NA,NA,NA,NA,NA,protein,12.2,24.4
Coregonus nasus,NA,NA,Coregonus nasus,c179,Coregonus nasus,Finfish,Broad Whitefish,muscle_organs,"Broad Whitefish, head, eyes, cheeks + soft bones",34,NA,NA,NA,NA,NA,protein,18.6,37.2
Alosa sapidissima,NA,NA,Alosa sapidissima,c18,Alosa sapidissima,Finfish,American Shad,muscle,"American Shad, muscle",27,NA,NA,NA,NA,NA,protein,18,36
Couesius plumbeus,NA,NA,Couesius plumbeus,c188,Couesius plumbeus,Finfish,Lake Chub,muscle,"Lake Chub, muscle",27,NA,NA,NA,NA,NA,protein,18.7,37.4
Crassostrea virginica,NA,NA,Crassostrea virginica,c191,Crassostrea virginica,Mollusc,Eastern Oyster,muscle,"Eastern Oyster, muscle",65,NA,NA,NA,NA,NA,protein,8.59,17.18
Cyclopterus lumpus,NA,NA,Cyclopterus lumpus,c196,Cyclopterus lumpus,Finfish,Lumpfish,muscle,"Lumpfish, muscle",27,NA,NA,NA,NA,NA,protein,7.7,15.4
Cyclopterus lumpus,NA,NA,Cyclopterus lumpus,c197,Cyclopterus lumpus,Finfish,Lumpfish,eggs,"Lumpfish, eggs",27,NA,NA,NA,NA,NA,protein,13.6,27.200000000000003
Acipenser fulvescens,NA,NA,Acipenser fulvescens,c2,Acipenser fulvescens,Finfish,Lake Sturgeon,muscle,"Lake Sturgeon, muscle",44,NA,NA,NA,NA,NA,protein,18.3,36.6
Alosa sapidissima,NA,NA,Alosa sapidissima,c20,Alosa sapidissima,Finfish,American Shad,viscera,"American Shad, offal",27,NA,NA,NA,NA,NA,protein,16.7,33.4
Cyprinus carpio,NA,NA,Cyprinus carpio,c203,Cyprinus carpio,Finfish,Common Carp,muscle,"Common Carp, muscle",27,NA,NA,NA,NA,NA,protein,17.8,35.6
Dallia pectoralis,NA,NA,Dallia pectoralis,c210,Dallia pectoralis,Finfish,Alaska Blackfish,whole,"Alaska Blackfish, whole",34,NA,NA,NA,NA,NA,protein,15.5,31
Dallia pectoralis,NA,NA,Dallia pectoralis,c211,Dallia pectoralis,Finfish,Alaska Blackfish,whole,"Alaska Blackfish, muscle",11,NA,NA,NA,NA,NA,protein,16.9,33.8
Eleginus gracilis,NA,NA,Eleginus gracilis,c213,Eleginus gracilis,Finfish,Saffron Cod,muscle,"Saffron Cod, muscle",34,NA,NA,NA,NA,NA,protein,14.7,29.4
Eleginus gracilis,NA,NA,Eleginus gracilis,c214,Eleginus gracilis,Finfish,Saffron Cod,liver,"Saffron Cod, liver",34,NA,NA,NA,NA,NA,protein,8,16
Engraulidae,NA,NA,Engraulidae,c217,Engraulidae,Finfish,Anchovies,muscle,"Anchovies, muscle",27,NA,NA,NA,NA,NA,protein,19.6,39.2
Engraulidae,NA,NA,Engraulidae,c218,Engraulidae,Finfish,Anchovies,whole,"Anchovies, whole",27,NA,NA,NA,NA,NA,protein,17.1,34.2
Ensis directus,NA,NA,Ensis directus,c221,Ensis directus,Mollusc,Atlantic Jackknife Clam,whole,"Atlantic Jackknife Clam, whole",27,NA,NA,NA,NA,NA,protein,11.2,22.4
Enteroctopus dofleini,NA,NA,Enteroctopus dofleini,c223,Enteroctopus dofleini,Mollusc,Pacific Giant Octopus,muscle,"Pacific Giant Octopus, muscle",19,NA,NA,NA,NA,NA,protein,11.9,23.8
Aloseinae,NA,NA,Aloseinae,c23,Aloseinae,Finfish,Shad,muscle,"Shad, muscle",27,NA,NA,NA,NA,NA,protein,19.4,38.8
Esox lucius,NA,NA,Esox lucius,c233,Esox lucius,Finfish,Northern Pike,muscle,"Northern Pike, muscle",44,NA,NA,NA,NA,NA,protein,18.1,36.2
Esox lucius,NA,NA,Esox lucius,c239,Esox lucius,Finfish,Northern Pike,muscle,"Northern Pike, muscle",27,NA,NA,NA,NA,NA,protein,18.7,37.4
Aloseinae,NA,NA,Aloseinae,c24,Aloseinae,Finfish,Shad,eggs,"Shad, eggs",27,NA,NA,NA,NA,NA,protein,23.4,46.8
Esox lucius,NA,NA,Esox lucius,c240,Esox lucius,Finfish,Northern Pike,muscle,"Northern Pike, muscle",2,NA,NA,NA,NA,NA,protein,21.8,43.6
Esox lucius,NA,NA,Esox lucius,c241,Esox lucius,Finfish,Northern Pike,viscera,"Northern Pike, offal",27,NA,NA,NA,NA,NA,protein,16.5,33
Ameiurus nebulosus,NA,NA,Ameiurus nebulosus,c25,Ameiurus nebulosus,Finfish,Brown Bullhead,muscle,"Brown Bullhead, muscle",44,NA,NA,NA,NA,NA,protein,15.8,31.6
Gadidae,NA,NA,Gadidae,c262,Gadidae,Finfish,Cod and Relatives,muscle,"Cod and Relatives, muscle",27,NA,NA,NA,NA,NA,protein,18.9,37.8
Amia calva,NA,NA,Amia calva,c27,Amia calva,Finfish,Bowfin,muscle,"Bowfin, muscle",27,NA,NA,NA,NA,NA,protein,20.1,40.2
Gadiformes,NA,NA,Gadiformes,c270,Gadiformes,Finfish,Cod and Relatives,muscle,"Cod and Relatives, muscle",27,NA,NA,NA,NA,NA,protein,17.4,34.8
Gadiformes,NA,NA,Gadiformes,c272,Gadiformes,Finfish,Cod and Relatives,eggs,"Cod and Relatives, eggs",27,NA,NA,NA,NA,NA,protein,22.3,44.6
Gadus macrocephalus,NA,NA,Gadus macrocephalus,c278,Gadus macrocephalus,Finfish,Pacific Cod,muscle,"Pacific Cod, muscle",27,NA,NA,NA,NA,NA,protein,16.7,33.4
Gadus macrocephalus,NA,NA,Gadus macrocephalus,c279,Gadus macrocephalus,Finfish,Pacific Cod,viscera,"Pacific Cod, offal",27,NA,NA,NA,NA,NA,protein,16.5,33
Amia calva,NA,NA,Amia calva,c28,Amia calva,Finfish,Bowfin,whole,"Bowfin, whole",27,NA,NA,NA,NA,NA,protein,15.5,31
Gadus macrocephalus,NA,NA,Gadus macrocephalus,c280,Gadus macrocephalus,Finfish,Pacific Cod,eggs,"Pacific Cod, eggs",27,NA,NA,NA,NA,NA,protein,21.4,42.8
Gadus morhua,NA,NA,Gadus morhua,c288,Gadus morhua,Finfish,Atlantic Cod,muscle,"Atlantic Cod, muscle",27,NA,NA,NA,NA,NA,protein,16.9,33.8
Gadus morhua,NA,NA,Gadus morhua,c295,Gadus morhua,Finfish,Atlantic Cod,whole,"Atlantic Cod, whole",27,NA,NA,NA,NA,NA,protein,16.4,32.8
Gadus morhua,NA,NA,Gadus morhua,c296,Gadus morhua,Finfish,Atlantic Cod,viscera,"Atlantic Cod, offal",27,NA,NA,NA,NA,NA,protein,16.3,32.6
Gastropoda,NA,NA,Gastropoda,c306,Gastropoda,Mollusc,Sea Snails and relatives,whole,"Sea Snails and relatives, whole",27,NA,NA,NA,NA,NA,protein,14.4,28.800000000000004
Haliotididae,NA,NA,Haliotididae,c311,Haliotididae,Mollusc,Abalones,muscle,"Abalones, muscle",27,NA,NA,NA,NA,NA,protein,17.9,35.8
Hippoglossinae,NA,NA,Hippoglossinae,c318,Hippoglossinae,Finfish,Halibut,muscle,"Halibut, muscle",27,NA,NA,NA,NA,NA,protein,18.7,37.4
Anarhichadidae,NA,NA,Anarhichadidae,c32,Anarhichadidae,Finfish,Wolf-eel and Relatives,muscle,"Wolf-eel and Relatives, muscle",27,NA,NA,NA,NA,NA,protein,17.6,35.2
Hippoglossus hippoglossus,NA,NA,Hippoglossus hippoglossus,c321,Hippoglossus hippoglossus,Finfish,Atlantic Halibut,muscle,"Atlantic Halibut, muscle, dark muscle",27,NA,NA,NA,NA,NA,protein,18.4,36.8
Hippoglossus hippoglossus,NA,NA,Hippoglossus hippoglossus,c322,Hippoglossus hippoglossus,Finfish,Atlantic Halibut,muscle,"Atlantic Halibut, muscle, dark muscle",27,NA,NA,NA,NA,NA,protein,19.6,39.2
Hippoglossus stenolepis,NA,NA,Hippoglossus stenolepis,c331,Hippoglossus stenolepis,Finfish,Pacific Halibut,muscle,"Pacific Halibut, muscle, cheeks",27,NA,NA,NA,NA,NA,protein,19.2,38.4
Hippoglossus stenolepis,NA,NA,Hippoglossus stenolepis,c332,Hippoglossus stenolepis,Finfish,Pacific Halibut,muscle,"Pacific Halibut, muscle, dark muscle",27,NA,NA,NA,NA,NA,protein,16.9,33.8
Hypomesus olidus,NA,NA,Hypomesus olidus,c344,Hypomesus olidus,Finfish,Pond Smelt,whole,"Pond Smelt, whole",27,NA,NA,NA,NA,NA,protein,17.1,34.2
Ictaluridae,NA,NA,Ictaluridae,c351,Ictaluridae,Finfish,Catfish,muscle,"Catfish, muscle",27,NA,NA,NA,NA,NA,protein,18.2,36.4
Ictalurus punctatus,NA,NA,Ictalurus punctatus,c356,Ictalurus punctatus,Finfish,Channel Catfish,muscle,"Channel Catfish, muscle",27,NA,NA,NA,NA,NA,protein,17.6,35.2
Illex illecebrosus,NA,NA,Illex illecebrosus,c357,Illex illecebrosus,Mollusc,Northern Shortfin Squid,muscle,"Northern Shortfin Squid, muscle",27,NA,NA,NA,NA,NA,protein,17.3,34.6
Katharina turnicata,NA,NA,Katharina turnicata,c361,Katharina turnicata,Mollusc,Black Katy Chiton,muscle,"Black Katy Chiton, muscle",19,NA,NA,NA,NA,NA,protein,17.1,34.2
Lepidopsetta bilineata,NA,NA,Lepidopsetta bilineata,c362,Lepidopsetta bilineata,Finfish,Rock Sole,muscle,"Rock Sole, muscle",27,NA,NA,NA,NA,NA,protein,18.6,37.2
Lepisosteidae,NA,NA,Lepisosteidae,c364,Lepisosteidae,Finfish,Gar,muscle,"Gar, muscle",27,NA,NA,NA,NA,NA,protein,19,38
Littorina littorea,NA,NA,Littorina littorea,c371,Littorina littorea,Mollusc,Common Periwinkle,whole,"Common Periwinkle, whole",27,NA,NA,NA,NA,NA,protein,18.2,36.4
Littorinidae,NA,NA,Littorinidae,c374,Littorinidae,Mollusc,Periwinkles,whole,"Periwinkles, whole",27,NA,NA,NA,NA,NA,protein,12,24
Lota lota,NA,NA,Lota lota,c375,Lota lota,Finfish,Burbot,muscle,"Burbot, muscle",40,NA,NA,NA,NA,NA,protein,17.4,34.8
Lota lota,NA,NA,Lota lota,c403,Lota lota,Finfish,Burbot,muscle,"Burbot, muscle",27,NA,NA,NA,NA,NA,protein,17.6,35.2
Lota lota,NA,NA,Lota lota,c404,Lota lota,Finfish,Burbot,whole,"Burbot, whole",27,NA,NA,NA,NA,NA,protein,15.2,30.4
Melanogrammus aeglefinus,NA,NA,Melanogrammus aeglefinus,c411,Melanogrammus aeglefinus,Finfish,Haddock,muscle,"Haddock, muscle",27,NA,NA,NA,NA,NA,protein,18.2,36.4
Merluccius productus,NA,NA,Merluccius productus,c433,Merluccius productus,Finfish,Pacific Hake,muscle,"Pacific Hake, muscle",27,NA,NA,NA,NA,NA,protein,16.6,33.2
Merluccius productus,NA,NA,Merluccius productus,c434,Merluccius productus,Finfish,Pacific Hake,whole,"Pacific Hake, whole",27,NA,NA,NA,NA,NA,protein,14.5,28.999999999999996
Microgadus tomcod,NA,NA,Microgadus tomcod,c441,Microgadus tomcod,Finfish,Atlantic Tomcod,muscle,"Atlantic Tomcod, muscle",11,NA,NA,NA,NA,NA,protein,19.9,39.8
Microgadus tomcod,NA,NA,Microgadus tomcod,c446,Microgadus tomcod,Finfish,Atlantic Tomcod,muscle,"Atlantic Tomcod, muscle",27,NA,NA,NA,NA,NA,protein,17,34
Micropogonias undulatus,NA,NA,Micropogonias undulatus,c451,Micropogonias undulatus,Finfish,Atlantic Croaker,muscle,"Atlantic Croaker, muscle",65,NA,NA,NA,NA,NA,protein,18.1,36.2
Micropogonias undulatus,NA,NA,Micropogonias undulatus,c452,Micropogonias undulatus,Finfish,Atlantic Croaker,muscle,"Atlantic Croaker, muscle",27,NA,NA,NA,NA,NA,protein,17.5,35
Micropogonias undulatus,NA,NA,Micropogonias undulatus,c453,Micropogonias undulatus,Finfish,Atlantic Croaker,whole,"Atlantic Croaker, whole",27,NA,NA,NA,NA,NA,protein,16.8,33.6
Microstomus pacificus,NA,NA,Microstomus pacificus,c458,Microstomus pacificus,Finfish,Dover Sole,muscle,"Dover Sole, muscle",27,NA,NA,NA,NA,NA,protein,15.1,30.2
Microstomus pacificus,NA,NA,Microstomus pacificus,c459,Microstomus pacificus,Finfish,Dover Sole,whole,"Dover Sole, whole",27,NA,NA,NA,NA,NA,protein,12.7,25.4
Microstomus pacificus,NA,NA,Microstomus pacificus,c460,Microstomus pacificus,Finfish,Dover Sole,viscera,"Dover Sole, offal",27,NA,NA,NA,NA,NA,protein,11.7,23.4
Morone saxatilis,NA,NA,Morone saxatilis,c466,Morone saxatilis,Finfish,Striped Bass,muscle,"Striped Bass, muscle",27,NA,NA,NA,NA,NA,protein,17.3,34.6
Morone saxatilis,NA,NA,Morone saxatilis,c467,Morone saxatilis,Finfish,Striped Bass,viscera,"Striped Bass, offal",27,NA,NA,NA,NA,NA,protein,16.1,32.2
Anguilla rostrata,NA,NA,Anguilla rostrata,c47,Anguilla rostrata,Finfish,American Eel,muscle,"American Eel, muscle",27,NA,NA,NA,NA,NA,protein,18.2,36.4
Mugil cephalus,NA,NA,Mugil cephalus,c474,Mugil cephalus,Finfish,Flathead Gray Mullet,muscle,"Flathead Gray Mullet, muscle",27,NA,NA,NA,NA,NA,protein,20.1,40.2
Mugil cephalus,NA,NA,Mugil cephalus,c475,Mugil cephalus,Finfish,Flathead Gray Mullet,whole,"Flathead Gray Mullet, whole",27,NA,NA,NA,NA,NA,protein,15.7,31.4
Mya arenaria,NA,NA,Mya arenaria,c479,Mya arenaria,Mollusc,Softshell Clam,whole,"Softshell Clam, whole",27,NA,NA,NA,NA,NA,protein,10.7,21.4
Mytilidae,NA,NA,Mytilidae,c491,Mytilidae,Mollusc,Mussels,whole,"Mussels, whole",27,NA,NA,NA,NA,NA,protein,12.2,24.4
Mytilidae,NA,NA,Mytilidae,c492,Mytilidae,Mollusc,Mussels,whole,"Mussels, whole",27,NA,NA,NA,NA,NA,protein,15,30
Mytilus edulis,NA,NA,Mytilus edulis,c500,Mytilus edulis,Mollusc,Blue Mussel,whole,"Blue Mussel, whole",27,NA,NA,NA,NA,NA,protein,11.6,23.2
Nephropidae,NA,NA,Nephropidae,c508,Nephropidae,Crustacean,Lobsters,muscle,"Lobsters, muscle",27,NA,NA,NA,NA,NA,protein,17.6,35.2
Notropis hudsonius,NA,NA,Notropis hudsonius,c510,Notropis hudsonius,Finfish,Spottail Shiner,whole,"Spottail Shiner, whole",27,NA,NA,NA,NA,NA,protein,13,26
Octopoda,NA,NA,Octopoda,c518,Octopoda,Mollusc,Octopus,muscle,"Octopus, muscle",27,NA,NA,NA,NA,NA,protein,14.2,28.4
Octopoda,NA,NA,Octopoda,c519,Octopoda,Mollusc,Octopus,eggs,"Octopus, eggs",27,NA,NA,NA,NA,NA,protein,26.5,53
Anoplopoma fimbria,NA,NA,Anoplopoma fimbria,c52,Anoplopoma fimbria,Finfish,Sablefish,muscle,"Sablefish, muscle",27,NA,NA,NA,NA,NA,protein,12.9,25.8
Oncorhynchus gorbuscha,NA,NA,Oncorhynchus gorbuscha,c526,Oncorhynchus gorbuscha,Finfish,Pink Salmon,muscle,"Pink Salmon, muscle",27,NA,NA,NA,NA,NA,protein,20.1,40.2
Anoplopoma fimbria,NA,NA,Anoplopoma fimbria,c53,Anoplopoma fimbria,Finfish,Sablefish,viscera,"Sablefish, offal",27,NA,NA,NA,NA,NA,protein,12.9,25.8
Oncorhynchus keta,NA,NA,Oncorhynchus keta,c534,Oncorhynchus keta,Finfish,Chum Salmon,muscle,"Chum Salmon, muscle",34,NA,NA,NA,NA,NA,protein,12,24
Oncorhynchus keta,NA,NA,Oncorhynchus keta,c536,Oncorhynchus keta,Finfish,Chum Salmon,muscle,"Chum Salmon, muscle",27,NA,NA,NA,NA,NA,protein,20.4,40.8
Oncorhynchus keta,NA,NA,Oncorhynchus keta,c537,Oncorhynchus keta,Finfish,Chum Salmon,whole,"Chum Salmon, whole",27,NA,NA,NA,NA,NA,protein,14.8,29.600000000000005
Oncorhynchus keta,NA,NA,Oncorhynchus keta,c538,Oncorhynchus keta,Finfish,Chum Salmon,eggs,"Chum Salmon, eggs",27,NA,NA,NA,NA,NA,protein,18.4,36.8
Oncorhynchus kisutch,NA,NA,Oncorhynchus kisutch,c543,Oncorhynchus kisutch,Finfish,Coho Salmon,muscle,"Coho Salmon, muscle",8,NA,NA,NA,NA,NA,protein,21.3,42.6
Oncorhynchus kisutch,NA,NA,Oncorhynchus kisutch,c547,Oncorhynchus kisutch,Finfish,Coho Salmon,muscle,"Coho Salmon, muscle",27,NA,NA,NA,NA,NA,protein,21.1,42.2
Oncorhynchus kisutch,NA,NA,Oncorhynchus kisutch,c550,Oncorhynchus kisutch,Finfish,Coho Salmon,eggs,"Coho Salmon, eggs",27,NA,NA,NA,NA,NA,protein,18.4,36.8
Oncorhynchus mykiss,NA,NA,Oncorhynchus mykiss,c553,Oncorhynchus mykiss,Finfish,Rainbow Trout,muscle,"Rainbow Trout, muscle",11,NA,NA,NA,NA,NA,protein,24.4,48.8
Oncorhynchus mykiss,NA,NA,Oncorhynchus mykiss,c557,Oncorhynchus mykiss,Finfish,Rainbow Trout,muscle,"Rainbow Trout, muscle",8,NA,NA,NA,NA,NA,protein,20,40
Oncorhynchus mykiss,NA,NA,Oncorhynchus mykiss,c564,Oncorhynchus mykiss,Finfish,Rainbow Trout,muscle,"Rainbow Trout, muscle",27,NA,NA,NA,NA,NA,protein,20.7,41.4
Oncorhynchus mykiss,NA,NA,Oncorhynchus mykiss,c566,Oncorhynchus mykiss,Finfish,Rainbow Trout,whole,"Rainbow Trout, whole",27,NA,NA,NA,NA,NA,protein,18.9,37.8
Oncorhynchus mykiss,NA,NA,Oncorhynchus mykiss,c567,Oncorhynchus mykiss,Finfish,Rainbow Trout,eggs,"Rainbow Trout, eggs",27,NA,NA,NA,NA,NA,protein,27.8,55.60000000000001
Aplodinotus grunniens,NA,NA,Aplodinotus grunniens,c58,Aplodinotus grunniens,Finfish,Freshwater Drum,muscle,"Freshwater Drum, muscle",27,NA,NA,NA,NA,NA,protein,18.5,37
Oncorhynchus nerka,NA,NA,Oncorhynchus nerka,c581,Oncorhynchus nerka,Finfish,Sockeye Salmon,muscle,"Sockeye Salmon, muscle",27,NA,NA,NA,NA,NA,protein,20.3,40.6
Oncorhynchus nerka,NA,NA,Oncorhynchus nerka,c582,Oncorhynchus nerka,Finfish,Sockeye Salmon,whole,"Sockeye Salmon, whole",27,NA,NA,NA,NA,NA,protein,18.4,36.8
Oncorhynchus nerka,NA,NA,Oncorhynchus nerka,c583,Oncorhynchus nerka,Finfish,Sockeye Salmon,viscera,"Sockeye Salmon, offal",27,NA,NA,NA,NA,NA,protein,16.1,32.2
Oncorhynchus tshawytscha,NA,NA,Oncorhynchus tshawytscha,c588,Oncorhynchus tshawytscha,Finfish,Chinook Salmon,eggs,"Chinook Salmon, eggs",34,NA,NA,NA,NA,NA,protein,29.2,58.4
Oncorhynchus tshawytscha,NA,NA,Oncorhynchus tshawytscha,c590,Oncorhynchus tshawytscha,Finfish,Chinook Salmon,eggs,"Chinook Salmon, eggs",11,NA,NA,NA,NA,NA,protein,30.4,60.8
Oncorhynchus tshawytscha,NA,NA,Oncorhynchus tshawytscha,c598,Oncorhynchus tshawytscha,Finfish,Chinook Salmon,liver,"Chinook Salmon, liver",11,NA,NA,NA,NA,NA,protein,16.6,33.2
Oncorhynchus tshawytscha,NA,NA,Oncorhynchus tshawytscha,c600,Oncorhynchus tshawytscha,Finfish,Chinook Salmon,muscle,"Chinook Salmon, muscle",11,NA,NA,NA,NA,NA,protein,4.6,9.2
Oncorhynchus tshawytscha,NA,NA,Oncorhynchus tshawytscha,c602,Oncorhynchus tshawytscha,Finfish,Chinook Salmon,muscle,"Chinook Salmon, muscle",11,NA,NA,NA,NA,NA,protein,21.4,42.8
Oncorhynchus tshawytscha,NA,NA,Oncorhynchus tshawytscha,c604,Oncorhynchus tshawytscha,Finfish,Chinook Salmon,muscle,"Chinook Salmon, muscle",11,NA,NA,NA,NA,NA,protein,5.5,11
Oncorhynchus tshawytscha,NA,NA,Oncorhynchus tshawytscha,c606,Oncorhynchus tshawytscha,Finfish,Chinook Salmon,muscle,"Chinook Salmon, muscle",27,NA,NA,NA,NA,NA,protein,17.9,35.8
Boreogadus saida,NA,NA,Boreogadus saida,c61,Boreogadus saida,Finfish,Arctic Cod,muscle,"Arctic Cod, muscle",2,NA,NA,NA,NA,NA,protein,24.8,49.6
Oncorhynchus tshawytscha,NA,NA,Oncorhynchus tshawytscha,c614,Oncorhynchus tshawytscha,Finfish,Chinook Salmon,muscle,"Chinook Salmon, muscle",11,NA,NA,NA,NA,NA,protein,8.4,16.8
Ophiodon elongatus,NA,NA,Ophiodon elongatus,c622,Ophiodon elongatus,Finfish,Lingcod,muscle,"Lingcod, muscle",27,NA,NA,NA,NA,NA,protein,18,36
Osmerus mordax,NA,NA,Osmerus mordax,c626,Osmerus mordax,Finfish,Rainbow Smelt,muscle,"Rainbow Smelt, muscle",27,NA,NA,NA,NA,NA,protein,18.8,37.6
Osmerus mordax,NA,NA,Osmerus mordax,c628,Osmerus mordax,Finfish,Rainbow Smelt,whole,"Rainbow Smelt, whole",27,NA,NA,NA,NA,NA,protein,15.5,31
Brachyura,NA,NA,Brachyura,c63,Brachyura,Crustacean,Crabs,muscle,"Crabs, muscle",27,NA,NA,NA,NA,NA,protein,23,46
Osmerus mordax,NA,NA,Osmerus mordax,c634,Osmerus mordax,Finfish,Rainbow Smelt,muscle_organs,"Rainbow Smelt, muscle + small bones",34,NA,NA,NA,NA,NA,protein,16.7,33.4
Ostrea lurida,NA,NA,Ostrea lurida,c635,Ostrea lurida,Crustacean,Olympia Oyster,whole,"Olympia Oyster, whole",27,NA,NA,NA,NA,NA,protein,9.6,19.2
Brachyura,NA,NA,Brachyura,c64,Brachyura,Crustacean,Crabs,muscle,"Crabs, muscle",27,NA,NA,NA,NA,NA,protein,16.2,32.4
