culture,latin_name,subgroup,common_name,calcium,zinc,iron,epa,dha
Micmac,Thunnus spp.,Fish,Bluefin Tuna,9,0.08,1.5,0.4,1.2
Montagnais-Naskapi,Anguilla rostrata,Fish,American Eel,36.333333333333336,1.3075,0.5249999999999999,0.7000000000000001,1.1
Montagnais-Naskapi,Boreogadus saida,Fish,Arctic Cod,20.2,0.5,0.6,0.165,0.329
Montagnais-Naskapi,Catostomus catostomus,Fish,Longnose Sucker,63.1,0.5,0.3,0.075,0.212
Montagnais-Naskapi,Catostomus commersonii,Fish,White Sucker,44.8,0.525,0.75,0.1365,0.23399999999999999
Montagnais-Naskapi,Coregonus artedi,Fish,Lake Herring,17.3,2.29,0.34,0.095,0.257
Montagnais-Naskapi,Coregonus autumnalis,Fish,Arctic Cisco,30,0.4,1,0.3,0.3
Montagnais-Naskapi,Coregonus clupeaformis,Fish,Lake Whitefish,26.166666666666668,1.5,0.82,0.21180000000000002,0.4502
Montagnais-Naskapi,Esox lucius,Fish,Northern Pike,61.38675,1.7401250000000001,0.4196666666666667,0.05525,0.14266666666666666
Montagnais-Naskapi,Gadiformes,Fish,Cod and Relatives,29,0.71,0.364,0.1,0.2
Montagnais-Naskapi,Gadus morhua,Fish,Atlantic Cod,12.75,1.27725,1.8625,1.3094,1.1242
Montagnais-Naskapi,Melanogrammus aeglefinus,Fish,Haddock,22.5,0.544,0.6395,0.086,0.1865
Montagnais-Naskapi,Oncorhynchus gorbuscha,Fish,Pink Salmon,13,0.55,0.9333333333333333,0.4095,0.593
Montagnais-Naskapi,Oncorhynchus keta,Fish,Chum Salmon,11.25,0.92,0.5125,0.3165,0.497
Montagnais-Naskapi,Oncorhynchus kisutch,Fish,Coho Salmon,57,0.41,449.1666666666667,0.3135,0.4935
Montagnais-Naskapi,Oncorhynchus mykiss,Fish,Rainbow Trout,57.8,3.6625,849.1675,0.2788,0.896
Montagnais-Naskapi,Oncorhynchus nerka,Fish,Sockeye Salmon,78,0.72,0.8166666666666667,0.7797499999999999,1.39825
Montagnais-Naskapi,Oncorhynchus tshawytscha,Fish,Chinook Salmon,21.818181818181817,0.62,1.4033333333333333,0.676,0.5723333333333334
Montagnais-Naskapi,Salmo salar,Fish,Atlantic Salmon,14.65,0.7033333333333334,0.7875,0.377,1.0844
Montagnais-Naskapi,Salvelinus alpinus,Fish,Arctic Char,52.285714285714285,2.3633333333333333,1.29625,0.6266666666666667,0.49666666666666665
Montagnais-Naskapi,Salvelinus fontinalis,Fish,Brook Trout,16.575,0.55775,0.4815,0.13733333333333334,0.24066666666666667
Montagnais-Naskapi,Salvelinus namaycush,Fish,Lake Trout,13.4,2.05,1.2325714285714287,0.224,0.5773333333333334
Montagnais-Naskapi,Stenodus leucichthys,Fish,Inconnu,10,0.3,0.4,0.2,0.2
Nass-Gitksan,Coregonus artedi,Fish,Lake Herring,17.3,2.29,0.34,0.095,0.257
Nass-Gitksan,Coregonus autumnalis,Fish,Arctic Cisco,30,0.4,1,0.3,0.3
Nass-Gitksan,Coregonus clupeaformis,Fish,Lake Whitefish,26.166666666666668,1.5,0.82,0.21180000000000002,0.4502
Nass-Gitksan,Hippoglossus hippoglossus,Fish,Atlantic Halibut,15,0.5,0.5,0.281,0.41
Nass-Gitksan,Hippoglossus stenolepis,Fish,Pacific Halibut,22,0.08,0.09,0.1,0.3
Nass-Gitksan,Oncorhynchus gorbuscha,Fish,Pink Salmon,13,0.55,0.9333333333333333,0.4095,0.593
Nass-Gitksan,Oncorhynchus keta,Fish,Chum Salmon,11.25,0.92,0.5125,0.3165,0.497
Nass-Gitksan,Oncorhynchus kisutch,Fish,Coho Salmon,57,0.41,449.1666666666667,0.3135,0.4935
Nass-Gitksan,Oncorhynchus mykiss,Fish,Rainbow Trout,57.8,3.6625,849.1675,0.2788,0.896
Nass-Gitksan,Oncorhynchus nerka,Fish,Sockeye Salmon,78,0.72,0.8166666666666667,0.7797499999999999,1.39825
Nass-Gitksan,Oncorhynchus tshawytscha,Fish,Chinook Salmon,21.818181818181817,0.62,1.4033333333333333,0.676,0.5723333333333334
Nass-Gitksan,Pleuronectinae,Fish,Flounders and Soles,23.5,0.78,0.55,0.192,0.1165
Nass-Gitksan,Salmo salar,Fish,Atlantic Salmon,14.65,0.7033333333333334,0.7875,0.377,1.0844
Nass-Gitksan,Salvelinus alpinus,Fish,Arctic Char,52.285714285714285,2.3633333333333333,1.29625,0.6266666666666667,0.49666666666666665
Nass-Gitksan,Salvelinus fontinalis,Fish,Brook Trout,16.575,0.55775,0.4815,0.13733333333333334,0.24066666666666667
Nass-Gitksan,Salvelinus namaycush,Fish,Lake Trout,13.4,2.05,1.2325714285714287,0.224,0.5773333333333334
Nass-Gitksan,Sebastes norvegicus,Fish,Golden Redfish,82,0.683,0.7015,0.046,0.073
Nass-Gitksan,Stenodus leucichthys,Fish,Inconnu,10,0.3,0.4,0.2,0.2
Nootkan,Boreogadus saida,Fish,Arctic Cod,20.2,0.5,0.6,0.165,0.329
Nootkan,Callinectes sapidus,Marine Invertebrates,Blue Crab,94.5,4025,2.32,0.2,0.2
Nootkan,Cancer magister,Marine Invertebrates,Dungeness Crab,52,3.23,0.365,0.2,0.1
Nootkan,Centropristes striata,Fish,Black Sea Bass,60.8,0.2415,1.1680000000000001,0.1,0.3
Nootkan,Clupea harengus,Fish,Atlantic Herring,35,0.7755,1.15,0.635,1.075
Nootkan,Cyprinus carpio,Fish,Common Carp,68,4.7,1.475,0.2,0.1
Nootkan,Engraulidae,Fish,Anchovies,1150,0.88,1.53,0.5,0.9
Nootkan,Gadiformes,Fish,Cod and Relatives,29,0.71,0.364,0.1,0.2
Nootkan,Gadus morhua,Fish,Atlantic Cod,12.75,1.27725,1.8625,1.3094,1.1242
Nootkan,Hippoglossus hippoglossus,Fish,Atlantic Halibut,15,0.5,0.5,0.281,0.41
Nootkan,Hippoglossus stenolepis,Fish,Pacific Halibut,22,0.08,0.09,0.1,0.3
Nootkan,Melanogrammus aeglefinus,Fish,Haddock,22.5,0.544,0.6395,0.086,0.1865
Nootkan,Micropogonias undulatus,Fish,Atlantic Croaker,66.5,0.371,0.976,0.1,0.1
Nootkan,Mugil cephalus,Fish,Flathead Gray Mullet,123,0.398,1.7,0.4,0.4
Nootkan,Mya arenaria,Marine Invertebrates,Softshell Clam,53,1.7,40.5,0.2,0.2
Nootkan,Mytilus edulis,Marine Invertebrates,Blue Mussel,56.5,2.4875,9.3625,0.16125,0.17925
Nootkan,Octopoda,Marine Invertebrates,Octopus,22.75,1.675,1.5175,0.1,0.1
Nootkan,Oncorhynchus gorbuscha,Fish,Pink Salmon,13,0.55,0.9333333333333333,0.4095,0.593
Nootkan,Oncorhynchus keta,Fish,Chum Salmon,11.25,0.92,0.5125,0.3165,0.497
Nootkan,Oncorhynchus kisutch,Fish,Coho Salmon,57,0.41,449.1666666666667,0.3135,0.4935
Nootkan,Oncorhynchus mykiss,Fish,Rainbow Trout,57.8,3.6625,849.1675,0.2788,0.896
Nootkan,Oncorhynchus nerka,Fish,Sockeye Salmon,78,0.72,0.8166666666666667,0.7797499999999999,1.39825
Nootkan,Oncorhynchus tshawytscha,Fish,Chinook Salmon,21.818181818181817,0.62,1.4033333333333333,0.676,0.5723333333333334
Nootkan,Ostreidae,Marine Invertebrates,Oysters,84.66666666666667,53.6,2731.4666666666667,0.22349999999999998,0.183
Nootkan,Pectinidae,Marine Invertebrates,Scallops,27.6,1.22,0.6035,0.1,0.1
Nootkan,Pleuronectinae,Fish,Flounders and Soles,23.5,0.78,0.55,0.192,0.1165
Nootkan,Pomatomus saltatrix,Fish,Bluefish,65.6,0.763,2.826,0.4,0.8
Nootkan,Salmo salar,Fish,Atlantic Salmon,14.65,0.7033333333333334,0.7875,0.377,1.0844
Nootkan,Salvelinus fontinalis,Fish,Brook Trout,16.575,0.55775,0.4815,0.13733333333333334,0.24066666666666667
Nootkan,Salvelinus namaycush,Fish,Lake Trout,13.4,2.05,1.2325714285714287,0.224,0.5773333333333334
Nootkan,Scomber scombrus,Fish,Atlantic Mackerel,9.666666666666666,0.3695,0.9533333333333334,1.1,2.385
Nootkan,Sebastes norvegicus,Fish,Golden Redfish,82,0.683,0.7015,0.046,0.073
Nootkan,Sparidae,Fish,Porgies,48.333333333333336,1.17,0.785,0.14950000000000002,0.1865
Nootkan,Squalus acanthias,Fish,Spiny Dogfish,11,0.6695,1.25,0.7,1.2
Nootkan,Thunnus spp.,Fish,Bluefin Tuna,9,0.08,1.5,0.4,1.2
Ojibwa-Algonquin,Catostomus catostomus,Fish,Longnose Sucker,63.1,0.5,0.3,0.075,0.212
Ojibwa-Algonquin,Catostomus commersonii,Fish,White Sucker,44.8,0.525,0.75,0.1365,0.23399999999999999
Ojibwa-Algonquin,Clupea harengus,Fish,Atlantic Herring,35,0.7755,1.15,0.635,1.075
Ojibwa-Algonquin,Coregonus artedi,Fish,Lake Herring,17.3,2.29,0.34,0.095,0.257
Ojibwa-Algonquin,Coregonus autumnalis,Fish,Arctic Cisco,30,0.4,1,0.3,0.3
Ojibwa-Algonquin,Coregonus clupeaformis,Fish,Lake Whitefish,26.166666666666668,1.5,0.82,0.21180000000000002,0.4502
Ojibwa-Algonquin,Esox lucius,Fish,Northern Pike,61.38675,1.7401250000000001,0.4196666666666667,0.05525,0.14266666666666666
Ojibwa-Algonquin,Oncorhynchus gorbuscha,Fish,Pink Salmon,13,0.55,0.9333333333333333,0.4095,0.593
Ojibwa-Algonquin,Oncorhynchus keta,Fish,Chum Salmon,11.25,0.92,0.5125,0.3165,0.497
Ojibwa-Algonquin,Oncorhynchus kisutch,Fish,Coho Salmon,57,0.41,449.1666666666667,0.3135,0.4935
Ojibwa-Algonquin,Oncorhynchus mykiss,Fish,Rainbow Trout,57.8,3.6625,849.1675,0.2788,0.896
Ojibwa-Algonquin,Oncorhynchus nerka,Fish,Sockeye Salmon,78,0.72,0.8166666666666667,0.7797499999999999,1.39825
Ojibwa-Algonquin,Oncorhynchus tshawytscha,Fish,Chinook Salmon,21.818181818181817,0.62,1.4033333333333333,0.676,0.5723333333333334
Ojibwa-Algonquin,Perca flavescens,Fish,Yellow Perch,59.77,0.873,0.3845,0.1,0.2
Ojibwa-Algonquin,Percidae,Fish,Perch and Darters,110,642.76,0.6,0.054,0.245
Ojibwa-Algonquin,Salmo salar,Fish,Atlantic Salmon,14.65,0.7033333333333334,0.7875,0.377,1.0844
Ojibwa-Algonquin,Salvelinus fontinalis,Fish,Brook Trout,16.575,0.55775,0.4815,0.13733333333333334,0.24066666666666667
Ojibwa-Algonquin,Salvelinus namaycush,Fish,Lake Trout,13.4,2.05,1.2325714285714287,0.224,0.5773333333333334
Ojibwa-Algonquin,Stenodus leucichthys,Fish,Inconnu,10,0.3,0.4,0.2,0.2
Onondaga,Anguilla rostrata,Fish,American Eel,36.333333333333336,1.3075,0.5249999999999999,0.7000000000000001,1.1
Onondaga,Catostomus catostomus,Fish,Longnose Sucker,63.1,0.5,0.3,0.075,0.212
Onondaga,Catostomus commersonii,Fish,White Sucker,44.8,0.525,0.75,0.1365,0.23399999999999999
Onondaga,Cyprinus carpio,Fish,Common Carp,68,4.7,1.475,0.2,0.1
Powhatan,Anguilla rostrata,Fish,American Eel,36.333333333333336,1.3075,0.5249999999999999,0.7000000000000001,1.1
Powhatan,Catostomus catostomus,Fish,Longnose Sucker,63.1,0.5,0.3,0.075,0.212
Powhatan,Catostomus commersonii,Fish,White Sucker,44.8,0.525,0.75,0.1365,0.23399999999999999
Powhatan,Centropristes striata,Fish,Black Sea Bass,60.8,0.2415,1.1680000000000001,0.1,0.3
Powhatan,Clupea harengus,Fish,Atlantic Herring,35,0.7755,1.15,0.635,1.075
Powhatan,Cyprinus carpio,Fish,Common Carp,68,4.7,1.475,0.2,0.1
Powhatan,Lepisosteidae,Fish,Gar,29,0.5,0.4,0.14,0.72
Powhatan,Micropogonias undulatus,Fish,Atlantic Croaker,66.5,0.371,0.976,0.1,0.1
Powhatan,Mugil cephalus,Fish,Flathead Gray Mullet,123,0.398,1.7,0.4,0.4
Powhatan,Perca flavescens,Fish,Yellow Perch,59.77,0.873,0.3845,0.1,0.2
Powhatan,Percidae,Fish,Perch and Darters,110,642.76,0.6,0.054,0.245
Powhatan,Pomatomus saltatrix,Fish,Bluefish,65.6,0.763,2.826,0.4,0.8
Powhatan,Sparidae,Fish,Porgies,48.333333333333336,1.17,0.785,0.14950000000000002,0.1865
Quileute,Hippoglossus hippoglossus,Fish,Atlantic Halibut,15,0.5,0.5,0.281,0.41
Quileute,Hippoglossus stenolepis,Fish,Pacific Halibut,22,0.08,0.09,0.1,0.3
Quileute,Octopoda,Marine Invertebrates,Octopus,22.75,1.675,1.5175,0.1,0.1
Quileute,Oncorhynchus gorbuscha,Fish,Pink Salmon,13,0.55,0.9333333333333333,0.4095,0.593
Quileute,Oncorhynchus keta,Fish,Chum Salmon,11.25,0.92,0.5125,0.3165,0.497
Quileute,Oncorhynchus kisutch,Fish,Coho Salmon,57,0.41,449.1666666666667,0.3135,0.4935
Quileute,Oncorhynchus mykiss,Fish,Rainbow Trout,57.8,3.6625,849.1675,0.2788,0.896
Quileute,Oncorhynchus nerka,Fish,Sockeye Salmon,78,0.72,0.8166666666666667,0.7797499999999999,1.39825
Quileute,Oncorhynchus tshawytscha,Fish,Chinook Salmon,21.818181818181817,0.62,1.4033333333333333,0.676,0.5723333333333334
Quileute,Pleuronectinae,Fish,Flounders and Soles,23.5,0.78,0.55,0.192,0.1165
Quileute,Salmo salar,Fish,Atlantic Salmon,14.65,0.7033333333333334,0.7875,0.377,1.0844
Quileute,Salvelinus fontinalis,Fish,Brook Trout,16.575,0.55775,0.4815,0.13733333333333334,0.24066666666666667
Quileute,Salvelinus namaycush,Fish,Lake Trout,13.4,2.05,1.2325714285714287,0.224,0.5773333333333334
Quileute,Squalus acanthias,Fish,Spiny Dogfish,11,0.6695,1.25,0.7,1.2
Sekani,Catostomus catostomus,Fish,Longnose Sucker,63.1,0.5,0.3,0.075,0.212
Sekani,Catostomus commersonii,Fish,White Sucker,44.8,0.525,0.75,0.1365,0.23399999999999999
Sekani,Coregonus artedi,Fish,Lake Herring,17.3,2.29,0.34,0.095,0.257
Sekani,Coregonus autumnalis,Fish,Arctic Cisco,30,0.4,1,0.3,0.3
Sekani,Coregonus clupeaformis,Fish,Lake Whitefish,26.166666666666668,1.5,0.82,0.21180000000000002,0.4502
Sekani,Oncorhynchus gorbuscha,Fish,Pink Salmon,13,0.55,0.9333333333333333,0.4095,0.593
Sekani,Oncorhynchus keta,Fish,Chum Salmon,11.25,0.92,0.5125,0.3165,0.497
Sekani,Oncorhynchus kisutch,Fish,Coho Salmon,57,0.41,449.1666666666667,0.3135,0.4935
Sekani,Oncorhynchus mykiss,Fish,Rainbow Trout,57.8,3.6625,849.1675,0.2788,0.896
Sekani,Oncorhynchus nerka,Fish,Sockeye Salmon,78,0.72,0.8166666666666667,0.7797499999999999,1.39825
Sekani,Oncorhynchus tshawytscha,Fish,Chinook Salmon,21.818181818181817,0.62,1.4033333333333333,0.676,0.5723333333333334
Sekani,Salmo salar,Fish,Atlantic Salmon,14.65,0.7033333333333334,0.7875,0.377,1.0844
Sekani,Salvelinus fontinalis,Fish,Brook Trout,16.575,0.55775,0.4815,0.13733333333333334,0.24066666666666667
Sekani,Salvelinus namaycush,Fish,Lake Trout,13.4,2.05,1.2325714285714287,0.224,0.5773333333333334
Sekani,Stenodus leucichthys,Fish,Inconnu,10,0.3,0.4,0.2,0.2
Siuslaw,Clupea harengus,Fish,Atlantic Herring,35,0.7755,1.15,0.635,1.075
Siuslaw,Oncorhynchus gorbuscha,Fish,Pink Salmon,13,0.55,0.9333333333333333,0.4095,0.593
Siuslaw,Oncorhynchus keta,Fish,Chum Salmon,11.25,0.92,0.5125,0.3165,0.497
Siuslaw,Oncorhynchus kisutch,Fish,Coho Salmon,57,0.41,449.1666666666667,0.3135,0.4935
Siuslaw,Oncorhynchus nerka,Fish,Sockeye Salmon,78,0.72,0.8166666666666667,0.7797499999999999,1.39825
Siuslaw,Oncorhynchus tshawytscha,Fish,Chinook Salmon,21.818181818181817,0.62,1.4033333333333333,0.676,0.5723333333333334
Siuslaw,Salmo salar,Fish,Atlantic Salmon,14.65,0.7033333333333334,0.7875,0.377,1.0844
Slavey-Hare,Catostomus catostomus,Fish,Longnose Sucker,63.1,0.5,0.3,0.075,0.212
Slavey-Hare,Catostomus commersonii,Fish,White Sucker,44.8,0.525,0.75,0.1365,0.23399999999999999
Slavey-Hare,Clupea harengus,Fish,Atlantic Herring,35,0.7755,1.15,0.635,1.075
Slavey-Hare,Coregonus artedi,Fish,Lake Herring,17.3,2.29,0.34,0.095,0.257
Slavey-Hare,Coregonus autumnalis,Fish,Arctic Cisco,30,0.4,1,0.3,0.3
Slavey-Hare,Coregonus clupeaformis,Fish,Lake Whitefish,26.166666666666668,1.5,0.82,0.21180000000000002,0.4502
Slavey-Hare,Cyprinus carpio,Fish,Common Carp,68,4.7,1.475,0.2,0.1
Slavey-Hare,Esox lucius,Fish,Northern Pike,61.38675,1.7401250000000001,0.4196666666666667,0.05525,0.14266666666666666
Slavey-Hare,Lota lota,Fish,Burbot,46.25,1.29875,0.9666666666666667,0.46555555555555556,0.6044
Slavey-Hare,Oncorhynchus mykiss,Fish,Rainbow Trout,57.8,3.6625,849.1675,0.2788,0.896
Slavey-Hare,Salvelinus fontinalis,Fish,Brook Trout,16.575,0.55775,0.4815,0.13733333333333334,0.24066666666666667
Slavey-Hare,Salvelinus namaycush,Fish,Lake Trout,13.4,2.05,1.2325714285714287,0.224,0.5773333333333334
Slavey-Hare,Squalus acanthias,Fish,Spiny Dogfish,11,0.6695,1.25,0.7,1.2
Slavey-Hare,Stenodus leucichthys,Fish,Inconnu,10,0.3,0.4,0.2,0.2
Slavey-Hare,Thymallus arcticus,Fish,Arctic Grayling,281.5,0.7,1,0.1,0.1
Tahltan-Kaska-Tagish,Catostomus catostomus,Fish,Longnose Sucker,63.1,0.5,0.3,0.075,0.212
Tahltan-Kaska-Tagish,Catostomus commersonii,Fish,White Sucker,44.8,0.525,0.75,0.1365,0.23399999999999999
Tahltan-Kaska-Tagish,Clupea harengus,Fish,Atlantic Herring,35,0.7755,1.15,0.635,1.075
Tahltan-Kaska-Tagish,Coregonus artedi,Fish,Lake Herring,17.3,2.29,0.34,0.095,0.257
Tahltan-Kaska-Tagish,Coregonus autumnalis,Fish,Arctic Cisco,30,0.4,1,0.3,0.3
Tahltan-Kaska-Tagish,Coregonus clupeaformis,Fish,Lake Whitefish,26.166666666666668,1.5,0.82,0.21180000000000002,0.4502
Tahltan-Kaska-Tagish,Esox lucius,Fish,Northern Pike,61.38675,1.7401250000000001,0.4196666666666667,0.05525,0.14266666666666666
Tahltan-Kaska-Tagish,Lota lota,Fish,Burbot,46.25,1.29875,0.9666666666666667,0.46555555555555556,0.6044
Tahltan-Kaska-Tagish,Oncorhynchus gorbuscha,Fish,Pink Salmon,13,0.55,0.9333333333333333,0.4095,0.593
Tahltan-Kaska-Tagish,Oncorhynchus keta,Fish,Chum Salmon,11.25,0.92,0.5125,0.3165,0.497
Tahltan-Kaska-Tagish,Oncorhynchus kisutch,Fish,Coho Salmon,57,0.41,449.1666666666667,0.3135,0.4935
Tahltan-Kaska-Tagish,Oncorhynchus mykiss,Fish,Rainbow Trout,57.8,3.6625,849.1675,0.2788,0.896
Tahltan-Kaska-Tagish,Oncorhynchus nerka,Fish,Sockeye Salmon,78,0.72,0.8166666666666667,0.7797499999999999,1.39825
Tahltan-Kaska-Tagish,Oncorhynchus tshawytscha,Fish,Chinook Salmon,21.818181818181817,0.62,1.4033333333333333,0.676,0.5723333333333334
Tahltan-Kaska-Tagish,Salmo salar,Fish,Atlantic Salmon,14.65,0.7033333333333334,0.7875,0.377,1.0844
Tahltan-Kaska-Tagish,Salvelinus alpinus,Fish,Arctic Char,52.285714285714285,2.3633333333333333,1.29625,0.6266666666666667,0.49666666666666665
Tahltan-Kaska-Tagish,Salvelinus fontinalis,Fish,Brook Trout,16.575,0.55775,0.4815,0.13733333333333334,0.24066666666666667
Tahltan-Kaska-Tagish,Salvelinus namaycush,Fish,Lake Trout,13.4,2.05,1.2325714285714287,0.224,0.5773333333333334
Tahltan-Kaska-Tagish,Stenodus leucichthys,Fish,Inconnu,10,0.3,0.4,0.2,0.2
Tahltan-Kaska-Tagish,Thymallus arcticus,Fish,Arctic Grayling,281.5,0.7,1,0.1,0.1
Tanaina,Esox lucius,Fish,Northern Pike,61.38675,1.7401250000000001,0.4196666666666667,0.05525,0.14266666666666666
Tanaina,Oncorhynchus gorbuscha,Fish,Pink Salmon,13,0.55,0.9333333333333333,0.4095,0.593
Tanaina,Oncorhynchus keta,Fish,Chum Salmon,11.25,0.92,0.5125,0.3165,0.497
Tanaina,Oncorhynchus kisutch,Fish,Coho Salmon,57,0.41,449.1666666666667,0.3135,0.4935
Tanaina,Oncorhynchus mykiss,Fish,Rainbow Trout,57.8,3.6625,849.1675,0.2788,0.896
Tanaina,Oncorhynchus nerka,Fish,Sockeye Salmon,78,0.72,0.8166666666666667,0.7797499999999999,1.39825
Tanaina,Oncorhynchus tshawytscha,Fish,Chinook Salmon,21.818181818181817,0.62,1.4033333333333333,0.676,0.5723333333333334
Tanaina,Salmo salar,Fish,Atlantic Salmon,14.65,0.7033333333333334,0.7875,0.377,1.0844
Tanaina,Salvelinus fontinalis,Fish,Brook Trout,16.575,0.55775,0.4815,0.13733333333333334,0.24066666666666667
Tanaina,Salvelinus namaycush,Fish,Lake Trout,13.4,2.05,1.2325714285714287,0.224,0.5773333333333334
Tanaina,Thymallus arcticus,Fish,Arctic Grayling,281.5,0.7,1,0.1,0.1
Tanana,Catostomus catostomus,Fish,Longnose Sucker,63.1,0.5,0.3,0.075,0.212
Tanana,Catostomus commersonii,Fish,White Sucker,44.8,0.525,0.75,0.1365,0.23399999999999999
Tanana,Coregonus artedi,Fish,Lake Herring,17.3,2.29,0.34,0.095,0.257
Tanana,Coregonus autumnalis,Fish,Arctic Cisco,30,0.4,1,0.3,0.3
Tanana,Coregonus clupeaformis,Fish,Lake Whitefish,26.166666666666668,1.5,0.82,0.21180000000000002,0.4502
Tanana,Esox lucius,Fish,Northern Pike,61.38675,1.7401250000000001,0.4196666666666667,0.05525,0.14266666666666666
Tanana,Oncorhynchus gorbuscha,Fish,Pink Salmon,13,0.55,0.9333333333333333,0.4095,0.593
Tanana,Oncorhynchus keta,Fish,Chum Salmon,11.25,0.92,0.5125,0.3165,0.497
Tanana,Oncorhynchus kisutch,Fish,Coho Salmon,57,0.41,449.1666666666667,0.3135,0.4935
Tanana,Oncorhynchus nerka,Fish,Sockeye Salmon,78,0.72,0.8166666666666667,0.7797499999999999,1.39825
Tanana,Oncorhynchus tshawytscha,Fish,Chinook Salmon,21.818181818181817,0.62,1.4033333333333333,0.676,0.5723333333333334
Tanana,Salmo salar,Fish,Atlantic Salmon,14.65,0.7033333333333334,0.7875,0.377,1.0844
Tanana,Stenodus leucichthys,Fish,Inconnu,10,0.3,0.4,0.2,0.2
Tanana,Thymallus arcticus,Fish,Arctic Grayling,281.5,0.7,1,0.1,0.1
Tillamook,Oncorhynchus gorbuscha,Fish,Pink Salmon,13,0.55,0.9333333333333333,0.4095,0.593
Tillamook,Oncorhynchus keta,Fish,Chum Salmon,11.25,0.92,0.5125,0.3165,0.497
Tillamook,Oncorhynchus kisutch,Fish,Coho Salmon,57,0.41,449.1666666666667,0.3135,0.4935
Tillamook,Oncorhynchus mykiss,Fish,Rainbow Trout,57.8,3.6625,849.1675,0.2788,0.896
Tillamook,Oncorhynchus nerka,Fish,Sockeye Salmon,78,0.72,0.8166666666666667,0.7797499999999999,1.39825
Tillamook,Oncorhynchus tshawytscha,Fish,Chinook Salmon,21.818181818181817,0.62,1.4033333333333333,0.676,0.5723333333333334
Tillamook,Salmo salar,Fish,Atlantic Salmon,14.65,0.7033333333333334,0.7875,0.377,1.0844
Tillamook,Salvelinus fontinalis,Fish,Brook Trout,16.575,0.55775,0.4815,0.13733333333333334,0.24066666666666667
Tillamook,Salvelinus namaycush,Fish,Lake Trout,13.4,2.05,1.2325714285714287,0.224,0.5773333333333334
Tlingit,Boreogadus saida,Fish,Arctic Cod,20.2,0.5,0.6,0.165,0.329
Tlingit,Callinectes sapidus,Marine Invertebrates,Blue Crab,94.5,4025,2.32,0.2,0.2
Tlingit,Cancer magister,Marine Invertebrates,Dungeness Crab,52,3.23,0.365,0.2,0.1
Tlingit,Catostomus catostomus,Fish,Longnose Sucker,63.1,0.5,0.3,0.075,0.212
Tlingit,Catostomus commersonii,Fish,White Sucker,44.8,0.525,0.75,0.1365,0.23399999999999999
Tlingit,Centropristes striata,Fish,Black Sea Bass,60.8,0.2415,1.1680000000000001,0.1,0.3
Tlingit,Clupea harengus,Fish,Atlantic Herring,35,0.7755,1.15,0.635,1.075
Tlingit,Coregonus artedi,Fish,Lake Herring,17.3,2.29,0.34,0.095,0.257
Tlingit,Coregonus autumnalis,Fish,Arctic Cisco,30,0.4,1,0.3,0.3
Tlingit,Coregonus clupeaformis,Fish,Lake Whitefish,26.166666666666668,1.5,0.82,0.21180000000000002,0.4502
Tlingit,Esox lucius,Fish,Northern Pike,61.38675,1.7401250000000001,0.4196666666666667,0.05525,0.14266666666666666
Tlingit,Gadiformes,Fish,Cod and Relatives,29,0.71,0.364,0.1,0.2
Tlingit,Gadus morhua,Fish,Atlantic Cod,12.75,1.27725,1.8625,1.3094,1.1242
Tlingit,Hippoglossus hippoglossus,Fish,Atlantic Halibut,15,0.5,0.5,0.281,0.41
Tlingit,Hippoglossus stenolepis,Fish,Pacific Halibut,22,0.08,0.09,0.1,0.3
Tlingit,Lota lota,Fish,Burbot,46.25,1.29875,0.9666666666666667,0.46555555555555556,0.6044
Tlingit,Melanogrammus aeglefinus,Fish,Haddock,22.5,0.544,0.6395,0.086,0.1865
Tlingit,Micropogonias undulatus,Fish,Atlantic Croaker,66.5,0.371,0.976,0.1,0.1
Tlingit,Mugil cephalus,Fish,Flathead Gray Mullet,123,0.398,1.7,0.4,0.4
Tlingit,Mya arenaria,Marine Invertebrates,Softshell Clam,53,1.7,40.5,0.2,0.2
Tlingit,Mytilus edulis,Marine Invertebrates,Blue Mussel,56.5,2.4875,9.3625,0.16125,0.17925
Tlingit,Oncorhynchus gorbuscha,Fish,Pink Salmon,13,0.55,0.9333333333333333,0.4095,0.593
Tlingit,Oncorhynchus keta,Fish,Chum Salmon,11.25,0.92,0.5125,0.3165,0.497
Tlingit,Oncorhynchus kisutch,Fish,Coho Salmon,57,0.41,449.1666666666667,0.3135,0.4935
Tlingit,Oncorhynchus mykiss,Fish,Rainbow Trout,57.8,3.6625,849.1675,0.2788,0.896
Tlingit,Oncorhynchus nerka,Fish,Sockeye Salmon,78,0.72,0.8166666666666667,0.7797499999999999,1.39825
Tlingit,Oncorhynchus tshawytscha,Fish,Chinook Salmon,21.818181818181817,0.62,1.4033333333333333,0.676,0.5723333333333334
Tlingit,Ostreidae,Marine Invertebrates,Oysters,84.66666666666667,53.6,2731.4666666666667,0.22349999999999998,0.183
Tlingit,Pectinidae,Marine Invertebrates,Scallops,27.6,1.22,0.6035,0.1,0.1
Tlingit,Pleuronectinae,Fish,Flounders and Soles,23.5,0.78,0.55,0.192,0.1165
Tlingit,Pomatomus saltatrix,Fish,Bluefish,65.6,0.763,2.826,0.4,0.8
Tlingit,Salmo salar,Fish,Atlantic Salmon,14.65,0.7033333333333334,0.7875,0.377,1.0844
Tlingit,Salvelinus fontinalis,Fish,Brook Trout,16.575,0.55775,0.4815,0.13733333333333334,0.24066666666666667
