number_of_targets,subgroup,number_of_species,sd,se
4.078,all,5,0.8286148698898679,0.37056783524817766
4.253,all,6,0.7493681021717915,0.30592824663978335
4.366,all,7,0.6931987626392048,0.2620045050115754
4.469,all,8,0.6583862638850179,0.23277469591658592
4.569,all,9,0.5963175283308336,0.19877250944361122
4.639,all,10,0.5375574089973721,0.16999057855303865
4.698,all,11,0.4950162028065759,0.1492530008959896
4.743,all,12,0.45952384286581055,0.1326531071888135
4.785,all,13,0.43006971523226317,0.1192798777149324
4.814,all,14,0.40443487432164843,0.10808976678389903
4.836,all,15,0.3837333074561697,0.09907951394418904
4.873,all,16,0.33909583599033766,0.08477395899758441
4.897,all,17,0.3073849142125968,0.074551792295291755
4.916,all,18,0.2775266131761439,0.06541365004552907
4.937,all,19,0.24308453280719053,0.055767416486544256
4.947,all,20,0.22414558046332575,0.050120475477214516
4.96,all,21,0.19605723255834873,0.04278319565439018
4.969,all,22,0.17340435135563662,0.036969931928201694
4.977,all,23,0.1499783100768024,0.03127263944693473
4.983,all,24,0.1293357171384909,0.026400542708853333
4.987,all,25,0.11333068359382575,0.02266613671876515
4.99,all,26,0.0995485304256668,0.019523073045767697
4.992,all,27,0.08912880535463237,0.017152846588015587
4.995,all,28,0.07056897321046962,0.013336282385148711
4.997,all,29,0.054717401199198,0.010160766319854495
4.998,all,30,0.04469897088298564,0.00816087821662595
5,all,31,0,0
5,all,32,0,0
5,all,33,0,0
5,all,34,0,0
5,all,35,0,0
5,all,36,0,0
5,all,37,0,0
5,all,38,0,0
5,all,39,0,0
5,all,40,0,0
1.779,all,1,1.124020650354086,1.124020650354086
2.704,all,2,1.1276771061148914,0.7973881287226615
3.266,all,3,1.1262826077466137,0.6502595667661012
3.603,all,4,1.0902199684373697,0.5451099842186848
3.861,all,5,1.0132648744063448,0.45314582767707473
4.054,all,6,0.9486748568313508,0.387294888507449
4.222,all,7,0.8680261916955441,0.3280830621024127
4.334,all,8,0.7918781920668551,0.27997121974210826
4.427,all,9,0.7191579716503101,0.23971932388343672
4.507,all,10,0.6681297758649868,0.2112811864311154
4.572,all,11,0.6206457936707549,0.18713174775620256
4.628,all,12,0.5691572190001106,0.16430153680046633
4.677,all,13,0.52244037357764,0.14489888886974944
4.712,all,14,0.4952790135886047,0.13236888426485102
4.75,all,15,0.46229180580420604,0.11936323099785622
4.774,all,16,0.44398324418959906,0.11099581104739976
4.815,all,17,0.4011682140149391,0.09729758353082264
4.833,all,18,0.38374243739552477,0.09044895990380993
4.859,all,19,0.35389863555013074,0.08118991519052371
4.883,all,20,0.32467894359877486,0.07260041887496807
4.906,all,21,0.2953832277758019,0.06445790477633308
4.923,all,22,0.26672484350382913,0.056865927704854456
4.937,all,23,0.24308453280719053,0.05068662892462911
4.947,all,24,0.22414558046332575,0.0457535250195915
4.956,all,25,0.20519772441746548,0.041039544883493095
4.965,all,26,0.18387171834952978,0.0360602107639265
4.977,all,27,0.1499783100768024,0.028863339231815676
4.983,all,28,0.1293357171384909,0.024442153084760096
4.986,all,29,0.11754921445002436,0.021828341129744067
4.989,all,30,0.10435463521037237,0.01905246256164794
4.99,all,31,0.0995485304256668,0.017879443873423478
4.993,all,32,0.08341437500789632,0.01474571755413029
4.995,all,33,0.07056897321046962,0.012284481439678988
4.998,all,34,0.04469897088298564,0.007665810263758236
5,all,35,0,0
5,all,36,0,0
5,all,37,0,0
5,all,38,0,0
5,all,39,0,0
5,all,40,0,0
2.272,all,1,1.3623038838202994,1.3623038838202994
3.256,all,2,1.2907866323022292,0.9127239807658529
3.842,all,3,1.1253009829829095,0.6496928254445333
4.172,all,4,0.9804985351225046,0.4902492675612523
4.421,all,5,0.8151217230717284,0.36453351654502864
4.596,all,6,0.6597114666422127,0.26932607845609113
4.695,all,7,0.5816470693756768,0.2198419280539391
4.784,all,8,0.4770446222017093,0.16866074364370162
4.837,all,9,0.4178583559121507,0.13928611863738358
4.884,all,10,0.34447447316552016,0.10893239309895962
4.914,all,11,0.297813184215697,0.08979405360586003
4.934,all,12,0.2563390522524996,0.07399871041089709
4.956,all,13,0.21001930413204425,0.05824887460656551
4.967,all,14,0.17872588772459053,0.04776650271517459
4.971,all,15,0.1678904023081343,0.04334911547516449
4.979,all,16,0.14345584540052586,0.035863961350131465
4.99,all,17,0.0995485304256668,0.024144065048237507
4.993,all,18,0.08341437500789632,0.01966095673884039
4.997,all,19,0.05471740119919799,0.012553032751603962
4.999,all,20,0.03162277660168379,0.0070710678118654745
4.999,all,21,0.03162277660168379,0.006900655593423542
5,all,22,0,0
5,all,23,0,0
5,all,24,0,0
5,all,25,0,0
5,all,26,0,0
5,all,27,0,0
5,all,28,0,0
5,all,29,0,0
5,all,30,0,0
5,all,31,0,0
5,all,32,0,0
5,all,33,0,0
5,all,34,0,0
5,all,35,0,0
5,all,36,0,0
5,all,37,0,0
5,all,38,0,0
5,all,39,0,0
5,all,40,0,0
2.293,all,1,1.3179104248346654,1.3179104248346654
3.272,all,2,1.1381174417920636,0.8047705608778539
3.756,all,3,0.9630116257820522,0.555995021378007
4.082,all,4,0.8258074581631956,0.4129037290815978
4.267,all,5,0.7100811328399137,0.31755793651402103
4.404,all,6,0.6349702254335925,0.2592255090287179
4.509,all,7,0.5781463943096534,0.21851879724743303
4.586,all,8,0.5299857402656084,0.18737825543699196
4.649,all,9,0.4980432180514529,0.16601440601715098
4.698,all,10,0.46799040055861724,0.14799155888597668
4.74,all,11,0.44339214764877893,0.13368776261280563
4.772,all,12,0.42213054165055885,0.12185859092755635
4.809,all,13,0.3932857404911519,0.10907783871151325
4.84,all,14,0.366789496216201,0.09802861627917436
4.869,all,15,0.33756918246924283,0.08715998812641534
4.892,all,16,0.3105357184486713,0.07763392961216782
4.908,all,17,0.28917057184232914,0.07013416538389312
4.921,all,18,0.26987373312686774,0.06360984891937893
4.938,all,19,0.24127621974453722,0.05535256101820793
4.951,all,20,0.21597603025716916,0.04829370851655816
4.962,all,21,0.19129190414806527,0.041743315742416486
4.972,all,22,0.16505527329729044,0.03518990250525338
4.98,all,23,0.14007005254378832,0.0292066249331117
4.981,all,24,0.13659303663678343,0.027881936848117326
4.988,all,25,0.10893974420691407,0.021787948841382816
4.993,all,26,0.08341437500789632,0.016358904841515757
4.995,all,27,0.07056897321046962,0.013581005226500041
4.998,all,28,0.04469897088298564,0.00844731148692123
4.999,all,29,0.03162277660168379,0.005872202195147035
5,all,30,0,0
5,all,31,0,0
5,all,32,0,0
5,all,33,0,0
5,all,34,0,0
5,all,35,0,0
5,all,36,0,0
5,all,37,0,0
5,all,38,0,0
5,all,39,0,0
5,all,40,0,0
1.982,all,1,1.1175530971389793,1.1175530971389793
2.947,all,2,1.1123976035700673,0.7865838888600594
3.514,all,3,1.0280373830074765,0.593537659816365
3.841,all,4,0.9458401628254182,0.4729200814127091
4.071,all,5,0.8571427498927432,0.38332589103625486
4.239,all,6,0.7736132609240082,0.31582629125240075
4.379,all,7,0.7084213865072545,0.2677581160196805
4.474,all,8,0.6463294374711257,0.2285119640581598
4.571,all,9,0.5720894041024412,0.19069646803414708
4.639,all,10,0.5262660505447373,0.1664199374942666
4.702,all,11,0.48727141659801204,0.14691785999277823
4.758,all,12,0.44680603804742347,0.12898179317111505
4.802,all,13,0.4061538636538633,0.11264681393321647
4.838,all,14,0.3713406709396291,0.09924496888791819
4.87,all,15,0.33647171235218754,0.08687662256066098
4.894,all,16,0.30799165387857325,0.07699791346964331
4.903,all,17,0.296105857217784,0.0718162191572344
4.922,all,18,0.26830577330349786,0.0632402772448013
4.932,all,19,0.2518718710762269,0.057783370144304104
4.945,all,20,0.22809433799861634,0.05100344450477194
4.953,all,21,0.21174474216810163,0.04620649090448731
4.965,all,22,0.18387171834952978,0.039201582069656786
4.973,all,23,0.162164414398774,0.03381361784926902
4.981,all,24,0.13659303663678343,0.027881936848117326
4.986,all,25,0.11754921445002436,0.02350984289000487
4.989,all,26,0.10435463521037237,0.02046562774121329
4.991,all,27,0.09448771310560929,0.018184168865545216
4.993,all,28,0.08341437500789632,0.015763835145626792
4.995,all,29,0.07056897321046962,0.01310432934512547
4.996,all,30,0.06315051850925682,0.011529654501889159
4.999,all,31,0.03162277660168379,0.005679618342470648
4.999,all,32,0.03162277660168379,0.005590169943749473
4.999,all,33,0.03162277660168379,0.005504818825631802
5,all,34,0,0
5,all,35,0,0
5,all,36,0,0
5,all,37,0,0
5,all,38,0,0
5,all,39,0,0
5,all,40,0,0
2.259,all,1,1.2639289997925187,1.2639289997925187
3.142,all,2,1.0615851180960305,0.750654035812425
3.594,all,3,0.8694365531307733,0.5019694279933523
3.873,all,4,0.7317147028770206,0.3658573514385103
4.055,all,5,0.634332229496009,0.28368199709441466
4.175,all,6,0.5715782550987237,0.23334584551037177
4.264,all,7,0.529702354709307,0.20020867134944997
4.338,all,8,0.5196402852224085,0.18372058472923836
4.392,all,9,0.5182707830898869,0.17275692769662898
4.446,all,10,0.5053111312244559,0.15979341017055093
4.482,all,11,0.5078719660839077,0.1531291593673114
4.514,all,12,0.504041722536992,0.1455043120947675
4.548,all,13,0.5019441681581209,0.13921426428570954
4.586,all,14,0.4927949338688932,0.13170498603395145
4.627,all,15,0.48384409173317916,0.12492800729623044
4.658,all,16,0.47461696267754827,0.11865424066938707
4.691,all,17,0.46231237570795436,0.1121272210043607
4.72,all,18,0.44922355437109684,0.10588300718817545
4.742,all,19,0.43775292989039793,0.1004274096647942
4.769,all,20,0.42168331341993703,0.094291255378432845
4.799,all,21,0.40094857495663927,0.08749415212016548
4.821,all,22,0.38354413840665863,0.08177188506229502
4.842,all,23,0.3649235113954281,0.07609181215426794
4.857,all,24,0.3502480173729377,0.07149407716542962
4.875,all,25,0.33088439746304826,0.06617687949260966
4.883,all,26,0.32158111638343195,0.06306724567854123
4.898,all,27,0.30279974849343533,0.058273838767745285
4.915,all,28,0.2790212408632233,0.05273005813062442
4.932,all,29,0.2518718710762269,0.04677143227678676
4.943,all,30,0.2319586273558386,0.04234965753690924
4.951,all,31,0.21597603025716916,0.03879044014488275
4.959,all,32,0.19838941090279583,0.03507062444124283
4.967,all,33,0.17872588772459053,0.03111218359369795
4.974,all,34,0.15921478998305827,0.02730511121585618
4.984,all,35,0.12553788177183714,0.021219774981814727
4.989,all,36,0.10435463521037237,0.01739243920172873
4.995,all,37,0.07056897321046962,0.011601467730980095
4.997,all,38,0.054717401199198,0.008876334583115991
5,all,39,0,0
5,all,40,0,0
2.234,all,1,1.4329331098475242,1.4329331098475242
3.141,all,2,1.1429896873661747,0.808215758762914
3.574,all,3,0.9856447105805902,0.5690622389790346
3.87,all,4,0.8876304906253998,0.4438152453126999
4.082,all,5,0.8221629716497526,0.3676824586384158
4.249,all,6,0.7480364687356884,0.30538460956596974
4.367,all,7,0.6933915140754117,0.2620773582065831
4.476,all,8,0.6448564490177948,0.22799118399617993
4.561,all,9,0.5853388946769398,0.19511296489231325
4.634,all,10,0.5462072338795435,0.17272589335196456
4.69,all,11,0.5021475402231421,0.15140318002909622
4.744,all,12,0.45680704096223457,0.13186883403363128
4.782,all,13,0.42738584283836384,0.11853550544316269
4.823,all,14,0.3922050800599411,0.1048212167811817
4.855,all,15,0.3579149383625991,0.09241323970914668
4.874,all,16,0.3350167700820904,0.0837541925205226
4.896,all,17,0.30541328929383094,0.07407360301328167
4.918,all,18,0.27450200609713465,0.06470074332019832
4.929,all,19,0.25695335184625445,0.05894914178430913
4.945,all,20,0.22809433799861634,0.05100344450477194
4.957,all,21,0.2029585972364615,0.04428919689419714
4.965,all,22,0.18387171834952978,0.039201582069656786
4.979,all,23,0.14345584540052586,0.029912611546752958
4.985,all,24,0.12161327966052798,0.02482420675955712
4.989,all,25,0.10435463521037237,0.020870927042074473
4.991,all,26,0.09448771310560929,0.018530565112317633
4.993,all,27,0.08341437500789632,0.01605310395503111
4.995,all,28,0.07056897321046962,0.013336282385148711
4.997,all,29,0.05471740119919799,0.010160766319854495
4.998,all,30,0.04469897088298564,0.00816087821662595
5,all,31,0,0
5,all,32,0,0
5,all,33,0,0
5,all,34,0,0
5,all,35,0,0
5,all,36,0,0
5,all,37,0,0
5,all,38,0,0
5,all,39,0,0
5,all,40,0,0
1.97,all,1,1.1595018087284057,1.1595018087284057
2.914,all,2,1.1696033395865335,0.8270344527200701
3.483,all,3,1.0737149826019303,0.6199096342381588
3.866,all,4,0.9278496133021261,0.46392480665106306
4.098,all,5,0.8420837874612627,0.37659131830277365
4.277,all,6,0.7528863379274708,0.30736456037248827
4.426,all,7,0.6789587505769293,0.25662228635681245
4.526,all,8,0.6178233612495612,0.21843354415751537
4.615,all,9,0.5505252746950662,0.1835084248983554
4.672,all,10,0.5086007025896393,0.16083366397451582
4.736,all,11,0.4544342752373664,0.13701708934903986
4.77,all,12,0.4257713955648985,0.1229096149213184
4.808,all,13,0.39911814703831155,0.11069545723960064
4.834,all,14,0.37760639108281335,0.10091955303486132
4.861,all,15,0.3518562246185262,0.0908488865471312
4.879,all,16,0.3323694773433166,0.08309236933582916
4.897,all,17,0.304110972316823,0.07375774475126762
4.916,all,18,0.2775266131761439,0.06541365004552907
4.93,all,19,0.25527468571161765,0.058564029361107765
4.942,all,20,0.2338604085575211,0.05229277707804907
4.954,all,21,0.20958990416508122,0.04573626670166786
4.963,all,22,0.1888562063228706,0.04026427847623897
4.97,all,23,0.17067257872642908,0.03558769274875132
4.973,all,24,0.162164414398774,0.03310167247618647
4.982,all,25,0.13301764429463367,0.026603528858926733
4.989,all,26,0.10435463521037237,0.02046562774121329
4.995,all,27,0.07056897321046962,0.013581005226500041
4.996,all,28,0.06315051850925682,0.01193432622430535
4.996,all,29,0.06315051850925682,0.01172675689063262
4.998,all,30,0.04469897088298564,0.00816087821662595
5,all,31,0,0
5,all,32,0,0
5,all,33,0,0
5,all,34,0,0
5,all,35,0,0
5,all,36,0,0
5,all,37,0,0
5,all,38,0,0
5,all,39,0,0
5,all,40,0,0
2.26,all,1,1.3357335753001733,1.3357335753001733
3.403,all,2,1.2530607172683856,0.8860477304189546
3.988,all,3,1.0719165102772719,0.6188712857573871
4.323,all,4,0.9096694446327734,0.4548347223163867
4.542,all,5,0.7448427960253028,0.33310382489271745
4.685,all,6,0.6116773243705779,0.24971622198979826
4.788,all,7,0.5013056027088739,0.18947570794443255
4.858,all,8,0.4049691346263318,0.14317821063276354
4.901,all,9,0.3336319983309609,0.11121066611032031
4.928,all,10,0.2808823506290399,0.08882279825297945
4.952,all,11,0.2274813129638295,0.06858819653803928
4.97,all,12,0.18202508929577024,0.05254611715208931
4.983,all,13,0.1293357171384909,0.03587127383782582
4.989,all,14,0.10435463521037237,0.02788994940564213
4.993,all,15,0.08341437500789632,0.021537499015992174
4.996,all,16,0.06315051850925682,0.015787629627314205
4.998,all,17,0.04469897088298564,0.01084109284158577
4.999,all,18,0.03162277660168379,0.0074535599249993
4.999,all,19,0.03162277660168379,0.007254762501100116
5,all,20,0,0
5,all,21,0,0
5,all,22,0,0
5,all,23,0,0
5,all,24,0,0
5,all,25,0,0
5,all,26,0,0
5,all,27,0,0
5,all,28,0,0
5,all,29,0,0
5,all,30,0,0
5,all,31,0,0
5,all,32,0,0
5,all,33,0,0
5,all,34,0,0
5,all,35,0,0
5,all,36,0,0
5,all,37,0,0
5,all,38,0,0
5,all,39,0,0
5,all,40,0,0
1.991,all,1,1.3589576026373176,1.3589576026373176
2.961,all,2,1.268498359513361,0.8969637919359086
3.508,all,3,1.1032466420312157,0.6369597457592732
3.906,all,4,0.9176088524017224,0.4588044262008612
4.119,all,5,0.8279640840788473,0.37027679498573074
4.308,all,6,0.7346262149390502,0.29990989637880566
4.438,all,7,0.6561909680775762,0.2480168734428557
4.526,all,8,0.6162010253997503,0.2178599618171337
4.621,all,9,0.552869482486296,0.184289827495432
4.686,all,10,0.5154315373254431,0.1629937635830493
4.742,all,11,0.4729266958627517,0.14259276395629736
4.796,all,12,0.42019110004920446,0.12129872236224659
4.83,all,13,0.3811105420284845,0.1057010462233519
4.861,all,14,0.3489997146142111,0.09327409715487574
4.883,all,15,0.32158111638343195,0.08303188721385474
4.903,all,16,0.296105857217784,0.074026464304446
4.919,all,17,0.27297163499805893,0.06620534611144396
4.935,all,18,0.24664921616708177,0.05813577777536339
4.955,all,19,0.20740785428237288,0.047582625100709104
4.964,all,20,0.18638331132035063,0.04167657539838101
4.976,all,21,0.15312559370479986,0.03341474399939518
4.982,all,22,0.13301764429463367,0.028359457051551674
4.986,all,23,0.11754921445002436,0.02451070557391626
4.989,all,24,0.10435463521037237,0.021301300713307287
4.99,all,25,0.0995485304256668,0.01990970608513336
4.993,all,26,0.08341437500789632,0.016358904841515757
4.996,all,27,0.06315051850925682,0.012153322953594623
4.997,all,28,0.05471740119919799,0.010340616854344663
4.999,all,29,0.03162277660168379,0.005872202195147035
5,all,30,0,0
5,all,31,0,0
5,all,32,0,0
5,all,33,0,0
5,all,34,0,0
5,all,35,0,0
5,all,36,0,0
5,all,37,0,0
5,all,38,0,0
5,all,39,0,0
5,all,40,0,0
2.268,all,1,1.224612459382835,1.224612459382835
3.291,all,2,1.1531039192755563,0.8153676007325311
3.813,all,3,1.0654417704249097,0.6151330929606931
4.138,all,4,0.9422546597623404,0.4711273298811702
4.353,all,5,0.8167362230598433,0.3652555428896482
4.494,all,6,0.7116673875276781,0.2905369943370581
4.629,all,7,0.5947375158107253,0.22478965174221774
4.725,all,8,0.5036155563806867,0.17805498751390977
4.783,all,9,0.45400123030352807,0.15133374343450937
4.824,all,10,0.41133100198403866,0.13007428385088007
4.864,all,11,0.36281625602450013,0.10939321718861716
4.881,all,12,0.3419882394994833,0.09872350106735646
4.908,all,13,0.3059895907210401,0.08486624300791924
4.927,all,14,0.2640847226568412,0.07057961094736553
4.944,all,15,0.23003677296666486,0.059395239381012634
4.958,all,16,0.20068950215762726,0.050172375539406816
4.972,all,17,0.16505527329729044,0.0400317838747011
4.978,all,18,0.1467567291047928,0.03459089277825205
4.985,all,19,0.12161327966052798,0.02789999980172589
4.988,all,20,0.10893974420691407,0.024359667349809877
4.991,all,21,0.09448771310560929,0.020618909407129786
4.993,all,22,0.08341437500789632,0.017784004506039022
4.994,all,23,0.07726558075864033,0.01611098729866748
4.996,all,24,0.06315051850925682,0.01289054561165532
4.997,all,25,0.054717401199198,0.0109434802398396
4.998,all,26,0.04469897088298564,0.008766189414225366
4.998,all,27,0.04469897088298564,0.008602320957263668
4.999,all,28,0.03162277660168379,0.005976143046671967
5,all,29,0,0
5,all,30,0,0
5,all,31,0,0
5,all,32,0,0
5,all,33,0,0
5,all,34,0,0
5,all,35,0,0
5,all,36,0,0
5,all,37,0,0
5,all,38,0,0
5,all,39,0,0
5,all,40,0,0
2.089,all,1,1.4039408997710872,1.4039408997710872
3.082,all,2,1.2723580057888169,0.8996929739902648
3.729,all,3,1.087539305837606,0.6278911109796406
4.098,all,4,0.9546241707118605,0.4773120853559302
4.35,all,5,0.8100346635522188,0.36225851436678647
4.514,all,6,0.6944683479369569,0.2835155158265259
4.649,all,7,0.5710736599819021,0.21584555494451022
4.723,all,8,0.5182080079847662,0.18321419825560034
4.779,all,9,0.45647274548144423,0.1521575818271481
4.832,all,10,0.3948821747457486,0.12487270795971869
4.87,all,11,0.3394336683583631,0.10234310174169275
4.902,all,12,0.3008097180718842,0.0868362858518289
4.915,all,13,0.28258601319749505,0.07837525848557785
4.927,all,14,0.2640847226568412,0.07057961094736553
4.943,all,15,0.23623464353647797,0.060995522680934985
4.961,all,16,0.19369180807797864,0.04842295201949466
4.971,all,17,0.1678904023081343,0.04071940366140475
4.98,all,18,0.14007005254378832,0.033014827998289586
4.985,all,19,0.12161327966052798,0.02789999980172589
4.988,all,20,0.10893974420691407,0.024359667349809877
4.994,all,21,0.07726558075864033,0.01686073202100918
4.996,all,22,0.06315051850925682,0.01346373578440179
4.998,all,23,0.04469897088298564,0.009320379722619997
4.999,all,24,0.03162277660168379,0.006454972243679028
4.999,all,25,0.03162277660168379,0.006324555320336758
4.999,all,26,0.03162277660168379,0.006201736729460423
5,all,27,0,0
5,all,28,0,0
5,all,29,0,0
5,all,30,0,0
5,all,31,0,0
5,all,32,0,0
5,all,33,0,0
5,all,34,0,0
5,all,35,0,0
5,all,36,0,0
5,all,37,0,0
5,all,38,0,0
5,all,39,0,0
5,all,40,0,0
2.34,all,1,1.3498971154211057,1.3498971154211057
3.254,all,2,1.1527414336323705,0.8151112846761517
3.746,all,3,0.9932121981079725,0.5734313299400579
4.068,all,4,0.8775797092835192,0.4387898546417596
4.277,all,5,0.7555407612047426,0.33788810036514805
4.439,all,6,0.6608446986363102,0.26978871848038044
4.541,all,7,0.6038904566920095,0.22824913821889692
4.626,all,8,0.546280534544681,0.19313933520337795
4.682,all,9,0.49912435837687297,0.1663747861256243
4.729,all,10,0.4601855829671012,0.14552345885484264
4.781,all,11,0.4209705645484209,0.12692740094465463
4.818,all,12,0.38862195901290375,0.11218549632454985
4.852,all,13,0.35808410216627073,0.09931466086838268
4.888,all,14,0.31868096516352773,0.08517107052345448
4.906,all,15,0.2953832277758019,0.076267621461644855
4.929,all,16,0.25695335184625445,0.06423833796156361
4.943,all,17,0.2319586273558386,0.056258230668318164
4.955,all,18,0.20740785428237288,0.048886500078139064
4.969,all,19,0.17340435135563662,0.03978168652260211
4.975,all,20,0.15620307103062794,0.03492806851187122
4.977,all,21,0.1499783100768024,0.0327279504061193
4.98,all,22,0.14007005254378832,0.029863035542303663
4.988,all,23,0.10893974420691407,0.022715506930832297
4.994,all,24,0.07726558075864033,0.015771770628206234
4.995,all,25,0.07056897321046962,0.014113794642093924
4.997,all,26,0.05471740119919799,0.010730965247992146
4.997,all,27,0.05471740119919799,0.010530368770571237
4.999,all,28,0.03162277660168379,0.005976143046671967
4.999,all,29,0.03162277660168379,0.005872202195147035
4.999,all,30,0.03162277660168379,0.005773502691896257
4.999,all,31,0.03162277660168379,0.005679618342470648
4.999,all,32,0.03162277660168379,0.005590169943749473
5,all,33,0,0
5,all,34,0,0
5,all,35,0,0
5,all,36,0,0
5,all,37,0,0
5,all,38,0,0
5,all,39,0,0
5,all,40,0,0
1.882,all,1,1.312935565745631,1.312935565745631
2.729,all,2,1.2120346645323425,0.8570379303239816
3.214,all,3,1.1213658909836082,0.6474208990194508
3.544,all,4,1.059805259086398,0.529902629543199
3.79,all,5,1.0014503996219197,0.4478622339297884
3.987,all,6,0.9443107130191433,0.3855132342567768
4.157,all,7,0.8678157086064437,0.3280035069725636
4.291,all,8,0.7993484584071943,0.28261235773536997
4.4,all,9,0.7406406338762062,0.24688021129206872
4.501,all,10,0.6960484778257068,0.2201098551822438
4.586,all,11,0.6442196977887427,0.19423954728376433
4.645,all,12,0.5977728099640635,0.17256214637349554
4.715,all,13,0.536715066923841,0.14885797646984578
4.772,all,14,0.4819214129380933,0.12879891532602514
4.813,all,15,0.44297542508273213,0.11437576294163819
4.849,all,16,0.39541795021894915,0.09885448755473729
4.872,all,17,0.3684450457690424,0.08936104946713501
4.892,all,18,0.3323348408554939,0.07833207319782395
4.918,all,19,0.2955729408510924,0.06780908313763351
4.938,all,20,0.2650023136242894,0.05925631874586297
4.952,all,21,0.2318399226831948,0.05059161880040237
4.965,all,22,0.194455169159405,0.04145798136383655
4.975,all,23,0.16853309290285812,0.03514157911586601
4.981,all,24,0.14373468495690128,0.02933971970700844
4.988,all,25,0.10893974420691407,0.021787948841382816
4.992,all,26,0.08912880535463237,0.017479596835633982
4.996,all,27,0.06315051850925682,0.012153322953594623
4.998,all,28,0.04469897088298564,0.00844731148692123
4.999,all,29,0.03162277660168379,0.005872202195147035
5,all,30,0,0
5,all,31,0,0
5,all,32,0,0
5,all,33,0,0
5,all,34,0,0
5,all,35,0,0
5,all,36,0,0
5,all,37,0,0
5,all,38,0,0
5,all,39,0,0
5,all,40,0,0
2.155,all,1,1.148169540308962,1.148169540308962
3.07,all,2,1.2249900410209875,0.8661987648919273
3.569,all,3,1.1969426350797567,0.6910551525678376
3.9,all,4,1.103275675983667,0.5516378379918335
4.158,all,5,0.988945910560337,0.4422700564166681
4.33,all,6,0.8808381666775549,0.35960067572143506
4.469,all,7,0.7730696195276572,0.29219285134421474
4.583,all,8,0.6808631100115313,0.24072146107445805
4.647,all,9,0.6039501268778373,0.2013167089592791
4.709,all,10,0.5555426424925701,0.1756780087625163
4.763,all,11,0.5109717135929269,0.15406376840660735
4.816,all,12,0.44310308094205386,0.12791284153032367
4.855,all,13,0.3900347768175642,0.10817618361768316
4.875,all,14,0.3626382584704853,0.09691915132378065
4.906,all,15,0.29875282969915656,0.07713764893714492
4.93,all,16,0.259166292498016,0.064791573124504
4.943,all,17,0.23623464353647797,0.057295316925355
4.953,all,18,0.2164205115922191,0.05101080377823998
4.964,all,19,0.18638331132035063,0.04275926414778362
4.974,all,20,0.15921478998305827,0.035601509342547084
4.979,all,21,0.14345584540052586,0.03130463192532345
4.98,all,22,0.14007005254378832,0.029863035542303663
4.984,all,23,0.12553788177183714,0.02617645785962095
4.989,all,24,0.10435463521037237,0.021301300713307287
4.991,all,25,0.09448771310560929,0.01889754262112186
4.993,all,26,0.08341437500789632,0.016358904841515757
4.995,all,27,0.07056897321046962,0.013581005226500041
4.998,all,28,0.04469897088298564,0.00844731148692123
4.999,all,29,0.03162277660168379,0.005872202195147035
5,all,30,0,0
5,all,31,0,0
5,all,32,0,0
5,all,33,0,0
5,all,34,0,0
5,all,35,0,0
5,all,36,0,0
5,all,37,0,0
5,all,38,0,0
5,all,39,0,0
5,all,40,0,0
1.966,all,1,1.131425704199849,1.131425704199849
2.987,all,2,1.1278754820914865,0.7975284017209364
3.571,all,3,1.045969910204425,0.6038910092207735
3.93,all,4,0.9197531983885383,0.45987659919426915
4.177,all,5,0.808903780016712,0.3617527678747808
4.337,all,6,0.7238473284850576,0.2955094344108591
4.434,all,7,0.6648955452445791,0.2513068943645501
4.545,all,8,0.5867872862625086,0.20746063461513584
4.614,all,9,0.5543566643518515,0.1847855547839505
4.666,all,10,0.5183750695323924,0.16392459019705147
4.718,all,11,0.4697836701043329,0.14164510603383396
4.759,all,12,0.4417172332093396,0.12751278174955447
4.811,all,13,0.4017965162124237,0.11143830319282244
4.839,all,14,0.3704270727366133,0.09900079949757123
4.866,all,15,0.3408227694273963,0.08800006066670642
4.886,all,16,0.31797028965786267,0.07949257241446567
4.901,all,17,0.2988114594326802,0.07247242408152395
4.923,all,18,0.26672484350382913,0.06286764851749276
4.935,all,19,0.24664921616708177,0.05658521093556989
4.944,all,20,0.23003677296666486,0.05143778616781486
4.955,all,21,0.20740785428237288,0.04526010437987355
4.967,all,22,0.17872588772459053,0.0381044872941751
4.971,all,23,0.1678904023081343,0.035007568863087174
4.978,all,24,0.1467567291047928,0.029956591885549954
4.98,all,25,0.14007005254378832,0.028014010508757663
4.984,all,26,0.12553788177183714,0.024620004186526986
4.99,all,27,0.0995485304256668,0.01915812361289679
4.995,all,28,0.07056897321046962,0.013336282385148711
4.996,all,29,0.06315051850925682,0.01172675689063262
4.997,all,30,0.054717401199198,0.009989984974953656
4.998,all,31,0.04469897088298564,0.008028172165724655
4.999,all,32,0.03162277660168379,0.005590169943749473
5,all,33,0,0
5,all,34,0,0
5,all,35,0,0
5,all,36,0,0
5,all,37,0,0
5,all,38,0,0
5,all,39,0,0
5,all,40,0,0
2.257,all,1,1.2363169009115258,1.2363169009115258
3.205,all,2,1.1420504714237805,0.8075516328010486
3.731,all,3,1.0419811537281876,0.601588099595486
4.054,all,4,0.9401957072694854,0.4700978536347427
4.315,all,5,0.8429030107227554,0.376957686083063
4.482,all,6,0.722632823914191,0.2950136149960423
4.602,all,7,0.6465400328007648,0.24436916277690954
4.688,all,8,0.5665483006566845,0.20030507263202826
