ref_info,seanuts_id2,species_name,nutrient,concentration,subgroup,abs_lat,bulk_mean_length,bulk_max_length,bulk_trophic_level,feeding_mode,feeding_level,anacat,max_length,length_from_study,commonlength,commonlengthf,commonlengthref,lengthfemale,maxlengthref,length_source_1,mean_length,tl,food_item_id_2,feedingtyperef,feeding_habit,demerspelag,brackishwater,brack,marine,fresh,trophic_level,diettroph,dietsetroph,foodsetroph,isotroph,isosetroph,ecotroph,ecosetroph,weight,weightfemale,maxweightref,weight_from_study
"Castro-González M.I., Ojeda A., Silncio J.L., Cassis L., Ledesma H., Pérez-Gil F. (2004). Perfil lipídico de 25 pescados marinos mexicanos con especial énfasis en sus ácidos grasos n-3 como components nutracéuticos. Archivos Latinoamericanos de Nutricíon 54(3): 328-336",1366,Bagre marinus,fat_g,2.65,finfish,NA,69.0,NaN,3.88,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),NA,NaN,NA,50.0,NA,3265,NA,40637,NA,69.0,NA,NA,8980,NA,demersal,NA,-1,NA,0,3.88,3.51,0.49,0.67,NA,NA,NA,NA,4360.0,NA,40637,NA
"Masa J., Ogwok P., Muyonga J.H., Kwetegyeka J., Makokha V., Ocen D. (2011). Fatty acid composition of muscle, liver and adipose tissue of freshwater fish from Lake Victoria, Uganda. J Aqua Food Prod Technol 20: 64-72",364,Bagrus docmak,fat_g,6.25,finfish,0.033333,127.0,127.0,4.08,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),NA,127.0,NA,62.0,NA,11248,NA,42492,NA,127.0,4.1,900144,2939,NA,benthopelagic,NA,0,NA,-1,4.08,NA,NA,0.95,NA,NA,NA,NA,35e3,NA,4537,NA
"Castro-González M.I., Silencio Barrita J.L., Juárez Silva M.E., Montaño Benavides S., Pérez-Gil Romo F. (1998). Composición química de la fauna de acompañamiento del camarón de Veracruz (Golfo de México). Revista de Biología Tropical 46(2): 249-256",367,Balistes capriscus,fat_g,1.0,finfish,19.173773,59.125,56.5,3.45,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),NA,53.0,NA,44.0,NA,47377,NA,7348,NA,58.25,3.44,900966,4727,NA,reef-associated,NA,0,NA,0,3.45,4.06,0.2,0.4,NA,NA,NA,NA,6150.0,NA,40637,NA
"Özogul Y., Özogul F., Cicek E., Polat A., Kuley E. (2009). Fat content and fatty acid composition of 34 marine water fish species from the Mediterranean Sea. International Journal of Food Science and Nutrition 60(6): 464-475",368,Balistes capriscus,fat_g,0.53,finfish,37.370157,59.125,56.5,3.45,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),NA,60.0,NA,44.0,NA,47377,NA,7348,NA,60.0,3.6,900330,4727,NA,reef-associated,NA,0,NA,0,3.45,4.06,0.2,0.4,NA,NA,NA,NA,6150.0,NA,40637,NA
"Bogard, J.R., Thilsted, S.H., Marks, G.C., Wahab, M.A., Hossain, M.A., Jakobsen, J. and Stangoulis, J., 2015. Nutrient composition of important fish species in Bangladesh and potential contribution to recommended nutrient intakes. Journal of Food Composition and Analysis, 42, pp.120-133.",1991,Barbonymus gonionotus,fat_g,4.4,finfish,23.81,40.5,NaN,2.359999895,grazing on aquatic plants,plants/detritus+animals (troph. 2.2-2.79),potamodromous,NaN,NA,NA,NA,NA,NA,8609,NA,40.5,NA,NA,NA,NA,benthopelagic,NA,0,NA,-1,2.359999895,NA,NA,0.132,NA,NA,NA,NA,NA,NA,NA,NA
"Papan F., Moghaddam A.Z. (2008). Nutritional evaluation of some species of fishes in Khuzestan and determination of the amount of soy bean meal used in the fish food formula on the basis of its isoflavone content. Journal of Biological Sciences 8(3): 667-670",1302,Barbus grypus,fat_g,1.5,finfish,NA,150.0,NaN,NaN,NA,NA,NA,NaN,NA,NA,NA,NA,NA,93003,NA,150.0,NA,NA,NA,NA,benthopelagic,0,0,1,-1,NA,NA,NA,NA,NA,NA,NA,NA,3e4,NA,93003,NA
"Papan F., Moghaddam A.Z. (2008). Nutritional evaluation of some species of fishes in Khuzestan and determination of the amount of soy bean meal used in the fish food formula on the basis of its isoflavone content. Journal of Biological Sciences 8(3): 667-670",1303,Barbus grypus,fat_g,6.1,finfish,NA,150.0,NaN,NaN,NA,NA,NA,NaN,NA,NA,NA,NA,NA,93003,NA,150.0,NA,NA,NA,NA,benthopelagic,0,0,1,-1,NA,NA,NA,NA,NA,NA,NA,NA,3e4,NA,93003,NA
"Güner S., Dincer B., Alemdag N., Colak A., Tüfekci M. (1998). Proximate composition and selected mineral content of commercially important fish species from the Black Sea. J Sci Food Agri 78: 337-342",370,Belone belone,fat_g,13.42,finfish,42.163403,92.0,89.0,4.5,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),oceanodromous,89.0,NA,45.0,NA,3397,NA,40637,NA,92.0,4.21,900289,NA,NA,pelagic-oceanic,NA,-1,NA,0,4.5,4.16,0.366,0.8,NA,NA,NA,NA,1300.0,NA,35388,NA
"Ifon E.T., Umoh I.B. (1987). Biochemical and nutritional evaluation of Egreria radiata (Clam), a delicacy of some riverine peasant populations in Nigeria. Food Chemistry 24: 21-27",1630,Bivalvia,fat_g,3.663,mollusc,NA,NaN,NaN,NaN,NA,NA,NA,NaN,NA,NA,NA,NA,NA,NA,NA,NaN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Karakoltsidis P.A., Zotos A., Constantinides S.M. (1995). Composition of the commercially important mediterranean finfish, crustaceans, and molluscs. Journal of Food Composition and Analysis 8: 258-273",372,Boops boops,fat_g,0.5,finfish,39.019184,34.92857143,30.0,3.11,selective plankton feeding,mainly animals (troph. 2.8 and up),oceanodromous,30.0,NA,20.0,NA,3397,NA,3397,NA,34.5,3.0,900455,NA,NA,demersal,NA,0,NA,0,3.11,2.79,0.041,0.23,NA,NA,NA,NA,NA,NA,NA,NA
"Karakoltsidis P.A., Zotos A., Constantinides S.M. (1995). Composition of the commercially important mediterranean finfish, crustaceans, and molluscs. Journal of Food Composition and Analysis 8: 258-273",373,Boops boops,fat_g,2.0,finfish,39.019184,34.92857143,30.0,3.11,selective plankton feeding,mainly animals (troph. 2.8 and up),oceanodromous,30.0,NA,20.0,NA,3397,NA,3397,NA,34.5,3.0,900456,NA,NA,demersal,NA,0,NA,0,3.11,2.79,0.041,0.23,NA,NA,NA,NA,NA,NA,NA,NA
"Karakoltsidis P.A., Zotos A., Constantinides S.M. (1995). Composition of the commercially important mediterranean finfish, crustaceans, and molluscs. Journal of Food Composition and Analysis 8: 258-273",374,Boops boops,fat_g,1.0,finfish,39.019184,34.92857143,30.0,3.11,selective plankton feeding,mainly animals (troph. 2.8 and up),oceanodromous,30.0,NA,20.0,NA,3397,NA,3397,NA,34.5,3.0,900457,NA,NA,demersal,NA,0,NA,0,3.11,2.79,0.041,0.23,NA,NA,NA,NA,NA,NA,NA,NA
"Özogul Y., Özogul F. (2007). Fatty acid profiles of commercially important fish species from the Mediterranean, Aegean and Black Seas. Food Chemistry 100: 1634-1638",375,Boops boops,fat_g,3.64,finfish,38.963745,34.92857143,30.0,3.11,selective plankton feeding,mainly animals (troph. 2.8 and up),oceanodromous,30.0,NA,20.0,NA,3397,NA,3397,NA,34.5,3.0,900320,NA,NA,demersal,NA,0,NA,0,3.11,2.79,0.041,0.23,NA,NA,NA,NA,NA,NA,NA,NA
"Karakoltsidis P.A., Zotos A., Constantinides S.M. (1995). Composition of the commercially important mediterranean finfish, crustaceans, and molluscs. Journal of Food Composition and Analysis 8: 258-273",376,Boops boops,fat_g,1.17,finfish,39.019184,34.92857143,30.0,3.11,selective plankton feeding,mainly animals (troph. 2.8 and up),oceanodromous,30.0,NA,20.0,NA,3397,NA,3397,NA,34.5,3.0,900415,NA,NA,demersal,NA,0,NA,0,3.11,2.79,0.041,0.23,NA,NA,NA,NA,NA,NA,NA,NA
"Kalogeropoulos N., Andrikopoulos N.K., Hassapidou M. (2004). Dietary evalutation of Mediterranean fish and molluscs pan-fried in virgin olive oil. Journal of the Science of Food and Agriculture 84:1750-1758",1559,Boops boops,fat_g,1.31,finfish,NA,34.92857143,30.0,3.11,selective plankton feeding,mainly animals (troph. 2.8 and up),oceanodromous,NaN,NA,20.0,NA,3397,NA,3397,NA,36.0,NA,NA,NA,NA,demersal,NA,0,NA,0,3.11,2.79,0.041,0.23,NA,NA,NA,NA,NA,NA,NA,NA
"Kalogeropoulos N., Andrikopoulos N.K., Hassapidou M. (2004). Dietary evalutation of Mediterranean fish and molluscs pan-fried in virgin olive oil. Journal of the Science of Food and Agriculture 84:1750-1758",1559,Boops boops,fat_g,1.31,finfish,NA,34.92857143,30.0,3.11,selective plankton feeding,mainly animals (troph. 2.8 and up),oceanodromous,NaN,NA,20.0,NA,3397,NA,3397,NA,36.0,NA,NA,NA,NA,demersal,NA,0,NA,0,3.11,2.79,0.041,0.23,NA,NA,NA,NA,NA,NA,NA,NA
"Karakoltsidis P.A., Zotos A., Constantinides S.M. (1995). Composition of the commercially important mediterranean finfish, crustaceans, and molluscs. Journal of Food Composition and Analysis 8: 258-273",1047,Boops salpa,fat_g,1.0,finfish,39.019184,51.0,51.0,NaN,NA,NA,NA,51.0,NA,NA,NA,NA,NA,NA,NA,51.0,2.0,900472,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Karakoltsidis P.A., Zotos A., Constantinides S.M. (1995). Composition of the commercially important mediterranean finfish, crustaceans, and molluscs. Journal of Food Composition and Analysis 8: 258-273",1048,Boops salpa,fat_g,4.0,finfish,39.019184,51.0,51.0,NaN,NA,NA,NA,51.0,NA,NA,NA,NA,NA,NA,NA,51.0,2.0,900473,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Özogul Y., Özogul F., Cicek E., Polat A., Kuley E. (2009). Fat content and fatty acid composition of 34 marine water fish species from the Mediterranean Sea. International Journal of Food Science and Nutrition 60(6): 464-475",1049,Boops salpa,fat_g,0.95,finfish,37.370157,51.0,51.0,NaN,NA,NA,NA,51.0,NA,NA,NA,NA,NA,NA,NA,51.0,2.0,900331,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Karakoltsidis P.A., Zotos A., Constantinides S.M. (1995). Composition of the commercially important mediterranean finfish, crustaceans, and molluscs. Journal of Food Composition and Analysis 8: 258-273",1050,Boops salpa,fat_g,3.67,finfish,39.019184,51.0,51.0,NaN,NA,NA,NA,51.0,NA,NA,NA,NA,NA,NA,NA,51.0,2.0,900431,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Özogul Y., Özogul F., Cicek E., Polat A., Kuley E. (2009). Fat content and fatty acid composition of 34 marine water fish species from the Mediterranean Sea. International Journal of Food Science and Nutrition 60(6): 464-475",377,Bothus podas,fat_g,0.47,finfish,37.370157,45.0,45.0,3.369999886,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),NA,45.0,NA,13.0,NA,3397,NA,27584,NA,45.0,3.4,900332,6331,NA,demersal,NA,0,NA,0,3.369999886,3.37,0.42,0.4725,NA,NA,NA,NA,700.0,NA,27584,NA
"Bogard, J.R., Thilsted, S.H., Marks, G.C., Wahab, M.A., Hossain, M.A., Jakobsen, J. and Stangoulis, J., 2015. Nutrient composition of important fish species in Bangladesh and potential contribution to recommended nutrient intakes. Journal of Food Composition and Analysis, 42, pp.120-133.",1971,Botia dario,fat_g,10.6,finfish,23.81,15.1,NaN,NaN,NA,NA,NA,NaN,NA,NA,NA,NA,NA,1479,NA,15.1,NA,NA,NA,NA,demersal,NA,0,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Visentainer J.V., D'Addio Noffs M., de Oliveira Carvalho P., de Almeida V.V., de Oliveira C.C., de Souza N.E. (2007). Lipid content and fatty acid composition of 15 marine fish species from the Southeast coast of Brazil. Journal of the American Oil Chemists' Society, 84(6): 543-547",379,Brevoortia aurea,fat_g,9.64,finfish,23.372169,26.0,26.0,2.75,filtering plankton,plants/detritus+animals (troph. 2.2-2.79),NA,26.0,NA,NA,NA,NA,NA,188,NA,26.0,2.75,900884,NA,NA,pelagic-neritic,NA,0,NA,0,2.75,NA,NA,0.31,NA,NA,NA,NA,NA,NA,NA,NA
"Visentainer J.V., D'Addio Noffs M., de Oliveira Carvalho P., de Almeida V.V., de Oliveira C.C., de Souza N.E. (2007). Lipid content and fatty acid composition of 15 marine fish species from the Southeast coast of Brazil. Journal of the American Oil Chemists' Society, 84(6): 543-547",379,Brevoortia aurea,fat_g,9.64,finfish,23.372169,26.0,26.0,2.75,filtering plankton,plants/detritus+animals (troph. 2.2-2.79),NA,26.0,NA,NA,NA,NA,NA,188,NA,26.0,2.75,900884,NA,NA,pelagic-neritic,0,0,1,0,2.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Méndez E., González R.M., Inocente G., Giudice H., Grompone M.A. (1996). Lipid content and fatty acid composition of fillets of six fishes from the Rio de la Plata. Journal of Food Composition and Analysis 9: 163-170",380,Brevoortia spp.,fat_g,13.6,finfish,34.941407,26.0,26.0,NaN,NA,NA,NA,26.0,NA,NA,NA,NA,NA,NA,NA,26.0,2.8,902187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ostermeyer U., Schmidt T. (2006). Vitamin D and provitamin D in fish. Eur Food Res Technol 222:403-413",381,Brosme brosme,fat_g,0.7,finfish,60.529651,120.0,120.0,4.08,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),oceanodromous,120.0,NA,50.0,NA,1371,NA,9988,NA,120.0,4.0,900646,1371,NA,demersal,NA,0,NA,0,4.08,3.9,0.254,0.69,NA,NA,NA,NA,3e4,NA,9988,NA
"Ostermeyer U., Schmidt T. (2006). vitamin D and provitamin D in fish. Eur Food Res Technol 222:403-413",381,Brosme brosme,fat_g,0.7,finfish,60.529651,120.0,120.0,4.08,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),oceanodromous,120.0,NA,50.0,NA,1371,NA,9988,NA,120.0,4.0,900646,1371,NA,demersal,NA,0,NA,0,4.08,3.9,0.254,0.69,NA,NA,NA,NA,3e4,NA,9988,NA
"Ostermeyer U., Schmidt T. (2006). Vitamin D and provitamin D in fish. Eur Food Res Technol 222:403-413",382,Brosme brosme,fat_g,0.6,finfish,60.529651,120.0,120.0,4.08,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),oceanodromous,120.0,NA,50.0,NA,1371,NA,9988,NA,120.0,4.0,900647,1371,NA,demersal,NA,0,NA,0,4.08,3.9,0.254,0.69,NA,NA,NA,NA,3e4,NA,9988,NA
"Ostermeyer U., Schmidt T. (2006). vitamin D and provitamin D in fish. Eur Food Res Technol 222:403-413",382,Brosme brosme,fat_g,0.6,finfish,60.529651,120.0,120.0,4.08,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),oceanodromous,120.0,NA,50.0,NA,1371,NA,9988,NA,120.0,4.0,900647,1371,NA,demersal,NA,0,NA,0,4.08,3.9,0.254,0.69,NA,NA,NA,NA,3e4,NA,9988,NA
"De Souza Franco M.L.R., Viegas E.M.M., Kronka S.N., Vidotti R.M., Assano M., Gasparino E. (2010). Effects of hot and cold smoking process on organoleptic properties, yield and composition of matrinxa fillet. Revista Brasilerira de Zootecnia 39(4):695-700",1360,Brycon cephalus,fat_g,3.37,finfish,NA,45.0,NaN,2.0,other,mainly plants/detritus (troph. 2-2.19),NA,NaN,NA,NA,NA,NA,NA,38504,NA,45.0,NA,NA,9107,NA,benthopelagic,NA,0,NA,-1,2.0,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA
"De Souza Franco M.L.R., Viegas E.M.M., Kronka S.N., Vidotti R.M., Assano M., Gasparino E. (2010). Effects of hot and cold smoking process on organoleptic properties, yield and composition of matrinxa fillet. Revista Brasilerira de Zootecnia 39(4):695-700",1360,Brycon cephalus,fat_g,3.37,finfish,NA,45.0,NaN,2.0,other,mainly plants/detritus (troph. 2-2.19),NA,NaN,NA,NA,NA,NA,NA,38504,NA,45.0,NA,NA,9107,NA,benthopelagic,0,0,1,-1,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Moreira A.B., Visentainer J.V., de Souza N.E., Matsushita M. (2001). Fatty acid profile and cholesterol contents of three Brazilian Brycon freshwater fishes. Journal of Food Composition and Analysis 14:565-574",418,Brycon microlepis,fat_g,2.49,finfish,15.601411,56.0,56.0,NaN,NA,NA,NA,56.0,NA,NA,NA,NA,NA,NA,NA,56.0,2.0,900686,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Moreira A.B., Visentainer J.V., de Souza N.E., Matsushita M. (2001). Fatty acid profile and cholesterol contents of three Brazilian Brycon freshwater fishes. Journal of Food Composition and Analysis 14:565-574",418,Brycon microlepis,fat_g,2.49,finfish,15.601411,56.0,56.0,NaN,NA,NA,NA,56.0,NA,NA,NA,NA,NA,NA,NA,56.0,2.0,900686,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Moreira A.B., Visentainer J.V., de Souza N.E., Matsushita M. (2001). Fatty acid profile and cholesterol contents of three Brazilian Brycon freshwater fishes. Journal of Food Composition and Analysis 14:565-574",383,Brycon orbignyanus,fat_g,3.56,finfish,18.327778,79.5,79.5,NaN,NA,NA,NA,79.5,NA,NA,NA,NA,NA,38863,NA,79.5,2.5,900687,NA,NA,benthopelagic,NA,0,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA,6e3,NA,72380,NA
"Moreira A.B., Visentainer J.V., de Souza N.E., Matsushita M. (2001). Fatty acid profile and cholesterol contents of three Brazilian Brycon freshwater fishes. Journal of Food Composition and Analysis 14:565-574",383,Brycon orbignyanus,fat_g,3.56,finfish,18.327778,79.5,79.5,NaN,NA,NA,NA,79.5,NA,NA,NA,NA,NA,38863,NA,79.5,2.5,900687,NA,NA,benthopelagic,NA,0,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA,6e3,NA,72380,NA
"Özden, Ö. and Erkan, N., 2011. A preliminary study of amino acid and mineral profiles of important and estimable 21 seafood species. British Food Journal, 113(4), pp.457-469.",2016,Calappa granulata,fat_g,0.64,crustacean,NA,NaN,10.0,3.94,NA,mainly animals (troph. 2.8 and up),NA,10.0,NA,NA,NA,NA,NA,NA,NA,NaN,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gökodlu N., Yerlikaya P. (2003). Determination of proximate composition and mineral contents of blue crab (Callinectes sapidus) and swim crab (Portunus pelagicus) caught off the Gulf of Antalya. Food Chemistry 80: 495-498",384,Callinectes sapidus,fat_g,0.79,crustacean,36.5,23.0,23.0,NaN,NA,NA,NA,23.0,NA,NA,NA,NA,NA,NA,NA,23.0,4.0,901198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gökodlu N., Yerlikaya P. (2003). Determination of proximate composition and mineral contents of blue crab (Callinectes sapidus) and swim crab (Portunus pelagicus) caught off the Gulf of Antalya. Food Chemistry 80: 495-498",385,Callinectes sapidus,fat_g,0.64,crustacean,36.5,23.0,23.0,NaN,NA,NA,NA,23.0,NA,NA,NA,NA,NA,NA,NA,23.0,4.0,901197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Vlieg P. (1985). Proximate analysis of commercial New Zealand fish species - 4. New Zealand Journal of Technology 1: 245-249,1301,Callorhinchus capensis,fat_g,1.0,finfish,NA,122.0,NaN,3.45,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),NA,NaN,NA,NA,NA,NA,NA,3180,NA,122.0,NA,NA,58748,NA,demersal,NA,0,NA,0,3.45,NA,NA,0.52,NA,NA,NA,NA,5250.0,NA,40637,NA
Vlieg P. (1985). Proximate analysis of commercial New Zealand fish species - 4. New Zealand Journal of Technology 1: 245-249,1301,Callorhinchus capensis,fat_g,1.0,finfish,NA,122.0,NaN,3.45,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),NA,NaN,NA,NA,NA,NA,NA,3180,NA,122.0,NA,NA,58748,NA,demersal,NA,0,NA,0,3.45,NA,NA,0.52,NA,NA,NA,NA,5250.0,NA,40637,NA
"Mathew S., Ammu K. Viswanathan N.P.G., Devadasan K. (1999). Cholesterol content of Indian fish and shellfish. Food Chemistry 66: 455-461",1399,Carangoides malabaricus,fat_g,1.61,finfish,NA,60.0,NaN,NaN,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),amphidromous,NaN,NA,30.0,NA,2334,NA,2334,NA,60.0,NA,NA,NA,NA,reef-associated,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mathew S., Ammu K. Viswanathan N.P.G., Devadasan K. (1999). Cholesterol content of Indian fish and shellfish. Food Chemistry 66: 455-461",1399,Carangoides malabaricus,fat_g,1.61,finfish,NA,60.0,NaN,NaN,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),amphidromous,NaN,NA,30.0,NA,2334,NA,2334,NA,60.0,NA,NA,NA,NA,reef-associated,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mathew S., Ammu K. Viswanathan N.P.G., Devadasan K. (1999). Cholesterol content of Indian fish and shellfish. Food Chemistry 66: 455-461",1400,Carangoides malabaricus,fat_g,1.16,finfish,NA,60.0,NaN,NaN,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),amphidromous,NaN,NA,30.0,NA,2334,NA,2334,NA,60.0,NA,NA,NA,NA,reef-associated,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mathew S., Ammu K. Viswanathan N.P.G., Devadasan K. (1999). Cholesterol content of Indian fish and shellfish. Food Chemistry 66: 455-461",1400,Carangoides malabaricus,fat_g,1.16,finfish,NA,60.0,NaN,NaN,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),amphidromous,NaN,NA,30.0,NA,2334,NA,2334,NA,60.0,NA,NA,NA,NA,reef-associated,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Özogul Y., Özogul F., Cicek E., Polat A., Kuley E. (2009). Fat content and fatty acid composition of 34 marine water fish species from the Mediterranean Sea. International Journal of Food Science and Nutrition 60(6): 464-475",386,Caranx crysos,fat_g,6.17,finfish,37.370157,70.0,70.0,3.63,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),NA,70.0,NA,40.0,NA,5217,NA,5217,NA,70.0,4.4,900333,33,NA,reef-associated,NA,-1,NA,0,3.63,4.13,0.375,0.45,NA,NA,NA,NA,5050.0,NA,40637,NA
"Visentainer J.V., D'Addio Noffs M., de Oliveira Carvalho P., de Almeida V.V., de Oliveira C.C., de Souza N.E. (2007). Lipid content and fatty acid composition of 15 marine fish species from the Southeast coast of Brazil. Journal of the American Oil Chemists' Society, 84(6): 543-547",387,Caranx crysos,fat_g,18.8,finfish,23.372169,70.0,70.0,3.63,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),NA,70.0,NA,40.0,NA,5217,NA,5217,NA,70.0,4.4,900876,33,NA,reef-associated,NA,-1,NA,0,3.63,4.13,0.375,0.45,NA,NA,NA,NA,5050.0,NA,40637,NA
"Castro-González M.I., Ojeda A., Silncio J.L., Cassis L., Ledesma H., Pérez-Gil F. (2004). Perfil lipídico de 25 pescados marinos mexicanos con especial énfasis en sus ácidos grasos n-3 como components nutracéuticos. Archivos Latinoamericanos de Nutricíon 54(3): 328-336",1370,Caranx crysos,fat_g,3.58,finfish,NA,70.0,70.0,3.63,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),NA,NaN,NA,40.0,NA,5217,NA,5217,NA,70.0,NA,NA,33,NA,reef-associated,NA,-1,NA,0,3.63,4.13,0.375,0.45,NA,NA,NA,NA,5050.0,NA,40637,NA
"Castro-González M.I., Ojeda A., Silncio J.L., Cassis L., Ledesma H., Pérez-Gil F. (2004). Perfil lipídico de 25 pescados marinos mexicanos con especial énfasis en sus ácidos grasos n-3 como components nutracéuticos. Archivos Latinoamericanos de Nutricíon 54(3): 328-336",1373,Caranx hippos,fat_g,2.52,finfish,NA,124.0,NaN,3.83,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),oceanodromous,NaN,NA,75.0,NA,2683,NA,5217,NA,124.0,NA,NA,56479,NA,reef-associated,NA,-1,NA,0,3.83,3.56,0.37,0.66,NA,NA,NA,NA,32e3,NA,27584,NA
"Mathew S., Ammu K. Viswanathan N.P.G., Devadasan K. (1999). Cholesterol content of Indian fish and shellfish. Food Chemistry 66: 455-461",1391,Caranx hippos,fat_g,7.11,finfish,NA,124.0,NaN,3.83,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),oceanodromous,NaN,NA,75.0,NA,2683,NA,5217,NA,124.0,NA,NA,56479,NA,reef-associated,NA,-1,NA,0,3.83,3.56,0.37,0.66,NA,NA,NA,NA,32e3,NA,27584,NA
"Mathew S., Ammu K. Viswanathan N.P.G., Devadasan K. (1999). Cholesterol content of Indian fish and shellfish. Food Chemistry 66: 455-461",1391,Caranx hippos,fat_g,7.11,finfish,NA,124.0,NaN,3.83,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),oceanodromous,NaN,NA,75.0,NA,2683,NA,5217,NA,124.0,NA,NA,56479,NA,reef-associated,NA,-1,NA,0,3.83,3.56,0.37,0.66,NA,NA,NA,NA,32e3,NA,27584,NA
"Mathew S., Ammu K. Viswanathan N.P.G., Devadasan K. (1999). Cholesterol content of Indian fish and shellfish. Food Chemistry 66: 455-461",1401,Caranx hippos,fat_g,1.01,finfish,NA,124.0,NaN,3.83,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),oceanodromous,NaN,NA,75.0,NA,2683,NA,5217,NA,124.0,NA,NA,56479,NA,reef-associated,NA,-1,NA,0,3.83,3.56,0.37,0.66,NA,NA,NA,NA,32e3,NA,27584,NA
"Mathew S., Ammu K. Viswanathan N.P.G., Devadasan K. (1999). Cholesterol content of Indian fish and shellfish. Food Chemistry 66: 455-461",1401,Caranx hippos,fat_g,1.01,finfish,NA,124.0,NaN,3.83,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),oceanodromous,NaN,NA,75.0,NA,2683,NA,5217,NA,124.0,NA,NA,56479,NA,reef-associated,NA,-1,NA,0,3.83,3.56,0.37,0.66,NA,NA,NA,NA,32e3,NA,27584,NA
"Chandrashekar K. Deosthale Y.G. (1993). Proximate composition, amino acid, mineral, and trace element content of the edible muscle of 20 Indian fish species. Journal of Food Composition and Analysis 6: 195-200",259,Caranx ignobilis,fat_g,1.4,finfish,NA,170.0,NaN,4.48,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),NA,NaN,NA,100.0,NA,5213,NA,9710,NA,170.0,NA,NA,4887,NA,reef-associated,NA,-1,NA,0,4.48,4.22,0.41,0.76,NA,NA,NA,NA,8e4,NA,4795,NA
"Mathew S., Ammu K. Viswanathan N.P.G., Devadasan K. (1999). Cholesterol content of Indian fish and shellfish. Food Chemistry 66: 455-461",1402,Caranx ignobilis,fat_g,1.73,finfish,NA,170.0,NaN,4.48,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),NA,NaN,NA,100.0,NA,5213,NA,9710,NA,170.0,NA,NA,4887,NA,reef-associated,NA,-1,NA,0,4.48,4.22,0.41,0.76,NA,NA,NA,NA,8e4,NA,4795,NA
