ref_info,seanuts_id2,species_name,nutrient,concentration,subgroup,abs_lat,bulk_mean_length,bulk_max_length,bulk_trophic_level,feeding_mode,feeding_level,anacat,max_length,length_from_study,commonlength,commonlengthf,commonlengthref,lengthfemale,maxlengthref,length_source_1,mean_length,tl,food_item_id_2,feedingtyperef,feeding_habit,demerspelag,brackishwater,brack,marine,fresh,trophic_level,diettroph,dietsetroph,foodsetroph,isotroph,isosetroph,ecotroph,ecosetroph,weight,weightfemale,maxweightref,weight_from_study
"Mathew S., Ammu K. Viswanathan N.P.G., Devadasan K. (1999). Cholesterol content of Indian fish and shellfish. Food Chemistry 66: 455-461",1402,Caranx ignobilis,fat_g,1.73,finfish,NA,170.0,NaN,4.48,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),NA,NaN,NA,100.0,NA,5213,NA,9710,NA,170.0,NA,NA,4887,NA,reef-associated,NA,-1,NA,0,4.48,4.22,0.41,0.76,NA,NA,NA,NA,8e4,NA,4795,NA
"Lazos E.S., Aggelousis G., Alexakis A. (1989). Metal and proximate composition of the edible portion of 11 freshwater fish species. Journal of Food Composition and Analysis 2: 371-381",121,Carassius carassius,fat_g,1.6,finfish,41.53,64.0,64.0,3.11,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),potamodromous,64.0,NA,15.0,NA,556,NA,6114,NA,64.0,3.1,900162,NA,NA,demersal,NA,-1,NA,-1,3.11,NA,NA,0.24,NA,NA,NA,NA,3e3,NA,556,NA
"Lazos E.S., Aggelousis G., Alexakis A. (1989). Metal and proximate composition of the edible portion of 11 freshwater fish species. Journal of Food Composition and Analysis 2: 371-381",126,Carassius carassius,fat_g,1.2,finfish,41.53,64.0,64.0,3.11,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),potamodromous,64.0,NA,15.0,NA,556,NA,6114,NA,64.0,3.1,900163,NA,NA,demersal,NA,-1,NA,-1,3.11,NA,NA,0.24,NA,NA,NA,NA,3e3,NA,556,NA
"Aggelousis G., Lazos E.S. (1990). Fatty acid composition of the lipids from eight freshwater fish species from Greece. Journal of Food Composition and Analaysis 4: 68-76",388,Carassius carassius,fat_g,1.5,finfish,41.53,64.0,64.0,3.11,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),potamodromous,64.0,NA,15.0,NA,556,NA,6114,NA,64.0,3.1,900228,NA,NA,demersal,NA,-1,NA,-1,3.11,NA,NA,0.24,NA,NA,NA,NA,3e3,NA,556,NA
"Lytle J.S., Lytle T.F. (1994). Fatty acid and cholesterol content of sharks and rays. Journal of Food Composition and Analysis 7: 110-118",389,Carcharhinus limbatus,fat_g,0.46,finfish,25.304304,262.75,226.0,4.46,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),amphidromous,226.0,NA,150.0,NA,9253,NA,27169,NA,262.75,4.24,901033,NA,NA,reef-associated,NA,-1,NA,0,4.46,4.37,0.436,0.77,NA,NA,NA,NA,122750.0,NA,4699,NA
"Castro-González M.I., Ojeda A., Silncio J.L., Cassis L., Ledesma H., Pérez-Gil F. (2004). Perfil lipídico de 25 pescados marinos mexicanos con especial énfasis en sus ácidos grasos n-3 como components nutracéuticos. Archivos Latinoamericanos de Nutricíon 54(3): 328-336",1368,Carcharhinus porosus,fat_g,2.37,finfish,NA,150.0,NaN,4.36,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),NA,NaN,NA,90.0,NA,9253,NA,244,NA,150.0,NA,NA,NA,NA,demersal,NA,-1,NA,0,4.36,4.14,0.6,0.8,NA,NA,NA,NA,NA,NA,NA,NA
"Castro-González M.I., Ojeda A., Silncio J.L., Cassis L., Ledesma H., Pérez-Gil F. (2004). Perfil lipídico de 25 pescados marinos mexicanos con especial énfasis en sus ácidos grasos n-3 como components nutracéuticos. Archivos Latinoamericanos de Nutricíon 54(3): 328-336",1368,Carcharhinus porosus,fat_g,2.37,finfish,NA,150.0,NaN,4.36,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),NA,NaN,NA,90.0,NA,9253,NA,244,NA,150.0,NA,NA,NA,NA,demersal,0,-1,1,0,4.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Skonberg D.I., Perkins B.L. (2002). Nutrient composition of green crab (Carcinus maenus) leg meat and claw meat. Food Chemistry 77: 401-404",390,Carcinus maenas,fat_g,0.5,crustacean,43.133595,10.0,10.0,NaN,NA,mainly animals (troph. 2.8 and up),NA,10.0,NA,NA,NA,NA,NA,NA,NA,10.0,NA,901017,NA,NA,NA,NA,NA,NA,NA,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chandrashekar K. Deosthale Y.G. (1993). Proximate composition, amino acid, mineral, and trace element content of the edible muscle of 20 Indian fish species. Journal of Food Composition and Analysis 6: 195-200",194,Catla catla,fat_g,1.0,finfish,NA,182.0,NaN,2.8,selective plankton feeding,plants/detritus+animals (troph. 2.2-2.79),potamodromous,NaN,NA,NA,NA,NA,NA,41236,NA,182.0,NA,NA,2939,NA,benthopelagic,NA,-1,NA,-1,2.8,NA,NA,0.22,NA,NA,NA,NA,38560.0,NA,72380,NA
"Swapna H.C., Amit K.R., Bhaskar N., Sachindra N.M. (2010). Lipid classes and fatty acid profile of selected Indian fresh water fishes. J Food Sci Technol 47(4): 394-400",1355,Catla catla,fat_g,1.2,finfish,NA,182.0,NaN,2.8,selective plankton feeding,plants/detritus+animals (troph. 2.2-2.79),potamodromous,NaN,NA,NA,NA,NA,NA,41236,NA,182.0,NA,NA,2939,NA,benthopelagic,NA,-1,NA,-1,2.8,NA,NA,0.22,NA,NA,NA,NA,38560.0,NA,72380,NA
"Bogard, J.R., Thilsted, S.H., Marks, G.C., Wahab, M.A., Hossain, M.A., Jakobsen, J. and Stangoulis, J., 2015. Nutrient composition of important fish species in Bangladesh and potential contribution to recommended nutrient intakes. Journal of Food Composition and Analysis, 42, pp.120-133.",1983,Catla catla,fat_g,0.7,finfish,23.81,182.0,NaN,2.8,selective plankton feeding,plants/detritus+animals (troph. 2.2-2.79),potamodromous,NaN,NA,NA,NA,NA,NA,41236,NA,182.0,NA,NA,2939,NA,benthopelagic,NA,-1,NA,-1,2.8,NA,NA,0.22,NA,NA,NA,NA,38560.0,NA,72380,NA
"Castro-González M.I., Silencio Barrita J.L., Juárez Silva M.E., Montaño Benavides S., Pérez-Gil Romo F. (1998). Composición química de la fauna de acompañamiento del camarón de Veracruz (Golfo de México). Revista de Biología Tropical 46(2): 249-256",378,Caulolatilus intermedius,fat_g,2.1,finfish,19.173773,60.0,60.0,3.84,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),NA,60.0,NA,20.0,NA,3276,NA,7251,NA,60.0,3.8,900964,NA,NA,demersal,NA,0,NA,0,3.84,NA,NA,0.59,NA,NA,NA,NA,NA,NA,NA,NA
"Økland H.M.W., Stoknes I.S., Remme J.F., Kjerstad M., Synnes M. (2005). Proximate composition, fatty acid and lipid class composition of the muscle from deep-sea teleosts and elasmobranchs. Comp Biochem Physiolog B 140: 437-443",392,Centrophorus squamosus,fat_g,0.99,finfish,57.596278,164.0,164.0,4.4,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),NA,164.0,NA,NA,NA,NA,NA,58048,NA,164.0,4.22,900078,58748,NA,bathydemersal,NA,0,NA,0,4.4,4.47,0.311,0.69,NA,NA,NA,NA,NA,NA,NA,NA
"Córser P.I., Ferrari G.T., De Martinez Y.B. (2000). Análisis proximal, perfil de ácidos grasos, aminoácidos esenciales y contendido de minerales en doce especies de pescado de importancia comercial en Venezuela. Archivos Latinoamericanos de Nutritcion 50(2): 187-194",76,Centropomus undecimalis,fat_g,1.66,finfish,NA,140.0,NaN,4.08,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),amphidromous,NaN,NA,50.0,NA,3713,NA,9710,NA,140.0,NA,NA,26338,NA,reef-associated,NA,-1,NA,-1,4.08,4.17,0.62,0.7,NA,NA,NA,NA,24320.0,NA,4699,NA
"Castro-González M.I., Ojeda A., Silncio J.L., Cassis L., Ledesma H., Pérez-Gil F. (2004). Perfil lipídico de 25 pescados marinos mexicanos con especial énfasis en sus ácidos grasos n-3 como components nutracéuticos. Archivos Latinoamericanos de Nutricíon 54(3): 328-336",1377,Centropomus undecimalis,fat_g,3.28,finfish,NA,140.0,NaN,4.08,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),amphidromous,NaN,NA,50.0,NA,3713,NA,9710,NA,140.0,NA,NA,26338,NA,reef-associated,NA,-1,NA,-1,4.08,4.17,0.62,0.7,NA,NA,NA,NA,24320.0,NA,4699,NA
"Økland H.M.W., Stoknes I.S., Remme J.F., Kjerstad M., Synnes M. (2005). Proximate composition, fatty acid and lipid class composition of the muscle from deep-sea teleosts and elasmobranchs. Comp Biochem Physiolog B 140: 437-443",393,Centroscyllium fabricii,fat_g,0.7,finfish,57.596278,100.75,82.0,4.13,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),NA,82.0,NA,84.0,70,247,NA,NA,NA,100.75,3.9,900077,12473,NA,bathydemersal,NA,0,NA,0,4.13,3.84,0.268,0.61,NA,NA,NA,NA,NA,NA,NA,NA
"Økland H.M.W., Stoknes I.S., Remme J.F., Kjerstad M., Synnes M. (2005). Proximate composition, fatty acid and lipid class composition of the muscle from deep-sea teleosts and elasmobranchs. Comp Biochem Physiolog B 140: 437-443",394,Centroscymnus coelolepis,fat_g,0.95,finfish,57.596278,120.0,120.0,4.19,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),NA,120.0,NA,92.0,NA,247,NA,6871,NA,120.0,4.2,900076,12473,NA,bathydemersal,NA,0,NA,0,4.19,4.48,0.134,0.57,NA,NA,NA,NA,NA,NA,NA,NA
"Økland H.M.W., Stoknes I.S., Remme J.F., Kjerstad M., Synnes M. (2005). Proximate composition, fatty acid and lipid class composition of the muscle from deep-sea teleosts and elasmobranchs. Comp Biochem Physiolog B 140: 437-443",394,Centroscymnus coelolepis,fat_g,0.95,finfish,57.596278,120.0,120.0,4.19,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),NA,120.0,NA,92.0,NA,247,NA,6871,NA,120.0,4.2,900076,12473,NA,bathydemersal,0,0,1,0,4.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Njinkoué J.-M., Barnathan G., Miralles J., Gaydou E.-M., Samb A. (2002). Lipids and fatty acids in muscle, liver and skin of three edible fish from the Senegalese coast: Sardinella maderensis, Sardinella aurita and Cephalopholis taeniops. Comparative Biochemistry and Physiology Part B 131: 395-402",395,Cephalopholis taeniops,fat_g,1.3,finfish,14.764504,70.0,70.0,NaN,NA,NA,NA,70.0,NA,40.0,NA,26999,NA,27000,NA,70.0,4.4,900297,NA,NA,demersal,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ould Ahmed Louly A.W., Gaydou E.M., Ould El Kabir M.V. (2011). Muscle lipids and fatty acid profiles of three edible fish from the Mauritanian coast: Epinephelus aeneus, Cephalopholis taeniops and Serranus scriba. Food Chemistry 124:24-28",396,Cephalopholis taeniops,fat_g,1.31,finfish,18.1,70.0,70.0,NaN,NA,NA,NA,70.0,28.0,40.0,NA,26999,NA,27000,NA,70.0,4.4,900611,NA,NA,demersal,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ould Ahmed Louly A.W., Gaydou E.M., Ould El Kabir M.V. (2011). Muscle lipids and fatty acid profiles of three edible fish from the Mauritanian coast: Epinephelus aeneus, Cephalopholis taeniops and Serranus scriba. Food Chemistry 124:24-28",397,Cephalopholis taeniops,fat_g,0.82,finfish,18.1,70.0,70.0,NaN,NA,NA,NA,70.0,28.0,40.0,NA,26999,NA,27000,NA,70.0,4.4,900612,NA,NA,demersal,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ould Ahmed Louly A.W., Gaydou E.M., Ould El Kabir M.V. (2011). Muscle lipids and fatty acid profiles of three edible fish from the Mauritanian coast: Epinephelus aeneus, Cephalopholis taeniops and Serranus scriba. Food Chemistry 124:24-28",398,Cephalopholis taeniops,fat_g,0.79,finfish,18.1,70.0,70.0,NaN,NA,NA,NA,70.0,28.0,40.0,NA,26999,NA,27000,NA,70.0,4.4,900613,NA,NA,demersal,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ould Ahmed Louly A.W., Gaydou E.M., Ould El Kabir M.V. (2011). Muscle lipids and fatty acid profiles of three edible fish from the Mauritanian coast: Epinephelus aeneus, Cephalopholis taeniops and Serranus scriba. Food Chemistry 124:24-28",399,Cephalopholis taeniops,fat_g,0.72,finfish,18.1,70.0,70.0,NaN,NA,NA,NA,70.0,28.0,40.0,NA,26999,NA,27000,NA,70.0,4.4,900614,NA,NA,demersal,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ould Ahmed Louly A.W., Gaydou E.M., Ould El Kabir M.V. (2011). Muscle lipids and fatty acid profiles of three edible fish from the Mauritanian coast: Epinephelus aeneus, Cephalopholis taeniops and Serranus scriba. Food Chemistry 124:24-28",400,Cephalopholis taeniops,fat_g,1.15,finfish,18.1,70.0,70.0,NaN,NA,NA,NA,70.0,28.0,40.0,NA,26999,NA,27000,NA,70.0,4.4,900615,NA,NA,demersal,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ould Ahmed Louly A.W., Gaydou E.M., Ould El Kabir M.V. (2011). Muscle lipids and fatty acid profiles of three edible fish from the Mauritanian coast: Epinephelus aeneus, Cephalopholis taeniops and Serranus scriba. Food Chemistry 124:24-28",401,Cephalopholis taeniops,fat_g,1.22,finfish,18.1,70.0,70.0,NaN,NA,NA,NA,70.0,28.0,40.0,NA,26999,NA,27000,NA,70.0,4.4,900616,NA,NA,demersal,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oehlenschläger J. (1991). Chemical composition of the flesh and other tissues of Antarctic fish species of the families Channichthyidae and Nototheniidae. Food Chemistry 40: 159-167,402,Chaenocephalus aceratus,fat_g,0.9,finfish,82.862752,68.75,59.0,3.96,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),NA,59.0,NA,50.0,NA,2805,NA,4883,NA,68.75,3.47,900089,12049,NA,demersal,NA,0,NA,0,3.96,3.4,0.16,0.65,NA,NA,NA,NA,3700.0,NA,4883,NA
"Visentainer J.V., D'Addio Noffs M., de Oliveira Carvalho P., de Almeida V.V., de Oliveira C.C., de Souza N.E. (2007). Lipid content and fatty acid composition of 15 marine fish species from the Southeast coast of Brazil. Journal of the American Oil Chemists' Society, 84(6): 543-547",403,Chaenocephalus aceratus,fat_g,3.06,finfish,62.0,68.75,59.0,3.96,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),NA,59.0,NA,50.0,NA,2805,NA,4883,NA,68.75,3.47,900890,12049,NA,demersal,NA,0,NA,0,3.96,3.4,0.16,0.65,NA,NA,NA,NA,3700.0,NA,4883,NA
"Orban E., Di Lana G., Nevigato T., Casini I., Caproni R., Santaroni G., Giulini G. (2006). Nutritional and commercial quality of the striped venus clam, Chamelea gallina, from the Adriatic sea. Food Chemistry 101: 1063-1070",40,Chamelea gallina,fat_g,1.16,mollusc,44.067829,5.0,5.0,NaN,NA,NA,NA,5.0,NA,NA,NA,NA,NA,NA,NA,5.0,NA,901003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Orban E., Di Lana G., Nevigato T., Casini I., Caproni R., Santaroni G., Giulini G. (2006). Nutritional and commercial quality of the striped venus clam, Chamelea gallina, from the Adriatic sea. Food Chemistry 101: 1063-1070",41,Chamelea gallina,fat_g,0.84,mollusc,44.067829,5.0,5.0,NaN,NA,NA,NA,5.0,NA,NA,NA,NA,NA,NA,NA,5.0,NA,901005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Orban E., Di Lana G., Nevigato T., Casini I., Caproni R., Santaroni G., Giulini G. (2006). Nutritional and commercial quality of the striped venus clam, Chamelea gallina, from the Adriatic sea. Food Chemistry 101: 1063-1070",49,Chamelea gallina,fat_g,1.55,mollusc,44.067829,5.0,5.0,NaN,NA,NA,NA,5.0,NA,NA,NA,NA,NA,NA,NA,5.0,NA,901001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Orban E., Di Lana G., Nevigato T., Casini I., Caproni R., Santaroni G., Giulini G. (2006). Nutritional and commercial quality of the striped venus clam, Chamelea gallina, from the Adriatic sea. Food Chemistry 101: 1063-1070",56,Chamelea gallina,fat_g,0.73,mollusc,44.067829,5.0,5.0,NaN,NA,NA,NA,5.0,NA,NA,NA,NA,NA,NA,NA,5.0,NA,901002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Orban E., Di Lana G., Nevigato T., Casini I., Caproni R., Santaroni G., Giulini G. (2006). Nutritional and commercial quality of the striped venus clam, Chamelea gallina, from the Adriatic sea. Food Chemistry 101: 1063-1070",90,Chamelea gallina,fat_g,1.59,mollusc,44.067829,5.0,5.0,NaN,NA,NA,NA,5.0,NA,NA,NA,NA,NA,NA,NA,5.0,NA,901004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Colakoglu F.A., Ormanci H.B., Berik N., Kunili I.E., Colakoglu S. (2011). Proximate and elemental composition of chamelea gallina from the southern coast of the Marmara Sea (Turkey). Biol Trace Elem Res 1-9 (article in press)",404,Chamelea gallina,fat_g,2.13,mollusc,40.403611,5.0,5.0,NaN,NA,NA,NA,5.0,NA,NA,NA,NA,NA,NA,NA,5.0,NA,901182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Colakoglu F.A., Ormanci H.B., Berik N., Kunili I.E., Colakoglu S. (2011). Proximate and elemental composition of chamelea gallina from the southern coast of the Marmara Sea (Turkey). Biol Trace Elem Res 1-9 (article in press)",405,Chamelea gallina,fat_g,2.94,mollusc,40.403611,5.0,5.0,NaN,NA,NA,NA,5.0,NA,NA,NA,NA,NA,NA,NA,5.0,NA,901180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Colakoglu F.A., Ormanci H.B., Berik N., Kunili I.E., Colakoglu S. (2011). Proximate and elemental composition of chamelea gallina from the southern coast of the Marmara Sea (Turkey). Biol Trace Elem Res 1-9 (article in press)",406,Chamelea gallina,fat_g,3.13,mollusc,40.403611,5.0,5.0,NaN,NA,NA,NA,5.0,NA,NA,NA,NA,NA,NA,NA,5.0,NA,901181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Colakoglu F.A., Ormanci H.B., Berik N., Kunili I.E., Colakoglu S. (2011). Proximate and elemental composition of chamelea gallina from the southern coast of the Marmara Sea (Turkey). Biol Trace Elem Res 1-9 (article in press)",407,Chamelea gallina,fat_g,2.84,mollusc,40.403611,5.0,5.0,NaN,NA,NA,NA,5.0,NA,NA,NA,NA,NA,NA,NA,5.0,NA,901183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Özden Ö., Erkan N., Ulusoy S.(2009). Seasonal variations in the macronutrient mineral and proximate composition of two clams (Chamelea gallina and Donax trunculus). International Journal of Food Sciences and Nutrition 60: 402 - 412",1667,Chamelea gallina,fat_g,1.2,mollusc,NA,5.0,5.0,NaN,NA,NA,NA,NaN,NA,NA,NA,NA,NA,NA,NA,NaN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Özden Ö., Erkan N., Ulusoy S.(2009). Seasonal variations in the macronutrient mineral and proximate composition of two clams (Chamelea gallina and Donax trunculus). International Journal of Food Sciences and Nutrition 60: 402 - 412",1668,Chamelea gallina,fat_g,0.74,mollusc,NA,5.0,5.0,NaN,NA,NA,NA,NaN,NA,NA,NA,NA,NA,NA,NA,NaN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Özden Ö., Erkan N., Ulusoy S.(2009). Seasonal variations in the macronutrient mineral and proximate composition of two clams (Chamelea gallina and Donax trunculus). International Journal of Food Sciences and Nutrition 60: 402 - 412",1669,Chamelea gallina,fat_g,0.92,mollusc,NA,5.0,5.0,NaN,NA,NA,NA,NaN,NA,NA,NA,NA,NA,NA,NA,NaN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Özden Ö., Erkan N., Ulusoy S.(2009). Seasonal variations in the macronutrient mineral and proximate composition of two clams (Chamelea gallina and Donax trunculus). International Journal of Food Sciences and Nutrition 60: 402 - 412",1670,Chamelea gallina,fat_g,0.58,mollusc,NA,5.0,5.0,NaN,NA,NA,NA,NaN,NA,NA,NA,NA,NA,NA,NA,NaN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oehlenschläger J. (1991). Chemical composition of the flesh and other tissues of Antarctic fish species of the families Channichthyidae and Nototheniidae. Food Chemistry 40: 159-167,408,Champsocephalus gunnari,fat_g,1.5,finfish,82.862752,63.0,54.0,3.49,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),NA,54.0,NA,35.0,NA,2805,NA,5200,NA,63.0,3.23,900090,NA,NA,pelagic-oceanic,NA,0,NA,0,3.49,3.23,0.172,0.53,NA,NA,NA,NA,2e3,NA,4883,NA
"Chandrashekar K. Deosthale Y.G. (1993). Proximate composition, amino acid, mineral, and trace element content of the edible muscle of 20 Indian fish species. Journal of Food Composition and Analysis 6: 195-200",252,Channa marulius,fat_g,1.3,finfish,NA,183.0,183.0,4.5,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),potamodromous,NaN,NA,46.0,NA,4833,NA,6351,NA,183.0,NA,NA,NA,NA,benthopelagic,NA,0,NA,-1,4.5,NA,NA,0.8,NA,NA,NA,NA,3e4,NA,4833,NA
"Chandrashekar K. Deosthale Y.G. (1993). Proximate composition, amino acid, mineral, and trace element content of the edible muscle of 20 Indian fish species. Journal of Food Composition and Analysis 6: 195-200",252,Channa marulius,fat_g,1.3,finfish,NA,183.0,183.0,4.5,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),potamodromous,NaN,NA,46.0,NA,4833,NA,6351,NA,183.0,NA,NA,NA,NA,benthopelagic,0,0,1,-1,4.5,NA,NA,NA,NA,NA,NA,NA,3e4,NA,4833,NA
"Bogard, J.R., Thilsted, S.H., Marks, G.C., Wahab, M.A., Hossain, M.A., Jakobsen, J. and Stangoulis, J., 2015. Nutrient composition of important fish species in Bangladesh and potential contribution to recommended nutrient intakes. Journal of Food Composition and Analysis, 42, pp.120-133.",1977,Channa marulius,fat_g,0.3,finfish,23.81,183.0,183.0,4.5,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),potamodromous,NaN,NA,46.0,NA,4833,NA,6351,NA,183.0,NA,NA,NA,NA,benthopelagic,NA,0,NA,-1,4.5,NA,NA,0.8,NA,NA,NA,NA,3e4,NA,4833,NA
"Bogard, J.R., Thilsted, S.H., Marks, G.C., Wahab, M.A., Hossain, M.A., Jakobsen, J. and Stangoulis, J., 2015. Nutrient composition of important fish species in Bangladesh and potential contribution to recommended nutrient intakes. Journal of Food Composition and Analysis, 42, pp.120-133.",1973,Channa punctatus,fat_g,0.6,finfish,23.81,31.0,15.0,3.84,NA,mainly animals (troph. 2.8 and up),NA,15.0,NA,NA,NA,NA,NA,NA,NA,31.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wimalasena S., Jayasuriya M.N.S. (1996). Nutrient analysis of some fresh water fish. J. Natn. Sci. Coun. Sri Lanka 24(1): 21-26",63,Channa striata,fat_g,1.7,finfish,NA,100.0,100.0,3.36,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),potamodromous,NaN,NA,61.0,NA,44091,NA,2686,NA,100.0,NA,NA,9497,NA,benthopelagic,NA,-1,NA,-1,3.36,NA,NA,0.45,NA,NA,NA,NA,3e3,NA,40637,NA
"Nurhasan M., Maehre H.K., Malde M.K., Stormo S.K., Halwart M., James D., Elvevoll E.O. (2010). Nutritional composition of aquatic species inLaotian rice field systems. Journal of Food Composition and Analysis 23:205-213",80,Channa striata,fat_g,0.4,finfish,14.903036,100.0,100.0,3.36,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),potamodromous,100.0,NA,61.0,NA,44091,NA,2686,NA,100.0,3.7,900602,9497,NA,benthopelagic,NA,-1,NA,-1,3.36,NA,NA,0.45,NA,NA,NA,NA,3e3,NA,40637,NA
"Puwastien P., Judprasong K., Kettwan E., Vasanachitt K., Nakngamanong Y., Bhattacharjee L. (1999) Proximate composition of raw and cooked thai freshwater and marine fish. J Food Comp Anal 12: 9-16",414,Channa striata,fat_g,8.5,finfish,15.484682,100.0,100.0,3.36,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),potamodromous,100.0,NA,61.0,NA,44091,NA,2686,NA,100.0,3.7,900014,9497,NA,benthopelagic,NA,-1,NA,-1,3.36,NA,NA,0.45,NA,NA,NA,NA,3e3,NA,40637,NA
"Karapangiotidis I.T., Yakupitiyage A., Little D.C., Bell M.V., Mente E. (2010). The nutritional value of lipids in various tropical aquatic animals from rice-fish farmin systems in northeast Thailand. Journal of Food Composition and Analysis 23: 1-8",415,Channa striata,fat_g,0.99,finfish,15.116386,100.0,100.0,3.36,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),potamodromous,100.0,NA,61.0,NA,44091,NA,2686,NA,100.0,3.7,900218,9497,NA,benthopelagic,NA,-1,NA,-1,3.36,NA,NA,0.45,NA,NA,NA,NA,3e3,NA,40637,NA
