culture,page_id,level_1,level_2,common_name,latin_name,part,preparation,reference,ca_mg,zn_mg,fe_mg,protein_g,fat_g,fapun3,fapun_all_g,mn_mg,mg_mg,epa,dha
Dogrib,6405,Fish,Freshwater Fish,Burbot,Lota lota,muscle,raw,56,NA,NA,NA,20.7,0.7,NA,NA,NA,NA,NA,NA
Dogrib,6405,Fish,Freshwater Fish,Burbot,Lota lota,muscle,raw,72,NA,NA,NA,NA,1.2,NA,NA,NA,NA,NA,NA
Dogrib,6404,Fish,Freshwater Fish,Pike,Esox spp.,muscle,raw,36,20.38,0.665,0.615,18.4,0.85,NA,NA,NA,27.57,NA,NA
Dogrib,6404,Fish,Freshwater Fish,Pike,Esox spp.,muscle,raw,40,NA,NA,NA,18.7,0.2,NA,NA,NA,NA,NA,NA
Dogrib,6404,Fish,Freshwater Fish,Pike,Esox spp.,muscle,raw,53,19,0.4,0.2,20,0.8,NA,NA,0.02,28,NA,0.2
Dogrib,6404,Fish,Freshwater Fish,Pike,Esox spp.,muscle,raw,7,NA,NA,0.6,18.3,1.1,NA,NA,NA,NA,NA,NA
Dogrib,6404,Fish,Freshwater Fish,Pike,Esox spp.,muscle,raw,41,NA,NA,NA,19,0.8,NA,NA,NA,NA,NA,NA
Dogrib,6404,Fish,Freshwater Fish,Pike,Esox spp.,muscle,raw,11,80,NA,NA,18.4,0.4,NA,NA,NA,NA,NA,NA
Dogrib,6404,Fish,Freshwater Fish,Pike,Esox spp.,muscle,raw,33,80,NA,NA,18.4,0.4,NA,NA,NA,NA,NA,NA
Dogrib,6404,Fish,Freshwater Fish,Pike,Esox spp.,muscle,raw,11,62,NA,NA,18.7,0.2,NA,NA,NA,NA,NA,NA
Dogrib,6404,Fish,Freshwater Fish,Pike,Esox spp.,muscle,raw,33,62,NA,NA,18.7,0.2,NA,NA,NA,NA,NA,NA
Dogrib,6404,Fish,Freshwater Fish,Pike,Esox spp.,muscle,raw,11,28,NA,NA,17.5,0.7,NA,NA,NA,NA,NA,NA
Dogrib,6404,Fish,Freshwater Fish,Pike,Esox spp.,muscle,raw,33,28,NA,NA,17.5,0.7,NA,NA,NA,NA,NA,NA
Dogrib,6404,Fish,Freshwater Fish,Pike,Esox spp.,liver,raw,7,28,NA,2.1,16.6,8,NA,NA,NA,NA,NA,NA
Dogrib,6404,Fish,Freshwater Fish,Pike,Esox spp.,muscle,raw,27,40,NA,0.59,18.3,0.7,NA,NA,0.019,31,NA,NA
Dogrib,6404,Fish,Freshwater Fish,Northern Pike,Esox lucius,muscle,raw,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dogrib,6404,Fish,Freshwater Fish,Northern Pike,Esox lucius,muscle,raw,23,NA,NA,NA,NA,1.2,NA,0.4,NA,NA,0.1,0.2
Dogrib,6404,Fish,Freshwater Fish,Northern Pike,Esox lucius,muscle,raw,23,NA,NA,NA,NA,0.7,NA,0.2,NA,NA,NA,0.1
Dogrib,6404,Fish,Freshwater Fish,Northern Pike,Esox lucius,muscle,raw,13,57,0.67,0.55,19.3,0.69,NA,0.202,NA,NA,0.033,0.074
Dogrib,6404,Fish,Freshwater Fish,Northern Pike,Esox lucius,muscle,raw,63,57,0.67,0.55,NA,0.69,NA,0.202,0.24,31,0.033,0.074
Dogrib,6404,Fish,Freshwater Fish,Northern Pike,Esox lucius,muscle,raw,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dogrib,6404,Fish,Freshwater Fish,Northern Pike,Esox lucius,muscle,raw,82,50,0.96,0.3,19,1.2,NA,0.044,0.04,29,NA,NA
Dogrib,6404,Fish,Freshwater Fish,Northern Pike,Esox lucius,muscle,raw,24,60,0.7,0.4,19,0.8,NA,NA,0.03,28,NA,NA
Dogrib,6404,Fish,Freshwater Fish,Northern Pike,Esox lucius,muscle,raw,34,NA,NA,0.55,NA,1.1,NA,NA,NA,NA,NA,NA
Dogrib,6404,Fish,Freshwater Fish,Northern Pike,Esox lucius,muscle,raw,44,19.894,0.581,0.217,18.1,1.29,NA,NA,0.047,NA,NA,NA
Dogrib,6404,Fish,Freshwater Fish,Northern Pike,Esox lucius,muscle,raw,20,NA,NA,NA,NA,0.8,NA,NA,NA,NA,NA,0.1
Dogrib,6404,Fish,Freshwater Fish,Northern Pike,Esox lucius,muscle,raw,43,8,1.1,0.1,17,0.4,0.4,0.7,NA,NA,NA,NA
Dogrib,6404,Fish,Freshwater Fish,Northern Pike,Esox lucius,muscle,raw,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.044,0.217
Dogrib,6404,Fish,Freshwater Fish,Northern Pike,Esox lucius,muscle,raw,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dogrib,6404,Fish,Freshwater Fish,Northern Pike,Esox lucius,whole,raw,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dogrib,6404,Fish,Freshwater Fish,Northern Pike,Esox lucius,muscle,raw,27,259,1.11,0.47,18.7,0.9,NA,NA,0.236,NA,NA,NA
Dogrib,6404,Fish,Freshwater Fish,Northern Pike,Esox lucius,muscle,raw,2,32.6,0.4,0.2,21.8,0.7,NA,NA,NA,17.3,0.044,0.165
Dogrib,6404,Fish,Freshwater Fish,Northern Pike,Esox lucius,offal,raw,27,NA,NA,NA,16.5,5.3,NA,NA,NA,NA,NA,NA
Dogrib,6404,Fish,Freshwater Fish,Northern Pike,Esox lucius,muscle,raw,79,143,0.9,0.4,18.5,0.9,0.1,0.3,NA,NA,NA,NA
Dogrib,6404,Fish,Freshwater Fish,Northern Pike,Esox lucius,muscle,raw,72,NA,NA,NA,NA,0.9,NA,NA,NA,NA,NA,NA
Dogrib,6404,Fish,Freshwater Fish,Northern Pike,Esox lucius,muscle,raw,56,NA,NA,NA,NA,0.7,NA,NA,NA,NA,NA,NA
Dogrib,6404,Fish,Freshwater Fish,Northern Pike,Esox lucius,liver,raw,43,4.6,8.4,0.99,5.1,5.8,0.97,1.6,NA,NA,NA,NA
Dogrib,6404,Fish,Freshwater Fish,Northern Pike,Esox lucius,liver,raw,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dogrib,6446,Fish,Searun Fish,Chum Salmon,Oncorhynchus keta,muscle,raw,23,NA,NA,NA,NA,6.6,NA,1.5,NA,NA,0.4,0.6
Dogrib,6446,Fish,Searun Fish,Chum Salmon,Oncorhynchus keta,muscle,raw,7,11,0.47,0.55,20.1,3.77,NA,0.898,0.015,NA,NA,NA
Dogrib,6446,Fish,Searun Fish,Chum Salmon,Oncorhynchus keta,muscle,raw,13,11,0.47,0.55,20.1,3.77,NA,0.898,0.015,NA,0.233,0.394
Dogrib,6446,Fish,Searun Fish,Chum Salmon,Oncorhynchus keta,muscle,raw,63,11,0.47,0.55,20.1,3.77,NA,0.898,NA,22,0.233,0.394
Dogrib,6446,Fish,Searun Fish,Chum Salmon,Oncorhynchus keta,muscle,raw,34,11,NA,NA,12,1.5,NA,NA,NA,NA,NA,NA
Dogrib,6446,Fish,Searun Fish,Chum Salmon,Oncorhynchus keta,muscle,raw,58,11,NA,NA,12,2,NA,NA,NA,NA,NA,NA
Dogrib,6446,Fish,Searun Fish,Chum Salmon,Oncorhynchus keta,muscle,raw,27,12,1.37,0.475,20.4,4.6,NA,NA,0.028,22,NA,NA
Dogrib,6446,Fish,Searun Fish,Chum Salmon,Oncorhynchus keta,whole,raw,27,NA,NA,NA,14.8,0.8,NA,NA,NA,NA,NA,NA
Dogrib,6446,Fish,Searun Fish,Chum Salmon,Oncorhynchus keta,eggs,raw,27,NA,NA,NA,18.4,12.4,NA,NA,NA,NA,NA,NA
Dogrib,6446,Fish,Searun Fish,Chum Salmon,Oncorhynchus keta,muscle,raw,79,12,1,0.5,20.4,4.2,0.6,1,NA,NA,NA,NA
Dogrib,6446,Fish,Searun Fish,Chum Salmon,Oncorhynchus keta,muscle,raw,72,NA,NA,NA,NA,3.9,NA,NA,NA,NA,NA,NA
Dogrib,6446,Fish,Searun Fish,Chum Salmon,Oncorhynchus keta,muscle,raw,55,NA,NA,NA,NA,3.5,NA,NA,NA,NA,NA,NA
Dogrib,6446,Fish,Searun Fish,Coho Salmon,Oncorhynchus kisutch,muscle,raw,23,NA,NA,NA,NA,6,NA,1.7,NA,NA,0.3,0.5
Dogrib,6446,Fish,Searun Fish,Coho Salmon,Oncorhynchus kisutch,muscle,raw,8,NA,NA,NA,21.3,3.3,NA,1.74,NA,NA,NA,NA
Dogrib,6446,Fish,Searun Fish,Coho Salmon,Oncorhynchus kisutch,muscle,raw,7,NA,0.41,0.7,21.6,5.95,NA,NA,0.015,0,NA,NA
Dogrib,6446,Fish,Searun Fish,Coho Salmon,Oncorhynchus kisutch,muscle,raw,13,NA,0.41,0.7,21.6,5.95,NA,1.74,0.015,NA,0.327,0.487
Dogrib,6446,Fish,Searun Fish,Coho Salmon,Oncorhynchus kisutch,muscle,raw,63,36,0.41,0.56,21.6,5.93,NA,1.99,0.014,31,0.429,0.656
Dogrib,6446,Fish,Searun Fish,Coho Salmon,Oncorhynchus kisutch,muscle,raw,58,78,NA,1.8,20,6,NA,NA,NA,NA,NA,NA
Dogrib,6446,Fish,Searun Fish,Coho Salmon,Oncorhynchus kisutch,muscle,raw,27,36,NA,1345,21.1,5.7,NA,NA,0.02,29,NA,NA
Dogrib,6446,Fish,Searun Fish,Coho Salmon,Oncorhynchus kisutch,muscle,raw,55,NA,NA,NA,NA,5.4,NA,NA,NA,NA,7.6,18.6
Dogrib,6446,Fish,Searun Fish,Coho Salmon,Oncorhynchus kisutch,muscle,raw,55,NA,NA,NA,NA,32.2,NA,NA,NA,NA,6.2,15.8
Dogrib,6446,Fish,Searun Fish,Coho Salmon,Oncorhynchus kisutch,eggs,raw,27,NA,NA,NA,18.4,11.2,NA,NA,NA,NA,NA,NA
Dogrib,6446,Fish,Searun Fish,Coho Salmon,Oncorhynchus kisutch,muscle,raw,79,36,0.4,1.3,21.1,6.6,1.5,2,NA,NA,NA,NA
Dogrib,6446,Fish,Searun Fish,Coho Salmon,Oncorhynchus kisutch,muscle,raw,72,NA,NA,NA,NA,7.5,NA,NA,NA,NA,NA,NA
Dogrib,6446,Fish,Searun Fish,Pink Salmon,Oncorhynchus gorbuscha,muscle,raw,23,NA,NA,NA,NA,3.4,NA,1.4,NA,NA,0.4,0.6
Dogrib,6446,Fish,Searun Fish,Pink Salmon,Oncorhynchus gorbuscha,muscle,raw,7,NA,0.55,0.77,19.9,3.45,NA,1.35,0.015,NA,NA,NA
Dogrib,6446,Fish,Searun Fish,Pink Salmon,Oncorhynchus gorbuscha,muscle,raw,13,NA,0.55,0.77,19.9,3.45,NA,1.35,0.015,NA,0.419,0.586
Dogrib,6446,Fish,Searun Fish,Pink Salmon,Oncorhynchus gorbuscha,muscle,raw,63,13,0.55,0.77,19.9,3.45,NA,NA,0.015,26,0.419,0.586
Dogrib,6446,Fish,Searun Fish,Pink Salmon,Oncorhynchus gorbuscha,muscle,raw,58,13,NA,1.1,20,4,NA,NA,NA,NA,NA,NA
Dogrib,6446,Fish,Searun Fish,Pink Salmon,Oncorhynchus gorbuscha,muscle,raw,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dogrib,6446,Fish,Searun Fish,Pink Salmon,Oncorhynchus gorbuscha,muscle,raw,27,13,NA,0.93,20.1,4.8,NA,NA,NA,NA,NA,NA
Dogrib,6446,Fish,Searun Fish,Pink Salmon,Oncorhynchus gorbuscha,eggs,raw,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dogrib,6446,Fish,Searun Fish,Pink Salmon,Oncorhynchus gorbuscha,muscle,raw,79,13,0.5,0.9,20.1,5,1.5,2,NA,NA,NA,NA
Dogrib,6446,Fish,Searun Fish,Pink Salmon,Oncorhynchus gorbuscha,muscle,raw,72,NA,NA,NA,NA,5.2,NA,NA,NA,NA,NA,NA
Dogrib,6446,Fish,Searun Fish,Pink Salmon,Oncorhynchus gorbuscha,muscle,raw,55,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA
Dogrib,6446,Fish,Searun Fish,Sockeye Salmon,Oncorhynchus nerka,muscle,raw,23,NA,NA,NA,NA,8.6,NA,1.9,NA,NA,0.5,0.7
Dogrib,6446,Fish,Searun Fish,Sockeye Salmon,Oncorhynchus nerka,muscle,raw,62,6,0.54,0.47,21.3,8.6,NA,1.88,0.014,24,NA,NA
Dogrib,6446,Fish,Searun Fish,Sockeye Salmon,Oncorhynchus nerka,muscle,raw,7,6,0.5,0.5,21.3,9,NA,1.9,0.01,24,NA,NA
Dogrib,6446,Fish,Searun Fish,Sockeye Salmon,Oncorhynchus nerka,muscle,raw,13,6,0.54,0.47,21.3,8.56,NA,1.88,0.014,24,0.519,0.653
Dogrib,6446,Fish,Searun Fish,Sockeye Salmon,Oncorhynchus nerka,muscle,raw,63,6,0.54,0.47,21.3,8.56,NA,1.88,0.014,24,0.519,0.653
Dogrib,6446,Fish,Searun Fish,Sockeye Salmon,Oncorhynchus nerka,muscle,raw,58,52,0.9,0.8,20,5,NA,NA,0.017,25,NA,NA
Dogrib,6446,Fish,Searun Fish,Sockeye Salmon,Oncorhynchus nerka,muscle,raw,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dogrib,6446,Fish,Searun Fish,Sockeye Salmon,Oncorhynchus nerka,light muscle,raw,28,NA,NA,NA,NA,2.52,0.87,0.94,NA,NA,0.22,0.57
Dogrib,6446,Fish,Searun Fish,Sockeye Salmon,Oncorhynchus nerka,dark muscle,raw,28,NA,NA,NA,NA,22.9,6.31,7.03,NA,NA,1.88,3.67
Dogrib,6446,Fish,Searun Fish,Sockeye Salmon,Oncorhynchus nerka,muscle,raw,27,176,NA,1.18,20.3,6.9,NA,NA,NA,NA,NA,NA
Dogrib,6446,Fish,Searun Fish,Sockeye Salmon,Oncorhynchus nerka,whole,raw,27,NA,NA,NA,18.4,7.8,NA,NA,NA,NA,NA,NA
Dogrib,6446,Fish,Searun Fish,Sockeye Salmon,Oncorhynchus nerka,offal,raw,27,NA,NA,NA,16.1,13.7,NA,NA,NA,NA,NA,NA
Dogrib,6446,Fish,Searun Fish,Sockeye Salmon,Oncorhynchus nerka,eggs,raw,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dogrib,6446,Fish,Searun Fish,Sockeye Salmon,Oncorhynchus nerka,muscle,raw,79,6,0.4,0.9,20.3,7.9,2.7,4.2,NA,NA,NA,NA
Dogrib,6446,Fish,Searun Fish,Sockeye Salmon,Oncorhynchus nerka,muscle,raw,72,NA,NA,NA,NA,8.9,NA,NA,NA,NA,NA,NA
Dogrib,6446,Fish,Searun Fish,Chinook Salmon,Oncorhynchus tshawytscha,eggs,raw,7,NA,NA,NA,29.2,14,NA,4.39,NA,NA,NA,NA
Dogrib,6446,Fish,Searun Fish,Chinook Salmon,Oncorhynchus tshawytscha,eggs,raw,34,NA,NA,NA,29.2,12.4,NA,NA,NA,NA,NA,NA
Dogrib,6446,Fish,Searun Fish,Chinook Salmon,Oncorhynchus tshawytscha,eggs,raw,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dogrib,6446,Fish,Searun Fish,Chinook Salmon,Oncorhynchus tshawytscha,eggs,raw,11,30,NA,NA,30.4,15,NA,NA,NA,NA,NA,NA
Dogrib,6446,Fish,Searun Fish,Chinook Salmon,Oncorhynchus tshawytscha,eggs,raw,33,30,NA,NA,30.4,15,NA,NA,NA,NA,NA,NA
Dogrib,6446,Fish,Searun Fish,Chinook Salmon,Oncorhynchus tshawytscha,muscle,raw,23,NA,NA,NA,NA,10.4,NA,2.1,NA,NA,0.8,0.6
Dogrib,6446,Fish,Searun Fish,Chinook Salmon,Oncorhynchus tshawytscha,muscle,raw,7,79,NA,0.9,22.5,13.4,NA,NA,NA,NA,NA,NA
Dogrib,6446,Fish,Searun Fish,Chinook Salmon,Oncorhynchus tshawytscha,muscle,raw,13,22,0.44,0.71,20.1,10.4,NA,2.08,0.015,NA,0.788,0.567
Dogrib,6446,Fish,Searun Fish,Chinook Salmon,Oncorhynchus tshawytscha,muscle,raw,63,22,0.44,0.71,20.1,10.4,NA,2.08,0.015,95,0.788,0.567
Dogrib,6446,Fish,Searun Fish,Chinook Salmon,Oncorhynchus tshawytscha,muscle,raw,25,NA,NA,NA,NA,7,1.2,1.6,NA,NA,0.44,0.55
Dogrib,6446,Fish,Searun Fish,Chinook Salmon,Oncorhynchus tshawytscha,muscle,raw,58,NA,NA,NA,19.6,15,NA,NA,NA,NA,NA,NA
Dogrib,6446,Fish,Searun Fish,Chinook Salmon,Oncorhynchus tshawytscha,liver,raw,21,28,NA,NA,17,8,NA,NA,NA,NA,NA,NA
Dogrib,6446,Fish,Searun Fish,Chinook Salmon,Oncorhynchus tshawytscha,liver,raw,11,28,NA,NA,16.6,8,NA,NA,NA,NA,NA,NA
Dogrib,6446,Fish,Searun Fish,Chinook Salmon,Oncorhynchus tshawytscha,liver,raw,33,21,NA,NA,16.5,4.8,NA,NA,NA,NA,NA,NA
Dogrib,6446,Fish,Searun Fish,Chinook Salmon,Oncorhynchus tshawytscha,muscle,raw,11,20,NA,NA,4.6,7.1,NA,NA,NA,NA,NA,NA
Dogrib,6446,Fish,Searun Fish,Chinook Salmon,Oncorhynchus tshawytscha,muscle,raw,33,20,NA,NA,4.6,7.1,NA,NA,NA,NA,NA,NA
Dogrib,6446,Fish,Searun Fish,Chinook Salmon,Oncorhynchus tshawytscha,muscle,raw,11,22,NA,NA,21.4,3.3,NA,NA,NA,NA,NA,NA
Dogrib,6446,Fish,Searun Fish,Chinook Salmon,Oncorhynchus tshawytscha,muscle,raw,33,22,NA,NA,21.4,3.3,NA,NA,NA,NA,NA,NA
Dogrib,6446,Fish,Searun Fish,Chinook Salmon,Oncorhynchus tshawytscha,muscle,raw,11,14,NA,NA,5.5,8.4,NA,NA,NA,NA,NA,NA
Dogrib,6446,Fish,Searun Fish,Chinook Salmon,Oncorhynchus tshawytscha,muscle,raw,33,14,NA,NA,5.5,8.4,NA,NA,NA,NA,NA,NA
Dogrib,6446,Fish,Searun Fish,Chinook Salmon,Oncorhynchus tshawytscha,muscle,raw,27,20,0.8,0.9,17.9,11.6,NA,NA,NA,95,NA,NA
Dogrib,6446,Fish,Searun Fish,Chinook Salmon,Oncorhynchus tshawytscha,muscle,raw,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dogrib,6446,Fish,Searun Fish,Chinook Salmon,Oncorhynchus tshawytscha,muscle,raw,79,14,0.6,1.1,19,11.4,1.9,2.4,NA,NA,NA,NA
Dogrib,6446,Fish,Searun Fish,Chinook Salmon,Oncorhynchus tshawytscha,muscle,raw,72,NA,NA,NA,NA,13.2,NA,NA,NA,NA,NA,NA
Dogrib,6446,Fish,Searun Fish,Chinook Salmon,Oncorhynchus tshawytscha,liver,raw,7,28,NA,2.6,16.6,8,NA,NA,NA,NA,NA,NA
Dogrib,6446,Fish,Searun Fish,Chinook Salmon,Oncorhynchus tshawytscha,liver,raw,34,NA,NA,2.6,NA,NA,NA,NA,NA,NA,NA,NA
Dogrib,6446,Fish,Searun Fish,Chinook Salmon,Oncorhynchus tshawytscha,muscle,raw,11,20,NA,NA,4.6,7.1,NA,NA,NA,NA,NA,NA
Dogrib,6446,Fish,Searun Fish,Chinook Salmon,Oncorhynchus tshawytscha,muscle,raw,11,22,NA,NA,21.4,3.3,NA,NA,NA,NA,NA,NA
Dogrib,6446,Fish,Searun Fish,Chinook Salmon,Oncorhynchus tshawytscha,muscle,raw,11,14,NA,NA,8.4,8.4,NA,NA,NA,NA,NA,NA
Dogrib,6446,Fish,Searun Fish,Atlantic Salmon,Salmo salar,muscle,raw,13,12,NA,0.8,19.8,6.34,NA,2.54,NA,NA,0.321,1.11
Dogrib,6446,Fish,Searun Fish,Atlantic Salmon,Salmo salar,muscle,raw,63,12,0.64,0.8,19.8,6.34,NA,2.54,0.016,29,0.321,1.11
Dogrib,6446,Fish,Searun Fish,Atlantic Salmon,Salmo salar,muscle,raw,82,20,1.04,0.8,18.4,10,NA,3.32,0.04,24,0.65,1.8
Dogrib,6446,Fish,Searun Fish,Atlantic Salmon,Salmo salar,muscle,raw,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.345,1
Dogrib,6446,Fish,Searun Fish,Atlantic Salmon,Salmo salar,muscle,raw,10,27,0.8,0.7,18.4,12,NA,3.4,0.02,26,NA,NA
Dogrib,6446,Fish,Searun Fish,Atlantic Salmon,Salmo salar,muscle,raw,62,12,0.64,0.8,19.8,6.3,NA,2.54,0.016,29,NA,NA
Dogrib,6446,Fish,Searun Fish,Atlantic Salmon,Salmo salar,muscle,raw,23,NA,NA,NA,NA,5.4,NA,2.1,NA,NA,0.3,0.9
Dogrib,6446,Fish,Searun Fish,Atlantic Salmon,Salmo salar,muscle,raw,27,15,0.47,1.15,17.2,5.5,NA,NA,NA,32,NA,NA
Dogrib,6446,Fish,Searun Fish,Atlantic Salmon,Salmo salar,muscle,raw,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dogrib,6446,Fish,Searun Fish,Atlantic Salmon,Salmo salar,muscle,raw,48,NA,NA,NA,NA,18.6,2.2,NA,NA,NA,NA,NA
Dogrib,6446,Fish,Searun Fish,Atlantic Salmon,Salmo salar,muscle,raw,2,11.6,0.6,0.4,24.3,4.3,NA,NA,NA,22.9,0.269,0.612
Dogrib,6446,Fish,Searun Fish,Atlantic Salmon,Salmo salar,skin,raw,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dogrib,6446,Fish,Searun Fish,Atlantic Salmon,Salmo salar,muscle,raw,79,15,0.5,1,18.4,5.6,1.4,2.4,NA,NA,NA,NA
Dogrib,6446,Fish,Searun Fish,Atlantic Salmon,Salmo salar,muscle,raw,72,NA,NA,NA,NA,5.8,NA,NA,NA,NA,NA,NA
Dogrib,6403,Fish,Freshwater Fish,Suckers,Catostominae,muscle,raw,27,NA,NA,NA,17.7,3.5,NA,NA,NA,NA,NA,NA
Dogrib,6403,Fish,Freshwater Fish,Suckers,Catostominae,offal,raw,27,NA,NA,NA,15.1,8.4,NA,NA,NA,NA,NA,NA
Dogrib,6403,Fish,Freshwater Fish,Suckers,Catostominae,muscle,raw,40,NA,NA,NA,20.6,1.8,NA,NA,NA,NA,NA,NA
Dogrib,6403,Fish,Freshwater Fish,Suckers,Catostominae,muscle,raw,41,NA,NA,NA,21,1.8,NA,NA,NA,NA,NA,NA
Dogrib,6403,Fish,Freshwater Fish,Suckers,Catostominae,muscle,raw,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dogrib,6403,Fish,Freshwater Fish,Longnose Sucker,Catostomus catostomus,muscle,raw,2,63.1,0.5,0.3,17.7,1.2,NA,NA,NA,21.8,0.075,0.212
Dogrib,6403,Fish,Freshwater Fish,White Sucker,Catostomus commersonii,muscle,raw,13,70,0.75,1.3,16.7,2.32,NA,0.807,0.6,30,0.19,0.289
Dogrib,6403,Fish,Freshwater Fish,White Sucker,Catostomus commersonii,muscle,raw,63,70,0.75,1.3,16.8,2.32,NA,0.807,0.6,30,0.19,0.289
Dogrib,6403,Fish,Freshwater Fish,White Sucker,Catostomus commersonii,muscle,raw,27,NA,NA,NA,17.7,1.5,NA,NA,NA,NA,NA,NA
Dogrib,6403,Fish,Freshwater Fish,White Sucker,Catostomus commersonii,muscle,raw,2,19.6,0.3,0.2,18.4,1.5,NA,NA,NA,17.4,0.083,0.179
Dogrib,6403,Fish,Freshwater Fish,White Sucker,Catostomus commersonii,whole,raw,27,NA,NA,NA,16,3.8,NA,NA,NA,NA,NA,NA
Dogrib,6403,Fish,Freshwater Fish,White Sucker,Catostomus commersonii,muscle,raw,56,NA,NA,NA,16.9,1.9,NA,NA,NA,NA,NA,NA
Dogrib,6403,Fish,Freshwater Fish,White Sucker,Catostomus commersonii,muscle,raw,79,42,NA,0.4,17.1,2.4,NA,NA,NA,NA,NA,NA
Dogrib,6151,Fish,Freshwater Fish,Lake Trout,Salvelinus namaycush,muscle,raw,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dogrib,6151,Fish,Freshwater Fish,Lake Trout,Salvelinus namaycush,muscle,raw,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dogrib,6151,Fish,Freshwater Fish,Lake Trout,Salvelinus namaycush,muscle,raw,23,NA,NA,NA,NA,9.7,NA,3.4,NA,NA,0.5,1.1
Dogrib,6151,Fish,Freshwater Fish,Lake Trout,Salvelinus namaycush,muscle,raw,82,NA,0.44,0.75,20.5,2.7,NA,NA,NA,30,NA,NA
Dogrib,6151,Fish,Freshwater Fish,Lake Trout,Salvelinus namaycush,muscle,raw,24,7,0.4,0.5,21,3.9,NA,NA,0.01,27,NA,NA
Dogrib,6151,Fish,Freshwater Fish,Lake Trout,Salvelinus namaycush,muscle,raw,20,NA,NA,NA,NA,3.9,NA,NA,NA,NA,0.1,0.4
Dogrib,6151,Fish,Freshwater Fish,Lake Trout,Salvelinus namaycush,muscle,raw,60,NA,NA,NA,22.4,NA,NA,NA,NA,NA,NA,NA
Dogrib,6151,Fish,Freshwater Fish,Lake Trout,Salvelinus namaycush,muscle,raw,43,4,0.4,0.2,12,1.4,0.6,1,NA,NA,NA,NA
Dogrib,6151,Fish,Freshwater Fish,Lake Trout,Salvelinus namaycush,muscle,raw,32,NA,NA,NA,22.4,2.1,NA,NA,NA,NA,NA,NA
Dogrib,6151,Fish,Freshwater Fish,Lake Trout,Salvelinus namaycush,muscle,raw,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dogrib,6151,Fish,Freshwater Fish,Lake Trout,Salvelinus namaycush,muscle,raw,2,6.1,0.4,0.3,20.9,1.4,NA,NA,NA,20.8,0.072,0.232
Dogrib,6151,Fish,Freshwater Fish,Lake Trout,Salvelinus namaycush,muscle,raw,27,NA,0.21,0.478,NA,NA,NA,NA,0.026,NA,NA,NA
Dogrib,6151,Fish,Freshwater Fish,Lake Trout,Salvelinus namaycush,offal,raw,27,NA,NA,NA,15.6,18.1,NA,NA,NA,NA,NA,NA
Dogrib,6151,Fish,Freshwater Fish,Lake Trout,Salvelinus namaycush,liver,raw,43,8.7,8.2,6,9.7,2.2,0.92,1.2,NA,NA,NA,NA
Dogrib,6151,Fish,Freshwater Fish,Lake Trout,Salvelinus namaycush,eggs,raw,43,41.2,4.3,0.4,19.6,2.6,2.4,3.3,NA,NA,NA,NA
Dogrib,6151,Fish,Freshwater Fish,Lake Trout,Salvelinus namaycush,muscle,raw,56,NA,NA,NA,18.6,7.2,NA,NA,NA,NA,NA,NA
Dogrib,6151,Fish,Freshwater Fish,Lake Trout,Salvelinus namaycush,muscle,raw,79,44,0.7,0.7,18.1,9.4,1.4,2.6,NA,NA,NA,NA
Dogrib,6151,Fish,Freshwater Fish,Lake Trout,Salvelinus namaycush,whole,raw,73,NA,NA,NA,NA,NA,NA,NA,NA,32,NA,NA
Dogrib,6151,Fish,Freshwater Fish,Rainbow Trout,Oncorhynchus mykiss,muscle,raw,11,54,NA,NA,24.4,1.5,NA,NA,NA,NA,NA,NA
Dogrib,6151,Fish,Freshwater Fish,Rainbow Trout,Oncorhynchus mykiss,muscle,raw,33,54,NA,NA,24.4,1.5,NA,NA,NA,NA,NA,NA
Dogrib,6151,Fish,Freshwater Fish,Rainbow Trout,Oncorhynchus mykiss,muscle,raw,23,NA,NA,NA,NA,3.4,NA,1.2,NA,NA,0.1,0.4
Dogrib,6151,Fish,Freshwater Fish,Rainbow Trout,Oncorhynchus mykiss,muscle,raw,82,127,0.48,0.4,18.4,6.7,NA,2.02,0.02,25,0.32,1.16
