Order,Family,Species,Occurrence,FishBase name,Name
Perciformes,Sciaenidae,Leiostomus xanthurus,native ,Spot croaker ,
Perciformes,Gempylidae,Lepidocybium flavobrunneum,native ,Escolar ,
Perciformes,Gobiidae,Lepidogobius lepidus,native ,Bay goby ,
Cypriniformes,Cyprinidae,Lepidomeda albivallis,native ,White River spinedace ,
Cypriniformes,Cyprinidae,Lepidomeda aliciae,native ,Southern leatherside chub ,
Cypriniformes,Cyprinidae,Lepidomeda altivelis,endemic ,Pahranagat spinedace ,
Cypriniformes,Cyprinidae,Lepidomeda copei,endemic ,Northern leatherside chub ,
Cypriniformes,Cyprinidae,Lepidomeda mollispinis,native ,Virgin spinedace ,
Cypriniformes,Cyprinidae,Lepidomeda vittata,native ,Little Colorado spinedace ,
Myctophiformes,Myctophidae,Lepidophanes guentheri,native ,Günther’s lanternfish ,
Pleuronectiformes,Pleuronectidae,Lepidopsetta bilineata,native ,Rock sole ,Southern rock sole 
Pleuronectiformes,Pleuronectidae,Lepidopsetta polyxystra,native ,Northern rock sole ,
Perciformes,Trichiuridae,Lepidopus fitchi,native ,Pacific scabbardfish ,Black scabbardfish 
Lepisosteiformes,Lepisosteidae,Lepisosteus oculatus,native ,Spotted gar ,
Lepisosteiformes,Lepisosteidae,Lepisosteus osseus,native ,Longnose gar ,Gar 
Lepisosteiformes,Lepisosteidae,Lepisosteus platostomus,native ,Shortnose gar ,
Lepisosteiformes,Lepisosteidae,Lepisosteus platyrhincus,native ,Florida gar ,
Perciformes,Centrarchidae,Lepomis auritus,native ,Redbreast sunfish ,Redbreast 
Perciformes,Centrarchidae,Lepomis cyanellus,native ,Green sunfish ,
Perciformes,Centrarchidae,Lepomis gibbosus,native ,Pumpkinseed ,
Perciformes,Centrarchidae,Lepomis gulosus,native ,Warmouth ,
Perciformes,Centrarchidae,Lepomis humilis,endemic ,Orangespotted sunfish ,
Perciformes,Centrarchidae,Lepomis macrochirus,native ,Bluegill ,
Perciformes,Centrarchidae,Lepomis marginatus,endemic ,Dollar sunfish ,
Perciformes,Centrarchidae,Lepomis megalotis,native ,Longear sunfish ,Creek perch 
Perciformes,Centrarchidae,Lepomis microlophus,endemic ,Redear sunfish ,
Perciformes,Centrarchidae,Lepomis miniatus,native ,Redspotted sunfish ,
Perciformes,Centrarchidae,Lepomis peltastes,native ,Northern sunfish ,
Perciformes,Centrarchidae,Lepomis punctatus,endemic ,Spotted sunfish ,Stumpknocker 
Perciformes,Centrarchidae,Lepomis symmetricus,endemic ,Bantam sunfish ,
Ophidiiformes,Ophidiidae,Lepophidium brevibarbe,native ,Shortbeard cusk-eel ,Cusk-eel 
Ophidiiformes,Ophidiidae,Lepophidium crossotum,native ,Whitespot cusk-eel ,Whitespot cusk-eel 
Ophidiiformes,Ophidiidae,Lepophidium entomelan,native ,Blackthroat cusk-eel ,Blackthroat cusk-eel 
Ophidiiformes,Ophidiidae,Lepophidium gilmorei,native ,Pepperfin cusk-eel ,Pepperfin cusk-eel 
Ophidiiformes,Ophidiidae,Lepophidium jeannae,native ,Mottled cusk-eel ,Cusk-eel 
Ophidiiformes,Ophidiidae,Lepophidium profundorum,native ,Blackrim cusk-eel ,Cusk-eel 
Notacanthiformes,Notacanthidae,Leptocephalus giganteus,native ,Giant leptocephalus ,Giant leptocephalus 
Perciformes,Stichaeidae,Leptoclinus maculatus,native ,Daubed shanny ,
Scorpaeniformes,Cottidae,Leptocottus armatus,native ,Pacific staghorn sculpin ,
Osmeriformes,Alepocephalidae,Leptoderma macrops,native ,Grenadier smooth-head ,
Cyprinodontiformes,Fundulidae,Leptolucania ommata,endemic ,Pygmy killifish ,
Stomiiformes,Stomiidae,Leptostomias bilobatus,native ,,
Stomiiformes,Stomiidae,Leptostomias gladiator,native ,,
Aulopiformes,Paralepididae,Lestidiops pacificus,native ,,
Aulopiformes,Paralepididae,Lestidiops ringens,native ,Slender barracudina ,Slender barracudina 
Aulopiformes,Paralepididae,Lestidiops sphyraenopsis,native ,,
Anguilliformes,Ophichthidae,Letharchus velifer,native ,Sailfin eel ,
Petromyzontiformes,Petromyzontidae,Lethenteron appendix,native ,American brook lamprey ,
Anguilliformes,Ophichthidae,Lethogoleos andersoni,native ,Forgetful snake eel ,
Perciformes,Gobiidae,Lethops connectens,native ,Halfblind goby ,Kelp goby 
Cypriniformes,Cyprinidae,Leuciscus idus,introduced ,Ide ,Golden orfe 
Rajiformes,Rajidae,Leucoraja erinacea,native ,Little skate ,
Rajiformes,Rajidae,Leucoraja garmani,native ,Rosette skate ,
Rajiformes,Rajidae,Leucoraja lentiginosa,native ,Freckled skate ,Speckled skate 
Rajiformes,Rajidae,Leucoraja ocellata,native ,Winter skate ,Big skate 
Rajiformes,Rajidae,Leucoraja virginica,native ,Virginia skate ,
Atheriniformes,Atherinopsidae,Leuresthes tenuis,native ,California grunion ,Grunion 
Osmeriformes,Bathylagidae,Leuroglossus schmidti,native ,Northern smoothtongue ,
Osmeriformes,Bathylagidae,Leuroglossus stilbius,native ,California smoothtongue ,
Clupeiformes,Clupeidae,Lile nigrofasciata,native ,Blackstripe herring ,
Pleuronectiformes,Pleuronectidae,Limanda ferruginea,native ,Yellowtail flounder ,
Lophiiformes,Linophrynidae,Linophryne bicornis,native ,,
Lophiiformes,Linophrynidae,Linophryne densiramus,native ,Thickbranch angler ,
Lophiiformes,Linophrynidae,Linophryne pennibarbata,native ,,
Perciformes,Serranidae,Liopropoma carmabi,native ,Candy basslet ,Candy bass 
Perciformes,Serranidae,Liopropoma eukrines,native ,Wrasse bass ,
Perciformes,Serranidae,Liopropoma fasciatum,native ,Wrasse ass bass ,
Perciformes,Serranidae,Liopropoma mowbrayi,native ,Cave bass ,
Perciformes,Serranidae,Liopropoma rubre,native ,Peppermint bass ,Swissguard basslet 
Pleuronectiformes,Pleuronectidae,Liopsetta glacialis,native ,Arctic flounder ,
Scorpaeniformes,Liparidae,Liparis adiastolus,native ,,
Scorpaeniformes,Liparidae,Liparis atlanticus,native ,Atlantic seasnail ,Seasnail 
Scorpaeniformes,Liparidae,Liparis callyodon,native ,Spotted snailfish ,
Scorpaeniformes,Liparidae,Liparis coheni,native ,Gulf snailfish ,
Scorpaeniformes,Liparidae,Liparis cyclopus,native ,Ribbon snailfish ,
Scorpaeniformes,Liparidae,Liparis dennyi,native ,Marbled snailfish ,
Scorpaeniformes,Liparidae,Liparis fabricii,native ,Gelatinous snailfish ,
Scorpaeniformes,Liparidae,Liparis florae,native ,Tidepool snailfish ,
Scorpaeniformes,Liparidae,Liparis fucensis,native ,Slipskin snailfish ,
Scorpaeniformes,Liparidae,Liparis inquilinus,native ,Inquiline snailfish ,
Scorpaeniformes,Liparidae,Liparis mucosus,native ,Slimy snailfish ,
Scorpaeniformes,Liparidae,Liparis pulchellus,native ,Showy snailfish ,
Scorpaeniformes,Liparidae,Liparis rutteri,native ,Ringtail snailfish ,
Scorpaeniformes,Liparidae,Lipariscus nanus,native ,Pygmy snailfish ,
Perciformes,Grammatidae,Lipogramma anabantoides,native ,Dusky basslet ,Spotfin basslet 
Perciformes,Grammatidae,Lipogramma trilineata,native ,Threeline basslet ,
Osmeriformes,Bathylagidae,Lipolagus ochotensis,native ,Eared blacksmelt ,Popeye blacksmelt 
Myctophiformes,Myctophidae,Lobianchia dofleini,native ,Dofleini's lantern fish ,
Myctophiformes,Myctophidae,Lobianchia gemellarii,native ,Cocco's lantern fish ,
Perciformes,Lobotidae,Lobotes surinamensis,native ,Tripletail ,Biajaca de la mar 
Perciformes,Opistognathidae,Lonchopisthus micrognathus,native ,Swordtail jawfish ,
Lophiiformes,Lophiidae,Lophiodes beroe,native ,,
Lophiiformes,Lophiidae,Lophiodes caulinaris,native ,Spottedtail angler ,Spottedtail goosefish 
Lophiiformes,Lophiidae,Lophiodes monodi,native ,,
Lophiiformes,Lophiidae,Lophiodes reticulatus,native ,Reticulated goosefish ,
Lophiiformes,Lophiidae,Lophiodes spilurus,native ,Threadfin angler ,Threadfin goosefish 
Lophiiformes,Lophiidae,Lophius americanus,native ,American angler ,Monkfish 
Lophiiformes,Lophiidae,Lophius gastrophysus,native ,Blackfin goosefish ,
Lophiiformes,Lophiidae,Lophius piscatorius,native ,Angler ,Anglerfish 
Perciformes,Gobiidae,Lophogobius cyprinoides,native ,Crested goby ,
Perciformes,Malacanthidae,Lopholatilus chamaeleonticeps,native ,Great northern tilefish ,Golden tilefish 
Lampriformes,Lophotidae,Lophotus lacepede,native ,Crested oarfish ,
Gadiformes,Lotidae,Lota lota,native ,Burbot ,Ellpout 
Myctophiformes,Myctophidae,Loweina rara,native ,Laura's lantern fish ,
Cyprinodontiformes,Fundulidae,Lucania goodei,endemic ,Bluefin killifish ,
Cyprinodontiformes,Fundulidae,Lucania parva,native ,Rainwater killifish ,
Perciformes,Stichaeidae,Lumpenopsis clitella,native ,Saddled prickleback ,Saddled prickleback 
Perciformes,Stichaeidae,Lumpenopsis hypochroma,native ,Y-prickleback ,
Perciformes,Stichaeidae,Lumpenus lampretaeformis,native ,Snakeblenny ,
Perciformes,Stichaeidae,Lumpenus sagitta,native ,Snake prickleback ,
Perciformes,Blenniidae,Lupinoblennius nicholsi,native ,Highfin blenny ,
Perciformes,Blenniidae,Lupinoblennius vinctus,native ,Mangrove blenny ,
Perciformes,Lutjanidae,Lutjanus ambiguus,native ,Ambiguous snapper ,
Perciformes,Lutjanidae,Lutjanus analis,native ,Mutton snapper ,Pargo 
Perciformes,Lutjanidae,Lutjanus apodus,native ,Schoolmaster snapper ,Caji 
Perciformes,Lutjanidae,Lutjanus argentiventris,native ,Yellow snapper ,
Perciformes,Lutjanidae,Lutjanus buccanella,native ,Blackfin snapper ,
Perciformes,Lutjanidae,Lutjanus campechanus,native ,Northern red snapper ,Pensacola red snapper 
Perciformes,Lutjanidae,Lutjanus colorado,native ,Colorado snapper ,
Perciformes,Lutjanidae,Lutjanus cyanopterus,native ,Cubera snapper ,Cuban snapper 
Perciformes,Lutjanidae,Lutjanus griseus,native ,Grey snapper ,Mangrove snapper 
Perciformes,Lutjanidae,Lutjanus jocu,native ,Dog snapper ,Jocu 
Perciformes,Lutjanidae,Lutjanus mahogoni,native ,Mahogany snapper ,Mahogony snapper 
Perciformes,Lutjanidae,Lutjanus synagris,native ,Lane snapper ,Mexican snapper 
Perciformes,Lutjanidae,Lutjanus vivanus,native ,Silk snapper ,
Perciformes,Luvaridae,Luvarus imperialis,native ,Luvar ,
Cypriniformes,Cyprinidae,Luxilus albeolus,native ,White shiner ,
Cypriniformes,Cyprinidae,Luxilus cardinalis,native ,Cardinal shiner ,
Cypriniformes,Cyprinidae,Luxilus cerasinus,native ,Crescent shiner ,
Cypriniformes,Cyprinidae,Luxilus chrysocephalus,native ,Striped shiner ,
Cypriniformes,Cyprinidae,Luxilus coccogenis,native ,Warpaint shiner ,
Cypriniformes,Cyprinidae,Luxilus cornutus,native ,Common shiner ,
Cypriniformes,Cyprinidae,Luxilus pilsbryi,native ,Duskystripe shiner ,
Cypriniformes,Cyprinidae,Luxilus zonatus,native ,Bleeding shiner ,
Cypriniformes,Cyprinidae,Luxilus zonistius,native ,Bandfin shiner ,
Perciformes,Zoarcidae,Lycenchelys bullisi,native ,,
Perciformes,Zoarcidae,Lycenchelys callista,native ,,
Perciformes,Zoarcidae,Lycenchelys camchatica,native ,,
Perciformes,Zoarcidae,Lycenchelys crotalinus,native ,Snakehead eelpout ,Snakehead eelpout 
Perciformes,Zoarcidae,Lycenchelys jordani,native ,Shortjaw eelpout ,
Perciformes,Zoarcidae,Lycenchelys paxillus,native ,Common wolf eel ,
Perciformes,Zoarcidae,Lycenchelys pearcyi,native ,,
Perciformes,Zoarcidae,Lycenchelys rassi,native ,,
Perciformes,Zoarcidae,Lycenchelys verrillii,native ,Wolf eelpout ,
Perciformes,Zoarcidae,Lycodapus dermatinus,native ,,
Perciformes,Zoarcidae,Lycodapus endemoscotus,native ,Deepwater slipskin ,
Perciformes,Zoarcidae,Lycodapus fierasfer,native ,Blackmouth eelpout ,
Perciformes,Zoarcidae,Lycodapus mandibularis,native ,Pallid eelpout ,
Perciformes,Zoarcidae,Lycodapus pachysoma,native ,Stout slipskin ,
Perciformes,Zoarcidae,Lycodapus parviceps,native ,Smallhead eelpout ,
Perciformes,Zoarcidae,Lycodapus psarostomatus,native ,Specklemouth eelpout ,
Perciformes,Zoarcidae,Lycodes beringi,native ,Bering eelpout ,Bering eelpout 
Perciformes,Zoarcidae,Lycodes brevipes,native ,Shortfin eelpout ,
Perciformes,Zoarcidae,Lycodes cortezianus,native ,Bigfin eelpout ,
Perciformes,Zoarcidae,Lycodes diapterus,native ,Black eelpout ,
Perciformes,Zoarcidae,Lycodes esmarkii,native ,Greater eelpout ,Esmark's ellpout 
Perciformes,Zoarcidae,Lycodes jugoricus,native ,Shulupaoluk ,
Perciformes,Zoarcidae,Lycodes pacificus,native ,Blackbelly eelpout ,
Perciformes,Zoarcidae,Lycodes palearis,native ,Wattled eelpout ,
Perciformes,Zoarcidae,Lycodes reticulatus,native ,Arctic eelpout ,
Perciformes,Zoarcidae,Lycodes terraenovae,native ,,
Perciformes,Zoarcidae,Lycodonus mirabilis,native ,Chevron scutepout ,
Perciformes,Zoarcidae,Lyconema barbatum,native ,Bearded eelpout ,
Pleuronectiformes,Pleuronectidae,Lyopsetta exilis,native ,Slender sole ,
Cypriniformes,Cyprinidae,Lythrurus alegnotus,native ,Warrior shiner ,
Cypriniformes,Cyprinidae,Lythrurus ardens,native ,Rosefin shiner ,
Cypriniformes,Cyprinidae,Lythrurus atrapiculus,endemic ,Blacktip shiner ,
Cypriniformes,Cyprinidae,Lythrurus bellus,native ,Pretty shiner ,
Cypriniformes,Cyprinidae,Lythrurus fasciolaris,native ,Scarlet shiner ,
Cypriniformes,Cyprinidae,Lythrurus fumeus,native ,Ribbon shiner ,
Cypriniformes,Cyprinidae,Lythrurus lirus,native ,Mountain shiner ,
Cypriniformes,Cyprinidae,Lythrurus matutinus,native ,Pinewoods shiner ,Pinewoods shiner 
Cypriniformes,Cyprinidae,Lythrurus roseipinnis,native ,Cherryfin shiner ,
Cypriniformes,Cyprinidae,Lythrurus snelsoni,endemic ,Ouachita shiner ,Ouachita mountain shiner 
Cypriniformes,Cyprinidae,Lythrurus umbratilis,native ,Redfin shiner ,
Perciformes,Gobiidae,Lythrypnus dalli,native ,Bluebanded goby ,Catalina goby 
Perciformes,Gobiidae,Lythrypnus nesiotes,native ,Island goby ,
Perciformes,Gobiidae,Lythrypnus phorellus,native ,Convict goby ,
Perciformes,Gobiidae,Lythrypnus spilus,native ,Bluegold goby ,
Perciformes,Gobiidae,Lythrypnus zebra,native ,Zebra goby ,
Cypriniformes,Cyprinidae,Macrhybopsis aestivalis,native ,Speckled chub ,
Cypriniformes,Cyprinidae,Macrhybopsis australis,native ,Prairie chub ,
Cypriniformes,Cyprinidae,Macrhybopsis gelida,native ,Sturgeon chub ,
Cypriniformes,Cyprinidae,Macrhybopsis hyostoma,native ,Shoal chub ,
Cypriniformes,Cyprinidae,Macrhybopsis marconis,native ,Burrhead chub ,
Cypriniformes,Cyprinidae,Macrhybopsis meeki,native ,Sicklefin chub ,
Cypriniformes,Cyprinidae,Macrhybopsis storeriana,native ,Silver chub ,
Cypriniformes,Cyprinidae,Macrhybopsis tetranema,native ,Peppered chub ,
Aulopiformes,Paralepididae,Macroparalepis johnfitchi,native ,Black barracudina ,
Osmeriformes,Opisthoproctidae,Macropinna microstoma,native ,Barreleye ,
Syngnathiformes,Centriscidae,Macroramphosus gracilis,native ,Slender snipefish ,
Syngnathiformes,Centriscidae,Macroramphosus scolopax,native ,Longspine snipefish ,
Gadiformes,Macrouridae,Macrourus berglax,native ,Roughhead grenadier ,Smooth-spined grenadier 
Aulopiformes,Paralepididae,Magnisudis atlantica,native ,Duckbill barracudina ,
Perciformes,Istiophoridae,Makaira mazara,native ,Indo-Pacific blue marlin ,Blue marlin 
Perciformes,Istiophoridae,Makaira nigricans,native ,Blue marlin ,Cuban black marlin 
Perciformes,Malacanthidae,Malacanthus plumieri,native ,Sand tilefish ,Sandfish 
Gadiformes,Macrouridae,Malacocephalus laevis,native ,Softhead grenadier ,
Gadiformes,Macrouridae,Malacocephalus occidentalis,native ,Western softhead grenadier ,
Scorpaeniformes,Psychrolutidae,Malacocottus kincaidi,native ,Blackfin sculpin ,
Scorpaeniformes,Psychrolutidae,Malacocottus zonurus,native ,Darkfin sculpin ,
Perciformes,Labrisomidae,Malacoctenus aurolineatus,native ,Goldline blenny ,
Perciformes,Labrisomidae,Malacoctenus macropus,native ,Rosy blenny ,
Perciformes,Labrisomidae,Malacoctenus triangulatus,native ,Saddled blenny ,
Perciformes,Labrisomidae,Malacoctenus versicolor,native ,Barfin blenny ,Barfin blenny 
Rajiformes,Rajidae,Malacoraja senta,native ,Smooth skate ,Prickly skate 
Stomiiformes,Stomiidae,Malacosteus niger,native ,Stoplight loosejaw ,Loosejaw 
Osmeriformes,Osmeridae,Mallotus villosus,native ,Capelin ,
Stomiiformes,Gonostomatidae,Manducus maderensis,native ,,
Myliobatiformes,Myliobatidae,Manta birostris,native ,Giant manta ,Atlantic manta 
Cypriniformes,Cyprinidae,Margariscus margarita,native ,Allegheny pearl dace ,
Cypriniformes,Cyprinidae,Margariscus nachtriebi,native ,Northern pearl dace ,
Stomiiformes,Gonostomatidae,Margrethia obtusirostra,native ,Bighead portholefish ,
Tetraodontiformes,Molidae,Masturus lanceolatus,native ,Sharptail mola ,
Stomiiformes,Sternoptychidae,Maurolicus muelleri,native ,Silvery lightfish ,Pearlside 
Stomiiformes,Sternoptychidae,Maurolicus weitzmani,native ,Atlantic pearlside ,
Cypriniformes,Cyprinidae,Meda fulgida,native ,Spikedace ,
Perciformes,Kyphosidae,Medialuna californiensis,native ,Halfmoon ,
Lamniformes,Megachasmidae,Megachasma pelagios,native ,Megamouth shark ,
Scorpaeniformes,Cottidae,Megalocottus platycephalus,native ,Belligerent sculpin ,
Elopiformes,Megalopidae,Megalops atlanticus,native ,Tarpon ,Sábalo 
Stephanoberyciformes,Melamphaidae,Melamphaes acanthomus,native ,Slender bigscale ,Shoulderspine bigscale 
Stephanoberyciformes,Melamphaidae,Melamphaes lugubris,native ,Highsnout melamphid ,Highsnout bigscale 
Stephanoberyciformes,Melamphaidae,Melamphaes parvus,native ,Little bigscale ,Little bigscale 
Stephanoberyciformes,Melamphaidae,Melamphaes pumilus,native ,,
Stephanoberyciformes,Melamphaidae,Melamphaes simus,native ,Ridgehead ,
Gadiformes,Gadidae,Melanogrammus aeglefinus,native ,Haddock ,Fish flakes 
Osmeriformes,Bathylagidae,Melanolagus bericoides,native ,Bigscale deepsea smelt ,
Gadiformes,Melanonidae,Melanonus zugmayeri,native ,Arrowtail ,
Perciformes,Zoarcidae,Melanostigma atlanticum,native ,Atlantic soft pout ,
Perciformes,Zoarcidae,Melanostigma pammelas,native ,Midwater eelpout ,Black eelpout 
Stomiiformes,Stomiidae,Melanostomias biseriatus,native ,,
Stomiiformes,Stomiidae,Melanostomias melanopogon,native ,,
Stomiiformes,Stomiidae,Melanostomias melanops,native ,,
Stomiiformes,Stomiidae,Melanostomias tentaculatus,native ,Tentacle dragonfish ,
Tetraodontiformes,Balistidae,Melichthys niger,native ,Black triggerfish ,Black triggerfish 
Atheriniformes,Atherinopsidae,Membras martinica,native ,Rough silverside ,
Atheriniformes,Atherinopsidae,Membras vagrans,native ,,
Atheriniformes,Atherinopsidae,Menidia audens,native ,Mississippi silverside ,
Atheriniformes,Atherinopsidae,Menidia beryllina,native ,Inland silverside ,
Atheriniformes,Atherinopsidae,Menidia clarkhubbsi,native ,Texas silverside ,
Atheriniformes,Atherinopsidae,Menidia conchorum,native ,Key silverside ,
Atheriniformes,Atherinopsidae,Menidia extensa,endemic ,Waccamaw silverside ,Skipjack 
Atheriniformes,Atherinopsidae,Menidia menidia,native ,Atlantic silverside ,
Atheriniformes,Atherinopsidae,Menidia peninsulae,native ,Tidewater silverside ,
Perciformes,Sciaenidae,Menticirrhus americanus,native ,Southern kingcroaker ,Carolina whiting 
Perciformes,Sciaenidae,Menticirrhus littoralis,native ,Gulf kingcroaker ,Kingfish 
Perciformes,Sciaenidae,Menticirrhus saxatilis,native ,Northern kingfish ,Kingfish 
Perciformes,Sciaenidae,Menticirrhus undulatus,native ,California kingcroaker ,Corbina 
Osmeriformes,Platytroctidae,Mentodus eubranchus,native ,,
Gadiformes,Merlucciidae,Merluccius albidus,native ,Offshore silver hake ,Offshore silver hake 
Gadiformes,Merlucciidae,Merluccius angustimanus,native ,Panama hake ,Dwarf hake 
Gadiformes,Merlucciidae,Merluccius bilinearis,native ,Silver hake ,Atlantic hake 
Gadiformes,Merlucciidae,Merluccius productus,native ,North Pacific hake ,North Pacific hake 
Gadiformes,Macrouridae,Mesobius berryi,native ,Berry's grenadier ,Midwater grenadier 
Perciformes,Microdesmidae,Microdesmus lanceolatus,native ,Lancetail wormfish ,
Perciformes,Microdesmidae,Microdesmus longipinnis,native ,Pink wormfish ,
Gadiformes,Gadidae,Microgadus proximus,native ,Pacific tomcod ,
Gadiformes,Gadidae,Microgadus tomcod,native ,Atlantic tomcod ,Frostfish 
Syngnathiformes,Syngnathidae,Micrognathus crinitus,native ,Banded pipefish ,Harlequin pipefish 
Perciformes,Gobiidae,Microgobius carri,native ,Seminole goby ,
Perciformes,Gobiidae,Microgobius gulosus,native ,Clown goby ,
Perciformes,Gobiidae,Microgobius microlepis,native ,Banner goby ,
Perciformes,Gobiidae,Microgobius thalassinus,native ,Green goby ,
Perciformes,Haemulidae,Microlepidotus inornatus,native ,Wavyline grunt ,
Gadiformes,Gadidae,Micromesistius poutassou,native ,Blue whiting ,
Perciformes,Embiotocidae,Micrometrus aurora,native ,Reef perch ,Reef surfperch 
Perciformes,Embiotocidae,Micrometrus minimus,native ,Dwarf perch ,Dwarf surfperch 
Syngnathiformes,Syngnathidae,Microphis lineatus,native ,Opossum pipefish ,
Perciformes,Sciaenidae,Micropogonias undulatus,native ,Atlantic croaker ,Corvina 
Perciformes,Centrarchidae,Micropterus cahabae,endemic ,,Cahaba bass 
Perciformes,Centrarchidae,Micropterus cataractae,native ,Shoal bass ,Shoal bass 
Perciformes,Centrarchidae,Micropterus chattahoochae,endemic ,,Chattahoochee bass 
Perciformes,Centrarchidae,Micropterus coosae,endemic ,Redeye bass ,
Perciformes,Centrarchidae,Micropterus dolomieu,native ,Smallmouth bass ,Black bass 
Perciformes,Centrarchidae,Micropterus floridanus,native ,,
Perciformes,Centrarchidae,Micropterus henshalli,native ,Alabama bass ,Alabama bass 
Perciformes,Centrarchidae,Micropterus notius,endemic ,Suwannee bass ,Bass 
Perciformes,Centrarchidae,Micropterus punctulatus,endemic ,Spotted bass ,Bass 
Perciformes,Centrarchidae,Micropterus salmoides,native ,Largemouth black bass ,Green trout 
Perciformes,Centrarchidae,Micropterus tallapoosae,endemic ,,Tallapoosa bass 
Perciformes,Centrarchidae,Micropterus treculii,endemic ,Guadalupe bass ,Bass 
Perciformes,Centrarchidae,Micropterus warriorensis,endemic ,,Warrior bass 
Perciformes,Pomacentridae,Microspathodon chrysurus,native ,Yellowtail damselfish ,Jewelfish 
Osmeriformes,Microstomatidae,Microstoma microstoma,native ,Slender argentine ,
Pleuronectiformes,Pleuronectidae,Microstomus pacificus,native ,Dover sole ,Short-finned sole 
Cypriniformes,Catostomidae,Minytrema melanops,native ,Spotted sucker ,
Osmeriformes,Platytroctidae,Mirorictus taningi,native ,Striped tubeshoulder ,
Cypriniformes,Cobitidae,Misgurnus anguillicaudatus,introduced ,Pond loach ,Japanese weatherfish 
Lamniformes,Mitsukurinidae,Mitsukurina owstoni,native ,Goblin shark ,
Cypriniformes,Cyprinidae,Moapa coriacea,endemic ,Moapa dace ,
Myliobatiformes,Myliobatidae,Mobula hypostoma,native ,Lesser devil ray ,Lesser devil ray 
Myliobatiformes,Myliobatidae,Mobula japanica,native ,Spinetail mobula ,Manta 
Myliobatiformes,Myliobatidae,Mobula mobular,native ,Devil fish ,Devil fish 
Myliobatiformes,Myliobatidae,Mobula thurstoni,native ,Smoothtail mobula ,Manta 
Tetraodontiformes,Molidae,Mola mola,native ,Ocean sunfish ,
Tetraodontiformes,Monacanthidae,Monacanthus ciliatus,native ,Fringed filefish ,
Tetraodontiformes,Monacanthidae,Monacanthus tuckeri,native ,Slender filefish ,
Saccopharyngiformes,Monognathidae,Monognathus ahlstromi,native ,Paddletail onejaw ,Paddletail onejaw 
Saccopharyngiformes,Monognathidae,Monognathus rosenblatti,native ,,
Pleuronectiformes,Bothidae,Monolene antillarum,native ,Slim flounder ,
Pleuronectiformes,Bothidae,Monolene sessilicauda,native ,Deepwater flounder ,
Ophidiiformes,Ophidiidae,Monomitopus agassizii,native ,,
Ophidiiformes,Ophidiidae,Monomitopus magnus,native ,,
Synbranchiformes,Synbranchidae,Monopterus albus,introduced ,Asian swamp eel ,Rice eel 
Anguilliformes,Moringuidae,Moringua edwardsi,native ,Spaghetti eel ,
Perciformes,Moronidae,Morone americana,native ,White perch ,
Perciformes,Moronidae,Morone chrysops,native ,White bass ,Bass 
Perciformes,Moronidae,Morone mississippiensis,endemic ,Yellow bass ,Bass 
Perciformes,Moronidae,Morone saxatilis,native ,Striped bass ,Linesider 
Cypriniformes,Catostomidae,Moxostoma anisurum,native ,Silver redhorse ,
Cypriniformes,Catostomidae,Moxostoma ariommum,native ,Bigeye jumprock ,
Cypriniformes,Catostomidae,Moxostoma austrinum,native ,Mexican redhorse ,
Cypriniformes,Catostomidae,Moxostoma breviceps,native ,Smallmouth redhorse ,
Cypriniformes,Catostomidae,Moxostoma carinatum,native ,River redhorse ,
Cypriniformes,Catostomidae,Moxostoma cervinum,endemic ,Blacktip jumprock ,
Cypriniformes,Catostomidae,Moxostoma collapsum,native ,Notchlip redhorse ,
Cypriniformes,Catostomidae,Moxostoma congestum,native ,Gray redhorse ,
Cypriniformes,Catostomidae,Moxostoma duquesnii,native ,Black redhorse ,
Cypriniformes,Catostomidae,Moxostoma erythrurum,native ,Golden redhorse ,
Cypriniformes,Catostomidae,Moxostoma lachneri,endemic ,Greater jumprock ,
Cypriniformes,Catostomidae,Moxostoma macrolepidotum,native ,Shorthead redhorse ,
Cypriniformes,Catostomidae,Moxostoma pappillosum,native ,V-lip redhorse ,Suckermouth redhorse 
Cypriniformes,Catostomidae,Moxostoma pisolabrum,native ,Pealip redhorse ,
Cypriniformes,Catostomidae,Moxostoma poecilurum,endemic ,Blacktail redhorse ,
Cypriniformes,Catostomidae,Moxostoma robustum,endemic ,Smallfin redhorse ,
Cypriniformes,Catostomidae,Moxostoma rupiscartes,endemic ,Striped jumprock ,
Cypriniformes,Catostomidae,Moxostoma valenciennesi,native ,Greater redhorse ,
Mugiliformes,Mugilidae,Mugil cephalus,native ,Flathead grey mullet ,Black mullet 
Mugiliformes,Mugilidae,Mugil curema,native ,White mullet ,Silver mullet 
Mugiliformes,Mugilidae,Mugil gaimardianus,native ,Redeye mullet ,Redeye mullet 
Mugiliformes,Mugilidae,Mugil liza,native ,Lebranche mullet ,Mullet 
Mugiliformes,Mugilidae,Mugil rubrioculus,native ,,
Mugiliformes,Mugilidae,Mugil trichodon,native ,,Fantail mullet 
Perciformes,Mullidae,Mulloidichthys dentatus,native ,Mexican goatfish ,Goatfish 
Perciformes,Mullidae,Mulloidichthys martinicus,native ,Yellow goatfish ,Chope 
Perciformes,Mullidae,Mullus auratus,native ,Red goatfish ,Goatfish 
Anguilliformes,Muraenidae,Muraena argus,native ,Argus moray ,
Anguilliformes,Muraenidae,Muraena retifera,native ,Reticulate moray ,Moray eel 
Anguilliformes,Muraenidae,Muraena robusta,native ,Stout moray ,
