PageID,Level 1,Level 2,Common Name,Latin Name,Part,Preparation,Reference,Sample Size kCal,kCal (unit/100g),Sample Size H2O,H2O (g/100g),Sample Size Ash,Ash (g/100g),Sample Size CHO-T,CHO-T (g/100g),Sample Size Protein,Protein (g/100g),Sample Size Fat,Fat (g/100g),Sample Size PUFA,Total PUFA (g/100g),Sample Size Omega-3,Total Omega-3 (g/100g),Sample Size 18:3n3,Omega-3 18:3n3 (g/100g),Sample Size 20:3n3,Omega-3 20:3n3 (g/100g),Sample Size 20:5n3,Omega-3 20:5n3 (g/100g),Sample Size 22:3n3,Omega-3 22:3n3 (g/100g),Sample Size 22:6n3,Omega-3 22:6n3 (g/100g),Sample Size Omega-6,Total Omega-6 (g/100g),Sample Size 18:2n6,Omega-6 18:2n6 (g/100g),Sample Size 18:3n6,Omega-6 18:3n6 (g/100g),Sample Size 20:2n6,Omega-6 20:2n6 (g/100g),Sample Size 20:3n6,Omega-6 20:3n6 (g/100g),Sample Size 20:4n6,Omega-6 20:4n6 (g/100g),Sample Size 22:2n6,Omega-6 22:2n6 (g/100g),Sample Size 22:4n6,Omega-6 22:4n6 (g/100g),Sample Size MUFA,Total MUFA (g/100g),Sample Size 12:1,MUFA 12:1 (g/100g),Sample Size 14:1,MUFA 14:1 (g/100g),Sample Size 16:1,MUFA 16:1 (g/100g),Sample Size 18:1,MUFA 18:1 (g/100g),Sample Size 20:1,MUFA 20:1 (g/100g),Sample Size 22:1,MUFA 22:1 (g/100g),Sample Size 24:1,MUFA 24:1 (g/100g),Sample Size SFA,Total SFA (g/100g),Sample Size 8:0,SFA 8:0 (g/100g),Sample Size 10:0,SFA 10:0 (g/100g),Sample Size 12:0,SFA 12:0 (g/100g),Sample Size 14:0,SFA 14:0 (g/100g),Sample Size 16:0,SFA 16:0 (g/100g),Sample Size 18:0,SFA 18:0 (g/100g),Sample Size 20:0,SFA 20:0 (g/100g),Sample Size 22:0,SFA 22:0 (g/100g),Sample Size 24:0,SFA 24:0 (g/100g),Sample Size CHOL,CHOL (mg/100g),Sample Size A,A (units/100g),Sample Size D,D (units/100g),Sample Size E,Vitamin E (units/100g),Sample Size C,C (mg/100g),Sample Size THIA,THIA (mg/100g),Sample Size RIBO,RIBO (mg/100g),Sample Size NIAC,NIAC (mg/100g),Sample Size BIOT,BIOT (ug/100g),Sample Size B5/PA,B5/PA (mg/100g),Sample Size B6,B6 (mg/100g),Sample Size FOLA,FOLA (ug/100g),Sample Size B12,B12 (ug/100g),Sample Size Ca,Ca (mg/100g),Sample Size Fe,Fe (mg/100g),Sample Size Cu,Cu (mg/100g),Sample Size Zn,Zn (mg/100g),Sample Size P,P (mg/100g),Sample Size Mg,Mg (mg/100g),Sample Size Na,Na (mg/100g),Sample Size Mn,Mn (mg/100g),Sample Size K,K (mg/100g),Sample Size Se,Se (mg/100g)
6449,Fish,Searun Fish,Arctic Char,Salvelinus alpinus,meat,raw,49,,,2,81.0 (SD 1.48),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1.23 (SD 0.03),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6449,Fish,Searun Fish,Arctic Char,Salvelinus alpinus,meat,raw,60,,,,,,,,,,20.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6449,Fish,Searun Fish,Arctic Char,Salvelinus alpinus,meat + skin,raw,4,1,130,1,74 (SD 1.4),1,1.82,1,0,1,22,1,3.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.0 RE,,,,,,,,,,,,,,,,,,,,,,,1,14 (SD 9.7),1,0.6 (SD 0.07),1,0.1 (SD 0.02),1,0.6 (SD 0.25),1,250 (SD 10),1,23 (SD 1.9),1,50 (SD 16),1,0.01 (0.005),,,,
6449,Fish,Searun Fish,Arctic Char,Salvelinus alpinus,flesh,raw,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,31.5 µg (SD 22.94 µg),4,25.8 µg (SD 24.4 µg),5,0.11 mg (SD 0.109 mg),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6449,Fish,Searun Fish,Arctic Char,Salvelinus alpinus,flesh,raw,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.11 (SD 0.08),2,5.9 (SD 0.80),,,,,2,,2,,,,,,,,,,,,,,,,,,,,,,,
6449,Fish,Searun Fish,Arctic Char,Salvelinus alpinus,fillet,raw,79,,163,,,,,,,,21.4,,7.9,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,"1,7",,,,,,,,,,,,,,,,,,,,27,,,,,,,,,,0.31,,0.3,,9.6,,,,"1,9",,"0,33",,,,"7,8",,20,,1,,,,0.8,,270,,,,65,,,,468,,
6449,Fish,Searun Fish,Arctic Char,Salvelinus alpinus,not specified,raw,87,,159,,,,,,0,,20,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0.31,,0.3,,13.3 NE,,,,,,,,,,,,7,,0.2,,,,,,,,,,,,,,,,
6449,Fish,Searun Fish,Arctic Char,Salvelinus alpinus,muscle,raw,2,,,,,,,,,1,20.2,1,7.2,,,,,,,,,1,0.78,,,1,"0,69",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2.4 IU,1,335 IU,,,,,,,,,,,,,,,,,,,,,1,7.2,1,0.7,,,1,0.6,1,257,1,21,,,,,,,1,0.04
6449,Fish,Searun Fish,Arctic Char,Salvelinus alpinus,muscle,raw,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,0.24 (SD 0.09),20,2.3 (SD 0.53),,,,,,,,,,,,
6449,Fish,Searun Fish,Arctic Char,Salvelinus alpinus,muscle,raw,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,499,,
6449,Fish,Searun Fish,Arctic Char,Salvelinus alpinus,skin,raw,4,1,349,1,43,1,1.46,1,0,1,42,1,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,268,1,4.8,1,1.1,1,2.5,1,403,1,26,1,97,1,0.16,,,,
6449,Fish,Searun Fish,Arctic Char,Salvelinus alpinus,skin,raw,37,,,,,,,,,,,1,18.7,,,,,1,trace,,,1,0.7,,,1,"0,6",,,1,"0,1",,,,,1,trace,1,,,,1,trace,,,,,1,trace,1,2,1,"1,8",1,0.9,1,0.5,,,,,,,,,,,1,"0,5",1,"1,2",1,"0,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6449,Fish,Searun Fish,Arctic Char,Salvelinus alpinus,liver,raw,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,8.7 (SD 5.6),19,13.0 (SD 3.2),,,,,,,,,,,,
6449,Fish,Searun Fish,Arctic Char,Salvelinus alpinus,whole,raw,73,,,1,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,29,1,80,,,1,345,,
6449,Fish,Searun Fish,Arctic Char,Salvelinus alpinus,whole,raw,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6450,Fish,Searun Fish,American Eel,Anguilla rostrata,skin,raw,64,,,,49.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6450,Fish,Searun Fish,American Eel,Anguilla rostrata,fillet,raw,79,,223,,,,,,,,18.8,,15.8,,2.3,,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.7,,,,,,,,,,,,,,,,"3,4",,,,,,,,,,,,,,,,,,,,10,,2700 IU,,,,,,,,0.15,,0.46,,2.6,,,,"0,15",,"0,23",,,,1,,56,,2.7,,,,1,,247,,,,,,,,,,
6450,Fish,Searun Fish,American Eel,Anguilla rostrata,fillet,raw,72,,,,,,,,,,,,18.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,1",,6,,0.39,,0.51,,,,,,,,,,,,"0,9",,"3,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6450,Fish,Searun Fish,American Eel,Anguilla rostrata,meat,raw,21,,231,,,,,,0,,15,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,479 RE,,,,,,,,0.21,,0.35,,2.2 NE,,,,,,,,,,,,18,,0.7,,,,,,,,,,,,,,,,
6450,Fish,Searun Fish,American Eel,Anguilla rostrata,meat,raw,55,,,,,,,,,,,,,,1.23,,,,,,,,0.3,,,,"0,66",,,,,,,,0.05,,,,"0,02",,,,,,3.42,,,,,,"0,72",,"2,42",,0.28,,trace,,,,"2,08",,,,,,,,"0,26",,"1,55",,"0,27",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6450,Fish,Searun Fish,American Eel,Anguilla rostrata,meat,raw,15,,184,,68.4,,,,0,,18.5,,11.7,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,4",,,,,,,,,,,,,,,,,,,,126,,3486 RE,,,,,,,,0.15,,0.04,,3.5,,,,"0,24",,"0,07",,,,3,,20,,0.51,,0.024,,1.63,,216,,,,51,,0.035,,274,,
6450,Fish,Searun Fish,American Eel,Anguilla rostrata,meat,raw,23,,,,,,,,,,,,18.8,,1.4,,,,0.7,,,,0.1,,,,"0,1",,,,,,,,,,,,,,,,,,10.9,,,,,,,,,,,,,,,,"3,5",,,,,,,,,,,,,,,,,,,,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6450,Fish,Searun Fish,American Eel,Anguilla rostrata,meat,raw,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48-180 RE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6450,Fish,Searun Fish,American Eel,Anguilla rostrata,meat,raw,55,,,,,,,,,,,,14.2,,,,1.13,,,,,,0.3,,,,"0,66",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6450,Fish,Searun Fish,American Eel,Anguilla rostrata,meat,raw,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,15",,"0,23",,,,1,,,,,,,,,,,,,,,,,,,,
6450,Fish,Searun Fish,American Eel,Anguilla rostrata,meat,raw,82,,364,,48.4,,1,,0,,19.1,,31.5,,5.74,,,,0.42,,,,1.3,,,,"2,1",,,,"0,97",,,,,,,,,,,,,,14.2,,,,,,,,,,,,,,,,"8,58",,0,,0,,0,,"1,6",,"5,96",,1,,0,,0,,0,,108,,1800 RE,,30 ug,,8.0 mg AT,,1,,0.15,,0.31,,3.8,,,,"0,14",,"0,24",,14,,"4,4",,35,,0.35,,0.03,,2,,200,,15,,46,,0.03,,256,,0.025
6450,Fish,Searun Fish,American Eel,Anguilla rostrata,muscle,raw,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6450,Fish,Searun Fish,American Eel,Anguilla rostrata,muscle,raw,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6450,Fish,Searun Fish,American Eel,Anguilla rostrata,muscle,raw,27,,199,2,67,2,1.3,,1.5,2,18.2,2,13.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,,,,,,,,,,,,,,56,,,,0.02,,0.615,,247,,,,,,,,,,
6450,Fish,Searun Fish,American Eel,Anguilla rostrata,muscle,raw,64,,,,65.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6450,Fish,Searun Fish,American Eel,Anguilla rostrata,not specified,raw,87,,184,,,,,,0,,19,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1043 RE,,,,,,2,,0.16,,0.04,,7.3 NE,,,,,,,,,,,,20,,0.6,,,,,,,,,,,,,,,,
6450,Fish,Searun Fish,American Eel,Anguilla rostrata,not specified,raw,88,,184,12,68.3,11,1.41,,0,12,18.4,14,11.7 (SE 0.885),,0.95,,,,,,,1,0.084,,,2,"0,063",,,,,,,,,,,,,,,,,,7.19,,,,,2,"1,25",2,"2,77",1,3,,0,,,,"2,36",,0,,0,,0,2,"0,58",2,"1,58",2,"0,191",,,,,,,2,126,,3477 IU,,932 IU,,4.00 mg AT,,1.8,4,0.15 (SE 0.02),1,0.04,1,3.5,,,1,"0,24",10,,,15,1,3,1,20,1,0.5,30,0.023 (SE 0.002),40,1.62 (SE 0.076),2,216,,20,4,51,,0.035,5,272,,0.006
6451,Fish,Searun Fish,Rainbow Smelt,Osmerus mordax,meat,raw,55,,,,,,,,,,,,,,0.33,,,,,,,,0.12,,,,"0,18",,,,,,,,trace,,,,"0,02",,,,,,0.39,,,,,,"0,12",,"0,25",,0.02,,,,,,"0,27",,,,,,,,"0,04",,"0,2",,"0,03",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.9,2,0.139,2,1.65,1,230,1,30,,,,,,,,
6451,Fish,Searun Fish,Rainbow Smelt,Osmerus mordax,meat,raw,63,,97,47,78.8 (SE 0.229),46,1.40 (SE 0.074),,0,47,17.6 (SE 0.222),52,2.42 (SE 0.107),,0.885,,,,,,,12,0.275 (SE 0.017),,,12,,,,,,,,,,,,,,,,,,,0.641,,,,,12,,12,,6,0.028 (SE 0.006),4,0.001 (SE 0.001),,,,"0,452",,0,,0,1,0.002,12,,12,,12,,,,,,,,1,70,,50 IU,,,,0.50 mg ATE,,0,,0.01,1,0.12,1,1.45,,,1,"0,64",,"0,15",,4,4,,1,60,,,,,,,,,,,1,60,1,0.7,1,290,,0.036
6451,Fish,Searun Fish,Rainbow Smelt,Osmerus mordax,meat,raw,88,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,31 IU,,,,0,,0.01,1,0.12,1,1.45,,,,,1,"0,15",,,,,,,1,0.9,2,0.139,2,1.65,1,230,1,30,,,1,0.7,,,,
6451,Fish,Searun Fish,Rainbow Smelt,Osmerus mordax,muscle,raw,27,,93,4,79.4,3,1.1,,0,4,18.8,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,2,0.13,,1.2,,,,,,,,,,,,,,,,0.15,,2,,,,,,,,,,,,0.022
6451,Fish,Searun Fish,Rainbow Smelt,Osmerus mordax,muscle,raw,64,,,,79.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6451,Fish,Searun Fish,Rainbow Smelt,Osmerus mordax,whole,raw,27,,98,5,79.9,5,2.3,,0,5,15.5,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6451,Fish,Searun Fish,Rainbow Smelt,Osmerus mordax,whole,raw,66,,,4,73.5 (SE 0.99),4,2.61 (SE 0.44),,,4,17.9 (SE 0.50),4,6.53 (SE 0.82),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6451,Fish,Searun Fish,Rainbow Smelt,Osmerus mordax,skin,raw,64,,,,68.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6451,Fish,Searun Fish,Rainbow Smelt,Osmerus mordax,fillet,raw,79,,98,,,,,,,,18.6,,2.1,,0.8,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,,,,,,,,,,,,,,,,"0,3",,,,,,,,,,,,,,,,,,,,70,,,,,,,,,,0.01,,0.13,,1.2,,,,,,,,,,,,60,,1.1,,,,1.6,,230,,,,60,,,,290,,
6451,Fish,Searun Fish,Rainbow Smelt,Osmerus mordax,fillet,raw,56,,,18,77.8 (SD 1.3),18,1.2 (SD 0.1),,,18,18.3 (SD 0.4),18,2.2 (SD 0.4),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6451,Fish,Searun Fish,Rainbow Smelt,Osmerus mordax,meat + small bones,raw,7,,117,,77.5,,,,0,,16.7,,5.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,460 IU,,,,,,,,,,0.13,,1.5,,,,,,,,,,,,74,,0.6,,,,,,205,,,,,,,,,,
6451,Fish,Searun Fish,Rainbow Smelt,Osmerus mordax,meat + small bones,raw,34,,,,77.5,,1.1,,0,,16.7,,5.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,460 IU,,,,,,,,,,0.13,,1.5,,,,,,,,,,,,74,,0.6,,,,,,205,,,,,,,,,,
6452,Fish,Searun Fish,Lampreys,Petromyzontinae,muscle,raw,27,,204,3,66.2,,0.7,,1.6,4,16,7,15.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25000 IU,,,,,,,,0.85,,6,,4.7,,,,,,,,,,,,16,,,,,,,,120,,,,,,,,,,
6453,Fish,Searun Fish,Alewife,Alosa pseudoharengus,meat,raw,55,,,,,,,,,,,,3.49,,,,0.51,,,,,,0.1,,,,"0,27",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6453,Fish,Searun Fish,Alewife,Alosa pseudoharengus,meat,raw,55,,,,,,,,,,,,,,0.47,,,,,,0.01,,0.1,,,,"0,27",,,,,,,,0.01,,0.01,,,,,,,,1.85,,,,,,"0,18",,1,,0.3,,0.37,,,,"0,82",,,,,,,,"0,21",,"0,56",,"0,05",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6453,Fish,Searun Fish,Alewife,Alosa pseudoharengus,muscle,raw,27,,132,8,73.9,8,1.6,,0.4,9,17.3,9,6.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,356,,,,110,,,,311,,
6453,Fish,Searun Fish,Alewife,Alosa pseudoharengus,whole,raw,27,,160,14,71.6,14,2.8,,0,14,14,14,11.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.085,,,,,,,,,,,,,,
6453,Fish,Searun Fish,Alewife,Alosa pseudoharengus,offal,raw,27,,157,,70.2,,3.1,,1,,15.6,,10.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6453,Fish,Searun Fish,Alewife,Alosa pseudoharengus,roe,raw,27,,135,,73,,3.4,,0,,16,,7.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6152,Fish,Saltwater Fish,Halibut,Hippoglossinae,meat,raw,55,,,,,,,,,,,,2.04,,,,0.45,,,,,,0.16,,,,"0,22",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"19,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6152,Fish,Saltwater Fish,Halibut,Hippoglossinae,meat,raw,67,,138,,,,,,,,23.5,,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.0 IU,,,,,,0.09,,0.18,,5.9,,,,,,,,,,,,13,,0.66,,0.066,,,,253,,,,,,,,,,
6152,Fish,Saltwater Fish,Halibut,Hippoglossinae,meat,raw,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15-47 RE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6152,Fish,Saltwater Fish,Halibut,Hippoglossinae,meat,raw,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0.08,,0.08,,7.5,,8.5,,"0,3",,"0,4",,"2,6",,"0,8",,,,,,,,,,,,,,,,,,,,
6152,Fish,Saltwater Fish,Halibut,Hippoglossinae,meat,raw,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,27",,"0,43",,,,1,,,,,,,,,,,,,,,,,,,,
6152,Fish,Saltwater Fish,Halibut,Hippoglossinae,muscle,raw,27,,119,10,74.6,4,1.1,,1.3,9,18.7,11,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,,440 IU,,,,,,0,6,0.1,7,0.07,8,7.1,,,,,,,,2,3,"0,87",5,19,6,1,5,0.119,,,5,206,,60,4,156,2,0.048,4,518,,
6152,Fish,Saltwater Fish,Halibut,Hippoglossinae,whole,raw,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,28",,"0,43",,,,1,,,,,,,,,,,,,,,,,,,,
6152,Fish,Saltwater Fish,Halibut,Hippoglossinae,oil,raw,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000 RE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6152,Fish,Saltwater Fish,Halibut,Hippoglossinae,flesh + skin,raw,88,,108,4,73.4 (SE 1.584),4,1.30 (SE 0.004),,0,4,20.5 (SE 0.539),4,2.92 (SE 0.964),,0.912,,,3,0.012 (SE 0.004),,,4,0.217 (SE 0.091),,,4,,,,,,3,0.000 (SE 0.000),4,0.010 (SE 0.003),,,,,,,,,,1.19,,,4,0.004 (SE 0.001),4,,4,,4,0.106 (SE 0.035),4,0.002 (SE 0.000),1,0.01,,"0,726",4,0.000 (SE 0.000),4,0.000 (SE 0.000),4,0.000 (SE 0.000),4,,4,,4,,4,0.005 (SE 0.001),4,0.000 (SE 0.000),4,0.000 (SE 0.000),4,,,157 IU,,,4,1.90 mg AT (AE 0.989 mg AT),1,0,4,0.07 (SE 0.00),4,0.07 (SE 0.00),4,5.8 (SE 0.81),,,4,,4,,4,,4,,4,20 (SE 1.099),4,0.27 (SE 0.021),3,0.042 (SE 0.002),4,0.61 (SE 0.045),4,244 (SE 4.023),4,26 (SE 0.498),4,79 (SE 3.89),3,0.011 (SE 0.000),4,449 (SE 12.1),4,0.0511 (SE 0.003)
6152,Fish,Saltwater Fish,Atlantic Halibut and Pacific Halibut,Hippoglossus spp.,not specified,raw,88,,110,124,77.9 (SE 0.146),115,1.36 (SE 0.009),,0,116,20.8 (SE 0.123),55,2.29 (SE 0.236),,0.73,,,,,,,16,0.071,,,16,"0,292",,,,,,,,,,,,,,,,,,0.75,,,,,16,"0,163",16,"0,361",16,0.124,1,0.102,,,,"0,325",,0,,0,,0,16,"0,056",16,"0,212",16,"0,049",,,,,,,3,32,,157 IU,1,229,,0.85 mg AT,,0,1,0.06,2,0.07,5,5.8 (SE 1.3),,,2,"0,33",1,"0,34",,12,8,,14,47,,0.84,37,0.027,39,0.42,17,222,1,83,102,54 (SE 1.58),,0.015,93,450,,0.036
