"","X","Food.Item.ID","species","taxon","max_size","max_length","TL","lwA","lwB","Habitat","Subgroup","Abs_lat","Latitude","max_length_study","RDI","CA_mg","DHA_g","EPA_g","FAT","FE_mg","HG_mcg","PROTEIN","ZN_mg"
"1118",7584,900138,"Liza aurata","Miscellaneous coastal fishes",3.056564505,59,2.5,0.018100001,2.951999903,"marine","Finfish",35.707481,35.707481,48,70,NA,NA,NA,4.93,NA,NA,NA,NA
"1119",456,900138,"Liza aurata","Miscellaneous coastal fishes",3.056564505,59,2.5,0.018100001,2.951999903,"marine","Finfish",35.707481,35.707481,48,1200,NA,NA,NA,NA,NA,NA,NA,NA
"1120",6396,900138,"Liza aurata","Miscellaneous coastal fishes",3.056564505,59,2.5,0.018100001,2.951999903,"marine","Finfish",35.707481,35.707481,48,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1121",2645,900139,"Cyprinus carpio","Carps, barbels and other cyprinids",18.21340538,110,3,0.02089,2.91,"marine","Finfish",35.707481,35.707481,40,1,NA,NA,NA,NA,NA,NA,NA,NA
"1122",1457,900139,"Cyprinus carpio","Carps, barbels and other cyprinids",18.21340538,110,3,0.02089,2.91,"marine","Finfish",35.707481,35.707481,40,1,NA,NA,0.171254403,NA,NA,NA,NA,NA
"1123",5021,900139,"Cyprinus carpio","Carps, barbels and other cyprinids",18.21340538,110,3,0.02089,2.91,"marine","Finfish",35.707481,35.707481,40,11,NA,NA,NA,NA,NA,NA,NA,NA
"1124",3833,900139,"Cyprinus carpio","Carps, barbels and other cyprinids",18.21340538,110,3,0.02089,2.91,"marine","Finfish",35.707481,35.707481,40,18,NA,NA,NA,NA,NA,NA,NA,NA
"1125",8585,900139,"Cyprinus carpio","Carps, barbels and other cyprinids",18.21340538,110,3,0.02089,2.91,"marine","Finfish",35.707481,35.707481,40,56,NA,NA,NA,NA,NA,NA,NA,NA
"1126",7397,900139,"Cyprinus carpio","Carps, barbels and other cyprinids",18.21340538,110,3,0.02089,2.91,"marine","Finfish",35.707481,35.707481,40,70,NA,NA,NA,3.61,NA,NA,NA,NA
"1127",269,900139,"Cyprinus carpio","Carps, barbels and other cyprinids",18.21340538,110,3,0.02089,2.91,"marine","Finfish",35.707481,35.707481,40,1200,NA,NA,NA,NA,NA,NA,NA,NA
"1128",6209,900139,"Cyprinus carpio","Carps, barbels and other cyprinids",18.21340538,110,3,0.02089,2.91,"marine","Finfish",35.707481,35.707481,40,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1129",3243,900140,"Sander lucioperca","Miscellaneous freshwater fishes",10.96746089,100,4.3,0.00692,3.1,"freshwater","Finfish",35.707481,35.707481,30,1,NA,NA,NA,NA,NA,NA,NA,NA
"1130",2055,900140,"Sander lucioperca","Miscellaneous freshwater fishes",10.96746089,100,4.3,0.00692,3.1,"freshwater","Finfish",35.707481,35.707481,30,1,NA,NA,0.054579322,NA,NA,NA,NA,NA
"1131",5619,900140,"Sander lucioperca","Miscellaneous freshwater fishes",10.96746089,100,4.3,0.00692,3.1,"freshwater","Finfish",35.707481,35.707481,30,11,NA,NA,NA,NA,NA,NA,NA,NA
"1132",4431,900140,"Sander lucioperca","Miscellaneous freshwater fishes",10.96746089,100,4.3,0.00692,3.1,"freshwater","Finfish",35.707481,35.707481,30,18,NA,NA,NA,NA,NA,NA,NA,NA
"1133",9183,900140,"Sander lucioperca","Miscellaneous freshwater fishes",10.96746089,100,4.3,0.00692,3.1,"freshwater","Finfish",35.707481,35.707481,30,56,NA,NA,NA,NA,NA,NA,NA,NA
"1134",7995,900140,"Sander lucioperca","Miscellaneous freshwater fishes",10.96746089,100,4.3,0.00692,3.1,"freshwater","Finfish",35.707481,35.707481,30,70,NA,NA,NA,1.97,NA,NA,NA,NA
"1135",867,900140,"Sander lucioperca","Miscellaneous freshwater fishes",10.96746089,100,4.3,0.00692,3.1,"freshwater","Finfish",35.707481,35.707481,30,1200,NA,NA,NA,NA,NA,NA,NA,NA
"1136",6807,900140,"Sander lucioperca","Miscellaneous freshwater fishes",10.96746089,100,4.3,0.00692,3.1,"freshwater","Finfish",35.707481,35.707481,30,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1137",2579,900141,"Clupeonella cultriventris","Shads",0.031529543,14.5,3,0.00813,3.09,"brackish","Finfish",35.707481,35.707481,10,1,NA,NA,NA,NA,NA,NA,NA,NA
"1138",1391,900141,"Clupeonella cultriventris","Shads",0.031529543,14.5,3,0.00813,3.09,"brackish","Finfish",35.707481,35.707481,10,1,NA,NA,0.533070153,NA,NA,NA,NA,NA
"1139",4955,900141,"Clupeonella cultriventris","Shads",0.031529543,14.5,3,0.00813,3.09,"brackish","Finfish",35.707481,35.707481,10,11,NA,NA,NA,NA,NA,NA,NA,NA
"1140",3767,900141,"Clupeonella cultriventris","Shads",0.031529543,14.5,3,0.00813,3.09,"brackish","Finfish",35.707481,35.707481,10,18,NA,NA,NA,NA,NA,NA,NA,NA
"1141",8519,900141,"Clupeonella cultriventris","Shads",0.031529543,14.5,3,0.00813,3.09,"brackish","Finfish",35.707481,35.707481,10,56,NA,NA,NA,NA,NA,NA,NA,NA
"1142",7331,900141,"Clupeonella cultriventris","Shads",0.031529543,14.5,3,0.00813,3.09,"brackish","Finfish",35.707481,35.707481,10,70,NA,NA,NA,10.23,NA,NA,NA,NA
"1143",203,900141,"Clupeonella cultriventris","Shads",0.031529543,14.5,3,0.00813,3.09,"brackish","Finfish",35.707481,35.707481,10,1200,NA,NA,NA,NA,NA,NA,NA,NA
"1144",6143,900141,"Clupeonella cultriventris","Shads",0.031529543,14.5,3,0.00813,3.09,"brackish","Finfish",35.707481,35.707481,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1145",2813,900142,"Lates niloticus","Miscellaneous freshwater fishes",94.4353422,200,4.5,0.00955,3.04,"freshwater","Finfish",0.033333,-0.033333,NA,1,NA,2.0244516,NA,NA,NA,NA,NA,NA
"1146",1625,900142,"Lates niloticus","Miscellaneous freshwater fishes",94.4353422,200,4.5,0.00955,3.04,"freshwater","Finfish",0.033333,-0.033333,NA,1,NA,NA,0.572958,NA,NA,NA,NA,NA
"1147",5189,900142,"Lates niloticus","Miscellaneous freshwater fishes",94.4353422,200,4.5,0.00955,3.04,"freshwater","Finfish",0.033333,-0.033333,NA,11,NA,NA,NA,NA,NA,NA,NA,NA
"1148",4001,900142,"Lates niloticus","Miscellaneous freshwater fishes",94.4353422,200,4.5,0.00955,3.04,"freshwater","Finfish",0.033333,-0.033333,NA,18,NA,NA,NA,NA,NA,NA,NA,NA
"1149",8753,900142,"Lates niloticus","Miscellaneous freshwater fishes",94.4353422,200,4.5,0.00955,3.04,"freshwater","Finfish",0.033333,-0.033333,NA,56,NA,NA,NA,NA,NA,NA,NA,NA
"1150",7565,900142,"Lates niloticus","Miscellaneous freshwater fishes",94.4353422,200,4.5,0.00955,3.04,"freshwater","Finfish",0.033333,-0.033333,NA,70,NA,NA,NA,NA,NA,NA,NA,NA
"1151",437,900142,"Lates niloticus","Miscellaneous freshwater fishes",94.4353422,200,4.5,0.00955,3.04,"freshwater","Finfish",0.033333,-0.033333,NA,1200,NA,NA,NA,NA,NA,NA,NA,NA
"1152",6377,900142,"Lates niloticus","Miscellaneous freshwater fishes",94.4353422,200,4.5,0.00955,3.04,"freshwater","Finfish",0.033333,-0.033333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1153",3048,900143,"Oreochromis niloticus","Tilapias and other cichlids",3.658226582,60,2,0.01995,2.96,"freshwater","Finfish",0.033333,-0.033333,NA,1,NA,0.64891283,NA,NA,NA,NA,NA,NA
"1154",1860,900143,"Oreochromis niloticus","Tilapias and other cichlids",3.658226582,60,2,0.01995,2.96,"freshwater","Finfish",0.033333,-0.033333,NA,1,NA,NA,0.17525383,NA,NA,NA,NA,NA
"1155",5424,900143,"Oreochromis niloticus","Tilapias and other cichlids",3.658226582,60,2,0.01995,2.96,"freshwater","Finfish",0.033333,-0.033333,NA,11,NA,NA,NA,NA,NA,NA,NA,NA
"1156",4236,900143,"Oreochromis niloticus","Tilapias and other cichlids",3.658226582,60,2,0.01995,2.96,"freshwater","Finfish",0.033333,-0.033333,NA,18,NA,NA,NA,NA,NA,NA,NA,NA
"1157",8988,900143,"Oreochromis niloticus","Tilapias and other cichlids",3.658226582,60,2,0.01995,2.96,"freshwater","Finfish",0.033333,-0.033333,NA,56,NA,NA,NA,NA,NA,NA,NA,NA
"1158",7800,900143,"Oreochromis niloticus","Tilapias and other cichlids",3.658226582,60,2,0.01995,2.96,"freshwater","Finfish",0.033333,-0.033333,NA,70,NA,NA,NA,NA,NA,NA,NA,NA
"1159",672,900143,"Oreochromis niloticus","Tilapias and other cichlids",3.658226582,60,2,0.01995,2.96,"freshwater","Finfish",0.033333,-0.033333,NA,1200,NA,NA,NA,NA,NA,NA,NA,NA
"1160",6612,900143,"Oreochromis niloticus","Tilapias and other cichlids",3.658226582,60,2,0.01995,2.96,"freshwater","Finfish",0.033333,-0.033333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1161",2467,900144,"Bagrus docmak","Miscellaneous freshwater fishes",20.53300778,127,4.1,0.00955,3.01,"freshwater","Finfish",0.033333,-0.033333,NA,1,NA,0.659837,NA,NA,NA,NA,NA,NA
"1162",1279,900144,"Bagrus docmak","Miscellaneous freshwater fishes",20.53300778,127,4.1,0.00955,3.01,"freshwater","Finfish",0.033333,-0.033333,NA,1,NA,NA,0.38111275,NA,NA,NA,NA,NA
"1163",4843,900144,"Bagrus docmak","Miscellaneous freshwater fishes",20.53300778,127,4.1,0.00955,3.01,"freshwater","Finfish",0.033333,-0.033333,NA,11,NA,NA,NA,NA,NA,NA,NA,NA
"1164",3655,900144,"Bagrus docmak","Miscellaneous freshwater fishes",20.53300778,127,4.1,0.00955,3.01,"freshwater","Finfish",0.033333,-0.033333,NA,18,NA,NA,NA,NA,NA,NA,NA,NA
"1165",8407,900144,"Bagrus docmak","Miscellaneous freshwater fishes",20.53300778,127,4.1,0.00955,3.01,"freshwater","Finfish",0.033333,-0.033333,NA,56,NA,NA,NA,NA,NA,NA,NA,NA
"1166",7219,900144,"Bagrus docmak","Miscellaneous freshwater fishes",20.53300778,127,4.1,0.00955,3.01,"freshwater","Finfish",0.033333,-0.033333,NA,70,NA,NA,NA,NA,NA,NA,NA,NA
"1167",91,900144,"Bagrus docmak","Miscellaneous freshwater fishes",20.53300778,127,4.1,0.00955,3.01,"freshwater","Finfish",0.033333,-0.033333,NA,1200,NA,NA,NA,NA,NA,NA,NA,NA
"1168",6031,900144,"Bagrus docmak","Miscellaneous freshwater fishes",20.53300778,127,4.1,0.00955,3.01,"freshwater","Finfish",0.033333,-0.033333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1169",2556,900145,"Clarias gariepinus","Miscellaneous freshwater fishes",33.99796,170,3.2,0.00692,3,"freshwater","Finfish",0.033333,-0.033333,NA,1,NA,0.5764451,NA,NA,NA,NA,NA,NA
"1170",1368,900145,"Clarias gariepinus","Miscellaneous freshwater fishes",33.99796,170,3.2,0.00692,3,"freshwater","Finfish",0.033333,-0.033333,NA,1,NA,NA,0.20437599,NA,NA,NA,NA,NA
"1171",4932,900145,"Clarias gariepinus","Miscellaneous freshwater fishes",33.99796,170,3.2,0.00692,3,"freshwater","Finfish",0.033333,-0.033333,NA,11,NA,NA,NA,NA,NA,NA,NA,NA
"1172",3744,900145,"Clarias gariepinus","Miscellaneous freshwater fishes",33.99796,170,3.2,0.00692,3,"freshwater","Finfish",0.033333,-0.033333,NA,18,NA,NA,NA,NA,NA,NA,NA,NA
"1173",8496,900145,"Clarias gariepinus","Miscellaneous freshwater fishes",33.99796,170,3.2,0.00692,3,"freshwater","Finfish",0.033333,-0.033333,NA,56,NA,NA,NA,NA,NA,NA,NA,NA
"1174",7308,900145,"Clarias gariepinus","Miscellaneous freshwater fishes",33.99796,170,3.2,0.00692,3,"freshwater","Finfish",0.033333,-0.033333,NA,70,NA,NA,NA,NA,NA,NA,NA,NA
"1175",180,900145,"Clarias gariepinus","Miscellaneous freshwater fishes",33.99796,170,3.2,0.00692,3,"freshwater","Finfish",0.033333,-0.033333,NA,1200,NA,NA,NA,NA,NA,NA,NA,NA
"1176",6120,900145,"Clarias gariepinus","Miscellaneous freshwater fishes",33.99796,170,3.2,0.00692,3,"freshwater","Finfish",0.033333,-0.033333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1177",3422,900146,"Synodontis spp","Miscellaneous freshwater fishes",0.436099693,35,3.3,0.01259,2.94,"freshwater","Finfish",0.033333,-0.033333,NA,1,NA,0.71572101,NA,NA,NA,NA,NA,NA
"1178",2234,900146,"Synodontis spp","Miscellaneous freshwater fishes",0.436099693,35,3.3,0.01259,2.94,"freshwater","Finfish",0.033333,-0.033333,NA,1,NA,NA,0.15710949,NA,NA,NA,NA,NA
"1179",5798,900146,"Synodontis spp","Miscellaneous freshwater fishes",0.436099693,35,3.3,0.01259,2.94,"freshwater","Finfish",0.033333,-0.033333,NA,11,NA,NA,NA,NA,NA,NA,NA,NA
"1180",4610,900146,"Synodontis spp","Miscellaneous freshwater fishes",0.436099693,35,3.3,0.01259,2.94,"freshwater","Finfish",0.033333,-0.033333,NA,18,NA,NA,NA,NA,NA,NA,NA,NA
"1181",9362,900146,"Synodontis spp","Miscellaneous freshwater fishes",0.436099693,35,3.3,0.01259,2.94,"freshwater","Finfish",0.033333,-0.033333,NA,56,NA,NA,NA,NA,NA,NA,NA,NA
"1182",8174,900146,"Synodontis spp","Miscellaneous freshwater fishes",0.436099693,35,3.3,0.01259,2.94,"freshwater","Finfish",0.033333,-0.033333,NA,70,NA,NA,NA,NA,NA,NA,NA,NA
"1183",1046,900146,"Synodontis spp","Miscellaneous freshwater fishes",0.436099693,35,3.3,0.01259,2.94,"freshwater","Finfish",0.033333,-0.033333,NA,1200,NA,NA,NA,NA,NA,NA,NA,NA
"1184",6986,900146,"Synodontis spp","Miscellaneous freshwater fishes",0.436099693,35,3.3,0.01259,2.94,"freshwater","Finfish",0.033333,-0.033333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1185",3211,900147,"Rastrineobola argentea","Miscellaneous freshwater fishes",0.005747397,9,3.4,0.00676,3.07,"freshwater","Finfish",0.033333,-0.033333,NA,1,NA,0.17953792,NA,NA,NA,NA,NA,NA
"1186",2023,900147,"Rastrineobola argentea","Miscellaneous freshwater fishes",0.005747397,9,3.4,0.00676,3.07,"freshwater","Finfish",0.033333,-0.033333,NA,1,NA,NA,0.14587456,NA,NA,NA,NA,NA
"1187",5587,900147,"Rastrineobola argentea","Miscellaneous freshwater fishes",0.005747397,9,3.4,0.00676,3.07,"freshwater","Finfish",0.033333,-0.033333,NA,11,NA,NA,NA,NA,NA,NA,NA,NA
"1188",4399,900147,"Rastrineobola argentea","Miscellaneous freshwater fishes",0.005747397,9,3.4,0.00676,3.07,"freshwater","Finfish",0.033333,-0.033333,NA,18,NA,NA,NA,NA,NA,NA,NA,NA
"1189",9151,900147,"Rastrineobola argentea","Miscellaneous freshwater fishes",0.005747397,9,3.4,0.00676,3.07,"freshwater","Finfish",0.033333,-0.033333,NA,56,NA,NA,NA,NA,NA,NA,NA,NA
"1190",7963,900147,"Rastrineobola argentea","Miscellaneous freshwater fishes",0.005747397,9,3.4,0.00676,3.07,"freshwater","Finfish",0.033333,-0.033333,NA,70,NA,NA,NA,NA,NA,NA,NA,NA
"1191",835,900147,"Rastrineobola argentea","Miscellaneous freshwater fishes",0.005747397,9,3.4,0.00676,3.07,"freshwater","Finfish",0.033333,-0.033333,NA,1200,NA,NA,NA,NA,NA,NA,NA,NA
"1192",6775,900147,"Rastrineobola argentea","Miscellaneous freshwater fishes",0.005747397,9,3.4,0.00676,3.07,"freshwater","Finfish",0.033333,-0.033333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1193",3237,900148,"Sander lucioperca","Miscellaneous freshwater fishes",10.96746089,100,4.3,0.00692,3.1,"freshwater","Finfish",36.967401,36.967401,NA,1,NA,0.005952012,NA,NA,NA,NA,NA,NA
"1194",2049,900148,"Sander lucioperca","Miscellaneous freshwater fishes",10.96746089,100,4.3,0.00692,3.1,"freshwater","Finfish",36.967401,36.967401,NA,1,NA,NA,0.002842752,NA,NA,NA,NA,NA
"1195",5613,900148,"Sander lucioperca","Miscellaneous freshwater fishes",10.96746089,100,4.3,0.00692,3.1,"freshwater","Finfish",36.967401,36.967401,NA,11,NA,NA,NA,NA,NA,NA,NA,NA
"1196",4425,900148,"Sander lucioperca","Miscellaneous freshwater fishes",10.96746089,100,4.3,0.00692,3.1,"freshwater","Finfish",36.967401,36.967401,NA,18,NA,NA,NA,NA,NA,NA,NA,NA
"1197",9177,900148,"Sander lucioperca","Miscellaneous freshwater fishes",10.96746089,100,4.3,0.00692,3.1,"freshwater","Finfish",36.967401,36.967401,NA,56,NA,NA,NA,NA,NA,NA,18.8,NA
"1198",7989,900148,"Sander lucioperca","Miscellaneous freshwater fishes",10.96746089,100,4.3,0.00692,3.1,"freshwater","Finfish",36.967401,36.967401,NA,70,NA,NA,NA,0.12,NA,NA,NA,NA
"1199",861,900148,"Sander lucioperca","Miscellaneous freshwater fishes",10.96746089,100,4.3,0.00692,3.1,"freshwater","Finfish",36.967401,36.967401,NA,1200,NA,NA,NA,NA,NA,NA,NA,NA
"1200",6801,900148,"Sander lucioperca","Miscellaneous freshwater fishes",10.96746089,100,4.3,0.00692,3.1,"freshwater","Finfish",36.967401,36.967401,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1201",3236,900149,"Sander lucioperca","Miscellaneous freshwater fishes",10.96746089,100,4.3,0.00692,3.1,"freshwater","Finfish",38.023757,38.023757,NA,1,NA,0.00835193,NA,NA,NA,NA,NA,NA
"1202",2048,900149,"Sander lucioperca","Miscellaneous freshwater fishes",10.96746089,100,4.3,0.00692,3.1,"freshwater","Finfish",38.023757,38.023757,NA,1,NA,NA,0.00251029,NA,NA,NA,NA,NA
"1203",5612,900149,"Sander lucioperca","Miscellaneous freshwater fishes",10.96746089,100,4.3,0.00692,3.1,"freshwater","Finfish",38.023757,38.023757,NA,11,NA,NA,NA,NA,NA,NA,NA,NA
"1204",4424,900149,"Sander lucioperca","Miscellaneous freshwater fishes",10.96746089,100,4.3,0.00692,3.1,"freshwater","Finfish",38.023757,38.023757,NA,18,NA,NA,NA,NA,NA,NA,NA,NA
"1205",9176,900149,"Sander lucioperca","Miscellaneous freshwater fishes",10.96746089,100,4.3,0.00692,3.1,"freshwater","Finfish",38.023757,38.023757,NA,56,NA,NA,NA,NA,NA,NA,18.1,NA
"1206",7988,900149,"Sander lucioperca","Miscellaneous freshwater fishes",10.96746089,100,4.3,0.00692,3.1,"freshwater","Finfish",38.023757,38.023757,NA,70,NA,NA,NA,0.1,NA,NA,NA,NA
"1207",860,900149,"Sander lucioperca","Miscellaneous freshwater fishes",10.96746089,100,4.3,0.00692,3.1,"freshwater","Finfish",38.023757,38.023757,NA,1200,NA,NA,NA,NA,NA,NA,NA,NA
"1208",6800,900149,"Sander lucioperca","Miscellaneous freshwater fishes",10.96746089,100,4.3,0.00692,3.1,"freshwater","Finfish",38.023757,38.023757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1209",2387,900150,"Albatrossia pectoralis","Cods, hakes, haddocks",35.95943668,210,4.3,0.00102,3.25,"marine","Finfish",57.79,57.79,NA,1,NA,0.033661436,NA,NA,NA,NA,NA,NA
"1210",1199,900150,"Albatrossia pectoralis","Cods, hakes, haddocks",35.95943668,210,4.3,0.00102,3.25,"marine","Finfish",57.79,57.79,NA,1,NA,NA,0.018676001,NA,NA,NA,NA,NA
"1211",4763,900150,"Albatrossia pectoralis","Cods, hakes, haddocks",35.95943668,210,4.3,0.00102,3.25,"marine","Finfish",57.79,57.79,NA,11,NA,NA,NA,NA,NA,NA,NA,NA
"1212",3575,900150,"Albatrossia pectoralis","Cods, hakes, haddocks",35.95943668,210,4.3,0.00102,3.25,"marine","Finfish",57.79,57.79,NA,18,NA,NA,NA,NA,NA,NA,NA,NA
"1213",8327,900150,"Albatrossia pectoralis","Cods, hakes, haddocks",35.95943668,210,4.3,0.00102,3.25,"marine","Finfish",57.79,57.79,NA,56,NA,NA,NA,NA,NA,NA,NA,NA
"1214",7139,900150,"Albatrossia pectoralis","Cods, hakes, haddocks",35.95943668,210,4.3,0.00102,3.25,"marine","Finfish",57.79,57.79,NA,70,NA,NA,NA,NA,NA,NA,NA,NA
"1215",11,900150,"Albatrossia pectoralis","Cods, hakes, haddocks",35.95943668,210,4.3,0.00102,3.25,"marine","Finfish",57.79,57.79,NA,1200,NA,NA,NA,NA,NA,NA,NA,NA
"1216",5951,900150,"Albatrossia pectoralis","Cods, hakes, haddocks",35.95943668,210,4.3,0.00102,3.25,"marine","Finfish",57.79,57.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1217",2456,900151,"Atheresthes stomias","Flounders, halibuts, soles",2.689453558,69,4.26,0.01981,2.791300058,"marine","Finfish",57.79,57.79,NA,1,NA,0.237639134,NA,NA,NA,NA,NA,NA
"1218",1268,900151,"Atheresthes stomias","Flounders, halibuts, soles",2.689453558,69,4.26,0.01981,2.791300058,"marine","Finfish",57.79,57.79,NA,1,NA,NA,0.393730288,NA,NA,NA,NA,NA
"1219",4832,900151,"Atheresthes stomias","Flounders, halibuts, soles",2.689453558,69,4.26,0.01981,2.791300058,"marine","Finfish",57.79,57.79,NA,11,NA,NA,NA,NA,NA,NA,NA,NA
"1220",3644,900151,"Atheresthes stomias","Flounders, halibuts, soles",2.689453558,69,4.26,0.01981,2.791300058,"marine","Finfish",57.79,57.79,NA,18,NA,NA,NA,NA,NA,NA,NA,NA
"1221",8396,900151,"Atheresthes stomias","Flounders, halibuts, soles",2.689453558,69,4.26,0.01981,2.791300058,"marine","Finfish",57.79,57.79,NA,56,NA,NA,NA,NA,NA,NA,NA,NA
"1222",7208,900151,"Atheresthes stomias","Flounders, halibuts, soles",2.689453558,69,4.26,0.01981,2.791300058,"marine","Finfish",57.79,57.79,NA,70,NA,NA,NA,NA,NA,NA,NA,NA
"1223",80,900151,"Atheresthes stomias","Flounders, halibuts, soles",2.689453558,69,4.26,0.01981,2.791300058,"marine","Finfish",57.79,57.79,NA,1200,NA,NA,NA,NA,NA,NA,NA,NA
"1224",6020,900151,"Atheresthes stomias","Flounders, halibuts, soles",2.689453558,69,4.26,0.01981,2.791300058,"marine","Finfish",57.79,57.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1225",2748,900152,"Gadus macrocephalus","Cods, hakes, haddocks",12.37966909,100,4.01,0.007927,3.096800089,"marine","Finfish",57.79,57.79,NA,1,NA,0.144061265,NA,NA,NA,NA,NA,NA
"1226",1560,900152,"Gadus macrocephalus","Cods, hakes, haddocks",12.37966909,100,4.01,0.007927,3.096800089,"marine","Finfish",57.79,57.79,NA,1,NA,NA,0.054679898,NA,NA,NA,NA,NA
"1227",5124,900152,"Gadus macrocephalus","Cods, hakes, haddocks",12.37966909,100,4.01,0.007927,3.096800089,"marine","Finfish",57.79,57.79,NA,11,NA,NA,NA,NA,NA,NA,NA,NA
"1228",3936,900152,"Gadus macrocephalus","Cods, hakes, haddocks",12.37966909,100,4.01,0.007927,3.096800089,"marine","Finfish",57.79,57.79,NA,18,NA,NA,NA,NA,NA,NA,NA,NA
"1229",8688,900152,"Gadus macrocephalus","Cods, hakes, haddocks",12.37966909,100,4.01,0.007927,3.096800089,"marine","Finfish",57.79,57.79,NA,56,NA,NA,NA,NA,NA,NA,NA,NA
"1230",7500,900152,"Gadus macrocephalus","Cods, hakes, haddocks",12.37966909,100,4.01,0.007927,3.096800089,"marine","Finfish",57.79,57.79,NA,70,NA,NA,NA,NA,NA,NA,NA,NA
"1231",372,900152,"Gadus macrocephalus","Cods, hakes, haddocks",12.37966909,100,4.01,0.007927,3.096800089,"marine","Finfish",57.79,57.79,NA,1200,NA,NA,NA,NA,NA,NA,NA,NA
"1232",6312,900152,"Gadus macrocephalus","Cods, hakes, haddocks",12.37966909,100,4.01,0.007927,3.096800089,"marine","Finfish",57.79,57.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1233",3445,900153,"Theragra chalcogramma","Cods, hakes, haddocks",3.000624339,75,3.45,0.0104,2.911999941,"marine","Finfish",57.79,57.79,NA,1,NA,0.122460992,NA,NA,NA,NA,NA,NA
"1234",2257,900153,"Theragra chalcogramma","Cods, hakes, haddocks",3.000624339,75,3.45,0.0104,2.911999941,"marine","Finfish",57.79,57.79,NA,1,NA,NA,0.059177815,NA,NA,NA,NA,NA
"1235",5821,900153,"Theragra chalcogramma","Cods, hakes, haddocks",3.000624339,75,3.45,0.0104,2.911999941,"marine","Finfish",57.79,57.79,NA,11,NA,NA,NA,NA,NA,NA,NA,NA
"1236",4633,900153,"Theragra chalcogramma","Cods, hakes, haddocks",3.000624339,75,3.45,0.0104,2.911999941,"marine","Finfish",57.79,57.79,NA,18,NA,NA,NA,NA,NA,NA,NA,NA
"1237",9385,900153,"Theragra chalcogramma","Cods, hakes, haddocks",3.000624339,75,3.45,0.0104,2.911999941,"marine","Finfish",57.79,57.79,NA,56,NA,NA,NA,NA,NA,NA,NA,NA
"1238",8197,900153,"Theragra chalcogramma","Cods, hakes, haddocks",3.000624339,75,3.45,0.0104,2.911999941,"marine","Finfish",57.79,57.79,NA,70,NA,NA,NA,NA,NA,NA,NA,NA
"1239",1069,900153,"Theragra chalcogramma","Cods, hakes, haddocks",3.000624339,75,3.45,0.0104,2.911999941,"marine","Finfish",57.79,57.79,NA,1200,NA,NA,NA,NA,NA,NA,NA,NA
"1240",7009,900153,"Theragra chalcogramma","Cods, hakes, haddocks",3.000624339,75,3.45,0.0104,2.911999941,"marine","Finfish",57.79,57.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1241",3244,900154,"Sander lucioperca","Miscellaneous freshwater fishes",10.96746089,100,4.3,0.00692,3.1,"freshwater","Finfish",37.866667,37.866667,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"1242",2056,900154,"Sander lucioperca","Miscellaneous freshwater fishes",10.96746089,100,4.3,0.00692,3.1,"freshwater","Finfish",37.866667,37.866667,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
